,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Ohio State,47.3,51.0,33.0,45.4,50.3,41.0
1,2,Alabama,45.6,46.3,52.0,52.3,40.5,48.5
2,3,Wake Forest,43.7,51.7,45.0,39.8,49.0,32.3
3,4,Coastal Car,43.3,38.0,35.0,49.0,35.7,36.6
4,5,S Methodist,40.0,41.0,37.0,43.7,37.3,37.3
5,6,Cincinnati,39.6,38.0,31.0,52.3,30.0,35.6
6,7,Texas,39.4,32.0,24.0,47.5,31.3,42.7
7,8,Pittsburgh,39.1,29.7,34.0,38.3,40.3,26.4
8,9,Oklahoma,38.8,46.3,52.0,36.6,42.3,42.5
9,10,Virginia,38.4,48.3,49.0,38.8,38.0,28.0
10,11,Georgia,37.9,32.7,34.0,40.8,35.0,32.3
11,12,W Kentucky,37.9,40.7,45.0,40.7,35.8,19.5
12,13,TX-San Ant,37.3,47.3,45.0,32.0,41.3,28.6
13,14,Michigan,37.1,32.7,33.0,38.8,34.3,28.3
14,15,Mississippi,37.0,27.3,20.0,48.0,28.8,39.2
15,16,N Carolina,36.5,34.7,34.0,45.2,22.0,41.0
16,17,Houston,36.1,38.3,44.0,34.3,37.5,30.0
17,18,Liberty,36.1,41.7,62.0,49.3,28.2,37.1
18,19,Marshall,36.0,35.7,38.0,32.0,39.0,25.1
19,19,Nevada,36.0,39.0,51.0,46.7,28.0,30.8
20,21,Tennessee,34.7,31.7,24.0,35.8,33.3,21.5
21,22,Army,34.6,28.7,56.0,42.3,24.3,22.6
22,23,Iowa State,34.4,29.3,31.0,33.3,35.3,32.9
23,23,Oregon,34.4,36.7,52.0,37.0,31.0,31.3
24,25,Michigan St,33.6,29.3,37.0,36.0,31.8,18.0
25,26,App State,33.4,34.0,59.0,40.0,28.5,32.2
26,27,Texas Tech,33.4,28.7,21.0,36.3,31.6,28.4
27,28,Baylor,33.3,38.0,31.0,36.3,29.3,23.3
28,29,Oregon St,32.7,30.3,25.0,38.0,28.8,28.9
29,29,LA Lafayette,32.7,38.0,45.0,45.0,23.5,33.6
30,31,Notre Dame,32.6,35.7,44.0,29.4,38.0,33.4
31,32,E Michigan,32.4,33.0,55.0,34.3,31.0,33.2
32,32,Utah,32.4,37.7,44.0,34.3,31.0,30.2
33,34,UCLA,32.2,26.3,24.0,34.6,29.3,35.4
34,35,Florida St,31.7,38.0,20.0,38.3,23.0,23.9
35,36,Fresno St,31.5,27.0,30.0,39.0,27.0,32.8
36,37,Missouri,31.3,33.0,37.0,30.0,33.0,26.7
37,38,USC,31.3,27.7,41.0,30.4,32.7,33.3
38,39,Auburn,31.0,26.3,31.0,33.8,27.3,25.1
39,39,Arkansas,31.0,24.7,23.0,36.5,23.7,25.7
40,39,Florida,31.0,30.3,7.0,36.0,26.0,39.8
41,42,Memphis,30.9,23.7,7.0,31.3,30.5,28.5
42,43,Central FL,30.7,31.3,49.0,26.7,33.8,42.2
43,44,BYU,30.4,37.0,66.0,34.2,25.8,41.5
44,45,Oklahoma St,30.3,36.0,55.0,34.5,24.7,30.2
45,46,LSU,30.0,29.0,17.0,39.0,23.3,32.0
46,47,Texas A&M,29.6,40.0,44.0,36.4,18.3,32.6
47,48,TX Christian,29.6,20.0,12.0,28.0,31.7,30.8
48,48,NC State,29.6,30.3,28.0,33.5,24.3,30.3
49,50,Louisville,29.3,24.7,13.0,34.3,25.5,29.5
50,50,S Alabama,29.3,34.3,31.0,30.3,28.0,19.9
51,52,Buffalo,29.3,38.7,44.0,28.3,30.3,43.4
52,52,Boise State,29.3,23.7,28.0,30.5,28.0,33.9
53,54,W Michigan,29.1,33.0,15.0,35.7,24.3,41.7
54,55,Utah State,29.0,35.0,51.0,25.0,34.3,15.5
55,56,Arizona St,28.7,23.3,21.0,30.3,26.7,40.3
56,57,Air Force,28.4,20.7,14.0,28.5,28.3,24.3
57,57,E Carolina,28.4,23.0,29.0,32.7,25.3,30.2
58,59,Minnesota,28.4,35.0,41.0,27.2,30.3,27.3
59,60,Fla Atlantic,28.1,26.7,28.0,41.3,18.3,18.9
60,60,N Illinois,28.1,31.7,39.0,34.7,23.3,24.8
61,62,Miss State,28.0,28.3,31.0,24.8,33.3,21.4
62,63,Miami (FL),27.7,37.0,38.0,25.3,31.0,34.0
63,64,Middle Tenn,27.4,30.7,35.0,34.5,24.6,22.9
64,65,Nebraska,27.1,25.0,23.0,34.0,20.3,23.1
65,66,Kansas St,27.0,25.3,31.0,30.0,23.0,26.6
66,66,San Diego St,27.0,19.7,20.0,28.0,25.7,24.6
67,68,Kentucky,26.9,24.0,17.0,35.5,15.3,21.8
68,69,Hawaii,26.8,32.0,31.0,29.3,25.2,26.2
69,70,Central Mich,26.7,31.3,38.0,31.7,23.0,31.3
70,71,GA Tech,26.1,29.3,17.0,19.7,31.0,23.9
71,72,Arkansas St,25.7,20.0,13.0,32.3,20.8,31.2
72,73,Toledo,25.6,25.7,34.0,20.0,29.8,35.0
73,74,Tulsa,25.4,28.0,17.0,25.8,25.0,27.1
74,75,Iowa,25.4,12.3,7.0,23.6,28.3,31.8
75,75,Syracuse,25.4,25.3,21.0,20.6,33.3,17.8
76,77,UAB,25.1,29.7,24.0,22.3,27.3,26.4
77,78,Washington,25.0,19.3,20.0,33.3,18.8,30.3
78,79,Stanford,24.9,18.0,13.0,22.7,26.2,29.3
79,80,Penn State,24.9,20.7,24.0,28.5,20.0,29.8
80,81,Kent State,24.7,37.7,34.0,37.5,19.6,49.8
81,82,Maryland,24.6,23.7,38.0,29.8,17.7,23.6
82,83,W Virginia,24.4,29.0,38.0,28.3,21.5,23.2
83,83,VA Tech,24.4,23.0,26.0,24.8,23.5,31.1
84,85,Colorado St,24.0,26.3,19.0,24.0,24.0,22.3
85,86,Georgia State,23.9,34.7,21.0,18.5,29.3,33.3
86,87,LA Monroe,23.7,33.3,28.0,30.5,14.7,16.3
87,87,Tulane,23.7,20.0,12.0,18.3,27.8,34.7
88,89,Wash State,23.6,29.0,34.0,24.2,22.7,27.0
89,90,Ball State,23.6,33.3,17.0,19.0,27.0,34.3
90,91,Charlotte,23.3,22.3,13.0,27.3,20.3,27.0
91,92,Bowling Grn,23.1,35.3,56.0,21.0,24.4,11.4
92,93,LA Tech,23.0,13.0,20.0,25.7,21.0,22.3
93,93,California,23.0,27.3,39.0,22.0,24.3,20.3
94,93,TX El Paso,23.0,23.3,25.0,22.3,23.5,23.8
95,96,Purdue,22.9,21.7,28.0,17.3,28.5,27.2
96,97,Wyoming,22.4,8.0,21.0,16.0,27.3,26.5
97,98,Boston Col,22.0,9.0,6.0,24.0,21.2,27.8
98,99,Wisconsin,21.9,25.7,27.0,21.6,22.3,25.1
99,100,N Mex State,21.7,31.0,34.0,12.0,25.6,--
100,101,Duke,21.6,11.3,7.0,36.3,10.5,24.8
101,102,Troy,21.4,28.7,28.0,20.0,22.0,27.0
102,103,Miami (OH),21.1,23.3,24.0,31.0,17.2,28.7
103,104,North Texas,21.0,25.7,30.0,17.7,23.5,31.9
104,104,GA Southern,21.0,17.3,14.0,31.0,13.5,27.3
105,106,Rutgers,20.6,13.3,20.0,29.0,14.3,26.7
106,107,Ohio,20.4,26.7,27.0,21.0,20.0,34.3
107,107,S Florida,20.4,26.3,14.0,28.3,14.5,22.6
108,109,Texas State,20.1,14.7,0.0,27.0,15.0,27.7
109,110,Florida Intl,19.7,17.3,0.0,23.0,17.3,25.5
110,110,Old Dominion,19.7,18.7,23.0,25.7,15.3,--
111,112,Northwestern,18.3,14.0,14.0,22.8,12.3,24.7
112,113,Navy,18.1,19.0,20.0,17.6,19.0,16.6
113,113,San Jose St,18.1,22.3,27.0,25.7,13.6,28.6
114,115,Akron,17.7,22.0,10.0,17.0,18.3,17.2
115,115,UNLV,17.7,21.3,20.0,15.7,19.3,17.3
116,117,Illinois,17.6,11.3,14.0,19.2,14.3,20.1
117,118,S Carolina,17.3,18.3,14.0,18.0,16.8,23.5
118,118,Clemson,17.3,21.3,30.0,21.0,14.5,43.0
119,120,Temple,17.1,8.0,7.0,14.7,19.0,19.9
