,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Mississippi,0.5,0.3,0.0,0.3,0.8,1.8
1,2,Coastal Car,0.6,0.7,1.0,0.8,0.5,1.1
2,2,Arkansas,0.6,1.0,0.0,0.6,0.7,1.3
3,2,California,0.6,0.0,0.0,0.5,0.8,1.3
4,2,Kent State,0.6,0.3,0.0,0.0,1.0,1.0
5,2,NC State,0.6,0.3,1.0,0.3,1.0,1.6
6,7,Army,0.8,1.0,0.0,0.8,0.8,1.3
7,7,Colorado,0.8,0.3,0.0,1.0,0.5,1.8
8,7,LA Lafayette,0.8,1.0,1.0,0.8,0.8,1.2
9,7,Toledo,0.8,1.0,3.0,1.0,0.5,2.0
10,11,BYU,0.8,0.3,0.0,1.2,0.3,0.8
11,11,Michigan,0.8,1.7,1.0,0.5,1.3,1.0
12,11,Navy,0.8,0.3,0.0,1.2,0.3,1.1
13,14,Air Force,0.9,1.3,1.0,1.3,0.5,1.3
14,14,Syracuse,0.9,0.7,1.0,1.2,0.3,1.9
15,14,Colorado St,0.9,1.3,2.0,0.3,1.2,1.0
16,14,Oklahoma St,0.9,0.3,1.0,1.0,0.8,1.5
17,14,TX-San Ant,0.9,0.0,0.0,1.0,0.8,0.9
18,14,Alabama,0.9,0.7,1.0,1.0,0.8,0.9
19,14,Houston,0.9,0.7,0.0,0.7,1.0,2.0
20,14,Miami (OH),0.9,0.7,1.0,1.0,0.8,0.7
21,14,VA Tech,0.9,0.7,2.0,1.0,0.7,1.3
22,23,Ohio State,0.9,1.0,2.0,1.0,0.8,1.1
23,24,Illinois,0.9,1.0,0.0,0.7,1.3,1.1
24,25,Iowa State,1.0,0.7,1.0,1.3,0.8,1.2
25,25,Auburn,1.0,1.7,2.0,1.0,1.0,0.8
26,25,Kansas St,1.0,1.0,0.0,0.8,1.3,1.5
27,25,Oklahoma,1.0,0.7,0.0,0.8,1.3,1.3
28,25,Tennessee,1.0,1.0,1.0,1.5,0.5,1.5
29,25,UCLA,1.0,1.3,1.0,1.2,0.8,1.9
30,25,Missouri,1.0,1.0,0.0,1.0,1.0,1.4
31,25,Buffalo,1.0,1.3,2.0,1.0,1.0,0.9
32,25,Ball State,1.0,0.7,0.0,1.0,1.0,1.1
33,25,W Kentucky,1.0,1.0,0.0,1.0,1.0,1.2
34,25,Wake Forest,1.0,1.0,2.0,1.3,0.8,0.9
35,36,Notre Dame,1.1,0.0,0.0,1.0,1.3,0.9
36,36,Minnesota,1.1,1.0,2.0,1.5,0.3,1.0
37,36,Georgia State,1.1,0.3,0.0,2.0,0.4,2.0
38,39,Nevada,1.1,2.0,2.0,1.3,1.0,1.0
39,39,Clemson,1.1,2.0,1.0,1.3,1.0,1.3
40,39,Utah,1.1,0.3,1.0,1.7,0.8,2.6
41,39,Central Mich,1.1,0.3,0.0,1.0,1.2,1.5
42,39,E Michigan,1.1,1.3,1.0,1.0,1.2,2.0
43,39,N Illinois,1.1,0.7,1.0,1.7,0.8,1.7
44,39,W Michigan,1.1,1.7,3.0,1.8,0.5,1.0
45,39,Penn State,1.1,1.0,0.0,0.5,1.8,1.9
46,39,Baylor,1.1,1.7,2.0,1.0,1.3,1.0
47,39,GA Tech,1.1,1.3,1.0,1.7,0.8,2.5
48,39,Fla Atlantic,1.1,0.7,1.0,0.3,2.0,1.2
49,39,Oregon,1.1,1.7,1.0,1.0,1.3,2.3
50,51,Georgia,1.2,1.3,1.0,1.0,1.5,1.5
51,51,Boise State,1.2,1.0,1.0,2.0,0.6,1.0
52,51,Texas,1.2,2.0,2.0,1.0,1.4,0.9
53,54,LSU,1.3,1.7,2.0,0.7,1.6,1.3
54,54,Pittsburgh,1.3,1.7,2.0,2.0,0.5,1.6
55,54,Washington,1.3,0.3,1.0,1.8,0.8,0.8
56,54,Rutgers,1.3,1.7,4.0,2.0,0.5,1.6
57,54,Kansas,1.3,1.3,0.0,0.8,1.8,1.6
58,54,San Diego St,1.3,1.3,1.0,2.0,0.5,1.4
59,54,Michigan St,1.3,2.0,2.0,1.0,1.4,2.9
60,61,Nebraska,1.3,1.7,1.0,1.6,1.0,2.3
61,61,Stanford,1.3,2.3,2.0,1.3,1.4,0.8
62,61,N Carolina,1.3,1.0,1.0,0.8,2.3,0.9
63,61,Iowa,1.3,2.3,0.0,1.8,0.8,1.1
64,65,Louisville,1.4,1.7,0.0,1.5,1.3,2.2
65,65,LA Monroe,1.4,2.0,0.0,1.3,1.5,1.9
66,65,Troy,1.4,0.7,1.0,1.0,1.6,1.5
67,65,S Alabama,1.4,2.0,2.0,0.5,2.3,1.4
68,65,Charlotte,1.4,2.3,2.0,1.5,1.3,1.0
69,70,Texas A&M,1.4,1.0,1.0,1.7,1.0,0.8
70,70,Miss State,1.4,1.0,1.0,1.8,1.0,2.4
71,70,Liberty,1.4,1.3,3.0,1.7,1.3,1.4
72,73,Rice,1.5,1.0,1.0,1.0,1.8,1.6
73,73,Cincinnati,1.5,1.7,3.0,1.8,1.3,1.7
74,73,Texas Tech,1.5,2.0,3.0,1.0,1.8,2.0
75,73,TX Christian,1.5,2.0,1.0,1.8,1.0,1.4
76,73,Boston Col,1.5,1.3,1.0,1.3,1.6,1.3
77,73,Temple,1.5,1.7,0.0,1.0,1.8,2.0
78,73,App State,1.5,1.0,1.0,1.3,1.6,1.5
79,73,Florida Intl,1.5,1.3,2.0,1.5,1.5,0.8
80,73,Ohio,1.5,1.7,1.0,1.5,1.5,0.7
81,73,UAB,1.5,1.7,2.0,1.5,1.5,1.6
82,73,North Texas,1.5,1.0,1.0,1.7,1.4,1.6
83,73,Tulsa,1.5,2.0,1.0,1.5,1.5,2.0
84,85,Purdue,1.6,2.0,1.0,2.2,0.8,1.2
85,86,W Virginia,1.6,1.3,2.0,1.8,1.5,1.2
86,86,GA Southern,1.6,2.3,4.0,1.8,1.5,1.3
87,86,Virginia,1.6,1.3,3.0,1.3,2.0,2.1
88,86,Vanderbilt,1.6,1.3,1.0,1.6,1.7,1.9
89,86,LA Tech,1.6,1.3,1.0,1.7,1.6,1.7
90,86,Akron,1.6,2.0,1.0,2.0,1.3,1.5
91,86,Central FL,1.6,1.3,1.0,1.3,2.0,1.0
92,86,Oregon St,1.6,1.7,1.0,1.3,1.8,1.1
93,86,UNLV,1.6,2.0,2.0,1.3,1.8,1.5
94,86,Northwestern,1.6,2.0,3.0,1.0,2.7,1.7
95,86,Wash State,1.6,0.7,1.0,1.4,2.0,2.0
96,86,Indiana,1.6,0.3,1.0,2.3,1.2,1.5
97,86,N Mex State,1.6,1.0,0.0,1.3,1.8,--
98,86,Utah State,1.6,1.3,1.0,2.0,1.3,1.7
99,100,Connecticut,1.7,2.7,3.0,1.7,1.8,--
100,101,S Florida,1.8,2.3,2.0,1.3,2.3,2.1
101,101,Bowling Grn,1.8,1.0,0.0,3.0,1.0,2.2
102,101,New Mexico,1.8,2.0,3.0,2.3,1.3,1.3
103,101,S Methodist,1.8,1.3,3.0,1.7,1.8,1.3
104,101,Kentucky,1.8,1.7,1.0,1.4,2.3,1.1
105,101,Miami (FL),1.8,1.3,3.0,1.4,2.3,1.1
106,107,USC,1.8,1.7,2.0,1.6,2.0,1.8
107,108,U Mass,1.9,1.7,2.0,2.3,1.5,1.8
108,108,Wyoming,1.9,1.7,1.0,2.0,1.8,1.5
109,110,San Jose St,1.9,1.7,3.0,0.7,2.5,1.1
110,111,Texas State,2.0,1.7,0.0,2.5,1.5,1.5
111,111,Florida,2.0,3.0,2.0,1.5,2.4,1.6
112,111,Arizona St,2.0,3.0,3.0,2.0,2.0,1.3
113,111,Florida St,2.0,1.3,1.0,1.6,2.7,2.0
114,111,E Carolina,2.0,2.7,2.0,1.8,2.3,2.3
115,111,Wisconsin,2.0,1.0,1.0,1.6,2.5,1.7
116,111,TX El Paso,2.0,2.0,0.0,1.3,2.8,2.2
117,111,Maryland,2.0,1.0,2.0,2.2,1.7,2.2
118,111,Memphis,2.0,2.0,1.0,1.3,2.8,1.8
119,120,Fresno St,2.1,1.7,3.0,1.5,2.6,1.7
120,121,Old Dominion,2.1,2.3,2.0,2.7,1.8,--
121,121,Marshall,2.1,1.0,1.0,1.7,2.4,1.3
122,121,Arkansas St,2.1,2.3,3.0,1.0,3.3,1.5
123,121,Arizona,2.1,2.0,3.0,2.0,2.3,2.4
124,121,Duke,2.1,2.3,2.0,2.0,2.3,3.5
125,121,S Carolina,2.1,2.3,0.0,1.8,2.5,1.5
126,127,Hawaii,2.2,2.3,2.0,1.5,2.8,1.3
127,128,Middle Tenn,2.3,3.7,7.0,3.0,2.0,1.8
128,128,Tulane,2.3,1.7,0.0,3.0,1.8,1.2
129,130,S Mississippi,2.6,2.7,2.0,1.8,3.5,1.3
