,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Arkansas,0.6,0.3,0.0,0.6,0.5,1.3
1,1,Mississippi,0.6,0.7,1.0,0.4,0.8,1.8
2,3,California,0.6,0.0,0.0,0.5,0.8,1.3
3,4,Toledo,0.7,1.0,0.0,1.0,0.4,2.0
4,4,LA Lafayette,0.7,0.3,0.0,0.8,0.6,1.2
5,6,Army,0.8,1.0,0.0,0.8,0.8,1.3
6,7,Houston,0.8,0.3,0.0,0.7,0.8,2.0
7,7,BYU,0.8,0.3,0.0,1.2,0.3,0.8
8,7,Navy,0.8,0.3,0.0,1.2,0.3,1.1
9,7,Colorado,0.8,0.3,1.0,1.0,0.6,1.8
10,7,Coastal Car,0.8,1.3,2.0,1.0,0.5,1.1
11,12,Michigan,0.8,1.3,1.0,0.5,1.3,1.0
12,12,Ohio State,0.8,1.0,0.0,0.8,0.8,1.1
13,14,Syracuse,0.9,0.7,1.0,1.2,0.5,1.9
14,14,Alabama,0.9,1.0,1.0,1.0,0.8,0.9
15,14,NC State,0.9,1.3,3.0,0.3,1.4,1.6
16,14,Miami (OH),0.9,0.7,1.0,1.0,0.8,0.7
17,14,Air Force,0.9,1.3,1.0,1.3,0.6,1.3
18,14,VA Tech,0.9,1.0,1.0,1.0,0.7,1.3
19,14,Kent State,0.9,1.0,3.0,0.0,1.3,1.0
20,14,Ball State,0.9,0.7,0.0,1.0,0.8,1.1
21,14,Kansas St,0.9,0.3,0.0,0.6,1.3,1.5
22,23,Illinois,0.9,1.0,0.0,0.7,1.3,1.1
23,24,Oklahoma St,1.0,1.0,2.0,1.2,0.8,1.5
24,24,Colorado St,1.0,1.3,2.0,0.8,1.2,1.0
25,24,Utah,1.0,0.3,0.0,1.7,0.7,2.6
26,24,Minnesota,1.0,1.0,0.0,1.5,0.3,1.0
27,24,Auburn,1.0,1.7,1.0,1.0,1.0,0.8
28,24,UCLA,1.0,1.7,1.0,1.2,0.8,1.9
29,24,Georgia State,1.0,0.0,0.0,2.0,0.3,2.0
30,24,Nevada,1.0,1.3,0.0,1.3,0.8,1.0
31,24,Central Mich,1.0,0.3,0.0,0.8,1.2,1.5
32,24,TX-San Ant,1.0,0.7,2.0,1.3,0.8,0.9
33,34,Boise State,1.1,0.3,0.0,1.6,0.6,1.0
34,34,Georgia,1.1,1.3,0.0,1.0,1.2,1.5
35,36,Tennessee,1.1,1.3,2.0,1.6,0.5,1.5
36,36,E Michigan,1.1,1.0,1.0,1.0,1.2,2.0
37,36,San Diego St,1.1,1.3,0.0,1.6,0.5,1.4
38,36,Oklahoma,1.1,1.0,2.0,0.8,1.5,1.3
39,36,Iowa State,1.1,1.3,2.0,1.3,1.0,1.2
40,36,Penn State,1.1,1.3,1.0,0.6,1.8,1.9
41,36,Kansas,1.1,1.0,0.0,0.8,1.4,1.6
42,36,Rutgers,1.1,1.3,0.0,2.0,0.4,1.6
