,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Iowa,3.2,3.0,7.0,1.7,5.5,2.3
1,2,Wake Forest,3.0,3.3,2.0,3.3,2.0,1.6
2,2,S Carolina,3.0,3.3,4.0,3.5,2.5,1.1
3,4,E Carolina,2.8,3.3,4.0,3.5,2.0,2.0
4,5,Middle Tenn,2.5,3.3,6.0,6.0,1.3,1.6
5,5,Kent State,2.5,1.7,2.0,2.0,2.7,1.3
6,7,Notre Dame,2.4,2.7,1.0,1.3,4.0,1.4
7,7,Hawaii,2.4,3.7,6.0,4.0,1.3,1.9
8,7,Boise State,2.4,1.3,0.0,2.3,2.5,0.4
9,10,Wyoming,2.3,2.3,1.0,3.0,2.0,1.7
10,10,Cincinnati,2.3,2.3,3.0,0.0,3.5,2.2
11,10,S Alabama,2.3,2.3,1.0,2.5,2.0,1.3
12,13,Wash State,2.3,2.3,1.0,2.5,2.0,1.5
13,13,Toledo,2.3,2.0,4.0,1.0,2.7,1.5
14,13,Oregon St,2.3,2.7,2.0,2.0,2.5,0.9
15,13,Oregon,2.3,2.0,0.0,4.0,0.5,1.0
16,17,TX-San Ant,2.0,2.3,3.0,2.5,1.5,1.6
17,17,USC,2.0,2.7,2.0,1.3,3.0,2.7
18,17,VA Tech,2.0,2.0,2.0,2.0,2.0,1.5
19,17,BYU,2.0,2.3,2.0,2.3,1.5,1.1
20,17,Houston,2.0,2.3,3.0,1.0,2.3,0.8
21,17,Baylor,2.0,1.7,3.0,1.0,2.3,1.9
22,17,Penn State,2.0,1.7,2.0,1.7,3.0,1.0
23,17,Washington,2.0,2.7,2.0,3.0,1.0,2.0
24,25,Minnesota,1.8,2.0,2.0,1.7,2.0,1.0
25,25,Georgia,1.8,1.7,0.0,1.7,2.0,1.3
26,25,Ohio State,1.8,2.3,3.0,1.3,2.5,2.4
27,28,Michigan St,1.8,2.3,1.0,1.5,2.0,1.6
28,28,UAB,1.8,2.0,1.0,1.0,2.0,1.4
29,28,Northwestern,1.8,2.0,0.0,2.0,1.5,2.1
30,28,Texas Tech,1.8,1.0,1.0,1.0,2.0,1.0
31,28,Duke,1.8,2.3,0.0,3.5,0.0,1.8
32,28,Marshall,1.8,1.7,2.0,1.0,2.0,1.6
33,28,W Michigan,1.8,2.3,1.0,3.0,1.3,0.5
34,28,Rutgers,1.8,1.0,0.0,2.0,1.5,2.1
35,36,Illinois,1.7,2.0,2.0,1.5,2.0,1.9
36,36,San Diego St,1.7,1.7,1.0,2.0,1.0,1.6
37,36,LA Monroe,1.7,1.7,1.0,1.0,2.0,1.0
38,36,North Texas,1.7,1.7,1.0,0.0,2.5,1.0
39,40,N Mex State,1.6,1.0,1.0,2.0,1.3,--
40,40,Miss State,1.6,1.0,1.0,2.0,1.0,1.6
41,42,Pittsburgh,1.5,1.7,2.0,0.5,2.5,1.7
42,42,Arkansas St,1.5,1.3,0.0,2.0,1.3,0.9
43,42,Oklahoma,1.5,1.0,1.0,1.7,1.0,1.8
44,42,Tulsa,1.5,1.7,1.0,1.5,1.5,1.8
45,42,Alabama,1.5,1.0,1.0,1.0,2.0,1.7
46,42,Maryland,1.5,0.7,0.0,1.7,1.0,0.8
47,42,TX El Paso,1.5,1.7,2.0,2.0,1.0,0.7
48,42,Troy,1.5,2.0,3.0,0.0,2.0,1.3
49,42,Bowling Grn,1.5,1.3,0.0,1.0,1.7,0.2
50,42,Rice,1.5,1.7,4.0,2.0,1.0,1.8
51,42,NC State,1.5,1.0,2.0,2.0,0.0,1.1
52,42,Air Force,1.5,1.7,3.0,1.0,2.0,1.3
53,54,Texas,1.4,2.0,3.0,1.0,2.0,1.8
54,54,UCLA,1.4,1.3,1.0,1.8,0.0,1.6
55,54,N Carolina,1.4,1.3,2.0,1.7,1.0,0.9
56,57,Texas State,1.3,1.3,0.0,1.0,1.5,1.3
57,57,TX Christian,1.3,1.3,1.0,1.3,--,1.2
58,57,Utah,1.3,1.3,3.0,3.0,0.5,2.6
59,57,Mississippi,1.3,1.3,1.0,1.0,1.5,1.3
60,57,Nevada,1.3,1.3,3.0,--,1.3,1.0
61,57,Central FL,1.3,1.3,2.0,1.0,1.5,2.2
62,63,GA Tech,1.3,1.3,0.0,0.5,2.0,1.8
63,63,Fla Atlantic,1.3,1.0,1.0,1.5,1.0,1.2
64,63,California,1.3,1.3,2.0,1.5,1.0,1.3
65,63,Boston Col,1.3,0.7,0.0,2.0,1.0,1.9
66,63,App State,1.3,1.0,3.0,0.0,1.7,1.6
67,63,Temple,1.3,1.7,2.0,1.5,1.0,1.7
68,63,Tulane,1.3,1.0,0.0,2.0,1.0,1.6
69,63,Kansas,1.3,1.3,0.0,2.0,1.0,1.1
70,63,LSU,1.3,1.3,0.0,1.0,1.5,2.2
71,63,Navy,1.3,0.7,2.0,1.7,0.0,0.9
72,63,Buffalo,1.3,1.3,0.0,0.5,2.0,1.4
73,63,Charlotte,1.3,1.0,1.0,1.0,1.5,1.3
74,63,E Michigan,1.3,1.3,1.0,1.0,1.3,2.0
75,63,S Methodist,1.3,1.0,1.0,1.5,1.0,1.8
76,63,LA Tech,1.3,0.3,0.0,0.5,2.0,1.3
77,63,Indiana,1.3,1.0,1.0,2.0,1.0,2.5
78,63,Missouri,1.3,1.0,0.0,1.0,1.5,1.0
79,80,Michigan,1.2,1.7,3.0,0.8,3.0,0.5
80,80,Fresno St,1.2,1.3,1.0,1.0,1.3,1.7
81,82,Arkansas,1.0,0.3,0.0,1.3,0.5,1.8
82,82,U Mass,1.0,0.3,0.0,1.0,1.0,0.5
83,82,Syracuse,1.0,1.0,2.0,0.5,1.5,2.2
84,82,Clemson,1.0,0.7,2.0,1.0,1.0,2.0
85,82,Florida St,1.0,1.0,1.0,0.7,2.0,1.6
86,82,Iowa State,1.0,1.3,2.0,1.0,1.0,1.4
87,82,Vanderbilt,1.0,1.0,2.0,1.0,1.0,1.0
88,82,Connecticut,1.0,1.3,2.0,1.0,1.0,--
89,82,Central Mich,1.0,1.3,1.0,2.0,0.7,2.5
90,82,Utah State,1.0,1.0,0.0,0.5,1.5,0.7
91,82,S Florida,1.0,1.0,1.0,2.0,0.7,1.3
92,82,Army,1.0,0.7,0.0,1.0,1.0,1.7
93,82,GA Southern,1.0,1.3,4.0,2.0,0.0,2.2
94,82,Oklahoma St,1.0,1.3,0.0,0.7,2.0,1.5
95,82,N Illinois,1.0,1.0,2.0,1.5,0.5,1.2
96,82,S Mississippi,1.0,1.0,0.0,2.0,0.7,1.2
97,82,New Mexico,1.0,0.7,0.0,1.0,1.0,1.9
98,82,Colorado St,1.0,1.0,1.0,1.0,1.0,1.3
99,82,Kansas St,1.0,0.7,1.0,1.0,1.0,1.2
100,101,Georgia State,0.8,1.0,1.0,0.7,1.0,2.1
101,101,Stanford,0.8,0.7,1.0,0.5,1.0,1.2
102,101,Texas A&M,0.8,0.3,0.0,1.0,0.5,1.4
103,101,Florida,0.8,0.3,1.0,0.7,1.0,1.3
104,101,Nebraska,0.8,0.7,1.0,1.0,0.7,0.9
105,106,Ohio,0.8,1.0,1.0,0.0,1.0,2.0
106,106,Miami (OH),0.8,0.0,0.0,0.0,1.0,0.7
107,106,Florida Intl,0.8,1.0,0.0,0.0,1.0,0.8
108,106,Ball State,0.8,1.0,2.0,1.5,0.0,2.1
109,106,Liberty,0.8,0.7,1.0,1.0,0.7,1.1
110,106,Wisconsin,0.8,1.0,1.0,0.7,1.0,1.7
111,106,UNLV,0.8,0.7,0.0,1.0,0.7,0.8
112,106,Auburn,0.8,1.0,1.0,0.5,1.0,1.2
113,106,San Jose St,0.8,0.7,1.0,1.0,0.7,1.4
114,106,Tennessee,0.8,1.0,2.0,0.0,1.5,1.0
115,106,Miami (FL),0.8,0.7,1.0,0.7,1.0,1.5
116,106,Virginia,0.8,0.3,0.0,1.0,0.5,1.9
117,106,Louisville,0.8,1.0,1.0,1.0,0.7,1.1
118,119,LA Lafayette,0.5,0.7,0.0,1.0,0.3,2.1
119,119,Old Dominion,0.5,0.3,0.0,0.0,0.7,--
120,119,Colorado,0.5,0.3,1.0,0.5,0.5,1.3
121,119,Memphis,0.5,0.7,0.0,1.0,0.0,1.8
122,119,W Virginia,0.5,0.7,1.0,0.5,0.5,1.3
123,119,Arizona St,0.5,0.7,0.0,0.0,1.0,3.3
124,119,Kentucky,0.5,0.7,1.0,0.7,0.0,2.0
125,119,Akron,0.5,0.7,1.0,0.5,0.5,1.0
126,127,Purdue,0.4,0.0,0.0,0.3,0.5,1.2
127,128,W Kentucky,0.3,0.3,0.0,0.0,0.5,0.9
128,129,Coastal Car,0.3,0.3,1.0,0.3,0.0,2.2
129,130,Arizona,0.0,0.0,0.0,0.0,0.0,0.6
