,Rank,Team,2021,Last 3,Last 1,Home,Away,2020
0,1,Georgia,5.5,3.3,10.0,6.7,4.3,20.0
1,2,Iowa,13.0,16.0,20.0,11.8,15.5,16.0
2,3,Penn State,13.2,14.3,23.0,11.0,16.5,27.7
3,4,Cincinnati,13.5,13.3,3.0,8.5,18.5,16.4
4,5,Clemson,14.5,16.0,13.0,10.5,18.5,22.0
5,6,Coastal Car,15.2,9.7,20.0,10.3,22.5,20.2
6,7,Purdue,15.4,18.7,20.0,16.7,13.5,29.8
7,8,Michigan,15.5,19.7,29.0,11.8,23.0,34.5
8,8,San Diego St,15.5,17.3,7.0,16.0,14.0,17.8
9,10,Liberty,15.8,16.3,13.0,15.0,16.3,22.8
10,11,Kentucky,16.4,14.7,21.0,18.0,10.0,25.9
11,12,Florida,16.5,11.3,0.0,14.8,20.0,30.8
12,13,Arizona St,16.6,15.3,10.0,11.0,25.0,23.3
13,13,Air Force,16.6,10.3,14.0,23.3,6.5,15.0
14,15,Texas A&M,16.8,28.0,38.0,18.5,13.5,21.7
15,16,Colorado St,17.0,14.7,14.0,19.0,15.0,35.8
16,16,Iowa State,17.0,13.7,7.0,17.0,17.0,21.4
17,18,NC State,18.0,24.0,27.0,16.0,24.0,29.2
18,19,Toledo,19.0,13.7,22.0,22.0,17.0,24.3
19,20,Oklahoma St,19.3,18.0,14.0,19.0,20.0,23.5
20,21,Houston,19.4,17.3,22.0,20.0,19.3,32.0
21,22,Minnesota,19.6,9.0,13.0,28.3,6.5,30.1
22,23,Nebraska,19.7,20.7,32.0,14.0,25.3,29.4
23,24,S Alabama,19.8,24.0,33.0,13.5,26.0,27.3
24,25,Baylor,20.0,24.3,20.0,24.5,17.0,29.2
25,26,Michigan St,20.4,21.3,13.0,25.5,17.0,35.1
26,26,Wisconsin,20.4,26.3,0.0,20.3,20.5,17.4
27,28,Ohio State,20.5,12.3,17.0,19.8,22.0,25.8
28,28,BYU,20.5,24.3,26.0,21.8,18.0,15.5
29,30,VA Tech,20.8,24.3,32.0,18.7,27.0,32.1
30,31,Army,20.8,19.7,28.0,22.0,19.0,15.9
31,31,TX El Paso,20.8,15.7,13.0,17.0,23.3,36.8
32,33,Boston Col,21.0,18.7,19.0,34.0,16.7,28.4
33,34,Troy,21.2,25.3,24.0,22.5,20.3,25.4
34,35,Washington,21.3,18.0,27.0,13.5,29.0,25.0
35,36,Boise State,21.8,20.3,17.0,25.0,18.7,27.1
36,37,Wake Forest,22.4,29.3,37.0,19.3,27.0,35.1
37,38,App State,22.5,23.7,16.0,30.0,20.0,19.9
38,38,LA Lafayette,22.5,17.3,18.0,14.0,25.3,22.0
39,40,Auburn,23.0,25.7,34.0,22.7,23.5,24.7
40,40,Kansas St,23.0,28.3,37.0,27.0,19.0,32.2
41,42,Alabama,23.6,25.3,41.0,17.5,27.7,19.4
42,43,Syracuse,24.0,31.3,40.0,26.0,21.0,32.7
43,44,Notre Dame,24.3,22.0,29.0,22.0,26.7,19.7
44,45,E Michigan,24.4,20.0,12.0,16.5,29.7,36.0
45,46,Arkansas,24.5,33.0,52.0,16.0,33.0,34.9
46,46,Utah,24.5,24.0,26.0,13.0,28.3,26.0
