,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Alabama,62.0,0-0,0-0,0-0,1,20,1,2016,13
1,2,Colorado,33.6,0-0,0-0,0-0,1,84,2,2016,13
2,3,Tennessee,32.5,0-0,0-0,0-0,2,51,3,2016,13
3,4,Houston,28.5,0-0,1-0,0-0,2,45,4,2016,13
4,5,Texas A&M,24.9,0-0,0-0,0-0,3,49,5,2016,13
5,6,Florida St,20.5,0-0,1-0,0-0,3,64,6,2016,13
6,7,Wisconsin,18.2,1-0,0-0,0-0,5,40,7,2016,13
7,8,Florida,17.6,0-0,1-0,0-0,8,76,8,2016,13
8,9,Notre Dame,16.1,0-0,0-1,0-0,9,63,10,2016,13
9,10,LSU,15.3,0-1,0-0,0-0,5,24,9,2016,13
10,11,Texas,13.5,0-0,0-1,0-0,10,72,11,2016,13
11,12,W Virginia,10.6,0-0,0-0,0-0,10,63,12,2016,13
12,13,Navy,9.3,1-0,0-0,0-0,13,80,13,2016,13
13,14,Georgia,7.6,0-1,0-0,0-0,4,30,14,2016,13
14,15,Oklahoma,5.7,0-1,1-0,0-0,3,41,16,2016,13
15,16,Arizona,5.6,0-0,0-0,0-0,9,55,15,2016,13
16,17,Mississippi,4.4,0-1,0-0,0-0,7,65,17,2016,13
17,18,New Mexico,3.0,0-0,0-0,0-0,16,118,18,2016,13
18,19,California,2.8,0-0,0-0,0-0,1,125,19,2016,13
19,20,Toledo,2.3,0-0,0-0,0-0,3,67,20,2016,13
20,21,Boston Col,1.5,0-0,0-0,0-0,10,119,21,2016,13
21,22,Michigan,--,0-0,0-0,0-0,10,61,24,2016,13
22,23,Ohio State,--,0-0,0-0,0-0,6,107,23,2016,13
23,24,Washington,--,0-0,0-0,0-0,2,58,26,2016,13
24,25,Clemson,--,0-0,0-0,0-0,2,28,25,2016,13
25,26,W Michigan,--,0-0,0-0,0-0,24,117,28,2016,13
26,27,Louisville,--,0-0,0-0,0-0,5,99,27,2016,13
27,28,Miami (FL),--,0-0,0-0,0-0,7,51,31,2016,13
28,29,Auburn,--,0-0,0-0,0-0,23,62,30,2016,13
29,30,Boise State,--,0-0,0-0,0-0,13,121,32,2016,13
30,31,Oklahoma St,--,0-0,0-0,0-0,2,62,43,2016,13
