,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Alabama,53.7,0-0,0-0,0-0,1,20,1,2016,5
1,2,Tennessee,33.6,0-0,0-0,0-0,2,51,2,2016,5
2,3,Texas A&M,26.6,0-0,0-0,0-0,3,49,18,2016,5
3,4,Houston,26.2,1-0,0-0,0-0,2,45,3,2016,5
4,5,Colorado,26.0,0-0,0-0,0-0,1,84,4,2016,5
5,6,Florida St,25.6,0-0,1-0,0-0,3,64,5,2016,5
6,7,Georgia,16.2,0-0,0-0,0-0,4,30,6,2016,5
7,8,Wisconsin,12.0,1-0,0-0,0-0,5,40,7,2016,5
8,9,LSU,11.3,0-1,0-0,0-0,5,24,8,2016,5
9,10,Oklahoma,8.8,0-1,0-0,0-0,3,41,9,2016,5
10,11,W Virginia,8.8,0-0,1-0,0-0,10,63,62,2016,5
11,12,Mississippi,5.4,0-1,0-0,0-0,7,65,13,2016,5
12,13,Arizona,3.8,0-0,0-1,0-0,9,55,11,2016,5
13,14,BYU,3.7,0-0,1-1,0-0,7,117,12,2016,5
14,15,Boston Col,2.9,0-0,0-1,0-0,10,119,10,2016,5
15,16,California,0.7,0-0,0-0,0-0,1,125,14,2016,5
16,17,GA Tech,0.3,0-0,1-0,0-0,8,123,123,2016,5
17,18,Ohio State,--,0-0,0-0,0-0,6,107,15,2016,5
18,19,Miami (FL),--,0-0,0-0,0-0,7,51,16,2016,5
19,20,Louisville,--,0-0,0-0,0-0,5,99,17,2016,5
20,21,S Florida,--,0-0,0-0,0-0,20,65,20,2016,5
21,22,Clemson,--,0-0,0-0,0-0,2,28,23,2016,5
22,23,TX Christian,--,0-0,0-0,0-0,19,107,67,2016,5
23,24,Stanford,--,0-0,0-0,0-0,8,57,56,2016,5
24,25,Michigan St,--,0-0,0-0,0-0,21,113,21,2016,5
25,26,Boise State,--,0-0,0-0,0-0,13,121,22,2016,5
26,27,Troy,--,0-0,0-0,0-0,20,110,29,2016,5
27,28,UCLA,--,0-0,0-0,0-0,19,58,26,2016,5
28,29,Nebraska,--,0-0,0-0,0-0,25,105,58,2016,5
29,30,Baylor,--,0-0,0-0,0-0,11,126,25,2016,5
30,31,Oregon,--,0-0,0-0,0-0,15,72,27,2016,5
31,32,Cincinnati,--,0-0,0-0,0-0,24,119,31,2016,5
32,33,W Michigan,--,0-0,0-0,0-0,24,117,32,2016,5
33,34,Wake Forest,--,0-0,0-0,0-0,16,120,30,2016,5
34,35,Washington,--,0-0,0-0,0-0,2,58,57,2016,5
35,36,Wash State,--,0-0,0-0,0-0,26,103,37,2016,5
36,37,Army,--,0-0,0-0,0-0,4,128,19,2016,5
37,38,Kansas St,--,0-0,0-0,0-0,8,56,39,2016,5
38,39,Toledo,--,0-0,0-0,0-0,3,67,28,2016,5
39,40,Florida,--,0-0,0-0,0-0,8,76,60,2016,5
40,41,Pittsburgh,--,0-0,0-0,0-0,36,100,42,2016,5
41,42,San Diego St,--,0-0,0-0,0-0,4,85,33,2016,5
42,43,Oklahoma St,--,0-0,0-0,0-0,2,62,61,2016,5
