,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Alabama,54.6,0-0,0-0,0-0,1,20,1,2016,6
1,2,Tennessee,33.4,0-0,0-0,0-0,2,51,2,2016,6
2,3,Texas A&M,27.3,0-0,0-0,0-0,3,49,3,2016,6
3,4,Florida St,26.9,0-0,1-0,0-0,3,64,6,2016,6
4,5,Houston,26.3,0-0,1-0,0-0,2,45,4,2016,6
5,6,Colorado,23.1,0-0,0-0,0-0,1,84,5,2016,6
6,7,Georgia,18.4,0-0,0-0,0-0,4,30,7,2016,6
7,8,Wisconsin,16.7,1-0,0-0,0-0,5,40,8,2016,6
8,9,LSU,13.1,0-1,0-0,0-0,5,24,9,2016,6
9,10,Notre Dame,12.2,0-0,0-0,0-0,9,63,48,2016,6
10,11,W Virginia,8.8,0-0,1-0,0-0,10,63,11,2016,6
11,12,Oklahoma,8.5,0-1,0-0,0-0,3,41,10,2016,6
12,13,Mississippi,3.9,0-1,0-0,0-0,7,65,12,2016,6
13,14,Arizona,3.8,0-0,0-1,0-0,9,55,13,2016,6
14,15,California,3.4,0-0,0-0,0-0,1,125,16,2016,6
15,16,BYU,3.3,0-0,1-1,0-0,7,117,14,2016,6
16,17,Boston Col,2.5,0-0,0-1,0-0,10,119,15,2016,6
17,18,GA Tech,1.6,0-0,1-0,0-0,8,123,17,2016,6
18,19,Ohio State,--,0-0,0-0,0-0,6,107,18,2016,6
19,20,Miami (FL),--,0-0,0-0,0-0,7,51,19,2016,6
20,21,Louisville,--,0-0,0-0,0-0,5,99,20,2016,6
21,22,Clemson,--,0-0,0-0,0-0,2,28,22,2016,6
22,23,S Florida,--,0-0,0-0,0-0,20,65,21,2016,6
23,24,W Michigan,--,0-0,0-0,0-0,24,117,33,2016,6
24,25,TX Christian,--,0-0,0-0,0-0,19,107,23,2016,6
25,26,Nebraska,--,0-0,0-0,0-0,25,105,29,2016,6
26,27,Boise State,--,0-0,0-0,0-0,13,121,26,2016,6
27,28,Northwestern,--,0-0,0-0,0-0,18,79,63,2016,6
28,29,UCLA,--,0-0,0-0,0-0,19,58,28,2016,6
29,30,Washington,--,0-0,0-0,0-0,2,58,35,2016,6
30,31,Troy,--,0-0,0-0,0-0,20,110,27,2016,6
31,32,Wash State,--,0-0,0-0,0-0,26,103,36,2016,6
32,33,Central FL,--,0-0,0-0,0-0,32,127,51,2016,6
33,34,Florida,--,0-0,0-0,0-0,8,76,40,2016,6
34,35,Army,--,0-0,0-0,0-0,4,128,37,2016,6
35,36,Michigan St,--,0-0,0-0,0-0,21,113,25,2016,6
36,37,Maryland,--,0-0,0-0,0-0,20,119,45,2016,6
37,38,Pittsburgh,--,0-0,0-0,0-0,36,100,41,2016,6
38,39,Toledo,--,0-0,0-0,0-0,3,67,39,2016,6
39,40,Cincinnati,--,0-0,0-0,0-0,24,119,32,2016,6
40,41,Baylor,--,0-0,0-0,0-0,11,126,30,2016,6
41,42,Kansas St,--,0-0,0-0,0-0,8,56,38,2016,6
42,43,Air Force,--,0-0,0-0,0-0,40,126,50,2016,6
43,44,App State,--,0-0,0-0,0-0,2,59,44,2016,6
44,45,Miss State,--,0-0,0-0,0-0,27,119,53,2016,6
45,46,S Mississippi,--,0-0,0-0,0-0,25,116,52,2016,6
46,47,Oklahoma St,--,0-0,0-0,0-0,2,62,43,2016,6
47,48,Stanford,--,0-0,0-0,0-0,8,57,24,2016,6
48,49,Iowa,--,0-0,0-0,0-0,24,122,49,2016,6
49,50,Wake Forest,--,0-0,0-0,0-0,16,120,34,2016,6
50,51,Duke,--,0-0,0-0,0-0,38,87,54,2016,6
51,52,Utah,--,0-0,0-0,0-0,36,117,47,2016,6
52,53,GA Southern,--,0-0,0-0,0-0,32,78,73,2016,6
53,54,Oregon,--,0-0,0-0,0-0,15,72,31,2016,6
54,55,Ohio,--,0-0,0-0,0-0,18,106,46,2016,6
55,56,Minnesota,--,0-0,0-0,0-0,12,68,62,2016,6
56,57,Indiana,--,0-0,0-0,0-0,4,73,69,2016,6
57,58,LA Tech,--,0-0,0-0,0-0,20,94,67,2016,6
58,59,Central Mich,--,0-0,0-0,0-0,8,128,70,2016,6
59,60,Virginia,--,0-0,0-0,0-0,59,107,85,2016,6
60,61,Michigan,--,0-0,0-0,0-0,10,61,59,2016,6
61,62,Auburn,--,0-0,0-0,0-0,23,62,61,2016,6
62,63,Illinois,--,0-0,0-0,0-0,42,85,65,2016,6
63,64,Memphis,--,0-0,0-0,0-0,39,116,60,2016,6
64,65,W Kentucky,--,0-0,0-0,0-0,6,77,71,2016,6
65,66,Penn State,--,0-0,0-0,0-0,6,76,76,2016,6
66,67,Temple,--,0-0,0-0,0-0,37,115,75,2016,6
67,68,Akron,--,0-0,0-0,0-0,65,116,68,2016,6
68,69,S Carolina,--,0-0,0-0,0-0,3,99,77,2016,6
69,70,Connecticut,--,0-0,0-0,0-0,42,122,57,2016,6
70,71,Navy,--,0-0,0-0,0-0,13,80,56,2016,6
71,72,Texas,--,0-0,0-0,0-0,10,72,72,2016,6
72,73,U Mass,--,0-0,0-0,0-0,73,126,79,2016,6
73,74,NC State,--,0-0,0-0,0-0,7,74,74,2016,6
74,75,S Alabama,--,0-0,0-0,0-0,22,126,81,2016,6
75,76,Tulane,--,0-0,0-0,0-0,39,125,58,2016,6
76,77,Middle Tenn,--,0-0,0-0,0-0,34,127,89,2016,6
77,78,Ball State,--,0-0,0-0,0-0,66,124,84,2016,6
78,79,Vanderbilt,--,0-0,0-0,0-0,51,124,86,2016,6
79,80,Texas Tech,--,0-0,0-0,0-0,6,90,83,2016,6
80,81,Marshall,--,0-0,0-0,0-0,47,109,64,2016,6
81,82,Tulsa,--,0-0,0-0,0-0,3,98,88,2016,6
82,83,Wyoming,--,0-0,0-0,0-0,26,106,99,2016,6
83,84,Georgia State,--,0-0,0-0,0-0,76,119,90,2016,6
84,85,San Diego St,--,0-0,0-0,0-0,4,85,42,2016,6
85,86,Old Dominion,--,0-0,0-0,0-0,67,114,107,2016,6
86,87,N Illinois,--,0-0,0-0,0-0,63,119,103,2016,6
87,88,Arizona St,--,0-0,0-0,0-0,48,93,93,2016,6
88,89,Missouri,--,0-0,0-0,0-0,47,108,78,2016,6
89,90,Kentucky,--,0-0,0-0,0-0,53,115,115,2016,6
90,91,E Carolina,--,0-0,0-0,0-0,47,97,94,2016,6
91,92,S Methodist,--,0-0,0-0,0-0,58,112,82,2016,6
92,93,Utah State,--,0-0,0-0,0-0,10,118,118,2016,6
93,94,Miami (OH),--,0-0,0-0,0-0,34,119,91,2016,6
94,95,North Texas,--,0-0,0-0,0-0,66,122,96,2016,6
95,96,UNLV,--,0-0,0-0,0-0,7,111,95,2016,6
96,97,Texas State,--,0-0,0-0,0-0,85,125,101,2016,6
97,98,Oregon St,--,0-0,0-0,0-0,60,124,80,2016,6
98,99,Kent State,--,0-0,0-0,0-0,73,116,98,2016,6
99,100,Rice,--,0-0,0-0,0-0,85,126,108,2016,6
100,101,Rutgers,--,0-0,0-0,0-0,77,118,100,2016,6
101,102,Arkansas St,--,0-0,0-0,0-0,10,114,106,2016,6
102,103,E Michigan,--,0-0,0-0,0-0,16,123,97,2016,6
103,104,New Mexico,--,0-0,0-0,0-0,16,118,104,2016,6
104,105,LA Monroe,--,0-0,0-0,0-0,89,121,92,2016,6
105,106,LA Lafayette,--,0-0,0-0,0-0,71,123,87,2016,6
106,107,TX-San Ant,--,0-0,0-0,0-0,73,124,110,2016,6
107,108,Iowa State,--,0-0,0-0,0-0,68,113,105,2016,6
108,109,Idaho ,--,0-0,0-0,0-0,19,123,114,2016,6
109,110,Florida Intl,--,0-0,0-0,0-0,78,121,112,2016,6
110,111,Fla Atlantic,--,0-0,0-0,0-0,83,116,113,2016,6
111,112,TX El Paso,--,0-0,0-0,0-0,86,117,116,2016,6
112,113,Nevada,--,0-0,0-0,0-0,73,119,102,2016,6
113,114,Kansas,--,0-0,0-0,0-0,48,117,111,2016,6
114,115,Fresno St,--,0-0,0-0,0-0,91,119,109,2016,6
115,116,Charlotte,--,0-0,0-0,0-0,79,128,117,2016,6
116,117,San Jose St,--,0-0,0-0,0-0,78,121,121,2016,6
117,118,Purdue,--,0-0,0-0,0-0,66,118,66,2016,6
118,119,N Mex State,--,0-0,0-0,0-0,93,127,120,2016,6
119,120,Buffalo,--,0-0,0-0,0-0,83,121,119,2016,6
120,121,Bowling Grn,--,0-0,0-0,0-0,75,124,122,2016,6
121,122,Arkansas,-2.4,0-1,0-0,0-0,27,123,123,2016,6
122,123,N Carolina,-3.8,0-1,0-0,0-0,10,124,124,2016,6
123,124,VA Tech,-7.1,0-1,0-0,0-0,24,125,125,2016,6
124,125,Syracuse,-10.1,0-1,0-0,0-0,54,125,55,2016,6
125,126,Hawaii,-17.6,0-0,0-1,0-0,106,128,126,2016,6
126,127,USC,-18.5,0-1,0-0,0-0,20,127,127,2016,6
127,128,Colorado St,-26.3,0-1,0-0,0-0,90,128,128,2016,6
