,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Alabama,37.5,1,29,3,2016,12
1,2,Ohio State,34.2,1,24,6,2016,12
2,3,Michigan,32.6,1,56,1,2016,12
3,4,LSU,27.1,4,57,9,2016,12
4,5,Washington,26.1,1,48,2,2016,12
5,6,Louisville,25.2,1,38,7,2016,12
6,7,Penn State,24.7,3,67,10,2016,12
7,8,USC,24.6,1,103,11,2016,12
8,9,Clemson,23.8,1,34,4,2016,12
9,10,Auburn,23.0,3,51,5,2016,12
10,11,Wisconsin,21.3,4,25,14,2016,12
11,12,Wash State,21.0,8,119,8,2016,12
12,13,Oklahoma,20.8,2,59,15,2016,12
13,14,San Diego St,18.7,14,84,16,2016,12
14,15,Colorado,18.3,2,60,12,2016,12
15,16,W Virginia,16.3,16,56,18,2016,12
16,17,Florida St,16.1,5,64,23,2016,12
17,18,Stanford,16.1,5,52,36,2016,12
18,19,W Kentucky,15.7,2,91,22,2016,12
19,20,Northwestern,15.0,20,102,21,2016,12
20,21,Tulsa,13.8,10,90,24,2016,12
21,22,W Michigan,13.5,8,92,13,2016,12
22,23,Utah,12.7,21,119,33,2016,12
23,24,LA Tech,11.4,24,97,28,2016,12
24,25,BYU,10.9,8,47,27,2016,12
25,26,N Carolina,10.9,18,52,19,2016,12
26,27,Temple,10.5,13,119,26,2016,12
27,28,Notre Dame,10.3,15,70,42,2016,12
28,29,Texas A&M,10.1,6,63,25,2016,12
29,30,Oklahoma St,10.0,13,64,20,2016,12
30,31,Florida,9.5,14,82,30,2016,12
31,32,Miami (FL),9.5,4,37,35,2016,12
32,33,Navy,8.9,16,74,41,2016,12
33,34,Texas,8.7,18,77,29,2016,12
34,35,Pittsburgh,8.6,18,85,50,2016,12
35,36,Iowa,7.7,16,74,58,2016,12
36,37,Duke,6.9,34,84,57,2016,12
37,38,Central FL,6.7,27,104,31,2016,12
38,39,TX Christian,6.4,33,89,38,2016,12
39,40,Georgia,6.4,11,67,49,2016,12
40,41,Mississippi,6.3,9,84,34,2016,12
41,42,App State,6.1,3,77,44,2016,12
42,43,VA Tech,5.6,7,84,17,2016,12
43,44,UCLA,5.5,10,77,40,2016,12
44,45,Colorado St,5.4,19,126,63,2016,12
45,46,Tennessee,5.3,7,49,39,2016,12
46,47,Minnesota,4.9,12,85,46,2016,12
47,48,S Florida,4.5,10,61,37,2016,12
48,49,GA Tech,4.3,19,71,70,2016,12
49,50,Kentucky,4.2,33,111,43,2016,12
50,51,Michigan St,4.1,27,116,76,2016,12
51,52,Boise State,3.5,8,81,47,2016,12
52,53,Kansas St,3.0,8,56,52,2016,12
53,54,Oregon St,2.3,44,117,54,2016,12
54,55,NC State,1.9,11,69,56,2016,12
55,56,S Methodist,1.9,55,106,82,2016,12
56,57,Wyoming,1.4,32,105,32,2016,12
57,58,Memphis,1.2,10,93,51,2016,12
58,59,Arkansas,1.0,29,80,45,2016,12
59,60,Texas Tech,0.5,17,78,68,2016,12
60,61,Troy,0.5,14,90,48,2016,12
61,62,Nebraska,0.2,9,78,65,2016,12
62,63,New Mexico,0.2,63,124,78,2016,12
63,64,Vanderbilt,0.1,28,116,59,2016,12
64,65,Wake Forest,-0.7,48,122,69,2016,12
65,66,Miss State,-0.8,48,102,62,2016,12
66,67,Arkansas St,-0.8,21,120,80,2016,12
67,68,Baylor,-1.1,6,116,53,2016,12
68,69,Toledo,-1.2,3,96,64,2016,12
69,70,N Illinois,-1.2,57,115,67,2016,12
70,71,Miami (OH),-1.3,66,118,85,2016,12
71,72,Indiana,-2.1,8,78,55,2016,12
72,73,S Carolina,-2.2,5,92,73,2016,12
73,74,Houston,-2.3,5,74,61,2016,12
74,75,Iowa State,-2.4,35,126,66,2016,12
75,76,Idaho ,-3.4,54,127,95,2016,12
76,77,Old Dominion,-4.2,64,125,71,2016,12
77,78,Arizona St,-4.7,38,90,72,2016,12
78,79,Virginia,-4.9,48,128,60,2016,12
79,80,Syracuse,-6.3,32,111,79,2016,12
80,81,Ohio,-6.4,65,115,88,2016,12
81,82,Kent State,-6.5,82,119,91,2016,12
82,83,Air Force,-6.7,39,109,86,2016,12
83,84,Illinois,-7.5,26,106,84,2016,12
84,85,Oregon,-7.6,23,85,77,2016,12
85,86,E Michigan,-8.1,15,126,97,2016,12
86,87,California,-8.1,1,87,74,2016,12
87,88,S Alabama,-8.4,12,114,89,2016,12
88,89,E Carolina,-9.0,34,106,83,2016,12
89,90,Missouri,-9.8,16,104,103,2016,12
90,91,North Texas,-10.7,78,126,93,2016,12
91,92,TX-San Ant,-11.3,70,123,75,2016,12
92,93,Cincinnati,-11.3,54,121,101,2016,12
93,94,Tulane,-12.1,46,120,106,2016,12
94,95,Central Mich,-12.3,6,118,102,2016,12
95,96,Charlotte,-12.4,96,128,109,2016,12
96,97,Middle Tenn,-12.9,16,126,81,2016,12
97,98,Army,-13.0,4,103,87,2016,12
98,99,Bowling Grn,-13.3,66,128,111,2016,12
99,100,GA Southern,-13.3,3,111,94,2016,12
100,101,Maryland,-13.5,25,106,90,2016,12
101,102,UNLV,-13.5,4,118,100,2016,12
102,103,Marshall,-14.2,6,123,123,2016,12
103,104,Boston Col,-14.4,53,109,92,2016,12
104,105,Connecticut,-14.7,71,127,105,2016,12
105,106,Utah State,-14.9,9,109,99,2016,12
106,107,Purdue,-15.0,82,118,96,2016,12
107,108,LA Lafayette,-15.0,66,125,113,2016,12
108,109,Florida Intl,-15.1,98,126,107,2016,12
109,110,U Mass,-16.7,86,119,110,2016,12
110,111,Nevada,-17.6,85,124,117,2016,12
111,112,Ball State,-17.8,75,122,108,2016,12
112,113,Georgia State,-17.9,75,124,98,2016,12
113,114,TX El Paso,-18.5,98,128,112,2016,12
114,115,San Jose St,-18.6,70,125,115,2016,12
115,116,Arizona,-18.9,31,125,119,2016,12
116,117,S Mississippi,-20.6,34,119,118,2016,12
117,118,Hawaii,-20.7,80,128,104,2016,12
118,119,Fresno St,-20.8,88,124,120,2016,12
119,120,Kansas,-22.1,35,120,114,2016,12
120,121,Fla Atlantic,-22.2,103,125,122,2016,12
121,122,N Mex State,-23.0,98,126,126,2016,12
122,123,Buffalo,-23.4,101,128,124,2016,12
123,124,LA Monroe,-25.1,63,128,128,2016,12
124,125,Rutgers,-25.6,74,125,121,2016,12
125,126,Rice,-26.4,110,127,127,2016,12
126,127,Akron,-27.1,71,127,116,2016,12
127,128,Texas State,-33.6,62,128,125,2016,12
