,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Ohio State,40.8,1,24,1,2016,5
1,2,Louisville,37.2,1,38,2,2016,5
2,3,Alabama,33.0,1,29,3,2016,5
3,4,Michigan,31.6,1,56,4,2016,5
4,5,Houston,25.9,5,74,9,2016,5
5,6,Miami (FL),24.8,4,37,5,2016,5
6,7,Texas A&M,23.9,6,63,6,2016,5
7,8,Stanford,21.2,5,52,7,2016,5
8,9,Clemson,19.6,1,34,15,2016,5
9,10,Memphis,18.8,10,93,54,2016,5
10,11,Colorado,16.4,2,60,12,2016,5
11,12,Wisconsin,16.0,4,25,24,2016,5
12,13,VA Tech,15.8,7,84,25,2016,5
13,14,Kansas St,15.8,8,56,8,2016,5
14,15,Washington,15.1,1,48,11,2016,5
15,16,Baylor,14.1,6,116,14,2016,5
16,17,Florida St,14.0,5,64,34,2016,5
17,18,Missouri,13.9,16,104,32,2016,5
18,19,Mississippi,13.9,9,84,37,2016,5
19,20,Nebraska,13.8,9,78,16,2016,5
20,21,Boise State,13.4,8,81,18,2016,5
21,22,Toledo,13.3,3,96,17,2016,5
22,23,W Michigan,12.7,8,92,22,2016,5
23,24,Tennessee,12.6,7,49,23,2016,5
24,25,Troy,12.3,14,90,27,2016,5
25,26,Oklahoma,12.1,2,59,21,2016,5
26,27,Auburn,10.5,3,51,26,2016,5
27,28,Florida,9.7,14,82,28,2016,5
28,29,UCLA,9.5,10,77,20,2016,5
29,30,S Florida,9.4,10,61,10,2016,5
30,31,W Virginia,6.9,16,56,49,2016,5
31,32,Oklahoma St,6.4,13,64,30,2016,5
32,33,TX Christian,5.9,33,89,71,2016,5
33,34,Army,5.8,4,103,13,2016,5
34,35,GA Tech,5.5,19,71,29,2016,5
35,36,USC,5.4,1,103,36,2016,5
36,37,Texas Tech,5.2,17,78,43,2016,5
37,38,Maryland,5.1,25,106,42,2016,5
38,39,BYU,4.5,8,47,44,2016,5
39,40,Oregon,4.5,23,85,47,2016,5
40,41,S Mississippi,4.3,34,119,52,2016,5
41,42,N Carolina,4.1,18,52,38,2016,5
42,43,Arkansas,4.0,29,80,31,2016,5
43,44,LSU,3.9,4,57,57,2016,5
44,45,Central Mich,3.6,6,118,19,2016,5
45,46,Texas,3.5,18,77,39,2016,5
46,47,Iowa,3.4,16,74,65,2016,5
47,48,Air Force,3.3,39,109,58,2016,5
48,49,San Diego St,3.3,14,84,41,2016,5
49,50,Arizona St,3.2,38,90,63,2016,5
50,51,Wash State,3.1,8,119,60,2016,5
51,52,NC State,3.0,11,69,48,2016,5
52,53,Utah,2.9,21,119,50,2016,5
53,54,California,2.2,1,87,46,2016,5
54,55,Tulsa,2.1,10,90,33,2016,5
55,56,Pittsburgh,1.8,18,85,64,2016,5
56,57,Notre Dame,1.7,15,70,35,2016,5
57,58,Central FL,1.4,27,104,82,2016,5
58,59,W Kentucky,1.1,2,91,53,2016,5
59,60,Wake Forest,0.4,48,122,74,2016,5
60,61,Duke,-0.3,34,84,84,2016,5
61,62,Georgia,-0.5,11,67,55,2016,5
62,63,Penn State,-0.6,3,67,51,2016,5
63,64,App State,-0.6,3,77,73,2016,5
64,65,Miss State,-0.7,48,102,59,2016,5
65,66,Vanderbilt,-1.2,28,116,72,2016,5
66,67,Navy,-1.3,16,74,67,2016,5
67,68,Middle Tenn,-1.6,16,126,61,2016,5
68,69,LA Tech,-1.7,24,97,69,2016,5
69,70,GA Southern,-2.2,3,111,66,2016,5
70,71,Michigan St,-2.6,27,116,40,2016,5
71,72,S Carolina,-3.0,5,92,56,2016,5
72,73,Indiana,-3.1,8,78,62,2016,5
73,74,E Carolina,-3.1,34,106,45,2016,5
74,75,Arizona,-3.1,31,125,83,2016,5
75,76,Minnesota,-3.8,12,85,70,2016,5
76,77,Northwestern,-4.1,20,102,85,2016,5
77,78,Temple,-4.2,13,119,76,2016,5
78,79,Cincinnati,-4.3,54,121,75,2016,5
79,80,Tulane,-4.6,46,120,68,2016,5
80,81,Akron,-5.0,71,127,80,2016,5
81,82,Oregon St,-5.6,44,117,79,2016,5
82,83,Ball State,-6.3,75,122,78,2016,5
83,84,Rutgers,-6.4,74,125,86,2016,5
84,85,Boston Col,-7.0,53,109,92,2016,5
85,86,Ohio,-8.3,65,115,81,2016,5
86,87,E Michigan,-8.7,15,126,90,2016,5
87,88,Marshall,-8.9,6,123,91,2016,5
88,89,Syracuse,-8.9,32,111,96,2016,5
89,90,Utah State,-9.5,9,109,89,2016,5
90,91,Virginia,-10.3,48,128,113,2016,5
91,92,Illinois,-10.6,26,106,94,2016,5
92,93,Kentucky,-11.1,33,111,107,2016,5
93,94,Connecticut,-11.4,71,127,95,2016,5
94,95,UNLV,-11.8,4,118,77,2016,5
95,96,Wyoming,-12.0,32,105,93,2016,5
96,97,S Alabama,-12.0,12,114,88,2016,5
97,98,S Methodist,-12.1,55,106,87,2016,5
98,99,Old Dominion,-12.8,64,125,103,2016,5
99,100,Georgia State,-13.2,75,124,102,2016,5
100,101,Purdue,-13.2,82,118,110,2016,5
101,102,Iowa State,-13.3,35,126,123,2016,5
102,103,Colorado St,-13.4,19,126,111,2016,5
103,104,LA Monroe,-13.7,63,128,97,2016,5
104,105,Kansas,-14.2,35,120,109,2016,5
105,106,Nevada,-14.2,85,124,99,2016,5
106,107,New Mexico,-14.4,63,124,98,2016,5
107,108,Fresno St,-14.9,88,124,108,2016,5
108,109,Miami (OH),-14.9,66,118,115,2016,5
109,110,U Mass,-15.5,86,119,105,2016,5
110,111,TX-San Ant,-16.1,70,123,100,2016,5
111,112,North Texas,-17.0,78,126,116,2016,5
112,113,LA Lafayette,-17.9,66,125,118,2016,5
113,114,Kent State,-19.5,82,119,117,2016,5
114,115,N Illinois,-19.8,57,115,101,2016,5
115,116,Rice,-21.5,110,127,112,2016,5
116,117,Hawaii,-21.9,80,128,119,2016,5
117,118,Buffalo,-21.9,101,128,128,2016,5
118,119,Arkansas St,-21.9,21,120,114,2016,5
119,120,San Jose St,-22.1,70,125,106,2016,5
120,121,Fla Atlantic,-22.2,103,125,121,2016,5
121,122,Charlotte,-23.3,96,128,120,2016,5
122,123,Idaho ,-25.8,54,127,127,2016,5
123,124,Texas State,-26.3,62,128,104,2016,5
124,125,N Mex State,-28.8,98,126,124,2016,5
125,126,Florida Intl,-30.5,98,126,122,2016,5
126,127,TX El Paso,-31.2,98,128,126,2016,5
127,128,Bowling Grn,-37.2,66,128,125,2016,5
