,Rank,Team,2016,Last 3,Last 1,Home,Away,2015,Season,Week
0,1,Louisville,682.0,688.3,690.0,596.5,767.5,404.2,2016,5
1,2,Texas Tech,639.0,639.0,666.0,666.0,612.0,576.8,2016,5
2,3,California,594.5,582.7,637.0,507.0,623.7,518.2,2016,5
3,4,Toledo,587.5,587.5,619.0,619.0,556.0,463.1,2016,5
4,5,Baylor,565.7,565.7,523.0,529.5,638.0,602.7,2016,5
5,6,TX Christian,547.3,547.3,589.0,526.5,589.0,557.5,2016,5
6,7,Ohio State,545.3,545.3,443.0,596.5,443.0,434.6,2016,5
7,8,Oregon,540.7,540.7,508.0,570.0,482.0,522.2,2016,5
8,9,Missouri,526.7,526.7,471.0,559.0,462.0,268.5,2016,5
9,10,Arizona St,525.0,525.0,454.0,553.0,469.0,472.9,2016,5
10,11,S Florida,520.7,520.7,450.0,554.0,454.0,433.2,2016,5
11,12,Indiana,516.7,516.7,611.0,532.0,486.0,496.8,2016,5
12,13,Memphis,514.5,514.5,635.0,514.5,--,484.4,2016,5
13,13,Wash State,514.5,514.5,509.0,509.0,520.0,474.5,2016,5
14,15,Miami (FL),509.5,509.5,549.0,470.0,549.0,398.5,2016,5
15,16,Boise State,505.3,505.3,512.0,420.0,548.0,493.9,2016,5
16,17,Florida St,503.7,503.7,647.0,--,503.7,423.7,2016,5
17,17,Texas A&M,503.7,503.7,591.0,442.0,534.5,411.5,2016,5
18,19,Texas,500.3,500.3,568.0,466.5,568.0,370.8,2016,5
19,20,Colorado,498.7,498.7,593.0,--,498.7,377.6,2016,5
20,21,LA Tech,495.0,495.0,622.0,--,495.0,474.3,2016,5
21,22,Middle Tenn,494.7,494.7,553.0,553.0,465.5,448.1,2016,5
22,23,Houston,493.0,493.0,563.0,--,493.0,474.8,2016,5
23,24,Oklahoma St,490.0,490.0,492.0,489.0,492.0,471.8,2016,5
24,25,W Virginia,487.5,487.5,481.0,494.0,481.0,479.3,2016,5
25,26,Nebraska,485.0,511.3,556.0,461.3,556.0,446.9,2016,5
26,26,Purdue,485.0,485.0,466.0,485.0,--,353.0,2016,5
27,28,NC State,483.5,483.5,470.0,470.0,497.0,410.3,2016,5
28,28,Alabama,483.5,489.7,502.0,488.5,478.5,428.8,2016,5
29,30,Ohio,481.3,481.3,318.0,630.0,407.0,409.8,2016,5
30,31,Oklahoma,479.0,479.0,404.0,522.0,393.0,530.2,2016,5
31,32,Syracuse,477.3,477.3,469.0,481.5,469.0,310.3,2016,5
32,33,Mississippi,472.3,472.3,510.0,518.5,380.0,506.5,2016,5
33,34,Central Mich,470.7,470.7,495.0,499.0,456.5,401.4,2016,5
34,35,E Carolina,469.0,469.0,443.0,445.0,481.0,413.5,2016,5
35,36,Michigan,467.8,453.0,515.0,467.8,--,395.8,2016,5
36,37,Arizona,461.7,461.7,475.0,528.5,328.0,470.7,2016,5
37,38,Pittsburgh,460.0,460.0,421.0,432.0,474.0,370.8,2016,5
