,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Alabama,59.1,0-0,0-0,0-0,1,20,1,2016,11
1,2,Tennessee,34.4,0-0,0-0,0-0,2,51,2,2016,11
2,3,Colorado,32.3,0-0,0-0,0-0,1,84,3,2016,11
3,4,Texas A&M,26.5,0-0,0-0,0-0,3,49,5,2016,11
4,5,Houston,25.5,0-0,1-0,0-0,2,45,4,2016,11
5,6,Florida St,22.4,0-0,1-0,0-0,3,64,6,2016,11
6,7,Wisconsin,18.6,1-0,0-0,0-0,5,40,7,2016,11
7,8,Florida,17.3,0-0,1-0,0-0,8,76,8,2016,11
8,9,LSU,13.7,0-1,0-0,0-0,5,24,10,2016,11
9,10,Texas,10.5,0-0,0-1,0-0,10,72,11,2016,11
10,11,W Virginia,10.4,0-0,1-0,0-0,10,63,12,2016,11
11,12,Georgia,7.6,0-1,0-0,0-0,4,30,13,2016,11
12,13,Notre Dame,7.1,0-0,0-1,0-0,9,63,9,2016,11
13,14,Navy,7.1,0-0,1-0,0-0,13,80,72,2016,11
14,15,Oklahoma,5.7,1-1,0-0,0-0,3,41,15,2016,11
15,16,Arizona,5.4,0-0,0-1,0-0,9,55,16,2016,11
16,17,California,4.2,0-0,0-0,0-0,1,125,14,2016,11
17,18,New Mexico,3.8,0-0,0-0,0-0,16,118,19,2016,11
18,19,Mississippi,2.8,0-1,0-0,0-0,7,65,18,2016,11
19,20,BYU,0.9,0-0,1-1,0-0,7,117,17,2016,11
20,21,Michigan,--,0-0,0-0,0-0,10,61,21,2016,11
21,22,Washington,--,0-0,0-0,0-0,2,58,24,2016,11
22,23,Clemson,--,0-0,0-0,0-0,2,28,22,2016,11
23,24,Auburn,--,0-0,0-0,0-0,23,62,23,2016,11
24,25,Ohio State,--,0-0,0-0,0-0,6,107,26,2016,11
25,26,Louisville,--,0-0,0-0,0-0,5,99,27,2016,11
26,27,W Michigan,--,0-0,0-0,0-0,24,117,25,2016,11
27,28,Northwestern,--,0-0,0-0,0-0,18,79,28,2016,11
28,29,Minnesota,--,0-0,0-0,0-0,12,68,29,2016,11
29,30,Miami (FL),--,0-0,0-0,0-0,7,51,30,2016,11
30,31,Wash State,--,0-0,0-0,0-0,26,103,31,2016,11
31,32,Boise State,--,0-0,0-0,0-0,13,121,33,2016,11
32,33,Toledo,--,0-0,0-0,0-0,3,67,39,2016,11
33,34,TX Christian,--,0-0,0-0,0-0,19,107,65,2016,11
34,35,S Florida,--,0-0,0-0,0-0,20,65,34,2016,11
35,36,Stanford,--,0-0,0-0,0-0,8,57,35,2016,11
36,37,Penn State,--,0-0,0-0,0-0,6,76,38,2016,11
37,38,App State,--,0-0,0-0,0-0,2,59,37,2016,11
38,39,UCLA,--,0-0,0-0,0-0,19,58,40,2016,11
39,40,Central FL,--,0-0,0-0,0-0,32,127,41,2016,11
40,41,Army,--,0-0,0-0,0-0,4,128,42,2016,11
41,42,Oklahoma St,--,0-0,0-0,0-0,2,62,47,2016,11
42,43,Duke,--,0-0,0-0,0-0,38,87,43,2016,11
43,44,Temple,--,0-0,0-0,0-0,37,115,55,2016,11
44,45,W Kentucky,--,0-0,0-0,0-0,6,77,45,2016,11
45,46,Troy,--,0-0,0-0,0-0,20,110,44,2016,11
46,47,Memphis,--,0-0,0-0,0-0,39,116,73,2016,11
47,48,Utah,--,0-0,0-0,0-0,36,117,48,2016,11
48,49,Baylor,--,0-0,0-0,0-0,11,126,46,2016,11
49,50,Pittsburgh,--,0-0,0-0,0-0,36,100,36,2016,11
50,51,Tulsa,--,0-0,0-0,0-0,3,98,51,2016,11
51,52,Wake Forest,--,0-0,0-0,0-0,16,120,50,2016,11
52,53,Miss State,--,0-0,0-0,0-0,27,119,53,2016,11
53,54,LA Tech,--,0-0,0-0,0-0,20,94,58,2016,11
54,55,Kansas St,--,0-0,0-0,0-0,8,56,56,2016,11
55,56,Nebraska,--,0-0,0-0,0-0,25,105,32,2016,11
56,57,Indiana,--,0-0,0-0,0-0,4,73,54,2016,11
57,58,Ohio,--,0-0,0-0,0-0,18,106,61,2016,11
58,59,Texas Tech,--,0-0,0-0,0-0,6,90,63,2016,11
59,60,Illinois,--,0-0,0-0,0-0,42,85,59,2016,11
60,61,San Diego St,--,0-0,0-0,0-0,4,85,60,2016,11
61,62,NC State,--,0-0,0-0,0-0,7,74,66,2016,11
62,63,Iowa,--,0-0,0-0,0-0,24,122,49,2016,11
63,64,Michigan St,--,0-0,0-0,0-0,21,113,52,2016,11
64,65,Vanderbilt,--,0-0,0-0,0-0,51,124,70,2016,11
65,66,Oregon,--,0-0,0-0,0-0,15,72,57,2016,11
66,67,Kentucky,--,0-0,0-0,0-0,53,115,64,2016,11
67,68,Virginia,--,0-0,0-0,0-0,59,107,67,2016,11
68,69,Maryland,--,0-0,0-0,0-0,20,119,62,2016,11
69,70,Middle Tenn,--,0-0,0-0,0-0,34,127,69,2016,11
70,71,S Carolina,--,0-0,0-0,0-0,3,99,71,2016,11
71,72,GA Southern,--,0-0,0-0,0-0,32,78,76,2016,11
72,73,Oregon St,--,0-0,0-0,0-0,60,124,82,2016,11
73,74,Wyoming,--,0-0,0-0,0-0,26,106,75,2016,11
74,75,Kent State,--,0-0,0-0,0-0,73,116,77,2016,11
75,76,S Methodist,--,0-0,0-0,0-0,58,112,74,2016,11
76,77,Central Mich,--,0-0,0-0,0-0,8,128,68,2016,11
77,78,N Illinois,--,0-0,0-0,0-0,63,119,79,2016,11
78,79,TX-San Ant,--,0-0,0-0,0-0,73,124,105,2016,11
79,80,Arizona St,--,0-0,0-0,0-0,48,93,81,2016,11
80,81,S Mississippi,--,0-0,0-0,0-0,25,116,84,2016,11
81,82,Ball State,--,0-0,0-0,0-0,66,124,78,2016,11
82,83,Cincinnati,--,0-0,0-0,0-0,24,119,83,2016,11
83,84,North Texas,--,0-0,0-0,0-0,66,122,80,2016,11
84,85,Georgia State,--,0-0,0-0,0-0,76,119,86,2016,11
85,86,E Michigan,--,0-0,0-0,0-0,16,123,90,2016,11
86,87,Arkansas St,--,0-0,0-0,0-0,10,114,103,2016,11
87,88,Missouri,--,0-0,0-0,0-0,47,108,87,2016,11
88,89,Rutgers,--,0-0,0-0,0-0,77,118,95,2016,11
89,90,Akron,--,0-0,0-0,0-0,65,116,88,2016,11
90,91,Old Dominion,--,0-0,0-0,0-0,67,114,96,2016,11
91,92,E Carolina,--,0-0,0-0,0-0,47,97,92,2016,11
92,93,Miami (OH),--,0-0,0-0,0-0,34,119,94,2016,11
93,94,U Mass,--,0-0,0-0,0-0,73,126,91,2016,11
94,95,Purdue,--,0-0,0-0,0-0,66,118,98,2016,11
95,96,Iowa State,--,0-0,0-0,0-0,68,113,99,2016,11
96,97,Charlotte,--,0-0,0-0,0-0,79,128,107,2016,11
97,98,LA Lafayette,--,0-0,0-0,0-0,71,123,97,2016,11
98,99,Tulane,--,0-0,0-0,0-0,39,125,85,2016,11
