,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Oklahoma,14.7,1,18,1,2016,5
1,2,Florida St,13.5,1,22,4,2016,5
2,3,USC,11.3,1,20,2,2016,5
3,4,Ohio State,11.1,1,56,3,2016,5
4,5,Mississippi,10.5,2,15,5,2016,5
5,6,UCLA,9.8,6,27,7,2016,5
6,7,Alabama,9.3,1,40,6,2016,5
7,8,Stanford,8.7,2,63,11,2016,5
8,9,Auburn,7.9,7,30,10,2016,5
9,10,Clemson,6.4,1,17,16,2016,5
10,11,Georgia,6.3,11,47,22,2016,5
11,12,Texas A&M,6.1,2,30,12,2016,5
12,13,BYU,5.8,13,63,14,2016,5
13,14,Colorado,5.1,9,115,28,2016,5
14,15,LSU,5.1,4,26,26,2016,5
15,16,Louisville,4.9,2,106,19,2016,5
16,17,Houston,4.4,8,66,13,2016,5
17,18,Tennessee,3.6,5,64,31,2016,5
18,19,Arkansas,2.9,16,61,46,2016,5
19,20,Kansas St,2.8,1,47,8,2016,5
20,21,Michigan St,2.6,20,126,20,2016,5
21,22,App State,2.0,6,86,18,2016,5
22,23,Pittsburgh,1.9,15,102,36,2016,5
23,24,Oklahoma St,1.9,16,78,50,2016,5
24,25,Wisconsin,1.8,1,44,41,2016,5
25,26,Penn State,1.6,11,70,49,2016,5
26,27,Oregon,1.2,14,111,37,2016,5
27,28,Vanderbilt,1.2,24,65,24,2016,5
28,29,W Virginia,1.1,25,63,61,2016,5
29,30,California,0.9,23,113,35,2016,5
30,31,Texas State,0.5,31,128,32,2016,5
31,32,VA Tech,0.4,19,97,34,2016,5
32,33,GA Tech,0.1,23,69,69,2016,5
33,34,Troy,0.0,23,124,23,2016,5
34,35,S Carolina,0.0,3,67,17,2016,5
35,36,Notre Dame,-0.4,9,58,21,2016,5
36,37,Texas,-0.5,20,40,25,2016,5
37,38,Missouri,-0.8,14,61,27,2016,5
38,39,Michigan,-0.8,2,75,45,2016,5
39,40,E Carolina,-1.1,38,112,44,2016,5
40,41,LA Tech,-1.2,26,94,42,2016,5
41,42,Duke,-1.2,35,94,71,2016,5
42,43,Georgia State,-1.3,38,120,38,2016,5
43,44,Florida,-1.6,16,122,122,2016,5
44,45,Northwestern,-1.6,22,84,68,2016,5
45,46,S Florida,-1.6,45,100,75,2016,5
46,47,W Kentucky,-2.2,10,116,40,2016,5
47,48,N Carolina,-2.3,11,50,43,2016,5
48,49,Syracuse,-2.3,33,123,39,2016,5
49,50,Nebraska,-2.6,22,106,56,2016,5
50,51,Boise State,-2.7,35,74,58,2016,5
51,52,Miami (FL),-3.4,15,118,52,2016,5
52,53,Arizona,-3.5,25,90,89,2016,5
53,54,Miss State,-3.6,24,73,30,2016,5
54,55,Wash State,-3.6,21,91,57,2016,5
55,56,Utah,-3.8,30,121,64,2016,5
56,57,Texas Tech,-3.8,32,88,55,2016,5
57,58,W Michigan,-3.9,35,87,60,2016,5
58,59,Boston Col,-4.0,28,84,33,2016,5
59,60,Oregon St,-4.2,16,81,80,2016,5
60,61,Virginia,-4.5,53,85,66,2016,5
61,62,Wake Forest,-4.8,40,107,86,2016,5
62,63,Akron,-5.0,62,123,65,2016,5
63,64,Central Mich,-5.1,33,126,48,2016,5
64,65,Washington,-5.1,8,103,103,2016,5
65,66,Baylor,-5.3,13,111,104,2016,5
66,67,Rutgers,-5.7,2,85,82,2016,5
67,68,Central FL,-5.8,53,125,62,2016,5
68,69,Kentucky,-6.0,24,90,79,2016,5
69,70,Illinois,-6.0,39,115,67,2016,5
70,71,Rice,-6.1,9,125,9,2016,5
71,72,Arizona St,-6.3,33,103,85,2016,5
72,73,Tulsa,-6.3,26,101,47,2016,5
73,74,Iowa State,-6.4,41,92,70,2016,5
74,75,Marshall,-6.4,42,123,121,2016,5
75,76,TX Christian,-6.5,17,93,72,2016,5
76,77,Cincinnati,-6.6,49,124,53,2016,5
77,78,Arkansas St,-7.0,5,114,15,2016,5
78,79,N Illinois,-7.1,29,88,29,2016,5
79,80,Fresno St,-7.4,13,106,88,2016,5
80,81,S Methodist,-7.6,45,96,91,2016,5
81,82,GA Southern,-7.7,43,117,117,2016,5
82,83,San Diego St,-7.8,47,106,63,2016,5
83,84,Miami (OH),-8.0,19,119,100,2016,5
84,85,Utah State,-8.0,56,123,84,2016,5
85,86,Florida Intl,-8.2,38,124,78,2016,5
86,87,Temple,-8.7,51,96,51,2016,5
87,88,Connecticut,-9.0,66,120,94,2016,5
88,89,San Jose St,-9.0,32,113,74,2016,5
89,90,Hawaii,-9.1,33,112,90,2016,5
90,91,S Mississippi,-9.2,51,113,87,2016,5
91,92,S Alabama,-9.2,11,121,54,2016,5
92,93,NC State,-9.5,30,122,73,2016,5
93,94,Middle Tenn,-9.7,54,108,81,2016,5
