,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Michigan,37.7,1,56,1,2016,8
1,2,Ohio State,33.3,1,24,2,2016,8
2,3,Alabama,31.3,1,29,6,2016,8
3,4,Louisville,28.3,1,38,3,2016,8
4,5,Washington,27.6,1,48,4,2016,8
5,6,Clemson,26.7,1,34,5,2016,8
6,7,Texas A&M,23.5,6,63,7,2016,8
7,8,W Michigan,22.8,8,92,13,2016,8
8,9,Wash State,21.5,8,119,17,2016,8
9,10,Auburn,19.5,3,51,11,2016,8
10,11,Wisconsin,19.3,4,25,10,2016,8
11,12,Colorado,18.6,2,60,15,2016,8
12,13,VA Tech,17.6,7,84,9,2016,8
13,14,Florida,17.0,14,82,28,2016,8
14,15,Mississippi,16.9,9,84,14,2016,8
15,16,Houston,16.6,5,74,12,2016,8
16,17,Memphis,15.0,10,93,22,2016,8
17,18,Oklahoma,14.8,2,59,29,2016,8
18,19,LSU,14.7,4,57,21,2016,8
19,20,Miami (FL),14.7,4,37,8,2016,8
20,21,USC,14.1,1,103,20,2016,8
21,22,Baylor,12.9,6,116,24,2016,8
22,23,Nebraska,12.3,9,78,23,2016,8
23,24,W Virginia,12.0,16,56,40,2016,8
24,25,NC State,11.2,11,69,35,2016,8
25,26,Kansas St,10.4,8,56,26,2016,8
26,27,S Florida,10.4,10,61,18,2016,8
27,28,Florida St,9.3,5,64,30,2016,8
28,29,Troy,8.3,14,90,25,2016,8
29,30,Arkansas,8.2,29,80,37,2016,8
30,31,BYU,8.0,8,47,31,2016,8
31,32,UCLA,7.8,10,77,32,2016,8
32,33,GA Tech,7.6,19,71,43,2016,8
33,34,Boise State,7.6,8,81,19,2016,8
34,35,Pittsburgh,7.0,18,85,45,2016,8
35,36,Stanford,6.8,5,52,38,2016,8
36,37,Missouri,6.6,16,104,34,2016,8
37,38,Penn State,6.1,3,67,41,2016,8
38,39,TX Christian,5.8,33,89,44,2016,8
39,40,Toledo,5.4,3,96,27,2016,8
40,41,Tennessee,5.4,7,49,16,2016,8
41,42,Utah,5.4,21,119,42,2016,8
42,43,Central FL,4.8,27,104,36,2016,8
43,44,N Carolina,4.6,18,52,46,2016,8
44,45,Oklahoma St,4.5,13,64,49,2016,8
45,46,Temple,4.4,13,119,47,2016,8
46,47,Minnesota,3.6,12,85,70,2016,8
47,48,Texas,3.4,18,77,53,2016,8
48,49,Army,2.9,4,103,50,2016,8
49,50,Georgia,2.8,11,67,57,2016,8
50,51,Northwestern,2.5,20,102,62,2016,8
51,52,Wake Forest,2.4,48,122,52,2016,8
52,53,Miss State,2.1,48,102,66,2016,8
53,54,Air Force,1.8,39,109,51,2016,8
54,55,Duke,1.7,34,84,78,2016,8
55,56,Maryland,1.4,25,106,39,2016,8
56,57,Indiana,1.2,8,78,56,2016,8
57,58,Navy,0.8,16,74,54,2016,8
58,59,California,0.7,1,87,58,2016,8
59,60,Notre Dame,0.4,15,70,55,2016,8
60,61,W Kentucky,0.1,2,91,63,2016,8
61,62,Iowa State,0.1,35,126,76,2016,8
62,63,Arizona St,-0.1,38,90,48,2016,8
63,64,Texas Tech,-0.4,17,78,33,2016,8
64,65,App State,-0.6,3,77,60,2016,8
65,66,Virginia,-0.6,48,128,86,2016,8
66,67,Oregon,-0.8,23,85,64,2016,8
67,68,LA Tech,-1.2,24,97,74,2016,8
68,69,San Diego St,-1.7,14,84,68,2016,8
69,70,Tulsa,-2.2,10,90,65,2016,8
70,71,Middle Tenn,-2.5,16,126,61,2016,8
71,72,Vanderbilt,-2.9,28,116,67,2016,8
72,73,Syracuse,-3.3,32,111,97,2016,8
73,74,Iowa,-3.4,16,74,59,2016,8
74,75,Wyoming,-3.6,32,105,75,2016,8
75,76,Michigan St,-3.9,27,116,73,2016,8
76,77,Kentucky,-4.3,33,111,77,2016,8
77,78,Akron,-4.9,71,127,71,2016,8
