,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Florida St,13.1,1,22,3,2016,7
1,2,Louisville,12.1,2,106,5,2016,7
2,3,Clemson,11.4,1,17,4,2016,7
3,4,Stanford,10.9,2,63,2,2016,7
4,5,Oklahoma,10.4,1,18,1,2016,7
5,6,Wisconsin,10.0,1,44,8,2016,7
6,7,Mississippi,9.8,2,15,7,2016,7
7,8,Tennessee,8.9,5,64,17,2016,7
8,9,Alabama,8.8,1,40,9,2016,7
9,10,Auburn,8.4,7,30,11,2016,7
10,11,USC,8.0,1,20,10,2016,7
11,12,Texas A&M,7.8,2,30,14,2016,7
12,13,LSU,7.6,4,26,13,2016,7
13,14,Ohio State,6.8,1,56,6,2016,7
14,15,UCLA,6.3,6,27,15,2016,7
15,16,Georgia,6.2,11,47,12,2016,7
16,17,BYU,5.4,13,63,16,2016,7
17,18,Michigan,5.3,2,75,18,2016,7
18,19,Colorado,5.2,9,115,19,2016,7
19,20,Oregon,4.8,14,111,20,2016,7
20,21,Texas,3.9,20,40,28,2016,7
21,22,Miami (FL),3.9,15,118,30,2016,7
22,23,N Carolina,3.8,11,50,21,2016,7
23,24,GA Tech,3.4,23,69,23,2016,7
24,25,VA Tech,3.4,19,97,39,2016,7
25,26,Wash State,3.3,21,91,47,2016,7
26,27,Arkansas,3.2,16,61,37,2016,7
27,28,Michigan St,2.9,20,126,25,2016,7
28,29,Missouri,2.4,14,61,29,2016,7
29,30,Penn State,2.4,11,70,36,2016,7
30,31,Kansas St,2.4,1,47,22,2016,7
31,32,Arizona,2.3,25,90,38,2016,7
32,33,S Carolina,2.1,3,67,24,2016,7
33,34,W Virginia,1.7,25,63,31,2016,7
34,35,Houston,1.2,8,66,27,2016,7
35,36,Washington,1.2,8,103,34,2016,7
36,37,Vanderbilt,1.1,24,65,26,2016,7
37,38,Pittsburgh,0.5,15,102,33,2016,7
38,39,E Carolina,0.4,38,112,53,2016,7
39,40,Northwestern,0.4,22,84,35,2016,7
40,41,App State,0.2,6,86,43,2016,7
41,42,Arizona St,0.0,33,103,58,2016,7
