,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Baylor,38.0,0-0,0-0,0-0,1,16,1,2015,7
1,2,Alabama,29.8,1-0,0-0,0-0,1,20,2,2015,7
2,3,Tennessee,27.4,0-0,0-0,0-0,1,38,3,2015,7
3,4,Texas,23.3,0-0,0-0,0-0,3,114,103,2015,7
4,5,Texas A&M,23.0,1-0,0-0,0-0,2,34,4,2015,7
5,6,Toledo,14.7,1-0,0-0,0-0,4,69,6,2015,7
6,7,S Carolina,13.9,0-0,0-0,0-0,1,39,5,2015,7
7,8,Auburn,13.7,0-0,0-0,0-0,4,23,7,2015,7
8,9,Wisconsin,6.3,0-1,0-0,0-0,6,32,8,2015,7
9,10,Arkansas,6.3,0-2,0-0,0-0,8,126,9,2015,7
10,11,USC,--,0-0,0-0,0-0,9,117,10,2015,7
11,12,UCLA,--,0-0,0-0,0-0,10,102,11,2015,7
12,13,Utah,--,0-0,0-0,0-0,11,62,12,2015,7
13,14,Washington,--,0-0,0-0,0-0,7,54,24,2015,7
14,15,Boise State,--,0-0,0-0,0-0,1,57,18,2015,7
15,16,Duke,--,0-0,0-0,0-0,4,52,20,2015,7
16,17,Ohio State,--,0-0,0-0,0-0,1,60,17,2015,7
17,18,Michigan,--,0-0,0-0,0-0,2,52,21,2015,7
18,19,LSU,--,0-0,0-0,0-0,4,63,23,2015,7
19,20,Florida,--,0-0,0-0,0-0,2,60,43,2015,7
20,21,Georgia,--,0-0,0-0,0-0,6,128,13,2015,7
21,22,TX Christian,--,0-0,0-0,0-0,3,52,35,2015,7
22,23,Kansas St,--,0-0,0-0,0-0,18,115,28,2015,7
23,24,Stanford,--,0-0,0-0,0-0,2,110,19,2015,7
24,25,Iowa,--,0-0,0-0,0-0,13,86,22,2015,7
25,26,Oklahoma St,--,0-0,0-0,0-0,6,116,45,2015,7
26,27,California,--,0-0,0-0,0-0,13,55,40,2015,7
27,28,Florida St,--,0-0,0-0,0-0,13,104,26,2015,7
28,29,Clemson,--,0-0,0-0,0-0,6,56,30,2015,7
29,30,Miss State,--,0-0,0-0,0-0,9,47,27,2015,7
30,31,Houston,--,0-0,0-0,0-0,12,75,29,2015,7
31,32,W Kentucky,--,0-0,0-0,0-0,7,70,31,2015,7
32,33,Mississippi,--,0-0,0-0,0-0,3,53,32,2015,7
33,34,Pittsburgh,--,0-0,0-0,0-0,29,117,33,2015,7
34,35,Boston Col,--,0-0,0-0,0-0,9,81,36,2015,7
35,36,NC State,--,0-0,0-0,0-0,16,117,16,2015,7
36,37,Oregon,--,0-0,0-0,0-0,5,79,25,2015,7
37,38,Utah State,--,0-0,0-0,0-0,21,123,56,2015,7
38,39,Notre Dame,--,0-0,0-0,0-0,14,55,39,2015,7
39,40,App State,--,0-0,0-0,0-0,20,118,42,2015,7
40,41,Vanderbilt,--,0-0,0-0,0-0,27,117,34,2015,7
41,42,VA Tech,--,0-0,0-0,0-0,13,111,41,2015,7
42,43,Tulsa,--,0-0,0-0,0-0,21,92,37,2015,7
43,44,Memphis,--,0-0,0-0,0-0,17,124,47,2015,7
44,45,BYU,--,0-0,0-0,0-0,12,119,48,2015,7
45,46,Wash State,--,0-0,0-0,0-0,25,105,55,2015,7
46,47,Michigan St,--,0-0,0-0,0-0,6,93,38,2015,7
47,48,Kentucky,--,0-0,0-0,0-0,26,75,44,2015,7
48,49,Nebraska,--,0-0,0-0,0-0,13,68,49,2015,7
49,50,Miami (FL),--,0-0,0-0,0-0,14,105,57,2015,7
50,51,GA Tech,--,0-0,0-0,0-0,10,67,52,2015,7
51,52,Temple,--,0-0,0-0,0-0,27,120,51,2015,7
52,53,Navy,--,0-0,0-0,0-0,23,127,61,2015,7
53,54,Connecticut,--,0-0,0-0,0-0,49,124,69,2015,7
54,55,E Carolina,--,0-0,0-0,0-0,35,94,53,2015,7
55,56,Northwestern,--,0-0,0-0,0-0,12,111,15,2015,7
56,57,LA Tech,--,0-0,0-0,0-0,10,71,46,2015,7
57,58,Minnesota,--,0-0,0-0,0-0,12,82,82,2015,7
58,59,N Illinois,--,0-0,0-0,0-0,20,128,60,2015,7
59,60,Akron,--,0-0,0-0,0-0,28,120,72,2015,7
60,61,Purdue,--,0-0,0-0,0-0,56,109,63,2015,7
61,62,Arizona,--,0-0,0-0,0-0,20,118,64,2015,7
62,63,Nevada,--,0-0,0-0,0-0,55,121,65,2015,7
63,64,Buffalo,--,0-0,0-0,0-0,56,112,68,2015,7
64,65,Virginia,--,0-0,0-0,0-0,45,108,71,2015,7
65,66,Ohio,--,0-0,0-0,0-0,27,127,70,2015,7
66,67,W Virginia,--,0-0,0-0,0-0,24,69,58,2015,7
67,68,UNLV,--,0-0,0-0,0-0,66,127,73,2015,7
68,69,Missouri,--,0-0,0-0,0-0,10,69,67,2015,7
69,70,Army,--,0-0,0-0,0-0,19,125,75,2015,7
70,71,E Michigan,--,0-0,0-0,0-0,70,128,77,2015,7
71,72,GA Southern,--,0-0,0-0,0-0,2,122,76,2015,7
72,73,S Methodist,--,0-0,0-0,0-0,54,119,54,2015,7
73,74,Wake Forest,--,0-0,0-0,0-0,13,92,83,2015,7
74,75,Indiana,--,0-0,0-0,0-0,38,99,50,2015,7
75,76,Middle Tenn,--,0-0,0-0,0-0,37,123,59,2015,7
76,77,Central Mich,--,0-0,0-0,0-0,60,115,78,2015,7
77,78,San Diego St,--,0-0,0-0,0-0,5,101,94,2015,7
78,79,Penn State,--,0-0,0-0,0-0,42,125,87,2015,7
79,80,Cincinnati,--,0-0,0-0,0-0,50,128,81,2015,7
80,81,Air Force,--,0-0,0-0,0-0,35,119,80,2015,7
81,82,Marshall,--,0-0,0-0,0-0,47,106,84,2015,7
82,83,Ball State,--,0-0,0-0,0-0,75,122,79,2015,7
83,84,S Mississippi,--,0-0,0-0,0-0,39,105,74,2015,7
84,85,Fla Atlantic,--,0-0,0-0,0-0,63,113,85,2015,7
85,86,Iowa State,--,0-0,0-0,0-0,61,89,62,2015,7
86,87,San Jose St,--,0-0,0-0,0-0,72,116,93,2015,7
87,88,Illinois,--,0-0,0-0,0-0,26,124,106,2015,7
88,89,S Alabama,--,0-0,0-0,0-0,73,118,90,2015,7
89,90,Florida Intl,--,0-0,0-0,0-0,8,107,88,2015,7
90,91,Maryland,--,0-0,0-0,0-0,11,107,107,2015,7
91,92,LA Lafayette,--,0-0,0-0,0-0,47,109,91,2015,7
92,93,LA Monroe,--,0-0,0-0,0-0,86,119,89,2015,7
