,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Baylor,35.4,0-0,0-0,0-0,1,16,14,2015,6
1,2,Alabama,30.3,1-0,0-0,0-0,1,20,1,2015,6
2,3,Tennessee,26.2,0-0,0-0,0-0,1,38,2,2015,6
3,4,Texas A&M,22.2,1-0,0-0,0-0,2,34,3,2015,6
4,5,S Carolina,14.5,0-0,0-0,0-0,1,39,5,2015,6
5,6,Toledo,13.9,1-0,0-0,0-0,4,69,4,2015,6
6,7,Auburn,13.7,0-0,0-0,0-0,4,23,6,2015,6
7,8,Wisconsin,7.6,0-1,0-0,0-0,6,32,7,2015,6
8,9,Arkansas,6.1,0-2,0-0,0-0,8,126,8,2015,6
9,10,USC,--,0-0,0-0,0-0,9,117,9,2015,6
10,11,UCLA,--,0-0,0-0,0-0,10,102,10,2015,6
11,12,Utah,--,0-0,0-0,0-0,11,62,13,2015,6
12,13,Georgia,--,0-0,0-0,0-0,6,128,16,2015,6
13,14,Oklahoma,--,0-0,0-0,0-0,12,124,15,2015,6
14,15,Northwestern,--,0-0,0-0,0-0,12,111,18,2015,6
15,16,NC State,--,0-0,0-0,0-0,16,117,22,2015,6
16,17,Ohio State,--,0-0,0-0,0-0,1,60,12,2015,6
17,18,Boise State,--,0-0,0-0,0-0,1,57,20,2015,6
18,19,Stanford,--,0-0,0-0,0-0,2,110,23,2015,6
19,20,Duke,--,0-0,0-0,0-0,4,52,26,2015,6
20,21,Michigan,--,0-0,0-0,0-0,2,52,31,2015,6
21,22,Iowa,--,0-0,0-0,0-0,13,86,29,2015,6
22,23,LSU,--,0-0,0-0,0-0,4,63,24,2015,6
23,24,Washington,--,0-0,0-0,0-0,7,54,34,2015,6
24,25,Oregon,--,0-0,0-0,0-0,5,79,33,2015,6
25,26,Florida St,--,0-0,0-0,0-0,13,104,19,2015,6
26,27,Miss State,--,0-0,0-0,0-0,9,47,25,2015,6
27,28,Kansas St,--,0-0,0-0,0-0,18,115,30,2015,6
