,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Tennessee,35.8,0-0,0-0,0-0,1,38,1,2015,13
1,2,Baylor,34.8,0-0,0-0,0-0,1,16,3,2015,13
2,3,Florida,34.6,0-0,0-0,0-0,2,60,2,2015,13
3,4,Texas,31.9,0-0,0-0,0-0,3,114,4,2015,13
4,5,Alabama,29.2,0-0,1-0,0-0,1,20,5,2015,13
5,6,Texas A&M,22.9,0-0,1-0,0-0,2,34,6,2015,13
6,7,S Carolina,19.8,0-0,0-0,0-0,1,39,7,2015,13
7,8,Toledo,15.8,0-0,1-0,0-0,4,69,8,2015,13
8,9,Boston Col,14.1,0-0,0-1,0-0,9,81,43,2015,13
9,10,Auburn,12.8,0-0,0-0,0-0,4,23,9,2015,13
10,11,Missouri,11.9,0-0,0-0,0-0,10,69,10,2015,13
11,12,Wisconsin,5.6,0-1,0-0,0-0,6,32,11,2015,13
12,13,Maryland,4.3,0-0,0-0,0-0,11,107,12,2015,13
13,14,Notre Dame,4.3,1-0,0-0,0-0,14,55,23,2015,13
14,15,Arkansas,3.5,0-2,0-0,0-0,8,126,13,2015,13
15,16,Clemson,--,0-0,0-0,0-0,6,56,14,2015,13
16,17,Ohio State,--,0-0,0-0,0-0,1,60,15,2015,13
17,18,UCLA,--,0-0,0-0,0-0,10,102,16,2015,13
18,19,Iowa,--,0-0,0-0,0-0,13,86,17,2015,13
19,20,Utah,--,0-0,0-0,0-0,11,62,19,2015,13
20,21,Oregon,--,0-0,0-0,0-0,5,79,22,2015,13
21,22,App State,--,0-0,0-0,0-0,20,118,24,2015,13
22,23,Navy,--,0-0,0-0,0-0,23,127,27,2015,13
23,24,Oklahoma St,--,0-0,0-0,0-0,6,116,28,2015,13
24,25,Miss State,--,0-0,0-0,0-0,9,47,25,2015,13
25,26,Michigan St,--,0-0,0-0,0-0,6,93,32,2015,13
26,27,Stanford,--,0-0,0-0,0-0,2,110,26,2015,13
27,28,TX Christian,--,0-0,0-0,0-0,3,52,35,2015,13
28,29,Michigan,--,0-0,0-0,0-0,2,52,33,2015,13
29,30,Washington,--,0-0,0-0,0-0,7,54,41,2015,13
30,31,Boise State,--,0-0,0-0,0-0,1,57,30,2015,13
31,32,Pittsburgh,--,0-0,0-0,0-0,29,117,31,2015,13
32,33,LSU,--,0-0,0-0,0-0,4,63,21,2015,13
33,34,Houston,--,0-0,0-0,0-0,12,75,18,2015,13
34,35,USC,--,0-0,0-0,0-0,9,117,20,2015,13
35,36,NC State,--,0-0,0-0,0-0,16,117,34,2015,13
36,37,Wash State,--,0-0,0-0,0-0,25,105,37,2015,13
37,38,Florida St,--,0-0,0-0,0-0,13,104,36,2015,13
38,39,Memphis,--,0-0,0-0,0-0,17,124,29,2015,13
39,40,W Kentucky,--,0-0,0-0,0-0,7,70,47,2015,13
40,41,VA Tech,--,0-0,0-0,0-0,13,111,40,2015,13
41,42,Mississippi,--,0-0,0-0,0-0,3,53,38,2015,13
42,43,W Virginia,--,0-0,0-0,0-0,24,69,61,2015,13
43,44,N Illinois,--,0-0,0-0,0-0,20,128,42,2015,13
44,45,Northwestern,--,0-0,0-0,0-0,12,111,51,2015,13
45,46,San Diego St,--,0-0,0-0,0-0,5,101,52,2015,13
46,47,California,--,0-0,0-0,0-0,13,55,44,2015,13
47,48,Nebraska,--,0-0,0-0,0-0,13,68,45,2015,13
48,49,Duke,--,0-0,0-0,0-0,4,52,39,2015,13
49,50,Air Force,--,0-0,0-0,0-0,35,119,55,2015,13
50,51,S Mississippi,--,0-0,0-0,0-0,39,105,46,2015,13
51,52,Minnesota,--,0-0,0-0,0-0,12,82,48,2015,13
52,53,Kansas St,--,0-0,0-0,0-0,18,115,49,2015,13
53,54,Temple,--,0-0,0-0,0-0,27,120,53,2015,13
54,55,W Michigan,--,0-0,0-0,0-0,21,118,50,2015,13
55,56,E Carolina,--,0-0,0-0,0-0,35,94,67,2015,13
56,57,Virginia,--,0-0,0-0,0-0,45,108,57,2015,13
57,58,Miami (FL),--,0-0,0-0,0-0,14,105,54,2015,13
58,59,Tulsa,--,0-0,0-0,0-0,21,92,58,2015,13
59,60,GA Southern,--,0-0,0-0,0-0,2,122,64,2015,13
60,61,Indiana,--,0-0,0-0,0-0,38,99,77,2015,13
61,62,Vanderbilt,--,0-0,0-0,0-0,27,117,60,2015,13
62,63,Utah State,--,0-0,0-0,0-0,21,123,62,2015,13
63,64,Purdue,--,0-0,0-0,0-0,56,109,59,2015,13
64,65,GA Tech,--,0-0,0-0,0-0,10,67,56,2015,13
65,66,Arkansas St,--,0-0,0-0,0-0,64,127,66,2015,13
66,67,S Florida,--,0-0,0-0,0-0,48,110,70,2015,13
67,68,Central Mich,--,0-0,0-0,0-0,60,115,69,2015,13
68,69,Troy,--,0-0,0-0,0-0,58,122,68,2015,13
69,70,LA Tech,--,0-0,0-0,0-0,10,71,63,2015,13
70,71,Illinois,--,0-0,0-0,0-0,26,124,72,2015,13
71,72,Arizona,--,0-0,0-0,0-0,20,118,73,2015,13
