,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Baylor,29.7,1,116,3,2015,7
1,2,Michigan,25.7,2,47,8,2015,7
2,3,Alabama,23.9,1,21,1,2015,7
3,4,Boise State,22.9,4,89,10,2015,7
4,5,USC,21.5,1,49,2,2015,7
5,6,TX Christian,21.5,2,39,12,2015,7
6,7,Utah,20.0,4,55,5,2015,7
7,8,Clemson,19.8,2,44,15,2015,7
8,9,Stanford,19.0,2,75,6,2015,7
9,10,Texas A&M,18.8,6,76,9,2015,7
10,11,Florida,18.3,5,82,14,2015,7
11,12,Mississippi,17.2,1,56,7,2015,7
12,13,Oklahoma,17.1,1,40,4,2015,7
13,14,Texas Tech,16.9,14,100,40,2015,7
14,15,Notre Dame,15.9,2,26,11,2015,7
15,16,W Kentucky,15.6,9,55,26,2015,7
16,17,Oklahoma St,15.4,7,118,31,2015,7
17,18,Washington,15.2,4,40,38,2015,7
18,19,LSU,14.9,5,62,21,2015,7
19,20,W Virginia,14.0,4,91,13,2015,7
20,21,UCLA,13.9,8,47,24,2015,7
21,22,Florida St,13.7,6,30,18,2015,7
22,23,Duke,13.5,3,108,27,2015,7
23,24,Georgia,12.5,2,62,17,2015,7
24,25,California,12.1,10,53,33,2015,7
25,26,Ohio State,11.8,2,60,16,2015,7
26,27,Tennessee,11.6,12,29,22,2015,7
27,28,Wisconsin,11.5,12,51,32,2015,7
28,29,Miss State,11.2,15,55,23,2015,7
29,30,N Carolina,11.1,3,75,28,2015,7
30,31,Iowa,10.8,13,96,36,2015,7
31,32,Toledo,10.7,23,99,30,2015,7
32,33,Navy,10.6,13,101,29,2015,7
33,34,Kansas St,10.4,32,95,37,2015,7
34,35,Temple,10.3,23,82,41,2015,7
35,36,GA Tech,9.9,1,68,19,2015,7
36,37,Houston,9.7,10,90,25,2015,7
37,38,Arkansas,8.8,5,60,44,2015,7
38,39,VA Tech,8.7,27,62,51,2015,7
39,40,BYU,8.7,9,54,39,2015,7
40,41,NC State,8.4,25,85,34,2015,7
41,42,Memphis,7.9,16,69,43,2015,7
42,43,Arizona,7.5,32,119,66,2015,7
43,44,Miami (FL),7.0,15,85,47,2015,7
44,45,Arizona St,7.0,19,90,56,2015,7
45,46,Louisville,6.7,30,80,45,2015,7
46,47,Northwestern,6.7,16,84,20,2015,7
47,48,Nebraska,6.5,30,70,48,2015,7
48,49,App State,6.1,12,85,54,2015,7
49,50,E Carolina,5.9,50,111,59,2015,7
50,51,Boston Col,5.9,31,89,49,2015,7
51,52,Penn State,5.7,33,86,63,2015,7
52,53,Bowling Grn,5.1,6,103,61,2015,7
53,54,LA Tech,5.0,35,77,42,2015,7
54,55,Utah State,4.2,14,125,77,2015,7
55,56,Vanderbilt,3.9,44,118,53,2015,7
56,57,Michigan St,3.8,5,57,46,2015,7
57,58,Pittsburgh,3.6,29,110,52,2015,7
58,59,Texas,3.4,40,91,85,2015,7
59,60,Middle Tenn,2.3,13,99,35,2015,7
60,61,Indiana,2.2,44,119,68,2015,7
61,62,N Illinois,1.6,40,98,62,2015,7
62,63,GA Southern,1.4,29,115,58,2015,7
63,64,Ohio,1.1,50,114,73,2015,7
64,65,Cincinnati,0.8,31,96,64,2015,7
65,66,Air Force,0.2,19,105,55,2015,7
66,67,Akron,0.0,67,111,83,2015,7
67,68,Wash State,-0.7,20,126,95,2015,7
68,69,Kentucky,-0.9,44,93,70,2015,7
69,70,Missouri,-1.0,16,76,65,2015,7
70,71,Connecticut,-1.1,70,126,91,2015,7
71,72,Auburn,-1.2,22,109,71,2015,7
72,73,S Florida,-1.2,10,104,87,2015,7
73,74,Marshall,-1.6,51,122,79,2015,7
74,75,Illinois,-1.6,8,85,50,2015,7
75,76,UNLV,-1.7,63,112,67,2015,7
76,77,Syracuse,-2.3,9,90,57,2015,7
77,78,Oregon,-2.4,6,84,69,2015,7
78,79,Minnesota,-2.5,5,92,81,2015,7
79,80,Colorado,-2.7,58,122,75,2015,7
80,81,Tulsa,-3.1,54,98,72,2015,7
81,82,S Mississippi,-3.2,14,111,60,2015,7
82,83,Central Mich,-3.7,45,116,76,2015,7
83,84,Wake Forest,-4.3,11,90,80,2015,7
84,85,Buffalo,-4.7,57,114,86,2015,7
85,86,Rutgers,-5.5,31,103,89,2015,7
86,87,Nevada,-6.5,81,123,100,2015,7
87,88,Florida Intl,-6.6,12,123,98,2015,7
88,89,San Jose St,-7.3,71,117,88,2015,7
89,90,S Carolina,-7.7,6,91,74,2015,7
90,91,Iowa State,-7.8,43,100,78,2015,7
91,92,Ball State,-7.9,90,124,90,2015,7
