,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Baylor,36.3,0-0,0-0,0-0,1,16,1,2015,8
1,2,Tennessee,31.6,0-0,0-0,0-0,1,38,3,2015,8
2,3,Alabama,29.5,1-0,0-0,0-0,1,20,2,2015,8
3,4,Texas,28.3,0-0,0-0,0-0,3,114,4,2015,8
4,5,Texas A&M,22.4,1-0,0-0,0-0,2,34,5,2015,8
5,6,S Carolina,16.0,0-0,0-0,0-0,1,39,7,2015,8
6,7,Toledo,14.4,1-0,0-0,0-0,4,69,6,2015,8
7,8,Auburn,12.8,0-0,0-0,0-0,4,23,8,2015,8
8,9,Wisconsin,6.7,0-1,0-0,0-0,6,32,9,2015,8
9,10,Arkansas,5.6,0-2,0-0,0-0,8,126,10,2015,8
10,11,Utah,--,0-0,0-0,0-0,11,62,13,2015,8
11,12,USC,--,0-0,0-0,0-0,9,117,11,2015,8
12,13,Iowa,--,0-0,0-0,0-0,13,86,25,2015,8
13,14,UCLA,--,0-0,0-0,0-0,10,102,12,2015,8
14,15,Duke,--,0-0,0-0,0-0,4,52,16,2015,8
15,16,Washington,--,0-0,0-0,0-0,7,54,14,2015,8
16,17,Michigan,--,0-0,0-0,0-0,2,52,18,2015,8
17,18,Ohio State,--,0-0,0-0,0-0,1,60,17,2015,8
18,19,LSU,--,0-0,0-0,0-0,4,63,19,2015,8
19,20,App State,--,0-0,0-0,0-0,20,118,40,2015,8
20,21,Georgia,--,0-0,0-0,0-0,6,128,21,2015,8
21,22,Oklahoma St,--,0-0,0-0,0-0,6,116,26,2015,8
22,23,Michigan St,--,0-0,0-0,0-0,6,93,47,2015,8
23,24,Florida,--,0-0,0-0,0-0,2,60,20,2015,8
24,25,Oregon,--,0-0,0-0,0-0,5,79,37,2015,8
25,26,TX Christian,--,0-0,0-0,0-0,3,52,22,2015,8
26,27,Kansas St,--,0-0,0-0,0-0,18,115,23,2015,8
27,28,Houston,--,0-0,0-0,0-0,12,75,31,2015,8
28,29,California,--,0-0,0-0,0-0,13,55,27,2015,8
29,30,Pittsburgh,--,0-0,0-0,0-0,29,117,34,2015,8
30,31,Boise State,--,0-0,0-0,0-0,1,57,15,2015,8
31,32,Stanford,--,0-0,0-0,0-0,2,110,24,2015,8
32,33,Nebraska,--,0-0,0-0,0-0,13,68,49,2015,8
33,34,Miss State,--,0-0,0-0,0-0,9,47,30,2015,8
34,35,Florida St,--,0-0,0-0,0-0,13,104,28,2015,8
35,36,Utah State,--,0-0,0-0,0-0,21,123,38,2015,8
36,37,Clemson,--,0-0,0-0,0-0,6,56,29,2015,8
37,38,Notre Dame,--,0-0,0-0,0-0,14,55,39,2015,8
38,39,NC State,--,0-0,0-0,0-0,16,117,36,2015,8
39,40,Memphis,--,0-0,0-0,0-0,17,124,44,2015,8
40,41,Wash State,--,0-0,0-0,0-0,25,105,46,2015,8
41,42,W Kentucky,--,0-0,0-0,0-0,7,70,32,2015,8
42,43,Mississippi,--,0-0,0-0,0-0,3,53,33,2015,8
43,44,Boston Col,--,0-0,0-0,0-0,9,81,35,2015,8
44,45,Kentucky,--,0-0,0-0,0-0,26,75,48,2015,8
45,46,VA Tech,--,0-0,0-0,0-0,13,111,42,2015,8
46,47,BYU,--,0-0,0-0,0-0,12,119,45,2015,8
47,48,Miami (FL),--,0-0,0-0,0-0,14,105,50,2015,8
48,49,N Illinois,--,0-0,0-0,0-0,20,128,59,2015,8
49,50,W Virginia,--,0-0,0-0,0-0,24,69,67,2015,8
50,51,Connecticut,--,0-0,0-0,0-0,49,124,54,2015,8
51,52,GA Tech,--,0-0,0-0,0-0,10,67,51,2015,8
52,53,Temple,--,0-0,0-0,0-0,27,120,52,2015,8
53,54,Missouri,--,0-0,0-0,0-0,10,69,69,2015,8
54,55,Navy,--,0-0,0-0,0-0,23,127,53,2015,8
55,56,E Carolina,--,0-0,0-0,0-0,35,94,55,2015,8
56,57,Tulsa,--,0-0,0-0,0-0,21,92,43,2015,8
57,58,Vanderbilt,--,0-0,0-0,0-0,27,117,41,2015,8
58,59,Northwestern,--,0-0,0-0,0-0,12,111,56,2015,8
59,60,Arizona,--,0-0,0-0,0-0,20,118,62,2015,8
60,61,W Michigan,--,0-0,0-0,0-0,21,118,99,2015,8
61,62,Purdue,--,0-0,0-0,0-0,56,109,61,2015,8
62,63,Minnesota,--,0-0,0-0,0-0,12,82,58,2015,8
63,64,Virginia,--,0-0,0-0,0-0,45,108,65,2015,8
64,65,San Diego St,--,0-0,0-0,0-0,5,101,78,2015,8
65,66,Ohio,--,0-0,0-0,0-0,27,127,66,2015,8
66,67,LA Tech,--,0-0,0-0,0-0,10,71,57,2015,8
67,68,Central Mich,--,0-0,0-0,0-0,60,115,77,2015,8
68,69,Army,--,0-0,0-0,0-0,19,125,70,2015,8
69,70,S Methodist,--,0-0,0-0,0-0,54,119,73,2015,8
70,71,GA Southern,--,0-0,0-0,0-0,2,122,72,2015,8
71,72,Middle Tenn,--,0-0,0-0,0-0,37,123,76,2015,8
72,73,Marshall,--,0-0,0-0,0-0,47,106,82,2015,8
73,74,Cincinnati,--,0-0,0-0,0-0,50,128,80,2015,8
74,75,UNLV,--,0-0,0-0,0-0,66,127,68,2015,8
75,76,Indiana,--,0-0,0-0,0-0,38,99,75,2015,8
76,77,Penn State,--,0-0,0-0,0-0,42,125,79,2015,8
77,78,S Florida,--,0-0,0-0,0-0,48,110,94,2015,8
78,79,S Mississippi,--,0-0,0-0,0-0,39,105,84,2015,8
79,80,Illinois,--,0-0,0-0,0-0,26,124,88,2015,8
80,81,Rutgers,--,0-0,0-0,0-0,42,105,104,2015,8
81,82,Fla Atlantic,--,0-0,0-0,0-0,63,113,85,2015,8
82,83,Wake Forest,--,0-0,0-0,0-0,13,92,74,2015,8
83,84,Ball State,--,0-0,0-0,0-0,75,122,83,2015,8
84,85,Nevada,--,0-0,0-0,0-0,55,121,63,2015,8
85,86,Air Force,--,0-0,0-0,0-0,35,119,81,2015,8
86,87,Akron,--,0-0,0-0,0-0,28,120,60,2015,8
87,88,S Alabama,--,0-0,0-0,0-0,73,118,89,2015,8
88,89,Iowa State,--,0-0,0-0,0-0,61,89,86,2015,8
89,90,Maryland,--,0-0,0-0,0-0,11,107,91,2015,8
90,91,Florida Intl,--,0-0,0-0,0-0,8,107,90,2015,8
91,92,E Michigan,--,0-0,0-0,0-0,70,128,71,2015,8
92,93,Wyoming,--,0-0,0-0,0-0,69,117,95,2015,8
93,94,San Jose St,--,0-0,0-0,0-0,72,116,87,2015,8
94,95,Buffalo,--,0-0,0-0,0-0,56,112,64,2015,8
95,96,LA Monroe,--,0-0,0-0,0-0,86,119,93,2015,8
96,97,Central FL,--,0-0,0-0,0-0,61,119,101,2015,8
97,98,Rice,--,0-0,0-0,0-0,52,101,98,2015,8
98,99,LA Lafayette,--,0-0,0-0,0-0,47,109,92,2015,8
99,100,Georgia State,--,0-0,0-0,0-0,69,128,111,2015,8
100,101,Troy,--,0-0,0-0,0-0,58,122,97,2015,8
101,102,Syracuse,--,0-0,0-0,0-0,16,110,109,2015,8
102,103,Arkansas St,--,0-0,0-0,0-0,64,127,110,2015,8
103,104,New Mexico,--,0-0,0-0,0-0,28,119,100,2015,8
104,105,Old Dominion,--,0-0,0-0,0-0,84,117,102,2015,8
105,106,TX-San Ant,--,0-0,0-0,0-0,9,119,96,2015,8
106,107,Oregon St,--,0-0,0-0,0-0,65,116,103,2015,8
107,108,Kent State,--,0-0,0-0,0-0,85,126,107,2015,8
108,109,Idaho ,--,0-0,0-0,0-0,76,126,108,2015,8
109,110,Hawaii,--,0-0,0-0,0-0,68,114,106,2015,8
110,111,Kansas,--,0-0,0-0,0-0,70,114,105,2015,8
111,112,U Mass,--,0-0,0-0,0-0,64,122,112,2015,8
112,113,N Mex State,--,0-0,0-0,0-0,82,126,113,2015,8
113,114,Fresno St,--,0-0,0-0,0-0,74,120,114,2015,8
114,115,Texas State,--,0-0,0-0,0-0,91,124,117,2015,8
115,116,Charlotte,--,0-0,0-0,0-0,92,128,120,2015,8
116,117,TX El Paso,--,0-0,0-0,0-0,90,120,115,2015,8
117,118,Miami (OH),--,0-0,0-0,0-0,87,124,116,2015,8
118,119,North Texas,--,0-0,0-0,0-0,63,119,119,2015,8
119,120,Tulane,--,0-0,0-0,0-0,88,125,118,2015,8
120,121,Texas Tech,-0.9,0-1,0-0,0-0,14,126,121,2015,8
121,122,Colorado,-1.8,0-0,0-0,0-0,8,128,123,2015,8
122,123,Louisville,-2.2,0-1,0-0,0-0,6,127,122,2015,8
123,124,Oklahoma,-3.1,0-1,0-0,0-0,12,124,124,2015,8
124,125,N Carolina,-3.6,0-1,0-0,0-0,2,126,126,2015,8
125,126,Arizona St,-6.1,0-1,0-0,0-0,25,127,125,2015,8
126,127,Colorado St,-7.3,0-0,0-0,0-0,40,127,127,2015,8
127,128,Bowling Grn,-14.6,0-1,0-0,0-0,20,128,128,2015,8
