,Rank,Team,2015,Last 3,Last 1,Home,Away,2014,Season,Week
0,1,Houston,3.0,3.7,3.0,3.5,2.5,2.0,2015,11
1,2,Oklahoma St,2.9,3.0,4.0,3.5,2.3,1.2,2015,11
2,3,Baylor,2.7,2.7,3.0,2.3,3.0,2.1,2015,11
3,4,Utah,2.6,1.3,4.0,2.8,2.3,1.8,2015,11
4,4,Marshall,2.6,2.0,3.0,3.5,1.8,1.5,2015,11
5,6,Iowa,2.5,2.7,1.0,2.8,2.3,1.2,2015,11
6,7,W Virginia,2.4,0.3,1.0,3.8,0.7,1.2,2015,11
7,8,Boise State,2.4,1.3,2.0,2.0,2.6,2.2,2015,11
8,8,California,2.4,1.0,2.0,2.0,2.6,1.4,2015,11
9,8,Arkansas St,2.4,2.3,3.0,2.5,2.3,2.2,2015,11
10,11,Utah State,2.3,0.3,1.0,3.7,1.4,2.0,2015,11
11,12,Navy,2.1,2.3,3.0,2.5,1.7,1.4,2015,11
12,13,Washington,2.1,2.7,3.0,2.2,2.0,2.1,2015,11
13,13,Louisville,2.1,3.0,3.0,1.8,2.5,2.4,2015,11
14,13,Nevada,2.1,2.7,4.0,2.0,2.3,2.1,2015,11
15,13,App State,2.1,1.3,0.0,1.8,2.5,1.3,2015,11
16,13,Clemson,2.1,2.0,2.0,2.2,2.0,1.9,2015,11
17,18,Florida,2.1,2.0,0.0,1.8,2.5,2.6,2015,11
18,18,Temple,2.1,2.0,2.0,1.8,2.4,2.4,2015,11
19,20,Alabama,2.0,2.0,1.0,1.5,3.0,1.5,2015,11
20,20,USC,2.0,2.7,1.0,1.7,2.7,1.8,2015,11
21,20,Miami (FL),2.0,1.0,1.0,2.3,1.8,1.8,2015,11
22,20,Wash State,2.0,1.7,2.0,2.0,2.0,0.5,2015,11
23,20,Charlotte,2.0,1.0,1.0,2.0,2.0,--,2015,11
24,20,Connecticut,2.0,2.0,1.0,1.8,2.2,1.4,2015,11
25,20,Middle Tenn,2.0,0.7,1.0,3.0,1.0,1.5,2015,11
26,20,Fla Atlantic,2.0,1.3,1.0,1.0,3.3,1.3,2015,11
27,20,W Kentucky,2.0,0.3,0.0,2.0,2.0,1.8,2015,11
28,29,Penn State,1.9,2.3,1.0,2.0,1.8,1.6,2015,11
29,30,Oklahoma,1.9,2.3,1.0,2.2,1.5,1.5,2015,11
30,30,N Mex State,1.9,1.7,3.0,1.8,2.0,1.7,2015,11
31,32,San Diego St,1.9,3.3,4.0,1.3,2.2,2.1,2015,11
32,32,N Illinois,1.9,2.0,3.0,1.0,2.4,1.6,2015,11
33,34,N Carolina,1.9,3.0,3.0,2.5,1.0,1.4,2015,11
34,35,Texas,1.8,1.7,4.0,3.0,0.3,1.7,2015,11
35,35,Michigan St,1.8,1.7,2.0,2.2,1.3,2.6,2015,11
36,35,Texas Tech,1.8,1.7,2.0,1.5,2.0,1.4,2015,11
37,35,Mississippi,1.8,1.3,0.0,1.8,1.8,2.5,2015,11
38,35,Bowling Grn,1.8,2.7,2.0,2.0,1.6,2.3,2015,11
39,35,Tulsa,1.8,2.3,4.0,1.8,1.8,1.3,2015,11
40,41,BYU,1.8,1.3,1.0,2.0,1.5,1.9,2015,11
41,41,Georgia,1.8,1.7,3.0,1.6,2.0,2.3,2015,11
42,41,Illinois,1.8,2.0,2.0,2.3,1.3,1.6,2015,11
43,41,Oregon,1.8,1.3,1.0,1.8,1.8,2.4,2015,11
44,41,Boston Col,1.8,2.7,2.0,1.6,2.0,1.2,2015,11
45,41,VA Tech,1.8,1.3,4.0,1.3,2.3,1.7,2015,11
46,41,Kent State,1.8,0.7,1.0,2.0,1.5,1.5,2015,11
47,41,Auburn,1.8,2.0,3.0,2.3,1.4,2.1,2015,11
48,41,Kansas,1.8,1.0,1.0,2.0,1.5,1.6,2015,11
49,41,Toledo,1.8,1.7,2.0,2.2,1.0,1.1,2015,11
50,51,Georgia State,1.7,1.7,1.0,2.0,1.5,0.6,2015,11
51,51,GA Southern,1.7,1.0,2.0,2.3,1.3,1.5,2015,11
52,53,S Carolina,1.7,2.7,3.0,2.0,1.4,1.3,2015,11
53,53,TX-San Ant,1.7,2.0,1.0,0.8,2.4,1.5,2015,11
54,53,UCLA,1.7,2.0,4.0,1.0,2.5,1.2,2015,11
55,53,Texas A&M,1.7,2.0,0.0,1.2,2.7,0.9,2015,11
56,57,Akron,1.6,1.0,2.0,0.7,2.2,2.1,2015,11
57,57,Ohio,1.6,0.0,0.0,2.7,1.0,1.7,2015,11
58,57,Vanderbilt,1.6,2.3,4.0,0.3,2.4,1.1,2015,11
59,57,Maryland,1.6,1.7,1.0,1.8,1.5,1.6,2015,11
60,57,Purdue,1.6,2.0,0.0,1.8,1.3,1.5,2015,11
61,57,Idaho,1.6,1.3,2.0,1.0,2.0,1.5,2015,11
62,57,New Mexico,1.6,1.3,2.0,2.0,1.3,1.6,2015,11
63,64,Ball State,1.6,1.3,1.0,1.5,1.6,2.4,2015,11
64,64,U Mass,1.6,2.7,3.0,2.0,1.0,1.4,2015,11
65,64,LA Tech,1.6,2.3,4.0,2.5,0.8,3.1,2015,11
66,64,Colorado,1.6,1.3,1.0,1.5,1.6,0.9,2015,11
67,64,Ohio State,1.6,1.0,1.0,1.8,1.0,2.2,2015,11
68,69,Syracuse,1.5,1.3,4.0,1.3,1.8,1.8,2015,11
69,69,GA Tech,1.5,0.7,1.0,0.8,2.3,2.2,2015,11
70,69,UNLV,1.5,1.7,3.0,2.3,0.8,1.4,2015,11
71,69,Buffalo,1.5,2.0,1.0,1.3,1.6,1.3,2015,11
72,69,Missouri,1.5,1.3,2.0,1.8,1.3,1.7,2015,11
73,69,Central Mich,1.5,2.0,1.0,2.7,0.8,1.5,2015,11
74,69,W Michigan,1.5,2.3,1.0,1.5,1.5,1.8,2015,11
75,69,Northwestern,1.5,1.3,2.0,1.6,1.3,2.1,2015,11
76,69,Air Force,1.5,1.7,0.0,1.8,1.3,1.5,2015,11
77,69,Indiana,1.5,0.7,0.0,1.8,1.0,1.5,2015,11
78,69,Wisconsin,1.5,2.0,2.0,1.7,1.3,1.2,2015,11
79,69,Tulane,1.5,0.3,1.0,2.3,0.8,2.4,2015,11
80,69,S Florida,1.5,1.7,0.0,2.3,1.0,1.6,2015,11
81,82,Minnesota,1.4,1.0,1.0,0.8,2.3,2.3,2015,11
82,83,S Alabama,1.4,1.7,3.0,1.3,1.5,1.6,2015,11
83,84,Miss State,1.4,2.0,2.0,1.5,1.3,1.9,2015,11
84,84,Kentucky,1.4,1.7,2.0,1.4,1.3,1.6,2015,11
85,84,Fresno St,1.4,0.7,1.0,1.3,1.5,1.4,2015,11
86,84,Pittsburgh,1.4,1.0,1.0,0.7,1.8,0.9,2015,11
87,84,Duke,1.4,0.7,0.0,1.8,1.0,1.8,2015,11
88,84,Arizona St,1.4,0.7,1.0,1.5,1.3,2.3,2015,11
89,84,NC State,1.4,2.0,4.0,1.0,1.6,1.6,2015,11
90,84,S Mississippi,1.4,1.7,0.0,1.3,1.5,1.1,2015,11
91,84,Troy,1.4,3.0,6.0,2.7,0.6,1.5,2015,11
92,84,Old Dominion,1.4,0.7,1.0,1.0,1.8,1.4,2015,11
93,94,Central FL,1.3,1.7,4.0,0.3,1.8,2.3,2015,11
94,94,Miami (OH),1.3,1.0,2.0,2.3,0.6,1.8,2015,11
95,96,Colorado St,1.3,2.0,4.0,1.3,1.3,1.6,2015,11
96,96,North Texas,1.3,1.3,3.0,0.7,1.6,1.7,2015,11
97,96,S Methodist,1.3,0.3,0.0,1.4,1.0,1.3,2015,11
98,96,LSU,1.3,1.0,1.0,1.8,0.8,1.4,2015,11
99,100,Notre Dame,1.2,1.3,1.0,1.4,1.0,1.8,2015,11
100,100,Florida St,1.2,1.0,0.0,1.0,1.5,2.0,2015,11
101,102,Army,1.1,0.7,0.0,1.5,1.0,1.2,2015,11
102,102,LA Lafayette,1.1,1.3,1.0,1.3,1.0,1.4,2015,11
103,104,San Jose St,1.1,1.0,1.0,1.0,1.3,1.2,2015,11
104,104,Rutgers,1.1,1.0,0.0,0.8,1.5,1.3,2015,11
105,104,Cincinnati,1.1,1.7,2.0,1.0,1.3,1.8,2015,11
106,104,Virginia,1.1,1.7,1.0,1.0,1.3,2.0,2015,11
107,104,Oregon St,1.1,0.0,0.0,1.0,1.3,1.2,2015,11
108,104,Memphis,1.1,1.0,0.0,1.3,1.0,2.4,2015,11
109,104,Tennessee,1.1,1.3,1.0,1.0,1.3,1.8,2015,11
110,111,Florida Intl,1.1,1.3,1.0,1.7,0.8,2.7,2015,11
111,111,E Carolina,1.1,1.0,1.0,1.0,1.2,1.5,2015,11
112,113,Michigan,1.0,0.3,1.0,0.8,1.3,0.8,2015,11
113,113,Nebraska,1.0,0.3,1.0,1.0,1.0,1.8,2015,11
114,113,Stanford,1.0,1.3,2.0,1.0,1.0,1.1,2015,11
115,113,TX Christian,1.0,1.0,0.0,0.7,1.2,3.2,2015,11
116,113,Iowa State,1.0,1.3,1.0,1.0,1.0,1.5,2015,11
117,113,Hawaii,1.0,1.0,2.0,1.3,0.8,1.5,2015,11
118,119,E Michigan,0.9,0.7,2.0,0.8,1.0,1.0,2015,11
119,120,Rice,0.9,0.7,1.0,0.3,1.2,1.5,2015,11
120,120,Arkansas,0.9,0.7,0.0,1.7,0.4,1.9,2015,11
121,120,Wake Forest,0.9,1.0,1.0,0.3,1.5,1.6,2015,11
122,123,Kansas St,0.9,0.0,0.0,1.0,0.7,1.7,2015,11
123,124,Wyoming,0.8,1.0,1.0,0.3,1.2,1.5,2015,11
124,125,LA Monroe,0.8,1.0,0.0,1.0,0.7,1.3,2015,11
125,125,TX El Paso,0.8,1.3,0.0,1.3,0.4,1.6,2015,11
126,127,Texas State,0.7,1.0,0.0,0.3,1.0,1.5,2015,11
127,128,Arizona,0.7,0.3,1.0,0.8,0.6,1.9,2015,11
