,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Alabama,11.1,1,20,1,2015,12
1,2,Arkansas,9.5,1,75,12,2015,12
2,3,Oklahoma,9.4,1,73,21,2015,12
3,4,Tennessee,9.4,1,64,2,2015,12
4,5,W Virginia,8.7,2,102,3,2015,12
5,6,LSU,8.7,2,30,4,2015,12
6,7,Mississippi,8.2,2,71,11,2015,12
7,8,USC,8.1,3,74,6,2015,12
8,9,Notre Dame,8.1,4,45,5,2015,12
9,10,Washington,7.7,5,51,8,2015,12
10,11,GA Tech,7.6,4,104,10,2015,12
11,12,Utah,7.1,11,50,13,2015,12
12,13,Clemson,7.0,4,83,9,2015,12
13,14,California,6.9,6,89,7,2015,12
14,15,Florida,6.7,6,96,14,2015,12
15,16,Auburn,6.7,7,55,15,2015,12
16,17,Oregon,6.2,3,86,33,2015,12
17,18,Kansas St,6.1,16,104,16,2015,12
18,19,Miss State,6.0,5,58,31,2015,12
19,20,Pittsburgh,6.0,19,103,26,2015,12
20,21,S Carolina,6.0,5,49,23,2015,12
21,22,Texas,5.9,2,35,22,2015,12
22,23,Stanford,5.8,4,33,17,2015,12
23,24,Texas Tech,5.8,11,126,20,2015,12
24,25,Georgia,5.8,5,71,25,2015,12
25,26,Baylor,5.6,3,100,51,2015,12
26,27,Maryland,5.2,27,122,34,2015,12
27,28,Virginia,5.1,1,67,29,2015,12
28,29,Florida St,4.8,20,93,27,2015,12
29,30,Texas A&M,4.8,8,59,18,2015,12
30,31,Arizona St,4.8,7,49,32,2015,12
31,32,TX Christian,4.5,3,47,19,2015,12
32,33,Oklahoma St,4.3,14,100,24,2015,12
33,34,VA Tech,4.2,4,44,39,2015,12
34,35,Miami (FL),4.1,22,95,36,2015,12
35,36,Iowa State,4.0,30,115,42,2015,12
36,37,Louisville,3.7,14,42,28,2015,12
37,38,Vanderbilt,3.6,14,78,30,2015,12
38,39,Wash State,3.1,39,121,52,2015,12
39,40,BYU,2.9,1,55,35,2015,12
40,41,UCLA,2.9,12,66,37,2015,12
41,42,Minnesota,2.6,4,66,47,2015,12
42,43,Memphis,2.6,43,114,60,2015,12
43,44,Missouri,2.6,22,99,45,2015,12
44,45,Michigan,2.6,10,45,38,2015,12
45,46,Michigan St,2.5,7,78,41,2015,12
46,47,Arizona,2.4,27,110,49,2015,12
47,48,Syracuse,2.2,40,121,58,2015,12
48,49,Kentucky,2.1,25,69,43,2015,12
49,50,Illinois,2.0,49,120,54,2015,12
50,51,NC State,2.0,47,124,55,2015,12
51,52,Wisconsin,2.0,1,60,44,2015,12
52,53,Northwestern,1.5,16,64,40,2015,12
53,54,N Carolina,1.4,26,79,50,2015,12
54,55,Nebraska,1.4,14,55,46,2015,12
55,56,Boston Col,1.2,40,126,48,2015,12
56,57,Ohio State,1.1,1,57,56,2015,12
57,58,Purdue,0.9,28,86,64,2015,12
58,59,Duke,0.5,39,115,53,2015,12
59,60,Iowa,0.2,44,103,57,2015,12
60,61,Indiana,0.1,51,112,65,2015,12
61,62,Navy,0.0,46,128,59,2015,12
62,63,Wake Forest,-0.1,56,128,71,2015,12
63,64,Rutgers,-0.4,64,117,67,2015,12
64,65,Oregon St,-0.4,56,125,68,2015,12
65,66,S Florida,-0.6,61,128,72,2015,12
66,67,Penn State,-0.6,24,90,63,2015,12
67,68,Utah State,-0.9,30,122,69,2015,12
68,69,E Carolina,-1.0,36,101,66,2015,12
69,70,Central Mich,-1.1,32,98,70,2015,12
70,71,Bowling Grn,-1.4,16,99,75,2015,12
71,72,Cincinnati,-1.7,50,106,62,2015,12
72,73,Colorado,-1.8,51,108,79,2015,12
73,74,Boise State,-1.9,13,75,61,2015,12
74,75,Temple,-2.4,35,95,73,2015,12
75,76,W Michigan,-3.0,20,80,80,2015,12
76,77,N Illinois,-3.3,44,125,77,2015,12
77,78,Middle Tenn,-3.3,33,114,74,2015,12
78,79,Houston,-3.3,58,120,81,2015,12
79,80,Kansas,-3.4,79,120,86,2015,12
80,81,Toledo,-3.9,5,92,83,2015,12
81,82,W Kentucky,-3.9,29,83,78,2015,12
82,83,LA Tech,-4.1,31,96,76,2015,12
83,84,Tulsa,-5.0,56,92,88,2015,12
84,85,Air Force,-5.7,54,110,89,2015,12
85,86,San Diego St,-5.8,56,117,82,2015,12
86,87,Connecticut,-5.9,81,127,87,2015,12
87,88,Arkansas St,-6.4,3,106,92,2015,12
88,89,San Jose St,-6.6,85,127,93,2015,12
89,90,Colorado St,-6.6,65,116,84,2015,12
90,91,GA Southern,-6.8,5,98,96,2015,12
91,92,UNLV,-6.8,9,127,91,2015,12
92,93,S Methodist,-7.3,6,113,99,2015,12
93,94,App State,-7.4,54,102,95,2015,12
94,95,Central FL,-7.9,45,115,94,2015,12
95,96,U Mass,-8.3,10,113,85,2015,12
96,97,Tulane,-8.3,12,115,97,2015,12
97,98,Akron,-8.4,6,102,98,2015,12
98,99,S Mississippi,-8.5,25,108,108,2015,12
99,100,Fresno St,-8.5,81,126,100,2015,12
100,101,Buffalo,-8.7,87,127,105,2015,12
101,102,Hawaii,-8.7,28,112,90,2015,12
102,103,Ohio,-8.8,77,114,101,2015,12
103,104,Ball State,-9.2,73,123,103,2015,12
104,105,North Texas,-9.4,64,113,106,2015,12
105,106,Wyoming,-10.0,97,128,111,2015,12
106,107,New Mexico,-10.0,82,124,117,2015,12
107,108,Troy,-10.0,35,122,102,2015,12
108,109,Kent State,-10.1,31,118,109,2015,12
109,110,LA Monroe,-10.2,9,124,104,2015,12
110,111,Fla Atlantic,-10.9,27,121,110,2015,12
111,112,TX-San Ant,-11.1,6,119,107,2015,12
112,113,Marshall,-11.4,40,123,118,2015,12
