,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Tennessee,11.9,1,64,1,2015,10
1,2,W Virginia,10.8,2,102,6,2015,10
2,3,Alabama,10.6,1,20,2,2015,10
3,4,USC,10.4,3,74,3,2015,10
4,5,Notre Dame,9.3,4,45,4,2015,10
5,6,Florida,8.9,6,96,12,2015,10
6,7,Mississippi,8.9,2,71,9,2015,10
7,8,Washington,8.3,5,51,13,2015,10
8,9,California,8.1,6,89,17,2015,10
9,10,GA Tech,7.8,4,104,5,2015,10
10,11,Texas,7.7,2,35,7,2015,10
11,12,Clemson,7.6,4,83,14,2015,10
12,13,Texas A&M,7.1,8,59,8,2015,10
13,14,Stanford,6.8,4,33,16,2015,10
14,15,Utah,6.7,11,50,11,2015,10
15,16,Oklahoma,6.6,1,73,15,2015,10
16,17,LSU,6.6,2,30,19,2015,10
17,18,Arkansas,6.3,1,75,10,2015,10
18,19,Georgia,6.1,5,71,22,2015,10
19,20,Louisville,5.5,14,42,18,2015,10
20,21,Auburn,5.3,7,55,26,2015,10
21,22,Miami (FL),5.2,22,95,31,2015,10
22,23,Texas Tech,5.0,11,126,28,2015,10
23,24,Kansas St,4.7,16,104,24,2015,10
24,25,BYU,4.7,1,55,23,2015,10
25,26,Arizona St,4.3,7,49,21,2015,10
26,27,Miss State,4.3,5,58,27,2015,10
27,28,Michigan,4.1,10,45,25,2015,10
28,29,Virginia,4.0,1,67,35,2015,10
29,30,VA Tech,4.0,4,44,30,2015,10
30,31,UCLA,3.9,12,66,20,2015,10
31,32,Oregon,3.8,3,86,41,2015,10
32,33,S Carolina,3.7,5,49,32,2015,10
33,34,Pittsburgh,3.6,19,103,33,2015,10
34,35,Northwestern,3.5,16,64,29,2015,10
35,36,TX Christian,3.3,3,47,39,2015,10
36,37,Vanderbilt,3.1,14,78,37,2015,10
37,38,Maryland,2.8,27,122,43,2015,10
38,39,Oklahoma St,2.8,14,100,38,2015,10
39,40,Iowa State,2.1,30,115,47,2015,10
40,41,Wisconsin,2.0,1,60,34,2015,10
41,42,Michigan St,1.9,7,78,45,2015,10
42,43,Florida St,1.6,20,93,36,2015,10
43,44,Boston Col,1.6,40,126,40,2015,10
44,45,Nebraska,1.1,14,55,42,2015,10
45,46,Kentucky,1.0,25,69,54,2015,10
46,47,Ohio State,0.9,1,57,53,2015,10
47,48,Wash State,0.8,39,121,57,2015,10
48,49,Purdue,0.7,28,86,58,2015,10
49,50,Boise State,0.4,13,75,55,2015,10
50,51,Missouri,0.4,22,99,49,2015,10
51,52,Iowa,0.3,44,103,44,2015,10
52,53,Memphis,0.3,43,114,46,2015,10
53,54,Baylor,0.1,3,100,48,2015,10
54,55,Minnesota,0.1,4,66,65,2015,10
55,56,Utah State,0.0,30,122,50,2015,10
56,57,Illinois,-0.1,49,120,52,2015,10
57,58,E Carolina,-0.2,36,101,51,2015,10
58,59,N Carolina,-0.4,26,79,66,2015,10
59,60,Duke,-0.4,39,115,56,2015,10
60,61,Syracuse,-0.6,40,121,71,2015,10
61,62,NC State,-0.8,47,124,81,2015,10
62,63,Arizona,-1.0,27,110,60,2015,10
63,64,Bowling Grn,-1.3,16,99,68,2015,10
64,65,Temple,-1.4,35,95,83,2015,10
65,66,Indiana,-1.5,51,112,62,2015,10
66,67,Penn State,-1.5,24,90,69,2015,10
67,68,Oregon St,-1.5,56,125,74,2015,10
68,69,Central Mich,-1.6,32,98,63,2015,10
69,70,Wake Forest,-1.8,56,128,70,2015,10
70,71,Cincinnati,-1.8,50,106,67,2015,10
71,72,Rutgers,-2.0,64,117,75,2015,10
72,73,LA Tech,-2.3,31,96,61,2015,10
73,74,S Florida,-2.3,61,128,80,2015,10
74,75,W Kentucky,-2.5,29,83,59,2015,10
75,76,Navy,-2.7,46,128,73,2015,10
76,77,Middle Tenn,-2.8,33,114,64,2015,10
77,78,W Michigan,-3.8,20,80,72,2015,10
78,79,Tulsa,-4.2,56,92,76,2015,10
79,80,Colorado,-4.5,51,108,85,2015,10
80,81,U Mass,-4.6,10,113,77,2015,10
81,82,Colorado St,-4.7,65,116,84,2015,10
82,83,San Diego St,-4.9,56,117,89,2015,10
83,84,N Illinois,-5.0,44,125,82,2015,10
84,85,Houston,-5.4,58,120,87,2015,10
85,86,Connecticut,-5.4,81,127,91,2015,10
86,87,Air Force,-5.6,54,110,93,2015,10
87,88,UNLV,-5.9,9,127,94,2015,10
88,89,App State,-5.9,54,102,78,2015,10
89,90,Kansas,-6.0,79,120,90,2015,10
90,91,Toledo,-6.3,5,92,92,2015,10
91,92,Hawaii,-6.6,28,112,88,2015,10
92,93,Akron,-6.9,6,102,95,2015,10
93,94,Tulane,-6.9,12,115,99,2015,10
94,95,GA Southern,-7.1,5,98,86,2015,10
95,96,Fresno St,-7.4,81,126,98,2015,10
96,97,TX-San Ant,-7.8,6,119,79,2015,10
97,98,Central FL,-7.8,45,115,102,2015,10
98,99,S Methodist,-8.3,6,113,101,2015,10
99,100,San Jose St,-8.5,85,127,107,2015,10
100,101,LA Monroe,-8.5,9,124,105,2015,10
101,102,Ball State,-9.1,73,123,100,2015,10
102,103,Buffalo,-9.3,87,127,104,2015,10
103,104,Arkansas St,-9.4,3,106,96,2015,10
104,105,Troy,-9.4,35,122,119,2015,10
105,106,S Mississippi,-10.0,25,108,103,2015,10
106,107,Ohio,-10.1,77,114,109,2015,10
107,108,Rice,-10.1,64,124,113,2015,10
108,109,North Texas,-10.2,64,113,97,2015,10
109,110,S Alabama,-10.3,104,119,110,2015,10
110,111,Texas State,-10.5,14,128,115,2015,10
111,112,Wyoming,-10.6,97,128,114,2015,10
112,113,Kent State,-10.8,31,118,112,2015,10
113,114,Miami (OH),-11.0,114,124,116,2015,10
114,115,LA Lafayette,-11.2,36,123,106,2015,10
115,116,Florida Intl,-11.5,45,119,108,2015,10
116,117,Nevada,-11.9,62,125,111,2015,10
117,118,Fla Atlantic,-12.3,27,121,118,2015,10
118,119,E Michigan,-12.6,76,128,120,2015,10
119,120,Army,-12.8,103,123,121,2015,10
120,121,Idaho ,-13.7,48,123,117,2015,10
121,122,New Mexico,-14.1,82,124,122,2015,10
122,123,Marshall,-14.4,40,123,123,2015,10
123,124,Georgia State,-15.0,86,128,126,2015,10
124,125,Old Dominion,-15.4,81,127,125,2015,10
125,126,TX El Paso,-15.9,4,128,127,2015,10
126,127,N Mex State,-16.2,29,127,124,2015,10
127,128,Charlotte,-17.2,78,128,128,2015,10
