,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Alabama,11.7,1,20,2,2015,6
1,2,Mississippi,10.6,2,71,3,2015,6
2,3,BYU,10.2,1,55,1,2015,6
3,4,Stanford,9.4,4,33,5,2015,6
4,5,Miss State,7.5,5,58,12,2015,6
5,6,Oklahoma,7.5,1,73,11,2015,6
6,7,Arkansas,7.4,1,75,15,2015,6
7,8,Tennessee,7.4,1,64,8,2015,6
8,9,GA Tech,7.1,4,104,6,2015,6
9,10,USC,7.0,3,74,18,2015,6
10,11,Arizona St,6.3,7,49,36,2015,6
11,12,Texas Tech,6.2,11,126,23,2015,6
12,13,Notre Dame,6.1,4,45,21,2015,6
13,14,Texas,6.0,2,35,7,2015,6
14,15,Vanderbilt,5.6,14,78,14,2015,6
15,16,Clemson,5.4,4,83,32,2015,6
16,17,Georgia,5.3,5,71,48,2015,6
17,18,LSU,5.1,2,30,4,2015,6
18,19,Utah,5.0,11,50,17,2015,6
19,20,Florida,5.0,6,96,30,2015,6
20,21,Michigan,4.5,10,45,10,2015,6
21,22,W Virginia,4.5,2,102,100,2015,6
22,23,Louisville,4.4,14,42,27,2015,6
23,24,Texas A&M,4.1,8,59,43,2015,6
24,25,S Carolina,3.6,5,49,16,2015,6
25,26,Auburn,2.7,7,55,9,2015,6
26,27,Wisconsin,2.5,1,60,19,2015,6
27,28,Washington,2.4,5,51,26,2015,6
28,29,Northwestern,2.4,16,64,25,2015,6
29,30,Pittsburgh,2.1,19,103,58,2015,6
30,31,VA Tech,1.7,4,44,33,2015,6
31,32,UCLA,1.5,12,66,20,2015,6
32,33,Nebraska,1.3,14,55,34,2015,6
33,34,Ohio State,1.3,1,57,24,2015,6
34,35,Oregon,1.1,3,86,39,2015,6
35,36,TX Christian,1.0,3,47,22,2015,6
36,37,N Carolina,0.8,26,79,76,2015,6
37,38,Kansas St,0.8,16,104,91,2015,6
38,39,Boise State,0.6,13,75,28,2015,6
39,40,Duke,0.5,39,115,40,2015,6
40,41,Virginia,0.3,1,67,42,2015,6
41,42,Middle Tenn,0.2,33,114,37,2015,6
42,43,E Carolina,0.0,36,101,41,2015,6
43,44,Iowa,-0.2,44,103,85,2015,6
44,45,Minnesota,-0.2,4,66,55,2015,6
45,46,Arizona,-0.4,27,110,59,2015,6
46,47,Bowling Grn,-0.5,16,99,45,2015,6
47,48,Utah State,-0.7,30,122,38,2015,6
48,49,Central Mich,-0.9,32,98,46,2015,6
49,50,W Kentucky,-0.9,29,83,51,2015,6
50,51,N Illinois,-0.9,44,125,44,2015,6
51,52,Baylor,-1.0,3,100,99,2015,6
52,53,LA Tech,-1.0,31,96,49,2015,6
53,54,Air Force,-1.1,54,110,60,2015,6
54,55,W Michigan,-1.1,20,80,47,2015,6
55,56,Boston Col,-1.2,40,126,71,2015,6
56,57,Toledo,-1.4,5,92,52,2015,6
57,58,Oklahoma St,-1.6,14,100,63,2015,6
58,59,U Mass,-1.7,10,113,13,2015,6
59,60,Florida St,-1.8,20,93,57,2015,6
60,61,Illinois,-2.0,49,120,67,2015,6
