,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Tennessee,37.7,0-0,0-0,0-0,1,38,1,2015,12
1,2,Florida,35.8,0-0,0-0,0-0,2,60,2,2015,12
2,3,Baylor,34.7,0-0,0-0,0-0,1,16,3,2015,12
3,4,Texas,32.7,0-0,0-0,0-0,3,114,4,2015,12
4,5,Alabama,30.7,0-0,1-0,0-0,1,20,5,2015,12
5,6,Texas A&M,22.5,0-0,1-0,0-0,2,34,6,2015,12
6,7,S Carolina,20.1,0-0,0-0,0-0,1,39,7,2015,12
7,8,Toledo,15.8,0-0,1-0,0-0,4,69,9,2015,12
8,9,Auburn,13.4,0-0,0-0,0-0,4,23,8,2015,12
9,10,Missouri,10.9,0-0,0-0,0-0,10,69,58,2015,12
10,11,Wisconsin,6.4,0-1,0-0,0-0,6,32,10,2015,12
11,12,Maryland,4.6,0-0,0-0,0-0,11,107,11,2015,12
12,13,Arkansas,2.1,0-2,0-0,0-0,8,126,12,2015,12
13,14,Clemson,--,0-0,0-0,0-0,6,56,14,2015,12
14,15,Ohio State,--,0-0,0-0,0-0,1,60,15,2015,12
15,16,UCLA,--,0-0,0-0,0-0,10,102,16,2015,12
16,17,Iowa,--,0-0,0-0,0-0,13,86,20,2015,12
17,18,Houston,--,0-0,0-0,0-0,12,75,19,2015,12
18,19,Utah,--,0-0,0-0,0-0,11,62,18,2015,12
19,20,USC,--,0-0,0-0,0-0,9,117,17,2015,12
20,21,LSU,--,0-0,0-0,0-0,4,63,23,2015,12
21,22,Oregon,--,0-0,0-0,0-0,5,79,27,2015,12
22,23,Notre Dame,--,0-0,0-0,0-0,14,55,24,2015,12
23,24,App State,--,0-0,0-0,0-0,20,118,22,2015,12
24,25,Miss State,--,0-0,0-0,0-0,9,47,28,2015,12
25,26,Stanford,--,0-0,0-0,0-0,2,110,25,2015,12
26,27,Navy,--,0-0,0-0,0-0,23,127,26,2015,12
27,28,Oklahoma St,--,0-0,0-0,0-0,6,116,21,2015,12
28,29,Memphis,--,0-0,0-0,0-0,17,124,33,2015,12
29,30,Boise State,--,0-0,0-0,0-0,1,57,31,2015,12
30,31,Pittsburgh,--,0-0,0-0,0-0,29,117,37,2015,12
31,32,Michigan St,--,0-0,0-0,0-0,6,93,34,2015,12
32,33,Michigan,--,0-0,0-0,0-0,2,52,30,2015,12
33,34,NC State,--,0-0,0-0,0-0,16,117,32,2015,12
34,35,TX Christian,--,0-0,0-0,0-0,3,52,35,2015,12
35,36,Florida St,--,0-0,0-0,0-0,13,104,36,2015,12
36,37,Wash State,--,0-0,0-0,0-0,25,105,42,2015,12
37,38,Mississippi,--,0-0,0-0,0-0,3,53,38,2015,12
38,39,Duke,--,0-0,0-0,0-0,4,52,39,2015,12
39,40,VA Tech,--,0-0,0-0,0-0,13,111,41,2015,12
40,41,Washington,--,0-0,0-0,0-0,7,54,29,2015,12
41,42,N Illinois,--,0-0,0-0,0-0,20,128,45,2015,12
42,43,Boston Col,--,0-0,0-0,0-0,9,81,43,2015,12
43,44,California,--,0-0,0-0,0-0,13,55,46,2015,12
44,45,Nebraska,--,0-0,0-0,0-0,13,68,49,2015,12
45,46,S Mississippi,--,0-0,0-0,0-0,39,105,74,2015,12
46,47,W Kentucky,--,0-0,0-0,0-0,7,70,48,2015,12
47,48,Minnesota,--,0-0,0-0,0-0,12,82,54,2015,12
48,49,Kansas St,--,0-0,0-0,0-0,18,115,44,2015,12
49,50,W Michigan,--,0-0,0-0,0-0,21,118,55,2015,12
50,51,Northwestern,--,0-0,0-0,0-0,12,111,50,2015,12
51,52,San Diego St,--,0-0,0-0,0-0,5,101,52,2015,12
52,53,Temple,--,0-0,0-0,0-0,27,120,47,2015,12
53,54,Miami (FL),--,0-0,0-0,0-0,14,105,40,2015,12
54,55,Air Force,--,0-0,0-0,0-0,35,119,56,2015,12
55,56,GA Tech,--,0-0,0-0,0-0,10,67,53,2015,12
56,57,Virginia,--,0-0,0-0,0-0,45,108,59,2015,12
57,58,Tulsa,--,0-0,0-0,0-0,21,92,57,2015,12
58,59,Purdue,--,0-0,0-0,0-0,56,109,61,2015,12
59,60,Vanderbilt,--,0-0,0-0,0-0,27,117,60,2015,12
60,61,W Virginia,--,0-0,0-0,0-0,24,69,62,2015,12
61,62,Utah State,--,0-0,0-0,0-0,21,123,65,2015,12
62,63,LA Tech,--,0-0,0-0,0-0,10,71,63,2015,12
63,64,GA Southern,--,0-0,0-0,0-0,2,122,81,2015,12
64,65,Cincinnati,--,0-0,0-0,0-0,50,128,64,2015,12
65,66,Arkansas St,--,0-0,0-0,0-0,64,127,78,2015,12
66,67,E Carolina,--,0-0,0-0,0-0,35,94,66,2015,12
67,68,Troy,--,0-0,0-0,0-0,58,122,67,2015,12
68,69,Central Mich,--,0-0,0-0,0-0,60,115,68,2015,12
69,70,S Florida,--,0-0,0-0,0-0,48,110,71,2015,12
70,71,Kentucky,--,0-0,0-0,0-0,26,75,70,2015,12
71,72,Illinois,--,0-0,0-0,0-0,26,124,72,2015,12
72,73,Arizona,--,0-0,0-0,0-0,20,118,69,2015,12
73,74,Connecticut,--,0-0,0-0,0-0,49,124,73,2015,12
74,75,Marshall,--,0-0,0-0,0-0,47,106,75,2015,12
75,76,Iowa State,--,0-0,0-0,0-0,61,89,77,2015,12
76,77,Indiana,--,0-0,0-0,0-0,38,99,79,2015,12
77,78,Wake Forest,--,0-0,0-0,0-0,13,92,85,2015,12
78,79,UNLV,--,0-0,0-0,0-0,66,127,76,2015,12
79,80,Nevada,--,0-0,0-0,0-0,55,121,82,2015,12
80,81,Army,--,0-0,0-0,0-0,19,125,80,2015,12
81,82,Akron,--,0-0,0-0,0-0,28,120,83,2015,12
82,83,New Mexico,--,0-0,0-0,0-0,28,119,100,2015,12
83,84,Middle Tenn,--,0-0,0-0,0-0,37,123,86,2015,12
84,85,Georgia State,--,0-0,0-0,0-0,69,128,96,2015,12
85,86,San Jose St,--,0-0,0-0,0-0,72,116,87,2015,12
86,87,Syracuse,--,0-0,0-0,0-0,16,110,88,2015,12
87,88,Ohio,--,0-0,0-0,0-0,27,127,91,2015,12
88,89,Buffalo,--,0-0,0-0,0-0,56,112,90,2015,12
89,90,Rutgers,--,0-0,0-0,0-0,42,105,92,2015,12
90,91,Oregon St,--,0-0,0-0,0-0,65,116,93,2015,12
91,92,S Methodist,--,0-0,0-0,0-0,54,119,84,2015,12
92,93,S Alabama,--,0-0,0-0,0-0,73,118,94,2015,12
93,94,Fla Atlantic,--,0-0,0-0,0-0,63,113,98,2015,12
94,95,LA Lafayette,--,0-0,0-0,0-0,47,109,95,2015,12
95,96,Wyoming,--,0-0,0-0,0-0,69,117,89,2015,12
96,97,Rice,--,0-0,0-0,0-0,52,101,99,2015,12
97,98,Fresno St,--,0-0,0-0,0-0,74,120,113,2015,12
98,99,Ball State,--,0-0,0-0,0-0,75,122,101,2015,12
99,100,Central FL,--,0-0,0-0,0-0,61,119,102,2015,12
100,101,Kansas,--,0-0,0-0,0-0,70,114,114,2015,12
101,102,TX-San Ant,--,0-0,0-0,0-0,9,119,105,2015,12
