,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Utah,11.0,1,54,1,2013,14
1,2,Arizona St,11.0,1,96,3,2013,14
2,3,Stanford,10.7,1,83,2,2013,14
3,4,Washington,10.4,2,56,6,2013,14
4,5,Oregon,10.2,2,63,4,2013,14
5,6,UCLA,9.8,2,71,8,2013,14
6,7,LSU,9.6,5,45,7,2013,14
7,8,Baylor,8.8,7,107,23,2013,14
8,9,Georgia,8.4,1,13,5,2013,14
9,10,Wisconsin,8.0,6,98,9,2013,14
10,11,Mississippi,7.5,1,45,12,2013,14
11,12,Alabama,7.4,1,34,10,2013,14
12,13,Oklahoma St,7.0,4,46,31,2013,14
13,14,Miss State,6.8,5,44,11,2013,14
14,15,Florida St,6.6,13,50,15,2013,14
15,16,Texas A&M,6.6,3,82,18,2013,14
16,17,BYU,6.6,12,49,17,2013,14
17,18,USC,6.2,12,74,14,2013,14
18,19,S Carolina,6.0,4,63,16,2013,14
19,20,Wash State,5.7,5,90,20,2013,14
20,21,Auburn,5.6,3,68,19,2013,14
21,22,Arizona,5.3,21,114,39,2013,14
22,23,Texas,5.3,10,87,21,2013,14
23,24,Missouri,5.2,12,105,27,2013,14
24,25,Kansas St,5.0,16,112,24,2013,14
25,26,Florida,5.0,6,67,13,2013,14
26,27,Tennessee,4.7,12,112,22,2013,14
27,28,Oklahoma,4.4,8,111,34,2013,14
28,29,VA Tech,4.4,1,37,29,2013,14
29,30,Notre Dame,4.4,10,61,30,2013,14
30,31,GA Tech,4.1,15,107,25,2013,14
31,32,Clemson,4.0,19,40,26,2013,14
32,33,Oregon St,3.8,15,101,28,2013,14
33,34,TX Christian,3.7,2,37,32,2013,14
34,35,Vanderbilt,2.9,16,60,33,2013,14
35,36,Indiana,2.7,35,124,45,2013,14
36,37,Texas Tech,2.4,32,77,37,2013,14
37,38,N Carolina,2.1,3,52,36,2013,14
38,39,Pittsburgh,1.9,6,53,42,2013,14
39,40,Miami (FL),1.8,24,107,35,2013,14
40,41,Boise State,1.6,10,50,38,2013,14
41,42,Iowa,1.4,37,98,47,2013,14
42,43,Ohio State,1.3,8,97,40,2013,14
43,44,Virginia,1.1,3,80,50,2013,14
44,45,Iowa State,0.9,38,120,41,2013,14
45,46,W Virginia,0.9,35,110,44,2013,14
46,47,Arkansas,0.7,37,101,48,2013,14
47,48,Northwestern,0.6,34,87,49,2013,14
48,49,Kentucky,0.6,22,88,46,2013,14
49,50,California,0.4,31,66,52,2013,14
50,51,Michigan St,0.3,29,124,55,2013,14
51,52,Michigan,0.3,20,94,57,2013,14
52,53,Utah State,0.2,10,55,43,2013,14
53,54,Houston,-0.2,51,122,51,2013,14
54,55,Central FL,-0.9,23,117,54,2013,14
55,56,Syracuse,-0.9,9,61,56,2013,14
56,57,Illinois,-1.0,38,114,53,2013,14
57,58,Boston Col,-1.1,46,114,58,2013,14
58,59,Nebraska,-1.7,14,81,60,2013,14
59,60,Minnesota,-2.1,54,125,67,2013,14
60,61,Penn State,-2.2,41,65,63,2013,14
61,62,Duke,-2.3,48,124,61,2013,14
62,63,Hawaii,-3.0,4,96,62,2013,14
63,64,Purdue,-3.2,14,90,64,2013,14
64,65,Colorado,-3.3,61,123,70,2013,14
65,66,Kansas,-3.4,59,124,59,2013,14
66,67,Navy,-3.5,36,75,65,2013,14
67,68,Toledo,-3.5,3,77,66,2013,14
68,69,Wake Forest,-3.9,64,123,68,2013,14
69,70,NC State,-3.9,68,124,71,2013,14
70,71,Memphis,-4.0,54,112,79,2013,14
71,72,Maryland,-4.4,63,122,69,2013,14
72,73,TX-San Ant,-4.6,17,97,81,2013,14
73,74,Nevada,-5.2,9,93,77,2013,14
74,75,San Jose St,-5.3,48,123,80,2013,14
75,76,S Florida,-5.4,64,113,73,2013,14
76,77,Rutgers,-5.5,38,96,85,2013,14
77,78,Connecticut,-5.6,56,119,83,2013,14
78,79,Tulsa,-5.7,32,89,76,2013,14
79,80,S Methodist,-5.7,33,86,78,2013,14
80,81,Fla Atlantic,-5.9,24,117,75,2013,14
81,82,Louisville,-6.3,39,109,72,2013,14
82,83,E Carolina,-6.4,67,121,88,2013,14
83,84,San Diego St,-6.4,43,98,86,2013,14
84,85,Middle Tenn,-6.9,72,120,84,2013,14
85,86,Colorado St,-6.9,53,109,91,2013,14
86,87,Temple,-7.0,7,106,74,2013,14
87,88,Rice,-7.2,1,91,82,2013,14
88,89,UNLV,-8.3,18,122,94,2013,14
89,90,N Illinois,-8.4,39,114,108,2013,14
90,91,Troy,-8.4,79,115,96,2013,14
91,92,Cincinnati,-8.7,40,119,109,2013,14
92,93,Kent State,-8.7,79,119,103,2013,14
93,94,Marshall,-8.8,71,125,93,2013,14
94,95,Fresno St,-8.9,54,100,92,2013,14
95,96,Buffalo,-8.9,2,113,90,2013,14
96,97,North Texas,-9.0,55,107,89,2013,14
97,98,Bowling Grn,-9.1,57,117,95,2013,14
98,99,LA Lafayette,-9.2,14,104,97,2013,14
99,100,Arkansas St,-9.3,50,115,87,2013,14
100,101,W Kentucky,-9.5,29,103,101,2013,14
101,102,S Alabama,-9.5,94,122,100,2013,14
102,103,Tulane,-9.9,95,125,99,2013,14
103,104,Air Force,-10.1,59,117,98,2013,14
104,105,LA Monroe,-10.1,3,106,105,2013,14
105,106,Ball State,-10.4,86,122,106,2013,14
106,107,UAB,-10.4,9,120,113,2013,14
107,108,New Mexico,-10.9,62,123,112,2013,14
108,109,Idaho ,-11.2,25,122,102,2013,14
109,110,Akron,-11.5,20,124,110,2013,14
110,111,Wyoming,-11.5,17,117,107,2013,14
