,Rank,Team,2013,Last 3,Last 1,Home,Away,2012,Season,Week
0,1,Bowling Grn,0.7,0.7,1.0,0.4,1.0,1.4,2013,13
1,2,Buffalo,0.8,1.0,2.0,0.5,1.0,1.9,2013,13
2,2,Navy,0.8,0.0,0.0,0.3,1.2,1.4,2013,13
3,4,Arkansas St,0.9,1.0,1.0,0.8,1.0,1.1,2013,13
4,4,Minnesota,0.9,0.7,1.0,0.8,1.0,1.8,2013,13
5,6,Nevada,0.9,0.7,1.0,1.3,0.7,1.8,2013,13
6,7,Michigan St,1.0,0.7,0.0,1.2,0.8,1.4,2013,13
7,7,Boston Col,1.0,1.0,1.0,0.8,1.3,2.0,2013,13
8,7,Louisville,1.0,0.7,1.0,1.4,0.5,1.0,2013,13
9,7,Ohio State,1.0,0.7,1.0,0.6,1.5,1.5,2013,13
10,11,USC,1.1,0.7,1.0,0.7,1.6,2.6,2013,13
11,12,Alabama,1.1,1.7,4.0,0.5,2.0,1.0,2013,13
12,12,New Mexico,1.1,1.0,2.0,0.8,1.5,1.2,2013,13
13,14,N Illinois,1.1,1.0,1.0,0.3,1.5,1.2,2013,13
14,14,Missouri,1.1,1.0,2.0,1.0,1.3,2.0,2013,13
15,14,Florida St,1.1,1.7,1.0,1.2,1.0,2.1,2013,13
16,14,Wisconsin,1.1,1.0,0.0,1.4,0.8,0.9,2013,13
17,18,Baylor,1.1,1.0,1.0,1.0,1.3,1.8,2013,13
18,19,VA Tech,1.2,1.3,0.0,1.2,1.2,2.1,2013,13
19,20,Texas State,1.2,0.3,0.0,1.3,1.2,1.3,2013,13
20,20,Toledo,1.2,1.0,1.0,0.8,1.6,1.5,2013,13
21,20,Houston,1.2,1.3,0.0,2.5,0.9,2.9,2013,13
22,20,Air Force,1.2,1.0,0.0,1.2,1.3,2.4,2013,13
23,20,Kentucky,1.2,1.7,4.0,1.2,1.3,1.3,2013,13
24,25,S Alabama,1.3,1.0,0.0,0.7,1.6,2.6,2013,13
25,26,Oklahoma,1.3,1.0,0.0,1.2,1.5,1.5,2013,13
26,26,Notre Dame,1.3,1.7,3.0,1.2,1.4,1.2,2013,13
27,28,Oklahoma St,1.3,1.0,1.0,1.7,1.2,1.7,2013,13
28,28,Oregon,1.3,1.3,0.0,1.4,1.3,1.3,2013,13
29,28,Arizona,1.3,1.3,2.0,1.8,1.0,2.3,2013,13
30,28,UAB,1.3,2.0,3.0,0.5,1.6,2.5,2013,13
31,28,Army,1.3,2.0,2.0,1.3,1.4,1.6,2013,13
32,28,Washington,1.3,1.3,4.0,0.8,2.0,2.3,2013,13
33,28,LA Lafayette,1.3,1.7,1.0,1.7,1.2,1.8,2013,13
34,28,Utah State,1.3,1.0,2.0,2.3,0.8,1.6,2013,13
35,28,UNLV,1.3,1.3,1.0,1.6,1.0,1.9,2013,13
36,28,Miss State,1.3,2.3,1.0,0.8,2.0,1.4,2013,13
37,28,Central FL,1.3,1.7,0.0,2.3,0.6,1.1,2013,13
38,28,Mississippi,1.3,1.3,2.0,1.4,1.3,2.3,2013,13
39,40,TX El Paso,1.4,1.7,0.0,0.6,2.2,1.9,2013,13
40,40,UCLA,1.4,1.0,2.0,1.2,1.6,1.8,2013,13
41,40,Rice,1.4,1.3,1.0,1.0,1.7,1.7,2013,13
42,40,Stanford,1.4,1.7,3.0,0.8,2.0,1.3,2013,13
43,40,N Carolina,1.4,1.3,2.0,1.2,1.6,1.5,2013,13
44,40,Auburn,1.4,0.7,0.0,1.3,1.5,2.3,2013,13
45,46,E Carolina,1.4,1.0,2.0,1.8,1.0,1.6,2013,13
