,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Alabama,10.1,1,34,1,2013,5
1,2,Arizona St,8.7,1,96,12,2013,5
2,3,N Carolina,7.9,3,52,20,2013,5
3,4,Georgia,7.9,1,13,2,2013,5
4,5,S Carolina,7.6,4,63,5,2013,5
5,6,TX Christian,6.8,2,37,8,2013,5
6,7,Miss State,6.2,5,44,7,2013,5
7,8,Auburn,5.9,3,68,39,2013,5
8,9,Florida,4.5,6,67,13,2013,5
9,10,Utah State,4.4,10,55,23,2013,5
10,11,Oklahoma St,4.3,4,46,32,2013,5
11,12,Tennessee,3.6,12,112,36,2013,5
12,13,Utah,3.5,1,54,24,2013,5
13,14,BYU,3.4,12,49,27,2013,5
14,15,Texas A&M,3.3,3,82,6,2013,5
15,16,Mississippi,3.2,1,45,14,2013,5
16,17,Hawaii,2.9,4,96,4,2013,5
17,18,Oregon,2.4,2,63,22,2013,5
18,19,Texas,2.2,10,87,18,2013,5
19,20,UCLA,2.1,2,71,10,2013,5
20,21,Clemson,1.4,19,40,21,2013,5
21,22,Wisconsin,1.0,6,98,11,2013,5
22,23,LSU,0.8,5,45,45,2013,5
23,24,Miami (OH),0.8,22,121,34,2013,5
24,25,Pittsburgh,0.8,6,53,29,2013,5
25,26,Idaho ,0.8,25,122,38,2013,5
26,27,VA Tech,0.6,1,37,19,2013,5
27,28,TX-San Ant,0.4,17,97,17,2013,5
28,29,Wash State,0.3,5,90,15,2013,5
29,30,Stanford,-0.1,1,83,82,2013,5
30,31,Virginia,-0.5,3,80,3,2013,5
31,32,Tulsa,-0.7,32,89,43,2013,5
32,33,USC,-0.8,12,74,60,2013,5
33,34,Rice,-0.8,1,91,33,2013,5
34,35,Vanderbilt,-0.9,16,60,16,2013,5
35,36,Notre Dame,-1.5,10,61,35,2013,5
36,37,Boise State,-1.5,10,50,44,2013,5
37,38,Illinois,-1.6,38,114,40,2013,5
38,39,Nebraska,-1.7,14,81,31,2013,5
39,40,Florida St,-1.9,13,50,37,2013,5
40,41,Miami (FL),-2.0,24,107,28,2013,5
41,42,GA Tech,-2.2,15,107,56,2013,5
42,43,Central FL,-2.3,23,117,48,2013,5
43,44,Syracuse,-2.4,9,61,26,2013,5
44,45,San Diego St,-2.4,43,98,74,2013,5
45,46,Washington,-2.9,2,56,25,2013,5
46,47,Penn State,-3.0,41,65,41,2013,5
47,48,Toledo,-3.0,3,77,30,2013,5
48,49,S Mississippi,-3.2,35,116,49,2013,5
49,50,Oregon St,-3.2,15,101,46,2013,5
50,51,Indiana,-3.2,35,124,68,2013,5
51,52,Missouri,-3.6,12,105,104,2013,5
