,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Mississippi,9.9,1,45,1,2013,10
1,2,Utah,9.8,1,54,4,2013,10
2,3,UCLA,9.5,2,71,9,2013,10
3,4,Georgia,9.3,1,13,3,2013,10
4,5,Arizona St,9.0,1,96,5,2013,10
5,6,Washington,8.9,2,56,2,2013,10
6,7,Stanford,8.6,1,83,8,2013,10
7,8,Florida,7.4,6,67,6,2013,10
8,9,S Carolina,7.4,4,63,20,2013,10
9,10,Alabama,7.3,1,34,10,2013,10
10,11,Wisconsin,7.0,6,98,11,2013,10
11,12,Texas,6.6,10,87,21,2013,10
12,13,LSU,6.5,5,45,7,2013,10
13,14,BYU,6.3,12,49,17,2013,10
14,15,Texas A&M,6.2,3,82,13,2013,10
15,16,Oregon,6.2,2,63,18,2013,10
16,17,USC,5.7,12,74,22,2013,10
17,18,Tennessee,5.4,12,112,27,2013,10
18,19,Missouri,5.1,12,105,24,2013,10
19,20,TX Christian,5.1,2,37,14,2013,10
20,21,Kansas St,5.0,16,112,23,2013,10
21,22,Auburn,4.9,3,68,12,2013,10
22,23,Florida St,4.6,13,50,15,2013,10
23,24,GA Tech,4.3,15,107,19,2013,10
24,25,N Carolina,3.9,3,52,16,2013,10
25,26,Notre Dame,3.8,10,61,26,2013,10
26,27,Wash State,3.4,5,90,30,2013,10
27,28,Kentucky,3.4,22,88,34,2013,10
28,29,VA Tech,3.2,1,37,25,2013,10
29,30,Utah State,2.9,10,55,32,2013,10
30,31,Clemson,2.8,19,40,29,2013,10
31,32,Arizona,2.4,21,114,31,2013,10
32,33,Boise State,2.3,10,50,37,2013,10
33,34,Baylor,2.1,7,107,36,2013,10
34,35,Vanderbilt,2.0,16,60,39,2013,10
35,36,Miss State,1.9,5,44,28,2013,10
36,37,Oklahoma,1.8,8,111,43,2013,10
37,38,Iowa State,1.7,38,120,42,2013,10
38,39,Central FL,1.5,23,117,33,2013,10
39,40,Ohio State,1.3,8,97,40,2013,10
40,41,Oregon St,0.9,15,101,51,2013,10
41,42,W Virginia,0.8,35,110,44,2013,10
42,43,Indiana,0.7,35,124,38,2013,10
43,44,California,0.6,31,66,47,2013,10
44,45,Virginia,0.4,3,80,49,2013,10
45,46,Oklahoma St,0.2,4,46,41,2013,10
46,47,Penn State,-0.1,41,65,54,2013,10
47,48,Miami (FL),-0.2,24,107,35,2013,10
