,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Maryland,34.6,0-0,0-0,0-0,1,65,1,2013,12
1,2,Alabama,33.9,0-0,1-0,0-0,1,23,2,2013,12
2,3,Texas,26.3,0-0,0-0,0-0,3,88,3,2013,12
3,4,Oklahoma St,23.5,0-0,0-0,0-0,2,21,5,2013,12
4,5,Notre Dame,23.2,0-0,1-0,0-0,4,69,4,2013,12
5,6,LSU,13.4,0-0,1-0,0-0,3,32,7,2013,12
6,7,Georgia,11.8,1-0,0-0,0-0,6,48,6,2013,12
7,8,Florida,9.1,0-1,0-0,0-0,7,46,8,2013,12
8,9,Colorado,8.4,0-0,0-0,0-0,7,106,9,2013,12
9,10,Houston,6.5,0-0,1-0,0-0,1,99,10,2013,12
10,11,TX Christian,5.9,0-1,0-0,0-0,5,45,11,2013,12
11,12,Illinois,4.4,0-0,0-1,0-0,9,89,18,2013,12
12,13,Penn State,4.4,0-0,0-0,0-0,6,55,17,2013,12
13,14,W Kentucky,4.3,0-0,0-0,0-0,6,95,12,2013,12
14,15,Arizona St,4.2,0-1,0-0,0-0,10,102,13,2013,12
15,16,VA Tech,4.0,0-1,0-0,0-0,8,120,15,2013,12
16,17,Washington,3.9,0-0,1-0,0-0,5,47,14,2013,12
17,18,Army,3.2,0-0,0-0,0-0,12,120,16,2013,12
18,19,Rice,1.5,0-1,0-0,0-0,15,121,19,2013,12
19,20,Florida St,--,0-0,0-0,0-0,1,61,21,2013,12
20,21,Oregon,--,0-0,0-0,0-0,2,39,20,2013,12
21,22,Baylor,--,0-0,0-0,0-0,1,61,22,2013,12
22,23,Missouri,--,0-0,0-0,0-0,17,53,23,2013,12
23,24,Clemson,--,0-0,0-0,0-0,10,52,24,2013,12
24,25,Ohio State,--,0-0,0-0,0-0,8,54,25,2013,12
25,26,Wisconsin,--,0-0,0-0,0-0,9,46,26,2013,12
26,27,Michigan St,--,0-0,0-0,0-0,5,60,27,2013,12
27,28,Auburn,--,0-0,0-0,0-0,3,70,34,2013,12
28,29,Oregon St,--,0-0,0-0,0-0,10,92,30,2013,12
29,30,Stanford,--,0-0,0-0,0-0,5,61,31,2013,12
30,31,Kansas St,--,0-0,0-0,0-0,10,117,45,2013,12
31,32,S Carolina,--,0-0,0-0,0-0,6,47,29,2013,12
32,33,UCLA,--,0-0,0-0,0-0,1,45,33,2013,12
33,34,Mississippi,--,0-0,0-0,0-0,2,46,36,2013,12
34,35,Utah State,--,0-0,0-0,0-0,3,43,28,2013,12
35,36,Texas Tech,--,0-0,0-0,0-0,2,117,35,2013,12
36,37,Louisville,--,0-0,0-0,0-0,4,60,32,2013,12
37,38,USC,--,0-0,0-0,0-0,1,56,40,2013,12
38,39,Wash State,--,0-0,0-0,0-0,20,112,37,2013,12
39,40,Texas A&M,--,0-0,0-0,0-0,3,54,38,2013,12
40,41,Fresno St,--,0-0,0-0,0-0,41,119,50,2013,12
41,42,Miami (FL),--,0-0,0-0,0-0,11,122,43,2013,12
42,43,Iowa,--,0-0,0-0,0-0,34,69,39,2013,12
43,44,Arizona,--,0-0,0-0,0-0,12,59,42,2013,12
44,45,BYU,--,0-0,0-0,0-0,25,101,41,2013,12
45,46,Duke,--,0-0,0-0,0-0,29,116,46,2013,12
46,47,Central FL,--,0-0,0-0,0-0,2,54,44,2013,12
47,48,Nebraska,--,0-0,0-0,0-0,14,72,49,2013,12
48,49,Utah,--,0-0,0-0,0-0,10,55,47,2013,12
49,50,GA Tech,--,0-0,0-0,0-0,17,55,48,2013,12
50,51,N Illinois,--,0-0,0-0,0-0,16,122,51,2013,12
51,52,Vanderbilt,--,0-0,0-0,0-0,11,66,66,2013,12
52,53,Boise State,--,0-0,0-0,0-0,26,114,52,2013,12
53,54,E Carolina,--,0-0,0-0,0-0,16,88,54,2013,12
54,55,Ball State,--,0-0,0-0,0-0,46,118,53,2013,12
55,56,N Carolina,--,0-0,0-0,0-0,5,57,55,2013,12
56,57,Pittsburgh,--,0-0,0-0,0-0,21,82,56,2013,12
57,58,Rutgers,--,0-0,0-0,0-0,4,106,57,2013,12
58,59,Northwestern,--,0-0,0-0,0-0,11,62,59,2013,12
59,60,Toledo,--,0-0,0-0,0-0,56,100,60,2013,12
60,61,Bowling Grn,--,0-0,0-0,0-0,6,83,73,2013,12
61,62,Buffalo,--,0-0,0-0,0-0,60,123,61,2013,12
62,63,San Jose St,--,0-0,0-0,0-0,58,114,64,2013,12
63,64,Minnesota,--,0-0,0-0,0-0,8,114,63,2013,12
64,65,LA Lafayette,--,0-0,0-0,0-0,63,114,65,2013,12
65,66,North Texas,--,0-0,0-0,0-0,26,97,62,2013,12
66,67,Marshall,--,0-0,0-0,0-0,21,104,68,2013,12
67,68,Wyoming,--,0-0,0-0,0-0,15,108,67,2013,12
68,69,Navy,--,0-0,0-0,0-0,13,82,71,2013,12
69,70,Indiana,--,0-0,0-0,0-0,12,87,69,2013,12
70,71,TX-San Ant,--,0-0,0-0,0-0,57,104,72,2013,12
71,72,S Florida,--,0-0,0-0,0-0,61,99,74,2013,12
