,Rank,Team,2013,Last 3,Last 1,Home,Away,2012,Season,Week
0,1,Buffalo,0.6,0.3,1.0,0.5,0.8,1.9,2013,12
1,1,Bowling Grn,0.6,0.7,1.0,0.3,1.0,1.4,2013,12
2,3,Alabama,0.8,0.3,0.0,0.5,1.3,1.0,2013,12
3,4,Navy,0.9,0.3,0.0,0.3,1.2,1.4,2013,12
4,4,Kentucky,0.9,0.3,1.0,1.2,0.3,1.3,2013,12
5,4,Arkansas St,0.9,1.0,1.0,0.7,1.0,1.1,2013,12
6,7,Minnesota,0.9,0.7,1.0,0.8,1.0,1.8,2013,12
7,7,Nevada,0.9,1.0,0.0,1.3,0.7,1.8,2013,12
8,9,New Mexico,1.0,0.7,0.0,0.6,1.5,1.2,2013,12
9,9,Ohio State,1.0,0.3,1.0,0.6,1.7,1.5,2013,12
10,9,Boston Col,1.0,1.0,2.0,0.8,1.3,2.0,2013,12
11,9,Washington,1.0,0.3,0.0,0.8,1.3,2.3,2013,12
12,9,Louisville,1.0,1.0,1.0,1.5,0.5,1.0,2013,12
13,14,USC,1.1,0.3,0.0,0.6,1.6,2.6,2013,12
14,15,Missouri,1.1,1.0,2.0,1.0,1.3,2.0,2013,12
15,16,Michigan St,1.1,0.7,1.0,1.2,1.0,1.4,2013,12
16,16,N Illinois,1.1,1.0,2.0,0.0,1.5,1.2,2013,12
17,16,Florida St,1.1,2.0,2.0,1.3,1.0,2.1,2013,12
18,16,UAB,1.1,2.0,2.0,0.5,1.3,2.5,2013,12
19,20,Baylor,1.1,0.7,0.0,1.0,1.5,1.8,2013,12
20,21,Air Force,1.2,1.0,0.0,1.2,1.3,2.4,2013,12
21,21,Stanford,1.2,1.0,0.0,0.8,1.8,1.3,2013,12
22,23,Mississippi,1.3,1.3,2.0,1.3,1.3,2.3,2013,12
23,23,Wisconsin,1.3,1.0,2.0,1.8,0.8,0.9,2013,12
24,23,Arizona,1.3,1.3,2.0,1.7,1.0,2.3,2013,12
