,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Maryland,33.8,0-0,0-0,0-0,1,65,1,2013,7
1,2,Alabama,33.0,0-0,0-0,0-0,1,23,2,2013,7
2,3,Oklahoma St,24.8,0-0,0-0,0-0,2,21,3,2013,7
3,4,LSU,20.6,1-0,0-0,0-0,3,32,4,2013,7
4,5,Notre Dame,16.7,0-0,1-0,0-0,4,69,68,2013,7
5,6,TX Christian,9.7,0-1,0-0,0-0,5,45,8,2013,7
6,7,Washington,9.4,1-0,0-0,0-0,5,47,5,2013,7
7,8,W Kentucky,7.3,0-0,0-0,0-0,6,95,10,2013,7
8,9,Houston,7.3,0-0,0-0,0-0,1,99,7,2013,7
9,10,Illinois,6.6,0-1,0-0,0-0,9,89,9,2013,7
10,11,Penn State,5.9,0-0,0-0,0-0,6,55,6,2013,7
11,12,Colorado,4.6,0-0,0-0,0-0,7,106,11,2013,7
12,13,Arizona St,3.2,0-1,0-0,0-0,10,102,43,2013,7
13,14,Army,2.5,0-0,0-0,0-0,12,120,12,2013,7
14,15,Oregon,--,0-0,0-0,0-0,2,39,15,2013,7
15,16,UCLA,--,0-0,0-0,0-0,1,45,16,2013,7
16,17,Missouri,--,0-0,0-0,0-0,17,53,22,2013,7
17,18,Clemson,--,0-0,0-0,0-0,10,52,35,2013,7
18,19,Stanford,--,0-0,0-0,0-0,5,61,18,2013,7
19,20,Oklahoma,--,0-0,0-0,0-0,10,121,20,2013,7
20,21,Florida St,--,0-0,0-0,0-0,1,61,21,2013,7
21,22,Utah,--,0-0,0-0,0-0,10,55,23,2013,7
22,23,Texas Tech,--,0-0,0-0,0-0,2,117,40,2013,7
23,24,Arizona,--,0-0,0-0,0-0,12,59,24,2013,7
24,25,Miami (FL),--,0-0,0-0,0-0,11,122,33,2013,7
25,26,Texas A&M,--,0-0,0-0,0-0,3,54,25,2013,7
26,27,Utah State,--,0-0,0-0,0-0,3,43,26,2013,7
27,28,Louisville,--,0-0,0-0,0-0,4,60,32,2013,7
28,29,Ohio State,--,0-0,0-0,0-0,8,54,27,2013,7
29,30,Florida,--,0-0,0-0,0-0,7,46,34,2013,7
30,31,Wisconsin,--,0-0,0-0,0-0,9,46,28,2013,7
31,32,Georgia,--,0-0,0-0,0-0,6,48,30,2013,7
32,33,E Carolina,--,0-0,0-0,0-0,16,88,17,2013,7
33,34,BYU,--,0-0,0-0,0-0,25,101,66,2013,7
34,35,GA Tech,--,0-0,0-0,0-0,17,55,19,2013,7
35,36,Wash State,--,0-0,0-0,0-0,20,112,41,2013,7
36,37,Michigan St,--,0-0,0-0,0-0,5,60,47,2013,7
37,38,Mississippi,--,0-0,0-0,0-0,2,46,29,2013,7
38,39,Iowa State,--,0-0,0-0,0-0,29,95,39,2013,7
39,40,S Carolina,--,0-0,0-0,0-0,6,47,36,2013,7
40,41,Iowa,--,0-0,0-0,0-0,34,69,37,2013,7
41,42,Fresno St,--,0-0,0-0,0-0,41,119,67,2013,7
42,43,Duke,--,0-0,0-0,0-0,29,116,42,2013,7
43,44,Central FL,--,0-0,0-0,0-0,2,54,31,2013,7
44,45,Northwestern,--,0-0,0-0,0-0,11,62,38,2013,7
45,46,Auburn,--,0-0,0-0,0-0,3,70,46,2013,7
46,47,Oregon St,--,0-0,0-0,0-0,10,92,44,2013,7
47,48,Ball State,--,0-0,0-0,0-0,46,118,51,2013,7
48,49,Kansas St,--,0-0,0-0,0-0,10,117,59,2013,7
49,50,N Illinois,--,0-0,0-0,0-0,16,122,45,2013,7
50,51,Wyoming,--,0-0,0-0,0-0,15,108,50,2013,7
51,52,Pittsburgh,--,0-0,0-0,0-0,21,82,52,2013,7
52,53,USC,--,0-0,0-0,0-0,1,56,48,2013,7
53,54,N Carolina,--,0-0,0-0,0-0,5,57,49,2013,7
54,55,Vanderbilt,--,0-0,0-0,0-0,11,66,53,2013,7
55,56,Ohio,--,0-0,0-0,0-0,56,122,108,2013,7
56,57,Navy,--,0-0,0-0,0-0,13,82,63,2013,7
57,58,Rutgers,--,0-0,0-0,0-0,4,106,54,2013,7
58,59,Marshall,--,0-0,0-0,0-0,21,104,60,2013,7
59,60,Toledo,--,0-0,0-0,0-0,56,100,62,2013,7
60,61,Baylor,--,0-0,0-0,0-0,1,61,55,2013,7
61,62,Indiana,--,0-0,0-0,0-0,12,87,57,2013,7
62,63,Nebraska,--,0-0,0-0,0-0,14,72,56,2013,7
63,64,Texas,--,0-0,0-0,0-0,3,88,74,2013,7
64,65,Tennessee,--,0-0,0-0,0-0,42,82,64,2013,7
65,66,California,--,0-0,0-0,0-0,58,100,65,2013,7
66,67,Boise State,--,0-0,0-0,0-0,26,114,72,2013,7
67,68,Fla Atlantic,--,0-0,0-0,0-0,60,122,76,2013,7
68,69,S Alabama,--,0-0,0-0,0-0,63,121,70,2013,7
69,70,Michigan,--,0-0,0-0,0-0,22,112,71,2013,7
70,71,San Jose St,--,0-0,0-0,0-0,58,114,78,2013,7
71,72,Virginia,--,0-0,0-0,0-0,52,90,75,2013,7
72,73,TX-San Ant,--,0-0,0-0,0-0,57,104,69,2013,7
73,74,S Florida,--,0-0,0-0,0-0,61,99,83,2013,7
74,75,North Texas,--,0-0,0-0,0-0,26,97,73,2013,7
75,76,Memphis,--,0-0,0-0,0-0,65,119,77,2013,7
76,77,Bowling Grn,--,0-0,0-0,0-0,6,83,81,2013,7
77,78,Middle Tenn,--,0-0,0-0,0-0,75,122,86,2013,7
78,79,Akron,--,0-0,0-0,0-0,71,124,82,2013,7
79,80,Tulane,--,0-0,0-0,0-0,70,121,79,2013,7
