,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Maryland,33.4,0-0,0-0,0-0,1,65,1,2013,8
1,2,Alabama,32.5,0-0,1-0,0-0,1,23,2,2013,8
2,3,Texas,27.7,0-0,0-0,0-0,3,88,64,2013,8
3,4,Oklahoma St,23.7,0-0,0-0,0-0,2,21,3,2013,8
4,5,Notre Dame,18.3,0-0,1-0,0-0,4,69,5,2013,8
5,6,LSU,18.3,1-0,0-0,0-0,3,32,4,2013,8
6,7,TX Christian,9.6,0-1,0-0,0-0,5,45,6,2013,8
7,8,Washington,9.5,0-0,1-0,0-0,5,47,7,2013,8
8,9,Penn State,7.1,0-0,0-0,0-0,6,55,11,2013,8
9,10,Houston,6.1,0-0,0-0,0-0,1,99,9,2013,8
10,11,Illinois,5.6,0-1,0-0,0-0,9,89,10,2013,8
11,12,W Kentucky,5.4,0-0,0-0,0-0,6,95,8,2013,8
12,13,Colorado,3.7,0-0,0-0,0-0,7,106,12,2013,8
13,14,Arizona St,2.9,0-1,0-0,0-0,10,102,13,2013,8
14,15,Army,2.8,0-0,0-0,0-0,12,120,14,2013,8
15,16,VA Tech,0.5,0-1,0-0,0-0,8,120,117,2013,8
16,17,Oregon,--,0-0,0-0,0-0,2,39,15,2013,8
17,18,Missouri,--,0-0,0-0,0-0,17,53,17,2013,8
18,19,UCLA,--,0-0,0-0,0-0,1,45,16,2013,8
19,20,Clemson,--,0-0,0-0,0-0,10,52,18,2013,8
20,21,Florida St,--,0-0,0-0,0-0,1,61,21,2013,8
21,22,Utah,--,0-0,0-0,0-0,10,55,22,2013,8
22,23,Nebraska,--,0-0,0-0,0-0,14,72,63,2013,8
23,24,S Carolina,--,0-0,0-0,0-0,6,47,40,2013,8
24,25,Texas Tech,--,0-0,0-0,0-0,2,117,23,2013,8
25,26,Baylor,--,0-0,0-0,0-0,1,61,61,2013,8
26,27,Stanford,--,0-0,0-0,0-0,5,61,19,2013,8
27,28,Miami (FL),--,0-0,0-0,0-0,11,122,25,2013,8
28,29,Utah State,--,0-0,0-0,0-0,3,43,27,2013,8
29,30,Oregon St,--,0-0,0-0,0-0,10,92,47,2013,8
30,31,Wisconsin,--,0-0,0-0,0-0,9,46,31,2013,8
31,32,Ohio State,--,0-0,0-0,0-0,8,54,29,2013,8
32,33,Louisville,--,0-0,0-0,0-0,4,60,28,2013,8
33,34,Texas A&M,--,0-0,0-0,0-0,3,54,26,2013,8
34,35,Florida,--,0-0,0-0,0-0,7,46,30,2013,8
35,36,Georgia,--,0-0,0-0,0-0,6,48,32,2013,8
36,37,Arizona,--,0-0,0-0,0-0,12,59,24,2013,8
37,38,Mississippi,--,0-0,0-0,0-0,2,46,38,2013,8
38,39,Wash State,--,0-0,0-0,0-0,20,112,36,2013,8
39,40,BYU,--,0-0,0-0,0-0,25,101,34,2013,8
40,41,Iowa,--,0-0,0-0,0-0,34,69,41,2013,8
41,42,Michigan St,--,0-0,0-0,0-0,5,60,37,2013,8
42,43,Duke,--,0-0,0-0,0-0,29,116,43,2013,8
43,44,Iowa State,--,0-0,0-0,0-0,29,95,39,2013,8
44,45,Fresno St,--,0-0,0-0,0-0,41,119,42,2013,8
45,46,Central FL,--,0-0,0-0,0-0,2,54,44,2013,8
46,47,Auburn,--,0-0,0-0,0-0,3,70,46,2013,8
47,48,GA Tech,--,0-0,0-0,0-0,17,55,35,2013,8
48,49,Ball State,--,0-0,0-0,0-0,46,118,48,2013,8
49,50,Kansas St,--,0-0,0-0,0-0,10,117,49,2013,8
50,51,E Carolina,--,0-0,0-0,0-0,16,88,33,2013,8
51,52,Boise State,--,0-0,0-0,0-0,26,114,67,2013,8
52,53,N Illinois,--,0-0,0-0,0-0,16,122,50,2013,8
53,54,Vanderbilt,--,0-0,0-0,0-0,11,66,55,2013,8
54,55,Pittsburgh,--,0-0,0-0,0-0,21,82,52,2013,8
55,56,USC,--,0-0,0-0,0-0,1,56,53,2013,8
56,57,N Carolina,--,0-0,0-0,0-0,5,57,54,2013,8
57,58,Rutgers,--,0-0,0-0,0-0,4,106,58,2013,8
58,59,Wyoming,--,0-0,0-0,0-0,15,108,51,2013,8
59,60,Ohio,--,0-0,0-0,0-0,56,122,56,2013,8
60,61,Toledo,--,0-0,0-0,0-0,56,100,60,2013,8
61,62,Northwestern,--,0-0,0-0,0-0,11,62,45,2013,8
62,63,Michigan,--,0-0,0-0,0-0,22,112,70,2013,8
63,64,Virginia,--,0-0,0-0,0-0,52,90,72,2013,8
64,65,Marshall,--,0-0,0-0,0-0,21,104,59,2013,8
65,66,Tennessee,--,0-0,0-0,0-0,42,82,65,2013,8
66,67,Bowling Grn,--,0-0,0-0,0-0,6,83,77,2013,8
67,68,Boston Col,--,0-0,0-0,0-0,60,116,96,2013,8
68,69,Kansas,--,0-0,0-0,0-0,63,93,82,2013,8
69,70,S Alabama,--,0-0,0-0,0-0,63,121,69,2013,8
70,71,Fla Atlantic,--,0-0,0-0,0-0,60,122,68,2013,8
71,72,San Jose St,--,0-0,0-0,0-0,58,114,71,2013,8
72,73,California,--,0-0,0-0,0-0,58,100,66,2013,8
73,74,Buffalo,--,0-0,0-0,0-0,60,123,90,2013,8
74,75,Indiana,--,0-0,0-0,0-0,12,87,62,2013,8
75,76,S Florida,--,0-0,0-0,0-0,61,99,74,2013,8
76,77,Akron,--,0-0,0-0,0-0,71,124,79,2013,8
77,78,TX-San Ant,--,0-0,0-0,0-0,57,104,73,2013,8
78,79,North Texas,--,0-0,0-0,0-0,26,97,75,2013,8
79,80,Navy,--,0-0,0-0,0-0,13,82,57,2013,8
80,81,Tulane,--,0-0,0-0,0-0,70,121,80,2013,8
81,82,Kent State,--,0-0,0-0,0-0,67,120,84,2013,8
82,83,Air Force,--,0-0,0-0,0-0,67,102,81,2013,8
83,84,New Mexico,--,0-0,0-0,0-0,81,116,86,2013,8
84,85,Minnesota,--,0-0,0-0,0-0,8,114,83,2013,8
85,86,San Diego St,--,0-0,0-0,0-0,11,102,93,2013,8
86,87,Wake Forest,--,0-0,0-0,0-0,62,117,85,2013,8
87,88,UNLV,--,0-0,0-0,0-0,63,125,87,2013,8
88,89,LA Lafayette,--,0-0,0-0,0-0,63,114,88,2013,8
89,90,Middle Tenn,--,0-0,0-0,0-0,75,122,78,2013,8
90,91,Tulsa,--,0-0,0-0,0-0,45,123,102,2013,8
91,92,LA Monroe,--,0-0,0-0,0-0,72,109,99,2013,8
92,93,S Methodist,--,0-0,0-0,0-0,61,114,89,2013,8
93,94,Texas State,--,0-0,0-0,0-0,76,110,91,2013,8
94,95,Arkansas St,--,0-0,0-0,0-0,36,105,94,2013,8
95,96,Hawaii,--,0-0,0-0,0-0,72,115,98,2013,8
96,97,TX El Paso,--,0-0,0-0,0-0,64,110,92,2013,8
97,98,Cincinnati,--,0-0,0-0,0-0,8,111,97,2013,8
98,99,UAB,--,0-0,0-0,0-0,88,114,95,2013,8
99,100,Temple,--,0-0,0-0,0-0,62,106,100,2013,8
100,101,Nevada,--,0-0,0-0,0-0,55,114,101,2013,8
101,102,Troy,--,0-0,0-0,0-0,55,112,103,2013,8
102,103,NC State,--,0-0,0-0,0-0,38,104,104,2013,8
103,104,Central Mich,--,0-0,0-0,0-0,85,121,110,2013,8
104,105,U Mass,--,0-0,0-0,0-0,90,123,106,2013,8
105,106,Purdue,--,0-0,0-0,0-0,79,117,105,2013,8
106,107,Georgia State,--,0-0,0-0,0-0,78,119,108,2013,8
107,108,W Michigan,--,0-0,0-0,0-0,80,121,107,2013,8
108,109,E Michigan,--,0-0,0-0,0-0,88,119,109,2013,8
109,110,S Mississippi,--,0-0,0-0,0-0,84,116,111,2013,8
110,111,Miami (OH),--,0-0,0-0,0-0,93,123,113,2013,8
111,112,Connecticut,--,0-0,0-0,0-0,56,122,115,2013,8
112,113,Idaho ,--,0-0,0-0,0-0,92,122,114,2013,8
113,114,Florida Intl,--,0-0,0-0,0-0,89,119,112,2013,8
114,115,N Mex State,--,0-0,0-0,0-0,95,125,116,2013,8
115,116,Syracuse,-1.5,0-1,0-0,0-0,13,124,119,2013,8
116,117,Rice,-2.0,0-1,0-0,0-0,15,121,118,2013,8
117,118,Miss State,-4.6,0-1,0-0,0-0,9,120,120,2013,8
118,119,Memphis,-7.0,0-1,0-0,0-0,65,119,76,2013,8
119,120,Oklahoma,-7.0,0-1,0-0,0-0,10,121,20,2013,8
120,121,Kentucky,-12.1,0-0,0-1,0-0,69,125,121,2013,8
121,122,Arkansas,-12.6,0-0,0-0,0-0,40,123,122,2013,8
122,123,Colorado St,-25.5,0-0,0-1,0-0,65,125,123,2013,8
123,124,LA Tech,-30.3,0-0,0-1,0-0,77,125,124,2013,8
124,125,W Virginia,-36.7,0-1,0-0,0-0,24,125,125,2013,8
