,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Oklahoma,46.1,0-0,0-0,0-0,1,35,1,2011,9
1,2,LSU,41.2,1-0,0-0,0-0,1,20,3,2011,9
2,3,Wisconsin,39.4,0-0,0-0,0-0,1,41,2,2011,9
3,4,Boise State,26.6,1-0,0-0,0-0,2,14,4,2011,9
4,5,Arkansas,19.5,1-0,0-0,0-0,4,50,5,2011,9
5,6,Oregon St,19.2,0-0,0-0,0-0,5,108,72,2011,9
6,7,Oregon,13.5,0-1,0-0,0-0,1,13,7,2011,9
7,8,Georgia,11.2,0-1,0-0,0-0,4,34,6,2011,9
8,9,S Carolina,9.4,0-0,0-0,0-0,3,21,9,2011,9
9,10,Texas A&M,6.9,0-1,0-0,0-0,8,56,8,2011,9
10,11,Alabama,--,0-0,0-0,0-0,1,51,10,2011,9
11,12,Stanford,--,0-0,0-0,0-0,4,43,11,2011,9
12,13,Oklahoma St,--,0-0,0-0,0-0,5,44,13,2011,9
13,14,Clemson,--,0-0,0-0,0-0,2,60,14,2011,9
14,15,Kansas St,--,0-0,0-0,0-0,15,87,19,2011,9
15,16,USC,--,0-0,0-0,0-0,11,80,23,2011,9
16,17,Temple,--,0-0,0-0,0-0,9,74,12,2011,9
17,18,Arizona St,--,0-0,0-0,0-0,6,110,16,2011,9
18,19,Notre Dame,--,0-0,0-0,0-0,15,58,17,2011,9
19,20,Texas Tech,--,0-0,0-0,0-0,14,116,21,2011,9
20,21,TX Christian,--,0-0,0-0,0-0,3,29,18,2011,9
21,22,Utah,--,0-0,0-0,0-0,12,111,15,2011,9
22,23,VA Tech,--,0-0,0-0,0-0,21,118,22,2011,9
23,24,Navy,--,0-0,0-0,0-0,10,107,26,2011,9
24,25,Missouri,--,0-0,0-0,0-0,11,107,24,2011,9
25,26,Toledo,--,0-0,0-0,0-0,9,85,29,2011,9
26,27,Florida St,--,0-0,0-0,0-0,10,47,28,2011,9
27,28,Florida,--,0-0,0-0,0-0,7,48,27,2011,9
28,29,Michigan,--,0-0,0-0,0-0,17,61,31,2011,9
29,30,BYU,--,0-0,0-0,0-0,11,47,38,2011,9
30,31,Miss State,--,0-0,0-0,0-0,1,114,37,2011,9
31,32,S Mississippi,--,0-0,0-0,0-0,14,95,33,2011,9
32,33,Michigan St,--,0-0,0-0,0-0,8,110,36,2011,9
33,34,Nebraska,--,0-0,0-0,0-0,16,100,49,2011,9
34,35,Penn State,--,0-0,0-0,0-0,19,91,41,2011,9
35,36,Houston,--,0-0,0-0,0-0,10,63,44,2011,9
36,37,Tulsa,--,0-0,0-0,0-0,28,100,39,2011,9
37,38,Cincinnati,--,0-0,0-0,0-0,14,94,51,2011,9
38,39,Ohio State,--,0-0,0-0,0-0,15,91,43,2011,9
39,40,LA Tech,--,0-0,0-0,0-0,17,79,48,2011,9
40,41,GA Tech,--,0-0,0-0,0-0,5,52,34,2011,9
41,42,S Methodist,--,0-0,0-0,0-0,7,107,30,2011,9
42,43,Miami (FL),--,0-0,0-0,0-0,17,84,45,2011,9
43,44,Washington,--,0-0,0-0,0-0,20,98,20,2011,9
44,45,Air Force,--,0-0,0-0,0-0,24,80,66,2011,9
45,46,San Diego St,--,0-0,0-0,0-0,41,109,50,2011,9
46,47,Illinois,--,0-0,0-0,0-0,24,70,25,2011,9
47,48,Tennessee,--,0-0,0-0,0-0,23,84,46,2011,9
