,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Oklahoma,47.2,0-0,0-0,0-0,1,35,14,2011,7
1,2,LSU,39.6,1-0,0-0,0-0,1,20,1,2011,7
2,3,Wisconsin,37.7,0-0,0-0,0-0,1,41,2,2011,7
3,4,Boise State,27.2,1-0,0-0,0-0,2,14,3,2011,7
4,5,Arkansas,18.1,1-0,0-0,0-0,4,50,4,2011,7
5,6,Georgia,11.9,0-1,0-0,0-0,4,34,7,2011,7
6,7,Oregon,11.0,0-1,0-0,0-0,1,13,6,2011,7
7,8,Texas A&M,8.2,0-1,0-0,0-0,8,56,8,2011,7
8,9,S Carolina,6.1,0-0,0-0,0-0,3,21,5,2011,7
9,10,Colorado,0.8,0-0,0-0,0-0,7,112,9,2011,7
10,11,Alabama,--,0-0,0-0,0-0,1,51,10,2011,7
11,12,Stanford,--,0-0,0-0,0-0,4,43,12,2011,7
12,13,Clemson,--,0-0,0-0,0-0,2,60,13,2011,7
13,14,Temple,--,0-0,0-0,0-0,9,74,17,2011,7
14,15,Oklahoma St,--,0-0,0-0,0-0,5,44,16,2011,7
15,16,Utah,--,0-0,0-0,0-0,12,111,18,2011,7
16,17,Michigan,--,0-0,0-0,0-0,17,61,60,2011,7
17,18,Arizona St,--,0-0,0-0,0-0,6,110,36,2011,7
18,19,Notre Dame,--,0-0,0-0,0-0,15,58,19,2011,7
19,20,TX Christian,--,0-0,0-0,0-0,3,29,21,2011,7
20,21,Florida,--,0-0,0-0,0-0,7,48,11,2011,7
21,22,GA Tech,--,0-0,0-0,0-0,5,52,20,2011,7
22,23,Texas Tech,--,0-0,0-0,0-0,14,116,23,2011,7
23,24,Illinois,--,0-0,0-0,0-0,24,70,61,2011,7
24,25,Kansas St,--,0-0,0-0,0-0,15,87,25,2011,7
25,26,Toledo,--,0-0,0-0,0-0,9,85,26,2011,7
26,27,Navy,--,0-0,0-0,0-0,10,107,27,2011,7
27,28,Washington,--,0-0,0-0,0-0,20,98,24,2011,7
28,29,Missouri,--,0-0,0-0,0-0,11,107,22,2011,7
29,30,W Virginia,--,0-0,0-0,0-0,1,81,38,2011,7
30,31,S Methodist,--,0-0,0-0,0-0,7,107,33,2011,7
31,32,Maryland,--,0-0,0-0,0-0,32,83,62,2011,7
32,33,Tulsa,--,0-0,0-0,0-0,28,100,41,2011,7
33,34,UCLA,--,0-0,0-0,0-0,14,99,42,2011,7
34,35,S Mississippi,--,0-0,0-0,0-0,14,95,75,2011,7
35,36,Miss State,--,0-0,0-0,0-0,1,114,32,2011,7
36,37,Michigan St,--,0-0,0-0,0-0,8,110,39,2011,7
37,38,Tennessee,--,0-0,0-0,0-0,23,84,29,2011,7
38,39,BYU,--,0-0,0-0,0-0,11,47,34,2011,7
39,40,VA Tech,--,0-0,0-0,0-0,21,118,35,2011,7
40,41,Penn State,--,0-0,0-0,0-0,19,91,43,2011,7
41,42,Baylor,--,0-0,0-0,0-0,5,70,44,2011,7
42,43,N Carolina,--,0-0,0-0,0-0,29,104,30,2011,7
43,44,Florida St,--,0-0,0-0,0-0,10,47,28,2011,7
44,45,Houston,--,0-0,0-0,0-0,10,63,53,2011,7
45,46,Auburn,--,0-0,0-0,0-0,12,73,31,2011,7
46,47,LA Tech,--,0-0,0-0,0-0,17,79,50,2011,7
47,48,W Michigan,--,0-0,0-0,0-0,47,106,47,2011,7
48,49,Cincinnati,--,0-0,0-0,0-0,14,94,46,2011,7
49,50,Rutgers,--,0-0,0-0,0-0,4,78,49,2011,7
50,51,Utah State,--,0-0,0-0,0-0,10,106,51,2011,7
51,52,Nebraska,--,0-0,0-0,0-0,16,100,45,2011,7
52,53,Fresno St,--,0-0,0-0,0-0,43,96,54,2011,7
53,54,Miami (FL),--,0-0,0-0,0-0,17,84,84,2011,7
