,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Oklahoma,49.0,0-0,0-0,0-0,1,35,1,2011,10
1,2,Wisconsin,39.3,0-0,0-0,0-0,1,41,3,2011,10
2,3,LSU,39.0,1-0,0-0,0-0,1,20,2,2011,10
3,4,Boise State,26.7,1-0,0-0,0-0,2,14,4,2011,10
4,5,Oregon St,21.0,0-0,0-0,0-0,5,108,6,2011,10
5,6,Arkansas,18.0,0-0,1-0,0-0,4,50,5,2011,10
6,7,Oregon,13.1,0-1,0-0,0-0,1,13,7,2011,10
7,8,Georgia,12.9,1-1,0-0,0-0,4,34,8,2011,10
8,9,S Carolina,9.5,0-0,0-0,0-0,3,21,9,2011,10
9,10,Florida,8.7,0-1,0-0,0-0,7,48,28,2011,10
10,11,Texas A&M,6.2,0-1,0-0,0-0,8,56,10,2011,10
11,12,Alabama,--,0-0,0-0,0-0,1,51,11,2011,10
12,13,Stanford,--,0-0,0-0,0-0,4,43,12,2011,10
13,14,Oklahoma St,--,0-0,0-0,0-0,5,44,13,2011,10
14,15,USC,--,0-0,0-0,0-0,11,80,16,2011,10
15,16,Temple,--,0-0,0-0,0-0,9,74,17,2011,10
16,17,Notre Dame,--,0-0,0-0,0-0,15,58,19,2011,10
17,18,Arizona St,--,0-0,0-0,0-0,6,110,18,2011,10
18,19,Kansas St,--,0-0,0-0,0-0,15,87,15,2011,10
19,20,Texas Tech,--,0-0,0-0,0-0,14,116,20,2011,10
20,21,TX Christian,--,0-0,0-0,0-0,3,29,21,2011,10
21,22,Missouri,--,0-0,0-0,0-0,11,107,25,2011,10
22,23,Utah,--,0-0,0-0,0-0,12,111,22,2011,10
23,24,Clemson,--,0-0,0-0,0-0,2,60,14,2011,10
24,25,VA Tech,--,0-0,0-0,0-0,21,118,23,2011,10
25,26,Toledo,--,0-0,0-0,0-0,9,85,26,2011,10
26,27,Florida St,--,0-0,0-0,0-0,10,47,27,2011,10
27,28,Michigan,--,0-0,0-0,0-0,17,61,29,2011,10
28,29,S Mississippi,--,0-0,0-0,0-0,14,95,32,2011,10
29,30,BYU,--,0-0,0-0,0-0,11,47,30,2011,10
30,31,Nebraska,--,0-0,0-0,0-0,16,100,34,2011,10
31,32,Miss State,--,0-0,0-0,0-0,1,114,31,2011,10
32,33,Penn State,--,0-0,0-0,0-0,19,91,35,2011,10
33,34,Tulsa,--,0-0,0-0,0-0,28,100,37,2011,10
34,35,Cincinnati,--,0-0,0-0,0-0,14,94,38,2011,10
35,36,Air Force,--,0-0,0-0,0-0,24,80,45,2011,10
36,37,Ohio State,--,0-0,0-0,0-0,15,91,39,2011,10
37,38,Houston,--,0-0,0-0,0-0,10,63,36,2011,10
38,39,LA Tech,--,0-0,0-0,0-0,17,79,40,2011,10
39,40,Washington,--,0-0,0-0,0-0,20,98,44,2011,10
40,41,San Diego St,--,0-0,0-0,0-0,41,109,46,2011,10
41,42,Illinois,--,0-0,0-0,0-0,24,70,47,2011,10
42,43,Miami (FL),--,0-0,0-0,0-0,17,84,43,2011,10
43,44,GA Tech,--,0-0,0-0,0-0,5,52,41,2011,10
44,45,Michigan St,--,0-0,0-0,0-0,8,110,33,2011,10
45,46,Navy,--,0-0,0-0,0-0,10,107,24,2011,10
46,47,Tennessee,--,0-0,0-0,0-0,23,84,48,2011,10
47,48,Iowa State,--,0-0,0-0,0-0,25,111,84,2011,10
48,49,Rutgers,--,0-0,0-0,0-0,4,78,54,2011,10
49,50,N Carolina,--,0-0,0-0,0-0,29,104,49,2011,10
50,51,Louisville,--,0-0,0-0,0-0,30,113,55,2011,10
51,52,Fresno St,--,0-0,0-0,0-0,43,96,53,2011,10
52,53,Auburn,--,0-0,0-0,0-0,12,73,50,2011,10
53,54,Virginia,--,0-0,0-0,0-0,33,114,76,2011,10
54,55,Northwestern,--,0-0,0-0,0-0,8,80,66,2011,10
55,56,UCLA,--,0-0,0-0,0-0,14,99,56,2011,10
56,57,Arizona,--,0-0,0-0,0-0,17,96,51,2011,10
57,58,Duke,--,0-0,0-0,0-0,55,93,59,2011,10
58,59,Maryland,--,0-0,0-0,0-0,32,83,63,2011,10
59,60,W Virginia,--,0-0,0-0,0-0,1,81,78,2011,10
60,61,Nevada,--,0-0,0-0,0-0,23,109,58,2011,10
61,62,Vanderbilt,--,0-0,0-0,0-0,37,73,62,2011,10
62,63,S Methodist,--,0-0,0-0,0-0,7,107,42,2011,10
63,64,Utah State,--,0-0,0-0,0-0,10,106,65,2011,10
64,65,S Florida,--,0-0,0-0,0-0,7,70,69,2011,10
65,66,Middle Tenn,--,0-0,0-0,0-0,61,97,64,2011,10
66,67,Purdue,--,0-0,0-0,0-0,23,89,61,2011,10
67,68,Baylor,--,0-0,0-0,0-0,5,70,52,2011,10
68,69,LA Lafayette,--,0-0,0-0,0-0,17,116,82,2011,10
69,70,TX El Paso,--,0-0,0-0,0-0,60,107,68,2011,10
70,71,Ohio,--,0-0,0-0,0-0,16,109,70,2011,10
71,72,California,--,0-0,0-0,0-0,23,97,57,2011,10
72,73,Connecticut,--,0-0,0-0,0-0,40,76,71,2011,10
73,74,Wake Forest,--,0-0,0-0,0-0,46,116,60,2011,10
74,75,Iowa,--,0-0,0-0,0-0,25,89,72,2011,10
75,76,NC State,--,0-0,0-0,0-0,18,88,67,2011,10
76,77,Florida Intl,--,0-0,0-0,0-0,7,117,75,2011,10
77,78,Boston Col,--,0-0,0-0,0-0,50,106,91,2011,10
78,79,Arkansas St,--,0-0,0-0,0-0,59,113,74,2011,10
79,80,Mississippi,--,0-0,0-0,0-0,49,101,73,2011,10
80,81,W Michigan,--,0-0,0-0,0-0,47,106,77,2011,10
81,82,Miami (OH),--,0-0,0-0,0-0,15,104,83,2011,10
82,83,Troy,--,0-0,0-0,0-0,70,104,81,2011,10
83,84,Hawaii,--,0-0,0-0,0-0,36,104,79,2011,10
84,85,Pittsburgh,--,0-0,0-0,0-0,31,118,80,2011,10
85,86,San Jose St,--,0-0,0-0,0-0,61,115,88,2011,10
86,87,LA Monroe,--,0-0,0-0,0-0,62,109,86,2011,10
87,88,Idaho ,--,0-0,0-0,0-0,71,114,89,2011,10
88,89,Central FL,--,0-0,0-0,0-0,22,90,85,2011,10
89,90,N Mex State,--,0-0,0-0,0-0,27,119,92,2011,10
90,91,Syracuse,--,0-0,0-0,0-0,8,95,87,2011,10
91,92,Bowling Grn,--,0-0,0-0,0-0,2,109,90,2011,10
92,93,Marshall,--,0-0,0-0,0-0,17,105,95,2011,10
93,94,Wyoming,--,0-0,0-0,0-0,62,115,107,2011,10
94,95,Rice,--,0-0,0-0,0-0,70,106,93,2011,10
95,96,E Michigan,--,0-0,0-0,0-0,63,120,97,2011,10
96,97,Minnesota,--,0-0,0-0,0-0,9,104,98,2011,10
97,98,Tulane,--,0-0,0-0,0-0,16,112,96,2011,10
98,99,North Texas,--,0-0,0-0,0-0,74,118,101,2011,10
99,100,Kent State,--,0-0,0-0,0-0,72,110,99,2011,10
100,101,Fla Atlantic,--,0-0,0-0,0-0,83,115,102,2011,10
101,102,Central Mich,--,0-0,0-0,0-0,77,112,103,2011,10
102,103,UAB,--,0-0,0-0,0-0,59,107,94,2011,10
103,104,Buffalo,--,0-0,0-0,0-0,82,113,100,2011,10
104,105,Army,--,0-0,0-0,0-0,89,115,105,2011,10
105,106,Kansas,--,0-0,0-0,0-0,62,109,106,2011,10
106,107,Memphis,--,0-0,0-0,0-0,84,117,104,2011,10
107,108,Akron,--,0-0,0-0,0-0,87,118,108,2011,10
