,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Oklahoma,49.4,0-0,0-0,0-0,1,35,1,2011,14
1,2,Wisconsin,41.1,0-0,0-0,0-0,1,41,2,2011,14
2,3,LSU,38.9,1-0,0-0,0-0,1,20,3,2011,14
3,4,Boise State,27.6,0-0,1-0,0-0,2,14,4,2011,14
4,5,Arkansas,25.6,1-0,0-0,0-0,4,50,5,2011,14
5,6,Baylor,20.9,0-0,0-0,0-0,5,70,70,2011,14
6,7,Oregon St,20.8,0-0,0-0,0-0,5,108,6,2011,14
7,8,Oregon,13.9,0-1,0-0,0-0,1,13,7,2011,14
8,9,Texas A&M,9.9,0-1,0-0,0-0,8,56,8,2011,14
9,10,S Carolina,9.7,0-0,0-0,0-0,3,21,10,2011,14
10,11,Florida,9.6,0-0,0-1,0-0,7,48,11,2011,14
11,12,Georgia,9.1,0-1,1-0,0-0,4,34,9,2011,14
12,13,Rutgers,5.8,0-0,0-0,0-0,4,78,12,2011,14
13,14,Kentucky,0.1,0-0,0-0,0-0,14,119,109,2011,14
14,15,Alabama,--,0-0,0-0,0-0,1,51,13,2011,14
15,16,Stanford,--,0-0,0-0,0-0,4,43,15,2011,14
16,17,Oklahoma St,--,0-0,0-0,0-0,5,44,14,2011,14
17,18,USC,--,0-0,0-0,0-0,11,80,16,2011,14
18,19,Houston,--,0-0,0-0,0-0,10,63,18,2011,14
19,20,Kansas St,--,0-0,0-0,0-0,15,87,17,2011,14
20,21,VA Tech,--,0-0,0-0,0-0,21,118,24,2011,14
21,22,Utah,--,0-0,0-0,0-0,12,111,20,2011,14
22,23,Florida St,--,0-0,0-0,0-0,10,47,22,2011,14
23,24,Notre Dame,--,0-0,0-0,0-0,15,58,19,2011,14
24,25,TX Christian,--,0-0,0-0,0-0,3,29,21,2011,14
25,26,Temple,--,0-0,0-0,0-0,9,74,25,2011,14
26,27,Michigan,--,0-0,0-0,0-0,17,61,26,2011,14
27,28,Toledo,--,0-0,0-0,0-0,9,85,28,2011,14
28,29,Arizona St,--,0-0,0-0,0-0,6,110,27,2011,14
29,30,Louisville,--,0-0,0-0,0-0,30,113,37,2011,14
30,31,Tulsa,--,0-0,0-0,0-0,28,100,31,2011,14
31,32,Michigan St,--,0-0,0-0,0-0,8,110,38,2011,14
32,33,LA Tech,--,0-0,0-0,0-0,17,79,32,2011,14
33,34,BYU,--,0-0,0-0,0-0,11,47,34,2011,14
34,35,Nebraska,--,0-0,0-0,0-0,16,100,36,2011,14
35,36,Miami (FL),--,0-0,0-0,0-0,17,84,35,2011,14
36,37,Virginia,--,0-0,0-0,0-0,33,114,33,2011,14
37,38,Vanderbilt,--,0-0,0-0,0-0,37,73,56,2011,14
38,39,Air Force,--,0-0,0-0,0-0,24,80,40,2011,14
39,40,Cincinnati,--,0-0,0-0,0-0,14,94,42,2011,14
40,41,California,--,0-0,0-0,0-0,23,97,49,2011,14
41,42,S Mississippi,--,0-0,0-0,0-0,14,95,39,2011,14
42,43,Ohio State,--,0-0,0-0,0-0,15,91,45,2011,14
43,44,Penn State,--,0-0,0-0,0-0,19,91,30,2011,14
44,45,GA Tech,--,0-0,0-0,0-0,5,52,41,2011,14
45,46,S Florida,--,0-0,0-0,0-0,7,70,46,2011,14
46,47,Iowa State,--,0-0,0-0,0-0,25,111,51,2011,14
47,48,Northwestern,--,0-0,0-0,0-0,8,80,47,2011,14
48,49,Navy,--,0-0,0-0,0-0,10,107,50,2011,14
49,50,Clemson,--,0-0,0-0,0-0,2,60,43,2011,14
50,51,W Virginia,--,0-0,0-0,0-0,1,81,48,2011,14
51,52,Pittsburgh,--,0-0,0-0,0-0,31,118,58,2011,14
52,53,San Diego St,--,0-0,0-0,0-0,41,109,52,2011,14
53,54,N Carolina,--,0-0,0-0,0-0,29,104,53,2011,14
54,55,Boston Col,--,0-0,0-0,0-0,50,106,66,2011,14
55,56,Iowa,--,0-0,0-0,0-0,25,89,54,2011,14
56,57,Arizona,--,0-0,0-0,0-0,17,96,55,2011,14
57,58,Washington,--,0-0,0-0,0-0,20,98,57,2011,14
58,59,Fresno St,--,0-0,0-0,0-0,43,96,59,2011,14
59,60,Arkansas St,--,0-0,0-0,0-0,59,113,61,2011,14
60,61,Utah State,--,0-0,0-0,0-0,10,106,60,2011,14
61,62,S Methodist,--,0-0,0-0,0-0,7,107,63,2011,14
62,63,LA Lafayette,--,0-0,0-0,0-0,17,116,67,2011,14
63,64,Wake Forest,--,0-0,0-0,0-0,46,116,65,2011,14
64,65,Auburn,--,0-0,0-0,0-0,12,73,69,2011,14
65,66,Nevada,--,0-0,0-0,0-0,23,109,64,2011,14
66,67,Florida Intl,--,0-0,0-0,0-0,7,117,74,2011,14
67,68,Connecticut,--,0-0,0-0,0-0,40,76,71,2011,14
68,69,Ohio,--,0-0,0-0,0-0,16,109,68,2011,14
69,70,Illinois,--,0-0,0-0,0-0,24,70,44,2011,14
70,71,W Michigan,--,0-0,0-0,0-0,47,106,72,2011,14
71,72,Miami (OH),--,0-0,0-0,0-0,15,104,73,2011,14
72,73,Wyoming,--,0-0,0-0,0-0,62,115,84,2011,14
73,74,NC State,--,0-0,0-0,0-0,18,88,75,2011,14
74,75,Purdue,--,0-0,0-0,0-0,23,89,78,2011,14
75,76,UCLA,--,0-0,0-0,0-0,14,99,62,2011,14
76,77,Hawaii,--,0-0,0-0,0-0,36,104,80,2011,14
77,78,San Jose St,--,0-0,0-0,0-0,61,115,81,2011,14
78,79,Tennessee,--,0-0,0-0,0-0,23,84,82,2011,14
79,80,TX El Paso,--,0-0,0-0,0-0,60,107,76,2011,14
80,81,Duke,--,0-0,0-0,0-0,55,93,77,2011,14
