,Rank,Team,2011,Last 3,Last 1,Home,Away,2010,Season,Week
0,1,LSU,0.6,1.0,1.0,0.3,0.8,1.6,2011,12
1,1,Wisconsin,0.6,0.3,0.0,0.4,0.8,0.8,2011,12
2,3,Kansas St,0.9,2.0,3.0,1.2,0.5,1.3,2011,12
3,4,Wyoming,1.0,0.7,2.0,0.7,1.3,1.3,2011,12
4,4,UNLV,1.0,0.7,1.0,0.7,1.2,1.3,2011,12
5,4,Ohio State,1.0,1.0,0.0,1.0,1.0,1.2,2011,12
6,7,Alabama,1.1,1.3,1.0,1.7,0.3,1.2,2011,12
7,8,Temple,1.1,0.3,0.0,1.8,0.6,2.3,2011,12
8,8,N Illinois,1.1,0.3,0.0,2.3,0.5,0.9,2011,12
9,8,Boise State,1.1,1.3,2.0,1.8,0.6,1.4,2011,12
10,8,Wake Forest,1.1,2.0,0.0,0.8,1.4,1.5,2011,12
11,8,Houston,1.1,1.3,0.0,1.0,1.2,2.2,2011,12
12,13,Stanford,1.2,2.3,5.0,1.4,1.0,1.3,2011,12
13,14,Louisville,1.2,1.3,2.0,1.6,0.8,1.1,2011,12
14,14,Michigan St,1.2,0.7,0.0,1.0,1.5,1.4,2011,12
15,14,Iowa,1.2,1.3,3.0,1.0,1.7,0.7,2011,12
16,14,Navy,1.2,1.0,2.0,0.5,1.8,1.3,2011,12
17,14,Purdue,1.2,1.3,1.0,1.0,1.5,2.3,2011,12
18,14,Syracuse,1.2,1.0,0.0,1.4,1.0,1.7,2011,12
19,20,E Michigan,1.3,0.3,0.0,0.5,2.0,2.0,2011,12
20,21,Colorado,1.3,2.3,2.0,1.0,1.5,1.6,2011,12
21,22,Missouri,1.3,1.0,1.0,2.3,0.6,1.3,2011,12
22,22,GA Tech,1.3,1.7,0.0,1.0,1.8,1.9,2011,12
23,22,VA Tech,1.3,1.0,1.0,1.3,1.4,0.7,2011,12
24,22,Buffalo,1.3,2.7,0.0,2.0,1.0,2.8,2011,12
25,22,LA Monroe,1.3,0.7,1.0,2.0,1.0,2.0,2011,12
26,22,Toledo,1.3,2.0,6.0,1.8,0.8,1.8,2011,12
27,22,Arizona St,1.3,0.7,1.0,1.5,1.2,2.0,2011,12
28,22,Texas Tech,1.3,2.0,3.0,2.0,0.5,2.1,2011,12
29,22,Nebraska,1.3,1.3,1.0,1.4,1.3,1.5,2011,12
30,22,Oregon,1.3,1.7,2.0,1.3,1.4,1.8,2011,12
31,32,North Texas,1.4,0.7,1.0,1.8,1.2,1.4,2011,12
32,32,Florida Intl,1.4,2.0,1.0,1.5,1.3,1.6,2011,12
33,32,Ball State,1.4,1.3,1.0,1.0,1.7,2.5,2011,12
34,35,Minnesota,1.4,1.3,1.0,1.0,2.0,1.3,2011,12
35,35,Miss State,1.4,1.7,0.0,1.3,1.6,1.6,2011,12
36,35,Clemson,1.4,2.7,3.0,1.2,2.0,1.8,2011,12
37,35,Memphis,1.4,0.7,0.0,1.3,1.6,2.1,2011,12
38,35,LA Tech,1.4,1.3,2.0,2.7,0.8,2.3,2011,12
39,35,Tennessee,1.4,1.0,1.0,1.3,1.7,1.8,2011,12
40,35,Miami (FL),1.4,1.3,3.0,1.0,2.0,2.9,2011,12
41,35,Central FL,1.4,1.0,3.0,0.8,2.0,1.3,2011,12
42,35,Georgia,1.4,1.3,2.0,2.3,0.8,1.3,2011,12
43,44,San Diego St,1.5,0.7,1.0,1.8,1.3,1.7,2011,12
44,44,USC,1.5,1.0,0.0,1.3,1.8,1.7,2011,12
45,46,Duke,1.6,2.3,1.0,2.0,1.0,2.5,2011,12
46,46,Arkansas,1.6,1.7,2.0,1.8,1.3,1.8,2011,12
47,46,Wash State,1.6,1.0,1.0,1.0,1.8,1.8,2011,12
48,46,Northwestern,1.6,2.3,3.0,2.0,1.3,1.8,2011,12
49,46,Indiana,1.6,0.7,1.0,2.0,1.2,1.8,2011,12
50,51,N Mex State,1.6,2.3,1.0,1.6,1.6,1.4,2011,12
51,51,Oklahoma St,1.6,2.3,2.0,1.8,1.4,1.7,2011,12
52,53,NC State,1.6,1.7,1.0,1.0,2.0,1.8,2011,12
53,54,W Virginia,1.7,1.3,1.0,1.6,1.8,1.9,2011,12
54,54,Florida St,1.7,0.7,0.0,1.2,2.3,1.6,2011,12
55,54,California,1.7,2.3,1.0,1.8,1.5,1.5,2011,12
56,57,Auburn,1.7,2.3,3.0,0.8,2.6,1.3,2011,12
57,58,Cincinnati,1.8,2.3,2.0,1.3,2.3,2.4,2011,12
58,58,Utah State,1.8,2.7,5.0,2.8,0.8,1.5,2011,12
59,60,Oklahoma,1.8,1.7,1.0,1.6,2.0,1.3,2011,12
60,60,Pittsburgh,1.8,1.3,2.0,1.2,3.0,1.6,2011,12
61,60,TX Christian,1.8,2.3,2.0,0.8,2.6,1.0,2011,12
62,60,Maryland,1.8,2.7,1.0,2.2,1.0,1.0,2011,12
63,60,Texas,1.8,1.0,1.0,1.6,2.0,2.5,2011,12
64,60,Arkansas St,1.8,1.3,1.0,1.5,2.0,1.8,2011,12
65,66,Florida,1.8,1.7,2.0,1.2,2.4,2.0,2011,12
66,66,Rice,1.8,0.7,1.0,2.0,1.7,1.7,2011,12
67,66,Marshall,1.8,2.0,3.0,1.5,2.0,1.9,2011,12
68,66,Texas A&M,1.8,2.7,1.0,2.0,1.6,2.4,2011,12
69,66,UCLA,1.8,2.0,2.0,2.2,1.4,2.3,2011,12
70,71,Colorado St,1.9,2.3,2.0,2.3,1.6,1.8,2011,12
71,71,S Florida,1.9,2.3,1.0,2.0,1.8,1.7,2011,12
72,73,Kent State,1.9,0.7,0.0,1.8,2.0,2.2,2011,12
73,73,Akron,1.9,1.3,1.0,1.4,2.5,1.8,2011,12
74,73,Penn State,1.9,1.7,1.0,2.0,1.7,1.7,2011,12
75,73,Washington,1.9,2.0,0.0,2.0,1.8,1.3,2011,12
76,73,Kansas,1.9,2.0,3.0,2.0,1.8,1.5,2011,12
77,73,W Michigan,1.9,2.7,4.0,2.3,1.7,2.3,2011,12
78,79,Miami (OH),1.9,1.7,3.0,1.6,2.2,1.7,2011,12
79,79,Michigan,1.9,2.3,3.0,1.7,2.3,2.3,2011,12
80,79,LA Lafayette,1.9,2.3,5.0,1.5,2.2,2.1,2011,12
81,82,Kentucky,2.0,0.3,1.0,1.4,2.8,1.5,2011,12
82,82,Ohio,2.0,1.7,1.0,1.8,2.2,2.5,2011,12
83,82,W Kentucky,2.0,1.7,1.0,2.5,1.6,1.0,2011,12
84,82,Boston Col,2.0,3.0,1.0,1.6,2.5,1.8,2011,12
85,82,Connecticut,2.0,2.3,5.0,2.8,1.3,1.5,2011,12
86,82,New Mexico,2.0,2.0,1.0,2.2,1.8,2.6,2011,12
