,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,LSU,12.6,1,9,1,2011,12
1,2,Oregon,12.3,1,6,4,2011,12
2,3,Missouri,9.9,2,65,2,2011,12
3,4,Alabama,8.9,3,70,3,2011,12
4,5,Oklahoma St,8.6,3,80,6,2011,12
5,6,Oklahoma,8.4,3,50,5,2011,12
6,7,Texas A&M,8.2,6,98,7,2011,12
7,8,Stanford,7.9,4,74,19,2011,12
8,9,Florida,6.4,6,103,11,2011,12
9,10,USC,6.3,3,55,9,2011,12
10,11,Texas,6.3,9,75,14,2011,12
11,12,Arizona St,6.2,3,112,10,2011,12
12,13,Arizona,5.5,3,90,8,2011,12
13,14,Auburn,5.3,7,64,13,2011,12
14,15,UCLA,5.1,12,51,15,2011,12
15,16,Georgia,5.0,2,28,12,2011,12
16,17,Kansas St,4.8,11,120,22,2011,12
17,18,S Carolina,4.8,9,51,16,2011,12
18,19,Arkansas,4.3,8,108,20,2011,12
19,20,Washington,4.1,20,97,26,2011,12
20,21,Michigan St,4.1,12,115,24,2011,12
21,22,Tennessee,4.0,9,106,17,2011,12
22,23,Notre Dame,3.9,6,36,21,2011,12
23,24,Boise State,3.8,2,38,29,2011,12
24,25,Utah,3.7,17,114,18,2011,12
25,26,Miss State,3.6,12,106,31,2011,12
26,27,Oregon St,3.5,19,91,25,2011,12
27,28,Ohio State,2.7,15,82,27,2011,12
28,29,Baylor,2.6,8,63,23,2011,12
29,30,Florida St,2.6,9,107,28,2011,12
30,31,Colorado,2.3,21,71,34,2011,12
31,32,Michigan,2.0,29,61,37,2011,12
32,33,Vanderbilt,2.0,29,118,30,2011,12
33,34,Tulsa,2.0,1,51,33,2011,12
34,35,Miami (FL),1.9,14,51,39,2011,12
35,36,Wisconsin,1.7,12,110,32,2011,12
36,37,TX Christian,1.6,6,62,61,2011,12
37,38,California,1.4,14,79,35,2011,12
38,39,Wash State,1.1,35,120,45,2011,12
39,40,Nebraska,1.1,16,105,44,2011,12
40,41,S Florida,0.6,22,51,38,2011,12
41,42,Wake Forest,0.5,37,94,46,2011,12
42,43,Pittsburgh,0.2,30,112,41,2011,12
43,44,Penn State,0.1,21,92,42,2011,12
44,45,Clemson,0.0,24,102,36,2011,12
45,46,Illinois,-0.1,38,82,50,2011,12
46,47,W Virginia,-0.2,18,101,56,2011,12
47,48,Maryland,-0.5,13,59,53,2011,12
48,49,Cincinnati,-0.8,35,85,49,2011,12
49,50,Mississippi,-0.9,38,78,43,2011,12
50,51,Texas Tech,-1.0,29,119,54,2011,12
51,52,Iowa State,-1.2,23,99,47,2011,12
52,53,Marshall,-1.2,10,98,55,2011,12
53,54,Purdue,-1.2,53,109,57,2011,12
54,55,Northwestern,-1.2,35,105,40,2011,12
55,56,N Carolina,-1.4,46,114,52,2011,12
56,57,VA Tech,-1.5,24,86,68,2011,12
57,58,BYU,-1.5,13,69,48,2011,12
58,59,GA Tech,-1.9,45,115,59,2011,12
59,60,Kansas,-2.1,53,113,66,2011,12
60,61,Toledo,-2.1,19,120,51,2011,12
61,62,Rutgers,-2.3,54,118,58,2011,12
62,63,Navy,-2.4,54,112,70,2011,12
63,64,S Methodist,-2.7,5,91,60,2011,12
64,65,Boston Col,-2.8,26,88,64,2011,12
65,66,Syracuse,-2.8,48,94,69,2011,12
66,67,LA Tech,-2.8,39,90,67,2011,12
67,68,Iowa,-3.1,42,110,78,2011,12
68,69,NC State,-3.2,41,105,65,2011,12
69,70,Rice,-3.2,13,92,73,2011,12
70,71,Duke,-3.2,63,94,74,2011,12
71,72,Nevada,-3.2,1,76,62,2011,12
72,73,Louisville,-3.4,57,116,71,2011,12
73,74,Connecticut,-3.8,55,109,76,2011,12
74,75,Air Force,-4.1,33,103,63,2011,12
75,76,Minnesota,-4.4,17,115,82,2011,12
76,77,W Michigan,-4.5,15,84,84,2011,12
77,78,Virginia,-4.6,70,117,72,2011,12
78,79,San Diego St,-4.7,31,104,77,2011,12
79,80,Central FL,-4.7,45,91,90,2011,12
80,81,S Mississippi,-4.9,49,106,79,2011,12
81,82,San Jose St,-5.0,11,108,83,2011,12
82,83,Kentucky,-5.3,57,109,80,2011,12
83,84,Fresno St,-5.3,6,88,75,2011,12
84,85,Indiana,-5.6,54,117,81,2011,12
85,86,Army,-5.9,28,101,88,2011,12
86,87,E Carolina,-6.2,4,88,86,2011,12
87,88,N Illinois,-6.4,44,104,89,2011,12
88,89,Utah State,-7.0,20,103,85,2011,12
89,90,Miami (OH),-7.1,7,104,100,2011,12
90,91,North Texas,-7.1,26,114,95,2011,12
