,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Oklahoma,46.5,0-0,0-0,0-0,1,35,1,2011,8
1,2,Wisconsin,41.0,0-0,0-0,0-0,1,41,3,2011,8
2,3,LSU,39.3,1-0,0-0,0-0,1,20,2,2011,8
3,4,Boise State,26.5,1-0,0-0,0-0,2,14,4,2011,8
4,5,Arkansas,20.0,1-0,0-0,0-0,4,50,5,2011,8
5,6,Georgia,13.3,0-1,0-0,0-0,4,34,6,2011,8
6,7,Oregon,12.6,0-1,0-0,0-0,1,13,7,2011,8
7,8,Texas A&M,8.2,0-1,0-0,0-0,8,56,8,2011,8
8,9,S Carolina,7.0,0-0,0-0,0-0,3,21,9,2011,8
9,10,Alabama,--,0-0,0-0,0-0,1,51,11,2011,8
10,11,Stanford,--,0-0,0-0,0-0,4,43,12,2011,8
11,12,Temple,--,0-0,0-0,0-0,9,74,14,2011,8
12,13,Oklahoma St,--,0-0,0-0,0-0,5,44,15,2011,8
13,14,Clemson,--,0-0,0-0,0-0,2,60,13,2011,8
14,15,Utah,--,0-0,0-0,0-0,12,111,16,2011,8
15,16,Arizona St,--,0-0,0-0,0-0,6,110,18,2011,8
16,17,Notre Dame,--,0-0,0-0,0-0,15,58,19,2011,8
17,18,TX Christian,--,0-0,0-0,0-0,3,29,20,2011,8
18,19,Kansas St,--,0-0,0-0,0-0,15,87,25,2011,8
19,20,Washington,--,0-0,0-0,0-0,20,98,28,2011,8
20,21,Texas Tech,--,0-0,0-0,0-0,14,116,23,2011,8
21,22,VA Tech,--,0-0,0-0,0-0,21,118,40,2011,8
22,23,USC,--,0-0,0-0,0-0,11,80,73,2011,8
23,24,Missouri,--,0-0,0-0,0-0,11,107,29,2011,8
24,25,Illinois,--,0-0,0-0,0-0,24,70,24,2011,8
25,26,Navy,--,0-0,0-0,0-0,10,107,27,2011,8
26,27,Florida,--,0-0,0-0,0-0,7,48,21,2011,8
27,28,Florida St,--,0-0,0-0,0-0,10,47,44,2011,8
28,29,Toledo,--,0-0,0-0,0-0,9,85,26,2011,8
29,30,S Methodist,--,0-0,0-0,0-0,7,107,31,2011,8
30,31,Michigan,--,0-0,0-0,0-0,17,61,17,2011,8
31,32,W Virginia,--,0-0,0-0,0-0,1,81,30,2011,8
32,33,S Mississippi,--,0-0,0-0,0-0,14,95,35,2011,8
33,34,GA Tech,--,0-0,0-0,0-0,5,52,22,2011,8
34,35,UCLA,--,0-0,0-0,0-0,14,99,34,2011,8
35,36,Michigan St,--,0-0,0-0,0-0,8,110,37,2011,8
36,37,Miss State,--,0-0,0-0,0-0,1,114,36,2011,8
37,38,BYU,--,0-0,0-0,0-0,11,47,39,2011,8
38,39,Tulsa,--,0-0,0-0,0-0,28,100,33,2011,8
39,40,Maryland,--,0-0,0-0,0-0,32,83,32,2011,8
40,41,Penn State,--,0-0,0-0,0-0,19,91,41,2011,8
41,42,N Carolina,--,0-0,0-0,0-0,29,104,43,2011,8
42,43,Ohio State,--,0-0,0-0,0-0,15,91,69,2011,8
43,44,Houston,--,0-0,0-0,0-0,10,63,45,2011,8
44,45,Miami (FL),--,0-0,0-0,0-0,17,84,54,2011,8
45,46,Tennessee,--,0-0,0-0,0-0,23,84,38,2011,8
46,47,Auburn,--,0-0,0-0,0-0,12,73,46,2011,8
47,48,LA Tech,--,0-0,0-0,0-0,17,79,47,2011,8
48,49,Nebraska,--,0-0,0-0,0-0,16,100,52,2011,8
49,50,San Diego St,--,0-0,0-0,0-0,41,109,65,2011,8
50,51,Cincinnati,--,0-0,0-0,0-0,14,94,49,2011,8
51,52,Rutgers,--,0-0,0-0,0-0,4,78,50,2011,8
52,53,Louisville,--,0-0,0-0,0-0,30,113,59,2011,8
53,54,Fresno St,--,0-0,0-0,0-0,43,96,53,2011,8
54,55,Baylor,--,0-0,0-0,0-0,5,70,42,2011,8
55,56,California,--,0-0,0-0,0-0,23,97,57,2011,8
56,57,Duke,--,0-0,0-0,0-0,55,93,55,2011,8
57,58,Nevada,--,0-0,0-0,0-0,23,109,60,2011,8
58,59,Arizona,--,0-0,0-0,0-0,17,96,62,2011,8
59,60,LA Lafayette,--,0-0,0-0,0-0,17,116,63,2011,8
60,61,Purdue,--,0-0,0-0,0-0,23,89,87,2011,8
61,62,TX El Paso,--,0-0,0-0,0-0,60,107,89,2011,8
