,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,LSU,12.3,1,9,1,2011,7
1,2,Oregon,10.3,1,6,2,2011,7
2,3,Arizona,7.7,3,90,3,2011,7
3,4,Oklahoma,7.7,3,50,7,2011,7
4,5,Missouri,7.7,2,65,8,2011,7
5,6,Georgia,7.6,2,28,12,2011,7
6,7,Alabama,7.1,3,70,5,2011,7
7,8,Texas A&M,7.0,6,98,11,2011,7
8,9,Florida,6.6,6,103,16,2011,7
9,10,Florida St,6.2,9,107,9,2011,7
10,11,Notre Dame,6.0,6,36,6,2011,7
11,12,Boise State,5.5,2,38,14,2011,7
12,13,Nevada,5.5,1,76,4,2011,7
13,14,Tulsa,5.3,1,51,17,2011,7
14,15,Auburn,5.0,7,64,19,2011,7
15,16,Oklahoma St,4.8,3,80,10,2011,7
16,17,Arkansas,4.8,8,108,15,2011,7
17,18,Arizona St,3.5,3,112,26,2011,7
18,19,UCLA,3.4,12,51,18,2011,7
19,20,Tennessee,3.1,9,106,21,2011,7
20,21,Miss State,3.1,12,106,13,2011,7
21,22,Texas,2.9,9,75,47,2011,7
22,23,Marshall,2.3,10,98,29,2011,7
23,24,Toledo,2.1,19,120,20,2011,7
24,25,Ohio State,1.2,15,82,45,2011,7
25,26,Utah,1.2,17,114,35,2011,7
26,27,Colorado,1.1,21,71,41,2011,7
27,28,California,1.0,14,79,58,2011,7
28,29,Oregon St,1.0,19,91,32,2011,7
29,30,Maryland,0.9,13,59,59,2011,7
30,31,Miami (FL),0.5,14,51,50,2011,7
31,32,Michigan St,0.5,12,115,30,2011,7
32,33,S Carolina,0.3,9,51,23,2011,7
33,34,Pittsburgh,0.3,30,112,37,2011,7
34,35,Penn State,0.3,21,92,38,2011,7
35,36,TX Christian,0.2,6,62,43,2011,7
36,37,W Virginia,0.1,18,101,39,2011,7
37,38,Washington,-0.1,20,97,28,2011,7
38,39,Michigan,-0.2,29,61,40,2011,7
39,40,Clemson,-0.3,24,102,25,2011,7
40,41,San Diego St,-0.4,31,104,44,2011,7
41,42,USC,-0.6,3,55,36,2011,7
42,43,Vanderbilt,-0.8,29,118,66,2011,7
43,44,Stanford,-0.9,4,74,31,2011,7
44,45,S Florida,-1.0,22,51,33,2011,7
45,46,Nebraska,-1.1,16,105,42,2011,7
46,47,BYU,-1.3,13,69,27,2011,7
47,48,Kansas St,-1.5,11,120,72,2011,7
48,49,W Michigan,-1.6,15,84,34,2011,7
49,50,Northwestern,-2.1,35,105,67,2011,7
50,51,Fla Atlantic,-2.2,3,115,22,2011,7
51,52,S Methodist,-2.3,5,91,46,2011,7
52,53,Air Force,-2.5,33,103,69,2011,7
53,54,Rutgers,-3.1,54,118,61,2011,7
54,55,Baylor,-3.3,8,63,48,2011,7
55,56,E Carolina,-3.3,4,88,53,2011,7
56,57,Illinois,-3.4,38,82,55,2011,7
57,58,Iowa State,-3.5,23,99,62,2011,7
58,59,LA Tech,-3.5,39,90,57,2011,7
59,60,Wake Forest,-3.6,37,94,84,2011,7
60,61,Cincinnati,-3.7,35,85,51,2011,7
61,62,San Jose St,-3.8,11,108,75,2011,7
62,63,Rice,-3.9,13,92,24,2011,7
63,64,Wisconsin,-4.1,12,110,64,2011,7
64,65,VA Tech,-4.1,24,86,68,2011,7
65,66,Mississippi,-4.2,38,78,54,2011,7
66,67,Texas Tech,-4.2,29,119,103,2011,7
67,68,Temple,-4.2,64,119,76,2011,7
68,69,Syracuse,-4.4,48,94,60,2011,7
69,70,Boston Col,-4.5,26,88,82,2011,7
70,71,Fresno St,-4.5,6,88,73,2011,7
71,72,Iowa,-4.8,42,110,90,2011,7
72,73,Wash State,-4.8,35,120,80,2011,7
73,74,Connecticut,-5.0,55,109,89,2011,7
74,75,Navy,-5.0,54,112,65,2011,7
75,76,Kansas,-5.0,53,113,87,2011,7
76,77,N Carolina,-5.1,46,114,52,2011,7
77,78,LA Monroe,-5.4,5,97,63,2011,7
78,79,Kentucky,-5.4,57,109,79,2011,7
79,80,NC State,-5.6,41,105,56,2011,7
80,81,Ball State,-6.3,45,99,77,2011,7
81,82,Troy,-6.5,2,111,70,2011,7
82,83,Central Mich,-6.5,82,117,85,2011,7
83,84,North Texas,-6.6,26,114,49,2011,7
84,85,Duke,-6.6,63,94,81,2011,7
85,86,GA Tech,-6.7,45,115,78,2011,7
86,87,Central FL,-6.8,45,91,71,2011,7
87,88,S Mississippi,-7.0,49,106,105,2011,7
88,89,TX El Paso,-7.1,85,110,92,2011,7
89,90,UNLV,-7.5,11,115,97,2011,7
90,91,Miami (OH),-7.6,7,104,74,2011,7
91,92,Utah State,-7.9,20,103,83,2011,7
92,93,Hawaii,-7.9,56,107,93,2011,7
93,94,UAB,-8.0,2,105,96,2011,7
94,95,Arkansas St,-8.2,23,102,95,2011,7
95,96,Buffalo,-8.2,24,113,88,2011,7
96,97,Houston,-8.2,41,99,98,2011,7
97,98,Army,-8.4,28,101,86,2011,7
98,99,Kent State,-8.5,6,115,102,2011,7
99,100,Virginia,-8.9,70,117,101,2011,7
100,101,Louisville,-9.6,57,116,111,2011,7
101,102,N Illinois,-9.7,44,104,94,2011,7
102,103,Florida Intl,-10.1,53,113,99,2011,7
103,104,Indiana,-10.1,54,117,108,2011,7
104,105,Bowling Grn,-10.2,68,116,107,2011,7
105,106,Purdue,-10.4,53,109,100,2011,7
106,107,Ohio,-11.3,79,116,109,2011,7
107,108,Idaho ,-11.3,67,109,104,2011,7
108,109,LA Lafayette,-11.3,7,116,106,2011,7
109,110,Minnesota,-11.9,17,115,113,2011,7
110,111,Tulane,-12.0,102,119,112,2011,7
111,112,Middle Tenn,-12.2,15,115,91,2011,7
112,113,W Kentucky,-12.5,38,113,110,2011,7
113,114,Akron,-13.1,21,118,115,2011,7
114,115,N Mex State,-14.1,53,119,114,2011,7
115,116,Colorado St,-14.4,70,118,116,2011,7
116,117,Wyoming,-14.9,92,119,117,2011,7
117,118,Memphis,-16.0,20,120,118,2011,7
118,119,E Michigan,-16.3,85,120,120,2011,7
119,120,New Mexico,-17.9,71,120,119,2011,7
