,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Oregon,11.4,1,6,2,2011,13
1,2,LSU,11.2,1,9,1,2011,13
2,3,Missouri,8.5,2,65,3,2011,13
3,4,USC,8.3,3,55,10,2011,13
4,5,Oklahoma,8.0,3,50,6,2011,13
5,6,Oklahoma St,7.9,3,80,5,2011,13
6,7,Texas A&M,7.7,6,98,7,2011,13
7,8,Alabama,7.5,3,70,4,2011,13
8,9,Stanford,7.3,4,74,8,2011,13
9,10,Arizona,6.5,3,90,13,2011,13
10,11,Kansas St,6.0,11,120,17,2011,13
11,12,Texas,5.7,9,75,11,2011,13
12,13,Arizona St,5.5,3,112,12,2011,13
13,14,Baylor,4.9,8,63,29,2011,13
14,15,UCLA,4.2,12,51,15,2011,13
15,16,Arkansas,4.2,8,108,19,2011,13
16,17,Utah,4.0,17,114,25,2011,13
17,18,California,3.9,14,79,38,2011,13
18,19,Florida,3.7,6,103,9,2011,13
19,20,Oregon St,3.6,19,91,27,2011,13
20,21,Washington,3.3,20,97,20,2011,13
21,22,Miss State,3.3,12,106,26,2011,13
22,23,Michigan St,3.3,12,115,21,2011,13
23,24,Notre Dame,3.3,6,36,23,2011,13
24,25,Boise State,3.2,2,38,24,2011,13
25,26,Tennessee,2.9,9,106,22,2011,13
26,27,Georgia,2.7,2,28,16,2011,13
27,28,S Carolina,2.6,9,51,18,2011,13
28,29,Miami (FL),2.5,14,51,35,2011,13
29,30,Michigan,2.5,29,61,32,2011,13
30,31,Ohio State,2.3,15,82,28,2011,13
31,32,Nebraska,2.2,16,105,40,2011,13
32,33,Wisconsin,2.1,12,110,36,2011,13
33,34,Colorado,2.0,21,71,31,2011,13
34,35,Auburn,2.0,7,64,14,2011,13
35,36,Wash State,1.5,35,120,39,2011,13
36,37,Florida St,1.4,9,107,30,2011,13
37,38,Tulsa,1.3,1,51,34,2011,13
38,39,Vanderbilt,1.2,29,118,33,2011,13
39,40,Illinois,1.1,38,82,46,2011,13
40,41,Iowa State,1.1,23,99,52,2011,13
41,42,Penn State,0.9,21,92,44,2011,13
42,43,TX Christian,0.7,6,62,37,2011,13
43,44,Texas Tech,0.6,29,119,51,2011,13
44,45,S Florida,0.6,22,51,41,2011,13
45,46,N Carolina,0.3,46,114,56,2011,13
46,47,Pittsburgh,0.2,30,112,43,2011,13
47,48,Cincinnati,0.1,35,85,49,2011,13
48,49,Wake Forest,-0.2,37,94,42,2011,13
49,50,W Virginia,-0.2,18,101,47,2011,13
50,51,Maryland,-0.3,13,59,48,2011,13
51,52,Clemson,-0.5,24,102,45,2011,13
52,53,Mississippi,-0.5,38,78,50,2011,13
53,54,Boston Col,-1.3,26,88,65,2011,13
54,55,Rutgers,-1.5,54,118,62,2011,13
55,56,VA Tech,-1.6,24,86,57,2011,13
56,57,NC State,-1.7,41,105,69,2011,13
57,58,Kansas,-1.7,53,113,60,2011,13
58,59,Purdue,-1.7,53,109,54,2011,13
59,60,S Methodist,-2.0,5,91,64,2011,13
60,61,Iowa,-2.1,42,110,68,2011,13
61,62,GA Tech,-2.1,45,115,59,2011,13
62,63,Duke,-2.4,63,94,71,2011,13
63,64,Northwestern,-2.4,35,105,55,2011,13
64,65,Syracuse,-2.4,48,94,66,2011,13
65,66,LA Tech,-2.5,39,90,67,2011,13
66,67,BYU,-2.6,13,69,58,2011,13
67,68,Louisville,-2.7,57,116,73,2011,13
68,69,Toledo,-2.7,19,120,61,2011,13
69,70,Virginia,-2.8,70,117,78,2011,13
70,71,San Diego St,-2.9,31,104,79,2011,13
71,72,Navy,-3.1,54,112,63,2011,13
72,73,Marshall,-3.7,10,98,53,2011,13
73,74,Nevada,-3.7,1,76,72,2011,13
74,75,Minnesota,-3.9,17,115,76,2011,13
75,76,Connecticut,-3.9,55,109,74,2011,13
76,77,Kentucky,-4.1,57,109,83,2011,13
77,78,W Michigan,-4.6,15,84,77,2011,13
78,79,Central FL,-5.0,45,91,80,2011,13
79,80,San Jose St,-5.1,11,108,82,2011,13
80,81,Fresno St,-5.2,6,88,84,2011,13
81,82,Army,-5.3,28,101,86,2011,13
82,83,Indiana,-5.3,54,117,85,2011,13
83,84,Air Force,-5.6,33,103,75,2011,13
84,85,E Carolina,-5.8,4,88,87,2011,13
85,86,Rice,-5.9,13,92,70,2011,13
86,87,S Mississippi,-6.0,49,106,81,2011,13
87,88,Ball State,-6.7,45,99,94,2011,13
88,89,Miami (OH),-7.1,7,104,90,2011,13
89,90,Houston,-7.2,41,99,96,2011,13
90,91,Bowling Grn,-7.3,68,116,92,2011,13
91,92,N Illinois,-7.4,44,104,88,2011,13
92,93,Temple,-7.5,64,119,93,2011,13
93,94,Utah State,-7.6,20,103,89,2011,13
94,95,LA Monroe,-7.9,5,97,95,2011,13
95,96,TX El Paso,-8.3,85,110,100,2011,13
96,97,UAB,-8.4,2,105,105,2011,13
97,98,North Texas,-8.6,26,114,91,2011,13
98,99,Idaho ,-9.0,67,109,103,2011,13
99,100,Arkansas St,-9.0,23,102,101,2011,13
100,101,Hawaii,-9.1,56,107,98,2011,13
101,102,Fla Atlantic,-9.4,3,115,102,2011,13
102,103,Buffalo,-9.6,24,113,97,2011,13
103,104,Central Mich,-9.9,82,117,107,2011,13
104,105,N Mex State,-10.0,53,119,108,2011,13
105,106,Wyoming,-10.3,92,119,99,2011,13
106,107,W Kentucky,-10.4,38,113,106,2011,13
107,108,Florida Intl,-10.4,53,113,110,2011,13
108,109,Troy,-11.0,2,111,104,2011,13
109,110,Ohio,-11.3,79,116,112,2011,13
110,111,Middle Tenn,-11.5,15,115,113,2011,13
111,112,Colorado St,-11.5,70,118,115,2011,13
112,113,LA Lafayette,-11.6,7,116,111,2011,13
113,114,UNLV,-11.6,11,115,114,2011,13
114,115,Kent State,-11.7,6,115,109,2011,13
115,116,Tulane,-13.6,102,119,118,2011,13
116,117,E Michigan,-13.8,85,120,117,2011,13
117,118,Akron,-15.0,21,118,116,2011,13
118,119,Memphis,-16.1,20,120,119,2011,13
119,120,New Mexico,-16.4,71,120,120,2011,13
