,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,LSU,13.0,1,9,1,2011,5
1,2,Oregon,10.3,1,6,5,2011,5
2,3,Fla Atlantic,10.2,3,115,6,2011,5
3,4,Tulsa,9.9,1,51,10,2011,5
4,5,Arizona,9.7,3,90,8,2011,5
5,6,Oklahoma,9.1,3,50,3,2011,5
6,7,Notre Dame,7.7,6,36,11,2011,5
7,8,Missouri,7.6,2,65,33,2011,5
8,9,Oklahoma St,6.6,3,80,37,2011,5
9,10,Tennessee,6.0,9,106,22,2011,5
10,11,Georgia,5.9,2,28,7,2011,5
11,12,Nevada,5.3,1,76,28,2011,5
12,13,BYU,5.2,13,69,13,2011,5
13,14,Boise State,4.9,2,38,9,2011,5
14,15,Florida St,4.8,9,107,19,2011,5
15,16,Arizona St,4.5,3,112,17,2011,5
16,17,Rice,4.2,13,92,25,2011,5
17,18,Alabama,3.5,3,70,32,2011,5
18,19,Texas A&M,3.4,6,98,97,2011,5
19,20,Utah,2.7,17,114,21,2011,5
20,21,S Carolina,2.6,9,51,18,2011,5
21,22,Miss State,2.6,12,106,12,2011,5
22,23,Penn State,2.4,21,92,23,2011,5
23,24,Middle Tenn,2.4,15,115,15,2011,5
24,25,Maryland,2.4,13,59,14,2011,5
25,26,Marshall,2.3,10,98,30,2011,5
26,27,USC,2.1,3,55,39,2011,5
27,28,Troy,1.5,2,111,2,2011,5
28,29,Stanford,1.1,4,74,31,2011,5
29,30,Miami (FL),0.5,14,51,16,2011,5
30,31,Arkansas,0.2,8,108,107,2011,5
31,32,TX Christian,0.1,6,62,27,2011,5
32,33,UCLA,0.0,12,51,41,2011,5
33,34,Toledo,-0.2,19,120,35,2011,5
34,35,W Virginia,-0.3,18,101,49,2011,5
35,36,Colorado,-0.9,21,71,58,2011,5
36,37,Auburn,-1.5,7,64,20,2011,5
37,38,Michigan,-1.6,29,61,46,2011,5
38,39,S Florida,-1.7,22,51,38,2011,5
39,40,W Michigan,-1.8,15,84,70,2011,5
40,41,Clemson,-2.0,24,102,62,2011,5
41,42,LA Tech,-2.1,39,90,74,2011,5
42,43,E Carolina,-2.2,4,88,4,2011,5
43,44,Illinois,-2.4,38,82,45,2011,5
44,45,Texas,-2.5,9,75,54,2011,5
45,46,Cincinnati,-2.8,35,85,52,2011,5
46,47,N Carolina,-2.9,46,114,93,2011,5
47,48,Florida,-3.4,6,103,63,2011,5
48,49,Washington,-3.4,20,97,83,2011,5
49,50,San Diego St,-3.5,31,104,73,2011,5
50,51,Fresno St,-3.5,6,88,50,2011,5
51,52,Baylor,-3.9,8,63,40,2011,5
52,53,Pittsburgh,-3.9,30,112,91,2011,5
53,54,Ohio State,-4.0,15,82,42,2011,5
54,55,Central FL,-4.0,45,91,61,2011,5
55,56,Mississippi,-4.1,38,78,77,2011,5
56,57,LA Monroe,-4.1,5,97,57,2011,5
57,58,Vanderbilt,-4.2,29,118,99,2011,5
58,59,Navy,-4.2,54,112,56,2011,5
59,60,Oregon St,-4.2,19,91,48,2011,5
60,61,Army,-4.2,28,101,47,2011,5
61,62,Arkansas St,-4.4,23,102,34,2011,5
62,63,North Texas,-4.5,26,114,26,2011,5
63,64,Miami (OH),-4.5,7,104,24,2011,5
64,65,Temple,-4.5,64,119,96,2011,5
65,66,Michigan St,-4.8,12,115,59,2011,5
66,67,Rutgers,-4.8,54,118,67,2011,5
67,68,California,-5.0,14,79,78,2011,5
68,69,San Jose St,-5.3,11,108,36,2011,5
69,70,Syracuse,-6.0,48,94,60,2011,5
70,71,Iowa State,-6.8,23,99,81,2011,5
71,72,NC State,-6.8,41,105,100,2011,5
72,73,Florida Intl,-7.5,53,113,53,2011,5
73,74,Virginia,-7.6,70,117,88,2011,5
74,75,UAB,-7.7,2,105,95,2011,5
75,76,Duke,-7.7,63,94,64,2011,5
76,77,Kansas St,-7.7,11,120,120,2011,5
77,78,VA Tech,-7.8,24,86,66,2011,5
78,79,Houston,-7.9,41,99,71,2011,5
79,80,GA Tech,-8.1,45,115,101,2011,5
80,81,Air Force,-8.2,33,103,51,2011,5
81,82,N Illinois,-8.3,44,104,44,2011,5
82,83,Connecticut,-8.3,55,109,86,2011,5
83,84,Central Mich,-8.5,82,117,94,2011,5
84,85,Boston Col,-8.6,26,88,55,2011,5
85,86,Iowa,-8.6,42,110,80,2011,5
86,87,LA Lafayette,-8.7,7,116,108,2011,5
87,88,S Methodist,-9.1,5,91,87,2011,5
88,89,S Mississippi,-9.2,49,106,106,2011,5
89,90,Nebraska,-9.2,16,105,105,2011,5
90,91,Buffalo,-9.2,24,113,102,2011,5
91,92,Wake Forest,-9.2,37,94,84,2011,5
