,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,LSU,38.4,1-0,0-0,0-0,1,20,1,2011,6
1,2,Wisconsin,36.4,0-0,0-0,0-0,1,41,2,2011,6
2,3,Boise State,25.7,1-0,0-0,0-0,2,14,3,2011,6
3,4,Arkansas,17.8,1-0,0-0,0-0,4,50,49,2011,6
4,5,S Carolina,10.5,0-0,0-0,0-0,3,21,4,2011,6
5,6,Oregon,9.1,0-1,0-0,0-0,1,13,5,2011,6
6,7,Georgia,7.9,0-1,0-0,0-0,4,34,6,2011,6
7,8,Texas A&M,6.5,0-1,0-0,0-0,8,56,51,2011,6
8,9,Colorado,0.3,0-0,0-0,0-0,7,112,7,2011,6
9,10,Alabama,--,0-0,0-0,0-0,1,51,11,2011,6
10,11,Florida,--,0-0,0-0,0-0,7,48,8,2011,6
11,12,Stanford,--,0-0,0-0,0-0,4,43,10,2011,6
12,13,Clemson,--,0-0,0-0,0-0,2,60,55,2011,6
13,14,Oklahoma,--,0-0,0-0,0-0,1,35,13,2011,6
14,15,Texas,--,0-0,0-0,0-0,9,116,9,2011,6
15,16,Oklahoma St,--,0-0,0-0,0-0,5,44,12,2011,6
16,17,Temple,--,0-0,0-0,0-0,9,74,14,2011,6
17,18,Utah,--,0-0,0-0,0-0,12,111,15,2011,6
18,19,Notre Dame,--,0-0,0-0,0-0,15,58,27,2011,6
19,20,GA Tech,--,0-0,0-0,0-0,5,52,17,2011,6
20,21,TX Christian,--,0-0,0-0,0-0,3,29,21,2011,6
21,22,Missouri,--,0-0,0-0,0-0,11,107,23,2011,6
22,23,Texas Tech,--,0-0,0-0,0-0,14,116,16,2011,6
23,24,Washington,--,0-0,0-0,0-0,20,98,60,2011,6
24,25,Kansas St,--,0-0,0-0,0-0,15,87,22,2011,6
25,26,Toledo,--,0-0,0-0,0-0,9,85,50,2011,6
26,27,Navy,--,0-0,0-0,0-0,10,107,25,2011,6
27,28,Florida St,--,0-0,0-0,0-0,10,47,35,2011,6
28,29,Tennessee,--,0-0,0-0,0-0,23,84,24,2011,6
29,30,N Carolina,--,0-0,0-0,0-0,29,104,30,2011,6
30,31,Auburn,--,0-0,0-0,0-0,12,73,69,2011,6
31,32,Miss State,--,0-0,0-0,0-0,1,114,26,2011,6
32,33,S Methodist,--,0-0,0-0,0-0,7,107,48,2011,6
33,34,BYU,--,0-0,0-0,0-0,11,47,34,2011,6
34,35,VA Tech,--,0-0,0-0,0-0,21,118,31,2011,6
35,36,Arizona St,--,0-0,0-0,0-0,6,110,28,2011,6
36,37,Air Force,--,0-0,0-0,0-0,24,80,56,2011,6
37,38,W Virginia,--,0-0,0-0,0-0,1,81,32,2011,6
38,39,Michigan St,--,0-0,0-0,0-0,8,110,70,2011,6
39,40,Iowa State,--,0-0,0-0,0-0,25,111,33,2011,6
40,41,Tulsa,--,0-0,0-0,0-0,28,100,39,2011,6
41,42,UCLA,--,0-0,0-0,0-0,14,99,38,2011,6
42,43,Penn State,--,0-0,0-0,0-0,19,91,20,2011,6
43,44,Baylor,--,0-0,0-0,0-0,5,70,53,2011,6
