,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Oklahoma,50.8,0-0,0-0,0-0,1,35,1,2011,11
1,2,Wisconsin,40.7,0-0,0-0,0-0,1,41,2,2011,11
2,3,LSU,38.5,1-0,0-0,0-0,1,20,3,2011,11
3,4,Boise State,27.5,1-0,0-0,0-0,2,14,4,2011,11
4,5,Oregon St,19.9,0-0,0-0,0-0,5,108,5,2011,11
5,6,Arkansas,17.8,0-0,1-0,0-0,4,50,6,2011,11
6,7,Oregon,13.7,0-1,0-0,0-0,1,13,7,2011,11
7,8,Georgia,11.7,1-1,0-0,0-0,4,34,8,2011,11
8,9,Florida,9.5,0-1,0-0,0-0,7,48,10,2011,11
9,10,S Carolina,8.9,0-0,0-0,0-0,3,21,9,2011,11
10,11,Texas A&M,7.2,0-1,0-0,0-0,8,56,11,2011,11
11,12,Alabama,--,0-0,0-0,0-0,1,51,12,2011,11
12,13,Oklahoma St,--,0-0,0-0,0-0,5,44,14,2011,11
13,14,Stanford,--,0-0,0-0,0-0,4,43,13,2011,11
14,15,USC,--,0-0,0-0,0-0,11,80,15,2011,11
15,16,Kansas St,--,0-0,0-0,0-0,15,87,19,2011,11
16,17,Utah,--,0-0,0-0,0-0,12,111,23,2011,11
17,18,Notre Dame,--,0-0,0-0,0-0,15,58,17,2011,11
18,19,Arizona St,--,0-0,0-0,0-0,6,110,18,2011,11
19,20,Florida St,--,0-0,0-0,0-0,10,47,27,2011,11
20,21,Temple,--,0-0,0-0,0-0,9,74,16,2011,11
21,22,Missouri,--,0-0,0-0,0-0,11,107,22,2011,11
22,23,Clemson,--,0-0,0-0,0-0,2,60,24,2011,11
23,24,TX Christian,--,0-0,0-0,0-0,3,29,21,2011,11
24,25,Houston,--,0-0,0-0,0-0,10,63,38,2011,11
25,26,S Mississippi,--,0-0,0-0,0-0,14,95,29,2011,11
26,27,VA Tech,--,0-0,0-0,0-0,21,118,25,2011,11
27,28,Toledo,--,0-0,0-0,0-0,9,85,26,2011,11
28,29,Texas Tech,--,0-0,0-0,0-0,14,116,20,2011,11
29,30,Nebraska,--,0-0,0-0,0-0,16,100,31,2011,11
30,31,BYU,--,0-0,0-0,0-0,11,47,30,2011,11
31,32,LA Tech,--,0-0,0-0,0-0,17,79,39,2011,11
32,33,Cincinnati,--,0-0,0-0,0-0,14,94,35,2011,11
33,34,Miss State,--,0-0,0-0,0-0,1,114,32,2011,11
34,35,Penn State,--,0-0,0-0,0-0,19,91,33,2011,11
35,36,Tulsa,--,0-0,0-0,0-0,28,100,34,2011,11
36,37,Air Force,--,0-0,0-0,0-0,24,80,36,2011,11
37,38,Ohio State,--,0-0,0-0,0-0,15,91,37,2011,11
38,39,Michigan,--,0-0,0-0,0-0,17,61,28,2011,11
39,40,GA Tech,--,0-0,0-0,0-0,5,52,44,2011,11
40,41,Virginia,--,0-0,0-0,0-0,33,114,54,2011,11
41,42,Louisville,--,0-0,0-0,0-0,30,113,51,2011,11
42,43,Washington,--,0-0,0-0,0-0,20,98,40,2011,11
43,44,Illinois,--,0-0,0-0,0-0,24,70,42,2011,11
44,45,San Diego St,--,0-0,0-0,0-0,41,109,41,2011,11
45,46,Northwestern,--,0-0,0-0,0-0,8,80,55,2011,11
46,47,Miami (FL),--,0-0,0-0,0-0,17,84,43,2011,11
47,48,Navy,--,0-0,0-0,0-0,10,107,46,2011,11
48,49,Rutgers,--,0-0,0-0,0-0,4,78,49,2011,11
49,50,Iowa State,--,0-0,0-0,0-0,25,111,48,2011,11
50,51,Tennessee,--,0-0,0-0,0-0,23,84,47,2011,11
51,52,Michigan St,--,0-0,0-0,0-0,8,110,45,2011,11
52,53,Fresno St,--,0-0,0-0,0-0,43,96,52,2011,11
53,54,Auburn,--,0-0,0-0,0-0,12,73,53,2011,11
54,55,Vanderbilt,--,0-0,0-0,0-0,37,73,62,2011,11
55,56,UCLA,--,0-0,0-0,0-0,14,99,56,2011,11
56,57,Arizona,--,0-0,0-0,0-0,17,96,57,2011,11
57,58,Maryland,--,0-0,0-0,0-0,32,83,59,2011,11
58,59,S Florida,--,0-0,0-0,0-0,7,70,65,2011,11
59,60,Utah State,--,0-0,0-0,0-0,10,106,64,2011,11
60,61,N Carolina,--,0-0,0-0,0-0,29,104,50,2011,11
61,62,S Methodist,--,0-0,0-0,0-0,7,107,63,2011,11
62,63,W Virginia,--,0-0,0-0,0-0,1,81,60,2011,11
63,64,Nevada,--,0-0,0-0,0-0,23,109,61,2011,11
64,65,Baylor,--,0-0,0-0,0-0,5,70,68,2011,11
65,66,LA Lafayette,--,0-0,0-0,0-0,17,116,69,2011,11
66,67,California,--,0-0,0-0,0-0,23,97,72,2011,11
67,68,Ohio,--,0-0,0-0,0-0,16,109,71,2011,11
68,69,NC State,--,0-0,0-0,0-0,18,88,76,2011,11
69,70,Arkansas St,--,0-0,0-0,0-0,59,113,79,2011,11
70,71,Iowa,--,0-0,0-0,0-0,25,89,75,2011,11
71,72,Connecticut,--,0-0,0-0,0-0,40,76,73,2011,11
72,73,TX El Paso,--,0-0,0-0,0-0,60,107,70,2011,11
73,74,Wake Forest,--,0-0,0-0,0-0,46,116,74,2011,11
74,75,Middle Tenn,--,0-0,0-0,0-0,61,97,66,2011,11
75,76,Boston Col,--,0-0,0-0,0-0,50,106,78,2011,11
76,77,Hawaii,--,0-0,0-0,0-0,36,104,84,2011,11
77,78,Florida Intl,--,0-0,0-0,0-0,7,117,77,2011,11
78,79,Purdue,--,0-0,0-0,0-0,23,89,67,2011,11
79,80,W Michigan,--,0-0,0-0,0-0,47,106,81,2011,11
80,81,Miami (OH),--,0-0,0-0,0-0,15,104,82,2011,11
81,82,Pittsburgh,--,0-0,0-0,0-0,31,118,85,2011,11
82,83,Duke,--,0-0,0-0,0-0,55,93,58,2011,11
83,84,Idaho ,--,0-0,0-0,0-0,71,114,88,2011,11
84,85,LA Monroe,--,0-0,0-0,0-0,62,109,87,2011,11
85,86,San Jose St,--,0-0,0-0,0-0,61,115,86,2011,11
86,87,Mississippi,--,0-0,0-0,0-0,49,101,80,2011,11
87,88,Syracuse,--,0-0,0-0,0-0,8,95,91,2011,11
88,89,Troy,--,0-0,0-0,0-0,70,104,83,2011,11
89,90,Central FL,--,0-0,0-0,0-0,22,90,89,2011,11
90,91,Minnesota,--,0-0,0-0,0-0,9,104,97,2011,11
91,92,Bowling Grn,--,0-0,0-0,0-0,2,109,92,2011,11
92,93,Marshall,--,0-0,0-0,0-0,17,105,93,2011,11
93,94,Rice,--,0-0,0-0,0-0,70,106,95,2011,11
94,95,Wyoming,--,0-0,0-0,0-0,62,115,94,2011,11
95,96,N Mex State,--,0-0,0-0,0-0,27,119,90,2011,11
96,97,E Michigan,--,0-0,0-0,0-0,63,120,96,2011,11
97,98,Kent State,--,0-0,0-0,0-0,72,110,100,2011,11
98,99,Army,--,0-0,0-0,0-0,89,115,105,2011,11
99,100,Tulane,--,0-0,0-0,0-0,16,112,98,2011,11
100,101,North Texas,--,0-0,0-0,0-0,74,118,99,2011,11
101,102,Central Mich,--,0-0,0-0,0-0,77,112,102,2011,11
102,103,Kansas,--,0-0,0-0,0-0,62,109,106,2011,11
103,104,Fla Atlantic,--,0-0,0-0,0-0,83,115,101,2011,11
104,105,UAB,--,0-0,0-0,0-0,59,107,103,2011,11
105,106,Buffalo,--,0-0,0-0,0-0,82,113,104,2011,11
106,107,Memphis,--,0-0,0-0,0-0,84,117,107,2011,11
107,108,Akron,--,0-0,0-0,0-0,87,118,108,2011,11
108,109,UNLV,--,0-0,0-0,0-0,85,117,109,2011,11
109,110,New Mexico,--,0-0,0-0,0-0,81,113,110,2011,11
110,111,Kentucky,-2.8,0-0,0-0,0-0,14,119,112,2011,11
111,112,Colorado,-3.4,0-0,0-0,0-0,7,112,111,2011,11
112,113,E Carolina,-6.6,0-1,0-0,0-0,80,118,113,2011,11
113,114,Ball State,-6.8,0-0,0-0,0-0,94,117,114,2011,11
114,115,Texas,-11.5,0-1,0-0,0-0,9,116,115,2011,11
