,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Stanford,35.4,0-0,0-0,0-0,1,19,1,2017,5
1,2,Alabama,31.3,1-0,0-0,0-0,1,16,2,2017,5
2,3,Michigan,23.7,0-0,1-0,0-0,3,42,3,2017,5
3,4,LSU,20.7,0-0,0-0,0-0,3,25,4,2017,5
4,5,Colorado,16.7,0-0,0-0,0-0,2,43,5,2017,5
5,6,VA Tech,14.9,0-0,1-0,0-0,6,56,6,2017,5
6,7,S Carolina,14.6,0-0,0-0,0-0,4,70,7,2017,5
7,8,Florida St,14.0,0-1,0-0,0-0,3,24,10,2017,5
8,9,Texas A&M,10.7,0-0,1-0,0-0,9,55,43,2017,5
9,10,Louisville,10.0,0-0,1-0,0-0,8,31,8,2017,5
10,11,Tennessee,6.8,0-0,1-0,0-0,10,58,11,2017,5
11,12,W Virginia,5.7,0-1,0-0,0-0,12,125,14,2017,5
12,13,Purdue,5.3,0-1,0-0,0-0,9,95,13,2017,5
13,14,Arkansas,3.5,0-1,0-0,0-0,2,49,9,2017,5
14,15,GA Tech,2.2,0-0,0-1,0-0,11,124,12,2017,5
15,16,Florida,1.5,0-1,0-0,0-0,11,125,15,2017,5
16,17,Clemson,--,0-0,0-0,0-0,1,54,17,2017,5
17,18,Ohio State,--,0-0,0-0,0-0,2,23,18,2017,5
18,19,Central FL,--,0-0,0-0,0-0,7,68,63,2017,5
19,20,TX Christian,--,0-0,0-0,0-0,17,116,23,2017,5
20,21,Oklahoma St,--,0-0,0-0,0-0,5,44,19,2017,5
21,22,Wisconsin,--,0-0,0-0,0-0,6,58,21,2017,5
22,23,Notre Dame,--,0-0,0-0,0-0,19,60,24,2017,5
23,24,Oklahoma,--,0-0,0-0,0-0,4,31,16,2017,5
24,25,Auburn,--,0-0,0-0,0-0,7,48,30,2017,5
25,26,Washington,--,0-0,0-0,0-0,6,55,36,2017,5
26,27,Maryland,--,0-0,0-0,0-0,13,125,25,2017,5
27,28,Minnesota,--,0-0,0-0,0-0,22,112,27,2017,5
28,29,Virginia,--,0-0,0-0,0-0,25,86,73,2017,5
29,30,Arizona,--,0-0,0-0,0-0,22,69,26,2017,5
30,31,Georgia,--,0-0,0-0,0-0,1,41,32,2017,5
31,32,Navy,--,0-0,0-0,0-0,5,116,29,2017,5
32,33,Indiana,--,0-0,0-0,0-0,28,110,37,2017,5
33,34,N Carolina,--,0-0,0-0,0-0,31,99,31,2017,5
34,35,Iowa State,--,0-0,0-0,0-0,21,85,35,2017,5
35,36,Texas,--,0-0,0-0,0-0,5,82,34,2017,5
36,37,Vanderbilt,--,0-0,0-0,0-0,14,81,33,2017,5
37,38,Duke,--,0-0,0-0,0-0,13,69,65,2017,5
38,39,Oregon,--,0-0,0-0,0-0,22,113,22,2017,5
39,40,Wake Forest,--,0-0,0-0,0-0,8,63,28,2017,5
40,41,Texas Tech,--,0-0,0-0,0-0,13,68,66,2017,5
41,42,Penn State,--,0-0,0-0,0-0,9,64,62,2017,5
42,43,USC,--,0-0,0-0,0-0,4,66,64,2017,5
43,44,Miss State,--,0-0,0-0,0-0,19,57,20,2017,5
44,45,San Diego St,--,0-0,0-0,0-0,30,110,41,2017,5
45,46,Kentucky,--,0-0,0-0,0-0,19,71,40,2017,5
46,47,California,--,0-0,0-0,0-0,18,88,42,2017,5
47,48,Houston,--,0-0,0-0,0-0,29,109,39,2017,5
48,49,TX-San Ant,--,0-0,0-0,0-0,44,100,50,2017,5
49,50,Boise State,--,0-0,0-0,0-0,11,53,45,2017,5
50,51,Utah,--,0-0,0-0,0-0,8,113,55,2017,5
51,52,Nebraska,--,0-0,0-0,0-0,40,67,44,2017,5
52,53,Iowa,--,0-0,0-0,0-0,22,58,48,2017,5
53,54,N Illinois,--,0-0,0-0,0-0,46,117,46,2017,5
54,55,Air Force,--,0-0,0-0,0-0,31,95,53,2017,5
55,56,UNLV,--,0-0,0-0,0-0,30,108,38,2017,5
56,57,S Methodist,--,0-0,0-0,0-0,45,130,60,2017,5
57,58,Syracuse,--,0-0,0-0,0-0,14,74,71,2017,5
58,59,S Mississippi,--,0-0,0-0,0-0,56,122,56,2017,5
59,60,E Michigan,--,0-0,0-0,0-0,57,110,57,2017,5
60,61,LA Tech,--,0-0,0-0,0-0,1,85,75,2017,5
61,62,Arizona St,--,0-0,0-0,0-0,32,116,77,2017,5
62,63,Boston Col,--,0-0,0-0,0-0,8,72,58,2017,5
63,64,Baylor,--,0-0,0-0,0-0,39,123,76,2017,5
64,65,Buffalo,--,0-0,0-0,0-0,48,126,61,2017,5
65,66,Wash State,--,0-0,0-0,0-0,16,120,67,2017,5
66,67,Miami (FL),--,0-0,0-0,0-0,17,121,72,2017,5
67,68,Michigan St,--,0-0,0-0,0-0,5,71,68,2017,5
68,69,Memphis,--,0-0,0-0,0-0,35,111,70,2017,5
69,70,Missouri,--,0-0,0-0,0-0,36,106,74,2017,5
70,71,Miami (OH),--,0-0,0-0,0-0,70,111,95,2017,5
71,72,Fla Atlantic,--,0-0,0-0,0-0,41,116,47,2017,5
72,73,Cincinnati,--,0-0,0-0,0-0,72,119,81,2017,5
73,74,UCLA,--,0-0,0-0,0-0,31,112,52,2017,5
74,75,Pittsburgh,--,0-0,0-0,0-0,40,93,49,2017,5
75,76,Kansas St,--,0-0,0-0,0-0,12,78,51,2017,5
76,77,Fresno St,--,0-0,0-0,0-0,25,113,91,2017,5
77,78,S Florida,--,0-0,0-0,0-0,2,78,54,2017,5
78,79,N Mex State,--,0-0,0-0,0-0,46,129,87,2017,5
79,80,W Michigan,--,0-0,0-0,0-0,20,82,79,2017,5
80,81,New Mexico,--,0-0,0-0,0-0,79,114,90,2017,5
81,82,Middle Tenn,--,0-0,0-0,0-0,30,99,86,2017,5
82,83,Tulane,--,0-0,0-0,0-0,37,106,80,2017,5
83,84,Army,--,0-0,0-0,0-0,12,86,85,2017,5
84,85,Toledo,--,0-0,0-0,0-0,9,116,59,2017,5
85,86,Utah State,--,0-0,0-0,0-0,64,127,115,2017,5
86,87,Marshall,--,0-0,0-0,0-0,31,101,98,2017,5
87,88,Troy,--,0-0,0-0,0-0,18,105,89,2017,5
88,89,Idaho ,--,0-0,0-0,0-0,77,124,93,2017,5
89,90,Tulsa,--,0-0,0-0,0-0,69,127,82,2017,5
90,91,LA Monroe,--,0-0,0-0,0-0,78,123,78,2017,5
91,92,Rutgers,--,0-0,0-0,0-0,15,103,69,2017,5
92,93,App State,--,0-0,0-0,0-0,2,108,96,2017,5
93,94,Mississippi,--,0-0,0-0,0-0,45,108,97,2017,5
94,95,Central Mich,--,0-0,0-0,0-0,43,126,94,2017,5
95,96,Ohio,--,0-0,0-0,0-0,7,119,103,2017,5
96,97,Northwestern,--,0-0,0-0,0-0,29,103,99,2017,5
97,98,Ball State,--,0-0,0-0,0-0,82,121,92,2017,5
98,99,Wyoming,--,0-0,0-0,0-0,16,113,100,2017,5
99,100,Arkansas St,--,0-0,0-0,0-0,78,121,84,2017,5
100,101,North Texas,--,0-0,0-0,0-0,46,126,101,2017,5
101,102,Old Dominion,--,0-0,0-0,0-0,86,112,88,2017,5
102,103,Kansas,--,0-0,0-0,0-0,82,118,102,2017,5
103,104,Illinois,--,0-0,0-0,0-0,70,107,104,2017,5
104,105,U Mass,--,0-0,0-0,0-0,90,127,109,2017,5
105,106,Nevada,--,0-0,0-0,0-0,79,108,83,2017,5
106,107,Georgia State,--,0-0,0-0,0-0,88,123,123,2017,5
107,108,Hawaii,--,0-0,0-0,0-0,87,128,108,2017,5
108,109,W Kentucky,--,0-0,0-0,0-0,47,128,107,2017,5
109,110,S Alabama,--,0-0,0-0,0-0,88,123,106,2017,5
110,111,Akron,--,0-0,0-0,0-0,88,124,121,2017,5
111,112,E Carolina,--,0-0,0-0,0-0,79,120,119,2017,5
112,113,UAB,--,0-0,0-0,0-0,67,128,116,2017,5
113,114,Connecticut,--,0-0,0-0,0-0,86,127,114,2017,5
114,115,Coastal Car,--,0-0,0-0,0-0,80,118,110,2017,5
115,116,Temple,--,0-0,0-0,0-0,18,117,105,2017,5
116,117,LA Lafayette,--,0-0,0-0,0-0,91,117,111,2017,5
117,118,Oregon St,--,0-0,0-0,0-0,61,129,113,2017,5
118,119,Bowling Grn,--,0-0,0-0,0-0,77,120,120,2017,5
119,120,Kent State,--,0-0,0-0,0-0,91,125,118,2017,5
120,121,Texas State,--,0-0,0-0,0-0,94,130,117,2017,5
121,122,TX El Paso,--,0-0,0-0,0-0,95,127,112,2017,5
122,123,Charlotte,--,0-0,0-0,0-0,96,128,122,2017,5
123,124,San Jose St,--,0-0,0-0,0-0,88,125,124,2017,5
124,125,NC State,-6.1,0-1,0-0,0-0,14,127,125,2017,5
125,126,Colorado St,-10.7,0-1,0-0,0-0,3,129,126,2017,5
126,127,BYU,-17.9,0-1,0-0,0-0,54,129,127,2017,5
127,128,Florida Intl,-21.3,0-0,0-0,0-0,114,129,128,2017,5
128,129,GA Southern,-33.4,0-0,0-0,0-0,72,129,129,2017,5
129,130,Rice,-37.8,0-1,0-0,0-0,114,130,130,2017,5
