,Rank,Team,2017,Last 3,Last 1,Home,Away,2016,Season,Week
0,1,Utah,4.3,4.3,5.0,5.0,4.0,2.3,2017,5
1,2,S Florida,4.0,4.0,6.0,4.5,3.0,1.8,2017,5
2,3,Memphis,3.5,3.5,3.0,3.5,--,2.3,2017,5
3,4,Texas A&M,3.0,3.0,1.0,5.0,2.0,1.9,2017,5
4,4,Texas Tech,3.0,3.0,5.0,1.0,5.0,0.9,2017,5
5,4,Wyoming,3.0,3.0,2.0,2.5,4.0,1.9,2017,5
6,4,Central FL,3.0,3.0,2.0,4.0,2.0,1.9,2017,5
7,4,Wash State,3.0,3.0,3.0,3.0,--,1.8,2017,5
8,9,USC,2.8,3.3,6.0,1.7,6.0,1.5,2017,5
9,10,Duke,2.7,2.7,1.0,3.5,1.0,1.5,2017,5
10,10,S Methodist,2.7,2.7,2.0,2.5,3.0,2.0,2017,5
11,10,California,2.7,2.7,2.0,2.5,3.0,1.5,2017,5
12,10,Bowling Grn,2.7,2.7,3.0,--,2.7,1.5,2017,5
13,14,Penn State,2.5,3.0,1.0,3.0,1.0,1.5,2017,5
14,14,Purdue,2.5,2.3,2.0,2.0,3.0,1.1,2017,5
15,16,TX Christian,2.3,2.3,4.0,2.0,2.5,1.3,2017,5
16,16,Tulane,2.3,2.3,3.0,3.0,2.0,2.1,2017,5
17,16,Auburn,2.3,2.3,4.0,1.0,3.0,1.3,2017,5
18,16,Oregon,2.3,2.3,1.0,4.0,1.5,1.0,2017,5
19,16,Colorado St,2.3,2.3,0.0,5.0,1.0,1.1,2017,5
20,16,Syracuse,2.3,2.3,1.0,3.0,1.0,1.7,2017,5
21,16,Utah State,2.3,2.3,5.0,--,2.3,0.8,2017,5
22,16,W Michigan,2.3,2.3,3.0,3.0,2.0,2.0,2017,5
23,16,Pittsburgh,2.3,2.3,4.0,2.0,2.5,1.4,2017,5
24,16,E Michigan,2.3,2.3,2.0,2.5,2.0,1.8,2017,5
25,26,Notre Dame,2.3,2.7,3.0,1.5,3.0,1.2,2017,5
26,26,N Mex State,2.3,3.0,5.0,2.5,2.0,1.9,2017,5
27,28,S Carolina,2.0,2.0,1.0,1.5,2.5,2.2,2017,5
28,28,Arizona,2.0,2.0,2.0,2.0,2.0,0.7,2017,5
29,28,Boise State,2.0,1.7,0.0,1.7,3.0,0.7,2017,5
30,28,Minnesota,2.0,2.0,2.0,1.5,3.0,2.0,2017,5
31,28,Kent State,2.0,2.0,4.0,--,2.0,1.9,2017,5
32,28,Miami (OH),2.0,2.0,2.0,2.0,2.0,1.6,2017,5
33,28,Kansas St,2.0,2.0,1.0,3.0,1.0,1.9,2017,5
34,28,Colorado,2.0,2.0,1.0,1.5,3.0,1.9,2017,5
35,28,Washington,2.0,2.0,3.0,1.0,2.5,2.2,2017,5
36,28,Ohio State,2.0,1.7,2.0,1.7,3.0,2.1,2017,5
37,28,Tulsa,2.0,2.0,3.0,2.5,1.5,1.6,2017,5
38,28,Stanford,2.0,2.0,4.0,4.0,1.3,1.5,2017,5
