,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Alabama,36.2,1,20,1,2017,7
1,2,Ohio State,30.0,1,14,3,2017,7
2,3,Georgia,27.7,3,27,8,2017,7
3,4,Clemson,26.4,2,31,2,2017,7
4,5,Washington,26.4,4,52,9,2017,7
5,6,Penn State,25.6,2,42,7,2017,7
6,7,Central FL,25.1,2,76,6,2017,7
7,8,Notre Dame,24.3,4,48,11,2017,7
8,9,Wisconsin,23.4,1,48,10,2017,7
9,10,TX Christian,23.3,3,40,4,2017,7
10,11,Oklahoma St,21.9,1,26,12,2017,7
11,12,Oklahoma,21.8,1,22,5,2017,7
12,13,Auburn,20.4,1,30,13,2017,7
13,14,Miami (FL),17.6,10,87,15,2017,7
14,15,Wash State,17.3,15,60,26,2017,7
15,16,Wake Forest,15.3,8,49,17,2017,7
16,17,USC,15.2,6,45,16,2017,7
17,18,Texas Tech,13.7,17,67,28,2017,7
18,19,Michigan,13.4,12,35,14,2017,7
19,20,San Diego St,12.6,19,90,43,2017,7
20,21,Miss State,12.4,4,73,23,2017,7
21,22,Texas,12.4,14,94,22,2017,7
22,23,VA Tech,12.0,8,56,20,2017,7
23,24,NC State,12.0,19,72,36,2017,7
24,25,Stanford,11.2,1,26,19,2017,7
25,26,Florida St,10.9,3,60,21,2017,7
26,27,Iowa,10.7,8,44,32,2017,7
27,28,Purdue,10.3,18,58,24,2017,7
28,29,Michigan St,9.7,21,60,44,2017,7
29,30,Iowa State,9.2,7,102,55,2017,7
30,31,W Virginia,8.6,27,58,30,2017,7
31,32,Oregon,7.9,15,89,18,2017,7
32,33,Arizona,7.4,28,72,41,2017,7
33,34,GA Tech,7.1,16,64,35,2017,7
34,35,Houston,7.1,23,77,46,2017,7
35,36,Colorado St,6.9,2,97,33,2017,7
36,37,Kansas St,6.8,25,52,37,2017,7
37,38,Louisville,6.7,11,63,27,2017,7
38,39,Fla Atlantic,6.4,22,122,70,2017,7
39,40,S Florida,5.6,3,105,40,2017,7
40,41,Duke,5.3,13,89,25,2017,7
41,42,Minnesota,5.2,22,115,31,2017,7
42,43,Utah,5.0,14,116,49,2017,7
43,44,Texas A&M,4.9,29,70,56,2017,7
44,45,Indiana,4.8,27,112,38,2017,7
45,46,Navy,4.6,8,74,42,2017,7
46,47,S Methodist,4.6,31,119,34,2017,7
47,48,Fresno St,3.6,14,92,39,2017,7
48,49,W Michigan,3.6,47,102,47,2017,7
49,50,Maryland,3.6,12,107,29,2017,7
50,51,Florida,3.5,9,80,45,2017,7
51,52,S Carolina,3.5,17,62,57,2017,7
52,53,UCLA,3.4,11,68,51,2017,7
53,54,Boise State,2.9,19,77,64,2017,7
54,55,Northwestern,2.5,14,82,50,2017,7
55,56,Tulane,2.0,56,111,78,2017,7
56,57,Arizona St,1.6,20,120,58,2017,7
57,58,Air Force,1.6,10,95,60,2017,7
58,59,Utah State,1.3,49,126,71,2017,7
59,60,Nebraska,0.9,38,90,52,2017,7
60,61,Virginia,0.9,46,109,65,2017,7
61,62,App State,0.8,15,104,59,2017,7
62,63,TX-San Ant,-0.2,41,120,48,2017,7
63,64,Memphis,-0.6,12,113,94,2017,7
64,65,N Illinois,-0.7,41,110,66,2017,7
65,66,Army,-0.9,6,94,75,2017,7
66,67,Troy,-1.1,29,92,73,2017,7
67,68,LSU,-1.2,11,69,61,2017,7
68,69,Kentucky,-1.9,44,82,62,2017,7
69,70,Colorado,-2.2,7,82,53,2017,7
70,71,Syracuse,-2.2,14,97,68,2017,7
71,72,Arkansas,-2.3,7,100,54,2017,7
72,73,Pittsburgh,-2.9,29,114,89,2017,7
73,74,New Mexico,-3.1,73,125,76,2017,7
74,75,Akron,-3.1,74,123,98,2017,7
75,76,Toledo,-3.3,9,93,72,2017,7
76,77,Arkansas St,-3.4,42,99,85,2017,7
77,78,Buffalo,-3.5,60,121,79,2017,7
78,79,Marshall,-3.5,45,107,63,2017,7
79,80,North Texas,-3.7,40,126,81,2017,7
80,81,N Carolina,-4.0,49,107,77,2017,7
81,82,California,-4.8,35,82,69,2017,7
82,83,S Mississippi,-4.8,54,112,90,2017,7
83,84,Tennessee,-5.4,21,103,84,2017,7
84,85,Rutgers,-5.5,53,116,87,2017,7
85,86,N Mex State,-6.3,70,118,82,2017,7
86,87,Boston Col,-6.5,8,99,83,2017,7
87,88,E Michigan,-6.5,55,114,92,2017,7
88,89,Vanderbilt,-7.1,23,110,67,2017,7
89,90,Baylor,-7.4,57,124,88,2017,7
90,91,LA Tech,-8.3,61,114,91,2017,7
91,92,Middle Tenn,-8.4,70,111,101,2017,7
92,93,UNLV,-8.7,72,127,80,2017,7
93,94,Mississippi,-9.2,46,97,97,2017,7
94,95,Tulsa,-9.7,61,121,86,2017,7
95,96,Cincinnati,-10.3,81,124,95,2017,7
96,97,Ohio,-10.4,19,127,74,2017,7
97,98,LA Monroe,-10.6,36,114,102,2017,7
98,99,Wyoming,-10.9,39,123,96,2017,7
99,100,Miami (OH),-12.3,82,117,93,2017,7
100,101,Temple,-12.5,48,115,105,2017,7
101,102,Illinois,-14.0,59,110,99,2017,7
102,103,Central Mich,-14.3,35,127,111,2017,7
103,104,W Kentucky,-14.8,88,116,100,2017,7
104,105,BYU,-14.8,53,127,103,2017,7
105,106,Missouri,-15.6,2,117,115,2017,7
106,107,UAB,-16.0,73,129,106,2017,7
107,108,Georgia State,-17.2,85,130,113,2017,7
108,109,S Alabama,-17.6,40,126,107,2017,7
109,110,Idaho ,-17.8,80,126,104,2017,7
110,111,U Mass,-18.6,59,128,110,2017,7
111,112,Oregon St,-18.9,43,129,118,2017,7
112,113,Nevada,-19.2,64,115,112,2017,7
113,114,LA Lafayette,-19.6,8,122,121,2017,7
114,115,Hawaii,-20.4,96,125,109,2017,7
115,116,Bowling Grn,-21.5,81,126,123,2017,7
116,117,Ball State,-22.2,63,130,108,2017,7
117,118,Kent State,-22.2,87,128,120,2017,7
118,119,Florida Intl,-23.3,89,129,119,2017,7
119,120,Old Dominion,-23.7,99,125,114,2017,7
120,121,Kansas,-24.5,98,127,116,2017,7
121,122,GA Southern,-24.9,2,127,122,2017,7
122,123,Rice,-25.7,77,130,124,2017,7
123,124,Connecticut,-25.8,87,126,117,2017,7
124,125,Coastal Car,-26.5,76,129,125,2017,7
125,126,E Carolina,-28.1,70,130,127,2017,7
126,127,TX El Paso,-28.9,73,130,128,2017,7
127,128,Texas State,-29.5,83,129,126,2017,7
128,129,Charlotte,-30.8,109,130,129,2017,7
129,130,San Jose St,-36.8,81,130,130,2017,7
