,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Alabama,31.9,1-0,0-0,0-0,1,16,1,2017,8
1,2,Stanford,31.7,0-0,0-0,0-0,1,19,2,2017,8
2,3,Michigan,21.2,0-0,0-0,0-0,3,42,3,2017,8
3,4,LSU,17.8,0-0,0-0,0-0,3,25,5,2017,8
4,5,S Carolina,17.6,0-0,0-0,0-0,4,70,6,2017,8
5,6,Colorado,17.3,0-0,0-0,0-0,2,43,4,2017,8
6,7,Oklahoma,16.7,1-0,0-0,0-0,4,31,21,2017,8
7,8,VA Tech,15.8,0-0,1-0,0-0,6,56,8,2017,8
8,9,Florida St,15.5,0-1,0-0,0-0,3,24,7,2017,8
9,10,Texas,15.4,0-1,0-0,0-0,5,82,33,2017,8
10,11,Louisville,12.0,0-0,1-0,0-0,8,31,9,2017,8
11,12,Tennessee,9.8,0-0,0-0,0-0,10,58,10,2017,8
12,13,Texas A&M,8.6,0-0,1-0,0-0,9,55,11,2017,8
13,14,Arkansas,4.6,0-0,0-1,0-0,2,49,12,2017,8
14,15,W Virginia,3.9,0-1,0-0,0-0,12,125,13,2017,8
15,16,Purdue,1.1,0-0,0-1,0-0,9,95,14,2017,8
16,17,Ohio State,--,0-0,0-0,0-0,2,23,15,2017,8
17,18,Georgia,--,0-0,0-0,0-0,1,41,18,2017,8
18,19,TX Christian,--,0-0,0-0,0-0,17,116,19,2017,8
19,20,Oklahoma St,--,0-0,0-0,0-0,5,44,23,2017,8
20,21,Miami (FL),--,0-0,0-0,0-0,17,121,20,2017,8
21,22,Notre Dame,--,0-0,0-0,0-0,19,60,22,2017,8
22,23,Iowa State,--,0-0,0-0,0-0,21,85,24,2017,8
23,24,Central FL,--,0-0,0-0,0-0,7,68,25,2017,8
24,25,Wisconsin,--,0-0,0-0,0-0,6,58,26,2017,8
25,26,Penn State,--,0-0,0-0,0-0,9,64,30,2017,8
26,27,Clemson,--,0-0,0-0,0-0,1,54,17,2017,8
27,28,Auburn,--,0-0,0-0,0-0,7,48,28,2017,8
28,29,Washington,--,0-0,0-0,0-0,6,55,29,2017,8
29,30,Virginia,--,0-0,0-0,0-0,25,86,27,2017,8
30,31,Arizona,--,0-0,0-0,0-0,22,69,34,2017,8
31,32,San Diego St,--,0-0,0-0,0-0,30,110,36,2017,8
32,33,Michigan St,--,0-0,0-0,0-0,5,71,31,2017,8
33,34,Boise State,--,0-0,0-0,0-0,11,53,39,2017,8
34,35,Wake Forest,--,0-0,0-0,0-0,8,63,38,2017,8
35,36,Texas Tech,--,0-0,0-0,0-0,13,68,32,2017,8
36,37,Navy,--,0-0,0-0,0-0,5,116,37,2017,8
37,38,USC,--,0-0,0-0,0-0,4,66,40,2017,8
38,39,Kentucky,--,0-0,0-0,0-0,19,71,41,2017,8
39,40,Utah,--,0-0,0-0,0-0,8,113,47,2017,8
40,41,Indiana,--,0-0,0-0,0-0,28,110,44,2017,8
41,42,Minnesota,--,0-0,0-0,0-0,22,112,43,2017,8
42,43,Iowa,--,0-0,0-0,0-0,22,58,46,2017,8
43,44,Maryland,--,0-0,0-0,0-0,13,125,45,2017,8
44,45,Arizona St,--,0-0,0-0,0-0,32,116,48,2017,8
45,46,Memphis,--,0-0,0-0,0-0,35,111,50,2017,8
46,47,Nebraska,--,0-0,0-0,0-0,40,67,42,2017,8
47,48,Northwestern,--,0-0,0-0,0-0,29,103,66,2017,8
48,49,Oregon,--,0-0,0-0,0-0,22,113,35,2017,8
49,50,Boston Col,--,0-0,0-0,0-0,8,72,61,2017,8
50,51,Army,--,0-0,0-0,0-0,12,86,54,2017,8
51,52,UNLV,--,0-0,0-0,0-0,30,108,51,2017,8
52,53,S Florida,--,0-0,0-0,0-0,2,78,58,2017,8
53,54,Syracuse,--,0-0,0-0,0-0,14,74,60,2017,8
54,55,Duke,--,0-0,0-0,0-0,13,69,59,2017,8
55,56,Miss State,--,0-0,0-0,0-0,19,57,57,2017,8
56,57,Fla Atlantic,--,0-0,0-0,0-0,41,116,56,2017,8
57,58,Toledo,--,0-0,0-0,0-0,9,116,71,2017,8
58,59,Troy,--,0-0,0-0,0-0,18,105,64,2017,8
59,60,Pittsburgh,--,0-0,0-0,0-0,40,93,65,2017,8
60,61,N Illinois,--,0-0,0-0,0-0,46,117,53,2017,8
61,62,TX-San Ant,--,0-0,0-0,0-0,44,100,49,2017,8
62,63,Wash State,--,0-0,0-0,0-0,16,120,16,2017,8
63,64,Kansas St,--,0-0,0-0,0-0,12,78,62,2017,8
64,65,S Mississippi,--,0-0,0-0,0-0,56,122,63,2017,8
65,66,E Michigan,--,0-0,0-0,0-0,57,110,69,2017,8
66,67,N Carolina,--,0-0,0-0,0-0,31,99,68,2017,8
67,68,S Methodist,--,0-0,0-0,0-0,45,130,67,2017,8
68,69,Missouri,--,0-0,0-0,0-0,36,106,73,2017,8
69,70,W Michigan,--,0-0,0-0,0-0,20,82,70,2017,8
70,71,Buffalo,--,0-0,0-0,0-0,48,126,72,2017,8
71,72,Marshall,--,0-0,0-0,0-0,31,101,75,2017,8
