,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,Stanford,33.5,0-0,0-0,0-0,1,19,1,2017,6
1,2,Alabama,33.1,1-0,0-0,0-0,1,16,2,2017,6
2,3,Michigan,23.3,0-0,1-0,0-0,3,42,3,2017,6
3,4,Colorado,19.4,0-0,0-0,0-0,2,43,5,2017,6
4,5,LSU,18.8,0-0,0-0,0-0,3,25,4,2017,6
5,6,Florida St,17.8,0-1,0-0,0-0,3,24,8,2017,6
6,7,S Carolina,14.7,0-0,0-0,0-0,4,70,7,2017,6
7,8,VA Tech,14.6,0-0,1-0,0-0,6,56,6,2017,6
8,9,Texas A&M,10.8,0-0,1-0,0-0,9,55,9,2017,6
9,10,Louisville,9.9,0-0,1-0,0-0,8,31,10,2017,6
10,11,Tennessee,9.1,0-0,0-0,0-0,10,58,11,2017,6
11,12,Purdue,4.9,0-1,0-0,0-0,9,95,13,2017,6
12,13,W Virginia,4.7,0-1,0-0,0-0,12,125,12,2017,6
13,14,Arkansas,3.4,0-1,0-0,0-0,2,49,14,2017,6
14,15,Florida,0.5,0-1,0-0,0-0,11,125,16,2017,6
15,16,Ohio State,--,0-0,0-0,0-0,2,23,18,2017,6
16,17,Miami (FL),--,0-0,0-0,0-0,17,121,67,2017,6
17,18,Central FL,--,0-0,0-0,0-0,7,68,19,2017,6
18,19,Clemson,--,0-0,0-0,0-0,1,54,17,2017,6
19,20,Georgia,--,0-0,0-0,0-0,1,41,31,2017,6
20,21,TX Christian,--,0-0,0-0,0-0,17,116,20,2017,6
21,22,Wisconsin,--,0-0,0-0,0-0,6,58,22,2017,6
22,23,Notre Dame,--,0-0,0-0,0-0,19,60,23,2017,6
23,24,Oklahoma,--,0-0,0-0,0-0,4,31,24,2017,6
24,25,Oklahoma St,--,0-0,0-0,0-0,5,44,21,2017,6
25,26,Auburn,--,0-0,0-0,0-0,7,48,25,2017,6
26,27,Virginia,--,0-0,0-0,0-0,25,86,29,2017,6
27,28,Arizona,--,0-0,0-0,0-0,22,69,30,2017,6
28,29,Minnesota,--,0-0,0-0,0-0,22,112,28,2017,6
29,30,Washington,--,0-0,0-0,0-0,6,55,26,2017,6
30,31,Maryland,--,0-0,0-0,0-0,13,125,27,2017,6
31,32,Iowa State,--,0-0,0-0,0-0,21,85,35,2017,6
32,33,Oregon,--,0-0,0-0,0-0,22,113,39,2017,6
33,34,Navy,--,0-0,0-0,0-0,5,116,32,2017,6
34,35,Texas,--,0-0,0-0,0-0,5,82,36,2017,6
35,36,Wake Forest,--,0-0,0-0,0-0,8,63,40,2017,6
36,37,Penn State,--,0-0,0-0,0-0,9,64,42,2017,6
37,38,Duke,--,0-0,0-0,0-0,13,69,38,2017,6
38,39,Texas Tech,--,0-0,0-0,0-0,13,68,41,2017,6
39,40,Nebraska,--,0-0,0-0,0-0,40,67,52,2017,6
40,41,USC,--,0-0,0-0,0-0,4,66,43,2017,6
41,42,San Diego St,--,0-0,0-0,0-0,30,110,45,2017,6
42,43,Boise State,--,0-0,0-0,0-0,11,53,50,2017,6
43,44,Kentucky,--,0-0,0-0,0-0,19,71,46,2017,6
44,45,TX-San Ant,--,0-0,0-0,0-0,44,100,49,2017,6
45,46,Utah,--,0-0,0-0,0-0,8,113,51,2017,6
46,47,Indiana,--,0-0,0-0,0-0,28,110,33,2017,6
47,48,UNLV,--,0-0,0-0,0-0,30,108,56,2017,6
48,49,N Illinois,--,0-0,0-0,0-0,46,117,54,2017,6
49,50,Vanderbilt,--,0-0,0-0,0-0,14,81,37,2017,6
50,51,Arizona St,--,0-0,0-0,0-0,32,116,62,2017,6
51,52,Houston,--,0-0,0-0,0-0,29,109,48,2017,6
52,53,S Florida,--,0-0,0-0,0-0,2,78,78,2017,6
53,54,S Methodist,--,0-0,0-0,0-0,45,130,57,2017,6
54,55,Miss State,--,0-0,0-0,0-0,19,57,44,2017,6
55,56,Iowa,--,0-0,0-0,0-0,22,58,53,2017,6
56,57,Marshall,--,0-0,0-0,0-0,31,101,87,2017,6
57,58,Boston Col,--,0-0,0-0,0-0,8,72,63,2017,6
58,59,Syracuse,--,0-0,0-0,0-0,14,74,58,2017,6
59,60,N Carolina,--,0-0,0-0,0-0,31,99,34,2017,6
60,61,LA Tech,--,0-0,0-0,0-0,1,85,61,2017,6
61,62,California,--,0-0,0-0,0-0,18,88,47,2017,6
62,63,S Mississippi,--,0-0,0-0,0-0,56,122,59,2017,6
63,64,Troy,--,0-0,0-0,0-0,18,105,88,2017,6
64,65,Northwestern,--,0-0,0-0,0-0,29,103,97,2017,6
65,66,Pittsburgh,--,0-0,0-0,0-0,40,93,75,2017,6
66,67,Fresno St,--,0-0,0-0,0-0,25,113,77,2017,6
67,68,E Michigan,--,0-0,0-0,0-0,57,110,60,2017,6
68,69,Wash State,--,0-0,0-0,0-0,16,120,66,2017,6
69,70,Michigan St,--,0-0,0-0,0-0,5,71,68,2017,6
70,71,Missouri,--,0-0,0-0,0-0,36,106,70,2017,6
71,72,Fla Atlantic,--,0-0,0-0,0-0,41,116,72,2017,6
72,73,Cincinnati,--,0-0,0-0,0-0,72,119,73,2017,6
73,74,Buffalo,--,0-0,0-0,0-0,48,126,65,2017,6
74,75,Baylor,--,0-0,0-0,0-0,39,123,64,2017,6
75,76,Kansas St,--,0-0,0-0,0-0,12,78,76,2017,6
76,77,Toledo,--,0-0,0-0,0-0,9,116,85,2017,6
77,78,W Michigan,--,0-0,0-0,0-0,20,82,80,2017,6
78,79,Army,--,0-0,0-0,0-0,12,86,84,2017,6
79,80,New Mexico,--,0-0,0-0,0-0,79,114,81,2017,6
80,81,UCLA,--,0-0,0-0,0-0,31,112,74,2017,6
81,82,N Mex State,--,0-0,0-0,0-0,46,129,79,2017,6
82,83,North Texas,--,0-0,0-0,0-0,46,126,101,2017,6
83,84,Tulane,--,0-0,0-0,0-0,37,106,83,2017,6
84,85,Miami (OH),--,0-0,0-0,0-0,70,111,71,2017,6
85,86,Idaho ,--,0-0,0-0,0-0,77,124,89,2017,6
86,87,Rutgers,--,0-0,0-0,0-0,15,103,92,2017,6
87,88,Tulsa,--,0-0,0-0,0-0,69,127,90,2017,6
88,89,Utah State,--,0-0,0-0,0-0,64,127,86,2017,6
89,90,App State,--,0-0,0-0,0-0,2,108,93,2017,6
90,91,Ohio,--,0-0,0-0,0-0,7,119,96,2017,6
91,92,Air Force,--,0-0,0-0,0-0,31,95,55,2017,6
92,93,LA Monroe,--,0-0,0-0,0-0,78,123,91,2017,6
93,94,Memphis,--,0-0,0-0,0-0,35,111,69,2017,6
94,95,Arkansas St,--,0-0,0-0,0-0,78,121,100,2017,6
95,96,Wyoming,--,0-0,0-0,0-0,16,113,99,2017,6
96,97,Middle Tenn,--,0-0,0-0,0-0,30,99,82,2017,6
97,98,Akron,--,0-0,0-0,0-0,88,124,111,2017,6
98,99,Central Mich,--,0-0,0-0,0-0,43,126,95,2017,6
99,100,Georgia State,--,0-0,0-0,0-0,88,123,107,2017,6
100,101,Kansas,--,0-0,0-0,0-0,82,118,103,2017,6
101,102,Old Dominion,--,0-0,0-0,0-0,86,112,102,2017,6
102,103,Illinois,--,0-0,0-0,0-0,70,107,104,2017,6
103,104,U Mass,--,0-0,0-0,0-0,90,127,105,2017,6
104,105,Nevada,--,0-0,0-0,0-0,79,108,106,2017,6
105,106,Hawaii,--,0-0,0-0,0-0,87,128,108,2017,6
106,107,Connecticut,--,0-0,0-0,0-0,86,127,114,2017,6
107,108,Mississippi,--,0-0,0-0,0-0,45,108,94,2017,6
108,109,E Carolina,--,0-0,0-0,0-0,79,120,112,2017,6
109,110,Temple,--,0-0,0-0,0-0,18,117,116,2017,6
110,111,Coastal Car,--,0-0,0-0,0-0,80,118,115,2017,6
111,112,Oregon St,--,0-0,0-0,0-0,61,129,118,2017,6
112,113,UAB,--,0-0,0-0,0-0,67,128,113,2017,6
113,114,W Kentucky,--,0-0,0-0,0-0,47,128,109,2017,6
114,115,LA Lafayette,--,0-0,0-0,0-0,91,117,117,2017,6
115,116,S Alabama,--,0-0,0-0,0-0,88,123,110,2017,6
116,117,TX El Paso,--,0-0,0-0,0-0,95,127,122,2017,6
117,118,Ball State,--,0-0,0-0,0-0,82,121,98,2017,6
118,119,Kent State,--,0-0,0-0,0-0,91,125,120,2017,6
119,120,Bowling Grn,--,0-0,0-0,0-0,77,120,119,2017,6
120,121,Charlotte,--,0-0,0-0,0-0,96,128,123,2017,6
121,122,Texas State,--,0-0,0-0,0-0,94,130,121,2017,6
122,123,San Jose St,--,0-0,0-0,0-0,88,125,124,2017,6
123,124,GA Tech,-1.4,0-0,0-1,0-0,11,124,15,2017,6
124,125,NC State,-6.4,0-1,0-0,0-0,14,127,125,2017,6
125,126,Colorado St,-10.5,0-1,0-0,0-0,3,129,126,2017,6
126,127,BYU,-21.2,0-1,0-0,0-0,54,129,127,2017,6
127,128,Florida Intl,-21.9,0-0,0-0,0-0,114,129,128,2017,6
128,129,GA Southern,-33.2,0-0,0-0,0-0,72,129,129,2017,6
129,130,Rice,-39.6,0-1,0-0,0-0,114,130,130,2017,6
