,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Florida St,16.5,1,12,1,2017,6
1,2,Oklahoma,12.5,1,69,2,2017,6
2,3,Clemson,11.1,2,68,8,2017,6
3,4,TX Christian,9.4,3,82,3,2017,6
4,5,Ohio State,8.9,2,53,4,2017,6
5,6,Alabama,8.2,1,42,10,2017,6
6,7,Auburn,8.0,1,73,14,2017,6
7,8,USC,7.6,5,46,12,2017,6
8,9,Indiana,7.6,2,58,19,2017,6
9,10,Georgia,7.4,4,51,9,2017,6
10,11,Miss State,7.4,4,91,13,2017,6
11,12,Oklahoma St,6.1,7,86,15,2017,6
12,13,Stanford,5.9,5,101,5,2017,6
13,14,Maryland,5.6,8,73,26,2017,6
14,15,Texas,4.9,4,47,16,2017,6
15,16,Notre Dame,4.7,7,62,17,2017,6
16,17,Arizona St,4.7,7,118,28,2017,6
17,18,Florida,4.2,3,48,7,2017,6
18,19,Iowa,3.3,7,71,29,2017,6
19,20,Texas Tech,3.2,20,128,42,2017,6
20,21,Louisville,3.2,4,55,11,2017,6
21,22,Boston Col,3.1,5,72,6,2017,6
22,23,Purdue,2.8,13,95,22,2017,6
23,24,VA Tech,2.3,22,70,67,2017,6
24,25,Vanderbilt,2.3,24,66,32,2017,6
25,26,Baylor,2.2,26,108,30,2017,6
26,27,Northwestern,2.1,18,76,57,2017,6
27,28,Michigan,1.9,12,35,23,2017,6
28,29,Penn State,1.6,1,90,31,2017,6
29,30,Michigan St,1.6,10,100,51,2017,6
30,31,Miami (FL),1.6,12,130,96,2017,6
31,32,UCLA,1.5,19,53,21,2017,6
32,33,Wake Forest,1.3,10,124,55,2017,6
33,34,N Carolina,1.0,31,54,33,2017,6
34,35,Colorado,0.7,35,82,48,2017,6
35,36,San Diego St,0.6,18,116,18,2017,6
36,37,NC State,0.4,12,71,34,2017,6
37,38,Duke,0.2,34,95,44,2017,6
38,39,Tennessee,-0.3,18,66,50,2017,6
39,40,California,-0.3,25,81,40,2017,6
40,41,Pittsburgh,-0.3,19,100,24,2017,6
41,42,S Carolina,-0.4,18,70,47,2017,6
42,43,Central FL,-0.5,38,129,43,2017,6
43,44,Arkansas,-0.7,25,121,25,2017,6
44,45,Fresno St,-0.8,20,125,20,2017,6
45,46,Colorado St,-0.9,33,93,39,2017,6
46,47,Air Force,-1.1,24,129,27,2017,6
47,48,Boise State,-1.4,22,70,53,2017,6
48,49,Washington,-1.5,6,87,36,2017,6
49,50,App State,-1.7,10,112,46,2017,6
50,51,Houston,-1.7,9,68,37,2017,6
51,52,Tulsa,-1.8,3,74,59,2017,6
52,53,BYU,-1.9,33,130,41,2017,6
53,54,Tulane,-2.1,38,126,45,2017,6
54,55,W Michigan,-2.3,5,92,61,2017,6
55,56,Oregon,-2.8,35,90,63,2017,6
56,57,LSU,-2.8,10,68,35,2017,6
57,58,Iowa State,-2.8,16,118,83,2017,6
58,59,Wash State,-3.0,21,112,112,2017,6
59,60,Rutgers,-3.0,13,104,69,2017,6
60,61,Oregon St,-3.1,21,75,70,2017,6
61,62,N Illinois,-3.2,52,111,89,2017,6
62,63,Texas A&M,-3.2,16,64,54,2017,6
63,64,Nebraska,-3.3,27,66,52,2017,6
64,65,Wisconsin,-3.5,13,99,76,2017,6
65,66,Kentucky,-4.1,38,81,38,2017,6
66,67,Middle Tenn,-4.2,12,111,62,2017,6
67,68,Cincinnati,-4.4,49,129,49,2017,6
68,69,Utah State,-4.6,3,89,58,2017,6
69,70,Navy,-4.8,49,96,78,2017,6
70,71,Arkansas St,-4.8,19,116,74,2017,6
71,72,W Virginia,-4.8,18,73,66,2017,6
72,73,Memphis,-4.8,41,110,98,2017,6
73,74,Troy,-5.0,21,106,103,2017,6
74,75,Syracuse,-5.1,30,125,87,2017,6
