,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Oregon,32.1,1,21,1,2010,5
1,2,Stanford,27.5,1,54,3,2010,5
2,3,Alabama,26.2,2,27,2,2010,5
3,4,Ohio State,24.3,1,46,7,2010,5
4,5,Boise State,22.2,1,57,5,2010,5
5,6,TX Christian,22.0,1,96,6,2010,5
6,7,Florida,20.9,7,34,10,2010,5
7,8,Miami (FL),19.0,3,52,22,2010,5
8,9,LSU,17.8,8,41,8,2010,5
9,10,Arizona,17.1,2,80,9,2010,5
10,11,Nevada,16.4,11,112,12,2010,5
11,12,Utah,15.5,1,70,20,2010,5
12,13,Oklahoma St,15.4,4,62,11,2010,5
13,14,California,15.1,3,99,15,2010,5
14,15,Nebraska,14.3,4,36,4,2010,5
15,16,Iowa,13.2,10,71,25,2010,5
16,17,NC State,12.9,16,50,26,2010,5
17,18,Arkansas,12.8,7,31,13,2010,5
18,19,Auburn,11.0,3,35,24,2010,5
19,20,Missouri,11.0,7,43,37,2010,5
20,21,Florida St,10.9,6,47,27,2010,5
21,22,Oklahoma,10.7,4,68,17,2010,5
22,23,Miss State,9.5,8,59,28,2010,5
23,24,Michigan,9.3,10,90,47,2010,5
24,25,Air Force,9.1,3,54,14,2010,5
25,26,San Diego St,9.1,8,71,40,2010,5
26,27,USC,8.5,4,89,39,2010,5
27,28,S Carolina,8.4,2,31,21,2010,5
28,29,Wisconsin,8.0,2,55,55,2010,5
29,30,Oregon St,7.4,20,58,31,2010,5
30,31,VA Tech,7.2,8,76,46,2010,5
31,32,UCLA,6.8,13,109,68,2010,5
32,33,Georgia,6.7,2,40,19,2010,5
33,34,Clemson,6.1,28,48,34,2010,5
34,35,Texas A&M,5.5,11,46,33,2010,5
35,36,Kentucky,5.4,22,62,23,2010,5
36,37,Arizona St,5.1,15,59,49,2010,5
37,38,W Virginia,4.8,15,62,45,2010,5
38,39,Central Mich,4.5,30,112,30,2010,5
39,40,Maryland,4.2,20,82,36,2010,5
40,41,Penn State,4.1,15,70,35,2010,5
41,42,Northwestern,3.6,42,86,43,2010,5
42,43,Michigan St,3.6,17,68,38,2010,5
43,44,N Carolina,3.4,19,70,44,2010,5
44,45,Texas,3.1,18,79,18,2010,5
45,46,Texas Tech,2.6,25,73,32,2010,5
46,47,Virginia,2.1,47,98,59,2010,5
47,48,Fresno St,2.1,13,93,16,2010,5
48,49,Houston,1.7,22,80,48,2010,5
49,50,Kansas St,1.2,18,86,58,2010,5
50,51,Baylor,1.0,27,93,57,2010,5
51,52,Connecticut,0.9,24,94,67,2010,5
52,53,Central FL,0.9,22,105,54,2010,5
53,54,Idaho ,0.3,6,111,29,2010,5
54,55,S Methodist,0.0,38,88,53,2010,5
55,56,S Florida,-0.5,4,70,42,2010,5
56,57,Cincinnati,-0.8,27,90,65,2010,5
57,58,Temple,-0.8,50,118,62,2010,5
58,59,Vanderbilt,-1.0,48,110,63,2010,5
59,60,GA Tech,-1.2,24,65,41,2010,5
60,61,Rutgers,-1.7,59,108,60,2010,5
61,62,Tennessee,-2.0,14,77,50,2010,5
62,63,Notre Dame,-2.0,16,63,56,2010,5
63,64,Hawaii,-2.3,10,113,90,2010,5
64,65,Illinois,-2.4,22,74,71,2010,5
65,66,Indiana,-2.8,51,120,52,2010,5
66,67,Troy,-4.1,52,108,61,2010,5
67,68,Army,-4.2,63,115,84,2010,5
68,69,E Carolina,-4.6,55,110,74,2010,5
69,70,Pittsburgh,-4.6,9,75,51,2010,5
70,71,Syracuse,-4.7,17,85,76,2010,5
71,72,Washington,-4.7,6,86,64,2010,5
72,73,Toledo,-5.0,72,120,85,2010,5
73,74,Iowa State,-5.3,5,96,80,2010,5
74,75,Florida Intl,-5.5,59,96,66,2010,5
75,76,Colorado,-5.7,33,101,83,2010,5
76,77,S Mississippi,-5.8,34,116,70,2010,5
77,78,Navy,-6.0,29,89,77,2010,5
78,79,Louisville,-6.2,25,95,73,2010,5
79,80,BYU,-6.8,16,89,78,2010,5
80,81,Mississippi,-8.2,44,113,102,2010,5
81,82,Boston Col,-8.3,42,91,75,2010,5
82,83,Tulsa,-8.5,27,88,81,2010,5
83,84,UAB,-9.9,73,115,96,2010,5
84,85,Kent State,-10.2,74,111,86,2010,5
85,86,Kansas,-10.5,75,117,94,2010,5
86,87,Miami (OH),-10.6,57,106,79,2010,5
87,88,N Illinois,-11.5,7,118,103,2010,5
88,89,Arkansas St,-12.0,5,101,93,2010,5
89,90,Ohio,-12.0,61,116,97,2010,5
90,91,TX El Paso,-12.0,86,117,88,2010,5
91,92,Wake Forest,-12.1,10,110,87,2010,5
92,93,Marshall,-12.2,81,119,92,2010,5
93,94,UNLV,-12.3,57,117,107,2010,5
94,95,Fla Atlantic,-12.4,33,116,82,2010,5
