,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,VA Tech,22.0,0-1,0-0,0-0,1,57,1,2010,10
1,2,TX Christian,20.9,1-0,0-0,0-0,1,15,2,2010,10
2,3,Missouri,17.2,0-0,1-0,0-0,3,34,4,2010,10
3,4,Boise State,16.5,1-0,0-0,0-0,1,56,3,2010,10
4,5,Florida,15.1,1-0,0-0,0-0,2,41,39,2010,10
5,6,Arkansas,14.2,0-0,1-0,0-0,2,43,8,2010,10
6,7,Oregon St,14.2,0-1,0-0,0-0,3,27,7,2010,10
7,8,Oklahoma,13.8,0-0,1-0,0-0,3,68,5,2010,10
8,9,LSU,11.0,0-0,1-0,0-0,2,30,6,2010,10
9,10,Georgia,10.7,0-1,0-0,0-0,8,63,42,2010,10
10,11,Texas Tech,10.4,0-0,0-0,0-0,9,65,9,2010,10
11,12,Navy,8.6,0-0,0-1,0-0,8,118,10,2010,10
12,13,Colorado,6.0,0-0,0-0,0-0,4,68,11,2010,10
13,14,Texas A&M,5.5,0-1,0-0,0-0,11,59,15,2010,10
14,15,N Carolina,4.7,0-1,0-0,0-0,7,35,13,2010,10
15,16,Texas,4.7,0-1,0-0,0-0,3,34,14,2010,10
16,17,Illinois,4.5,0-1,0-0,0-0,11,118,12,2010,10
17,18,Maryland,2.0,0-0,1-0,0-0,10,114,16,2010,10
18,19,Kansas St,1.6,0-0,0-0,0-0,9,111,17,2010,10
19,20,Michigan St,0.1,0-0,0-0,0-0,8,113,111,2010,10
20,21,Nebraska,--,0-0,0-0,0-0,7,44,18,2010,10
21,22,Stanford,--,0-0,0-0,0-0,2,55,19,2010,10
22,23,Oregon,--,0-0,0-0,0-0,7,47,22,2010,10
23,24,Alabama,--,0-0,0-0,0-0,1,41,21,2010,10
24,25,Utah,--,0-0,0-0,0-0,9,49,20,2010,10
25,26,Ohio State,--,0-0,0-0,0-0,4,56,34,2010,10
26,27,Arizona,--,0-0,0-0,0-0,1,108,23,2010,10
27,28,Pittsburgh,--,0-0,0-0,0-0,3,45,28,2010,10
28,29,USC,--,0-0,0-0,0-0,1,48,26,2010,10
29,30,Oklahoma St,--,0-0,0-0,0-0,2,60,27,2010,10
30,31,Auburn,--,0-0,0-0,0-0,1,35,30,2010,10
31,32,Miami (FL),--,0-0,0-0,0-0,6,106,24,2010,10
32,33,Florida St,--,0-0,0-0,0-0,19,96,25,2010,10
33,34,Miss State,--,0-0,0-0,0-0,3,78,29,2010,10
34,35,Iowa,--,0-0,0-0,0-0,8,70,31,2010,10
35,36,NC State,--,0-0,0-0,0-0,3,80,32,2010,10
36,37,S Carolina,--,0-0,0-0,0-0,5,119,35,2010,10
37,38,Hawaii,--,0-0,0-0,0-0,36,112,36,2010,10
38,39,Wisconsin,--,0-0,0-0,0-0,9,46,37,2010,10
39,40,Nevada,--,0-0,0-0,0-0,21,111,40,2010,10
40,41,Syracuse,--,0-0,0-0,0-0,10,78,51,2010,10
41,42,Clemson,--,0-0,0-0,0-0,19,98,33,2010,10
42,43,Temple,--,0-0,0-0,0-0,41,114,44,2010,10
43,44,Mississippi,--,0-0,0-0,0-0,40,93,47,2010,10
44,45,Arizona St,--,0-0,0-0,0-0,30,66,45,2010,10
45,46,Central FL,--,0-0,0-0,0-0,13,71,48,2010,10
46,47,Air Force,--,0-0,0-0,0-0,19,51,49,2010,10
47,48,Virginia,--,0-0,0-0,0-0,22,81,46,2010,10
48,49,Louisville,--,0-0,0-0,0-0,26,75,43,2010,10
49,50,Toledo,--,0-0,0-0,0-0,47,116,53,2010,10
50,51,Houston,--,0-0,0-0,0-0,31,95,66,2010,10
51,52,Michigan,--,0-0,0-0,0-0,21,119,41,2010,10
52,53,Penn State,--,0-0,0-0,0-0,15,68,54,2010,10
53,54,W Michigan,--,0-0,0-0,0-0,50,109,50,2010,10
54,55,S Florida,--,0-0,0-0,0-0,21,80,52,2010,10
55,56,Tennessee,--,0-0,0-0,0-0,22,60,55,2010,10
56,57,N Illinois,--,0-0,0-0,0-0,27,119,57,2010,10
57,58,W Virginia,--,0-0,0-0,0-0,13,108,56,2010,10
58,59,Troy,--,0-0,0-0,0-0,5,79,38,2010,10
59,60,Cincinnati,--,0-0,0-0,0-0,16,102,60,2010,10
60,61,Tulsa,--,0-0,0-0,0-0,33,96,63,2010,10
61,62,San Diego St,--,0-0,0-0,0-0,30,100,64,2010,10
62,63,UCLA,--,0-0,0-0,0-0,22,101,61,2010,10
63,64,Kentucky,--,0-0,0-0,0-0,12,103,67,2010,10
64,65,Northwestern,--,0-0,0-0,0-0,17,119,59,2010,10
65,66,Washington,--,0-0,0-0,0-0,5,71,62,2010,10
66,67,GA Tech,--,0-0,0-0,0-0,14,102,58,2010,10
67,68,S Methodist,--,0-0,0-0,0-0,17,87,65,2010,10
68,69,Fresno St,--,0-0,0-0,0-0,22,116,68,2010,10
69,70,Boston Col,--,0-0,0-0,0-0,33,94,69,2010,10
70,71,Central Mich,--,0-0,0-0,0-0,31,106,70,2010,10
71,72,S Mississippi,--,0-0,0-0,0-0,56,118,74,2010,10
72,73,Ohio,--,0-0,0-0,0-0,66,120,76,2010,10
73,74,Florida Intl,--,0-0,0-0,0-0,52,114,73,2010,10
74,75,California,--,0-0,0-0,0-0,30,87,71,2010,10
75,76,E Carolina,--,0-0,0-0,0-0,56,119,75,2010,10
76,77,Duke,--,0-0,0-0,0-0,61,88,84,2010,10
77,78,Indiana,--,0-0,0-0,0-0,47,118,77,2010,10
78,79,Idaho ,--,0-0,0-0,0-0,8,105,72,2010,10
79,80,Minnesota,--,0-0,0-0,0-0,2,83,78,2010,10
80,81,UAB,--,0-0,0-0,0-0,67,114,86,2010,10
81,82,North Texas,--,0-0,0-0,0-0,73,111,96,2010,10
82,83,Tulane,--,0-0,0-0,0-0,63,120,81,2010,10
83,84,W Kentucky,--,0-0,0-0,0-0,71,117,82,2010,10
84,85,Kent State,--,0-0,0-0,0-0,70,110,87,2010,10
85,86,Wyoming,--,0-0,0-0,0-0,78,100,83,2010,10
86,87,Arkansas St,--,0-0,0-0,0-0,70,106,85,2010,10
87,88,Utah State,--,0-0,0-0,0-0,13,97,93,2010,10
88,89,Vanderbilt,--,0-0,0-0,0-0,24,89,79,2010,10
89,90,BYU,--,0-0,0-0,0-0,8,93,88,2010,10
90,91,Miami (OH),--,0-0,0-0,0-0,10,108,92,2010,10
91,92,Connecticut,--,0-0,0-0,0-0,32,104,90,2010,10
92,93,Purdue,--,0-0,0-0,0-0,55,98,80,2010,10
93,94,Bowling Grn,--,0-0,0-0,0-0,77,103,95,2010,10
94,95,Ball State,--,0-0,0-0,0-0,67,115,89,2010,10
95,96,LA Lafayette,--,0-0,0-0,0-0,79,113,98,2010,10
96,97,Middle Tenn,--,0-0,0-0,0-0,64,115,94,2010,10
97,98,TX El Paso,--,0-0,0-0,0-0,82,119,99,2010,10
98,99,Wash State,--,0-0,0-0,0-0,66,115,91,2010,10
99,100,San Jose St,--,0-0,0-0,0-0,80,115,97,2010,10
100,101,Buffalo,--,0-0,0-0,0-0,69,109,101,2010,10
101,102,Marshall,--,0-0,0-0,0-0,82,120,102,2010,10
102,103,Kansas,--,0-0,0-0,0-0,41,117,107,2010,10
103,104,LA Monroe,--,0-0,0-0,0-0,58,111,103,2010,10
104,105,Wake Forest,--,0-0,0-0,0-0,10,107,100,2010,10
105,106,Akron,--,0-0,0-0,0-0,70,108,104,2010,10
106,107,UNLV,--,0-0,0-0,0-0,82,109,105,2010,10
107,108,E Michigan,--,0-0,0-0,0-0,85,119,106,2010,10
108,109,Memphis,--,0-0,0-0,0-0,87,114,108,2010,10
109,110,N Mex State,--,0-0,0-0,0-0,60,118,109,2010,10
110,111,New Mexico,--,0-0,0-0,0-0,90,116,110,2010,10
111,112,Rutgers,-3.4,0-0,0-0,0-0,47,114,112,2010,10
112,113,Iowa State,-5.4,0-0,0-1,0-0,7,118,115,2010,10
113,114,Baylor,-5.5,0-0,0-1,0-0,49,116,114,2010,10
114,115,Fla Atlantic,-6.2,0-0,0-1,0-0,96,118,113,2010,10
115,116,Army,-6.5,0-0,0-0,0-0,71,117,116,2010,10
116,117,Rice,-11.2,0-0,0-1,0-0,100,118,117,2010,10
117,118,LA Tech,-13.7,0-0,0-0,0-0,78,119,118,2010,10
118,119,Notre Dame,-19.0,0-0,0-1,0-0,21,119,119,2010,10
119,120,Colorado St,-24.0,0-0,0-1,0-0,90,120,120,2010,10
