,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,TX Christian,33.9,1,96,4,2010,11
1,2,Boise State,30.8,1,57,2,2010,11
2,3,Oregon,30.6,1,21,1,2010,11
3,4,Ohio State,21.0,1,46,6,2010,11
4,5,Georgia,20.0,2,40,13,2010,11
5,6,Alabama,18.1,2,27,9,2010,11
6,7,Utah,17.5,1,70,3,2010,11
7,8,Oklahoma,17.3,4,68,8,2010,11
8,9,Auburn,17.3,3,35,5,2010,11
9,10,Nebraska,17.1,4,36,17,2010,11
10,11,Stanford,17.0,1,54,15,2010,11
11,12,Hawaii,16.0,10,113,11,2010,11
12,13,VA Tech,15.9,8,76,12,2010,11
13,14,Oklahoma St,15.7,4,62,24,2010,11
14,15,Arkansas,15.5,7,31,23,2010,11
15,16,Iowa,15.2,10,71,10,2010,11
16,17,Pittsburgh,15.1,9,75,18,2010,11
17,18,Missouri,15.0,7,43,7,2010,11
18,19,Florida St,13.0,6,47,14,2010,11
19,20,Wisconsin,12.5,2,55,16,2010,11
20,21,Texas A&M,12.3,11,46,33,2010,11
21,22,Illinois,11.6,22,74,22,2010,11
22,23,Central FL,11.1,22,105,29,2010,11
23,24,USC,11.0,4,89,19,2010,11
24,25,Florida,10.8,7,34,26,2010,11
25,26,Oregon St,10.5,20,58,20,2010,11
26,27,Miss State,9.8,8,59,28,2010,11
27,28,N Illinois,9.3,7,118,32,2010,11
28,29,LSU,9.2,8,41,37,2010,11
29,30,Michigan St,8.7,17,68,25,2010,11
30,31,S Carolina,8.6,2,31,21,2010,11
31,32,Kansas St,8.5,18,86,45,2010,11
32,33,Arizona,8.4,2,80,27,2010,11
33,34,Louisville,8.4,25,95,35,2010,11
34,35,Nevada,8.2,11,112,46,2010,11
35,36,Tulsa,8.2,27,88,43,2010,11
36,37,Clemson,7.8,28,48,41,2010,11
37,38,Arizona St,7.5,15,59,36,2010,11
38,39,Navy,6.9,29,89,58,2010,11
39,40,NC State,6.4,16,50,30,2010,11
40,41,N Carolina,5.5,19,70,38,2010,11
41,42,W Virginia,5.5,15,62,40,2010,11
42,43,Air Force,4.9,3,54,50,2010,11
43,44,Maryland,4.6,20,82,48,2010,11
44,45,California,4.4,3,99,34,2010,11
45,46,Notre Dame,4.3,16,63,47,2010,11
46,47,GA Tech,3.5,24,65,57,2010,11
47,48,Syracuse,3.1,17,85,39,2010,11
48,49,Texas Tech,2.9,25,73,67,2010,11
49,50,Mississippi,2.2,44,113,44,2010,11
50,51,Miami (FL),2.1,3,52,42,2010,11
51,52,Baylor,2.1,27,93,31,2010,11
52,53,Temple,2.1,50,118,55,2010,11
53,54,Kentucky,1.7,22,62,49,2010,11
54,55,Cincinnati,1.7,27,90,51,2010,11
55,56,S Florida,1.2,4,70,56,2010,11
56,57,Boston Col,0.0,42,91,72,2010,11
57,58,W Michigan,-0.5,49,113,71,2010,11
58,59,Tennessee,-0.5,14,77,70,2010,11
59,60,Houston,-0.8,22,80,53,2010,11
60,61,Penn State,-1.1,15,70,61,2010,11
61,62,Ohio,-1.2,61,116,63,2010,11
62,63,Connecticut,-1.7,24,94,62,2010,11
63,64,Texas,-2.0,18,79,65,2010,11
64,65,Arkansas St,-2.1,5,101,75,2010,11
65,66,BYU,-2.2,16,89,85,2010,11
66,67,Michigan,-2.4,10,90,52,2010,11
67,68,S Mississippi,-3.2,34,116,66,2010,11
68,69,Duke,-4.2,62,110,86,2010,11
69,70,LA Tech,-4.3,45,108,64,2010,11
70,71,San Diego St,-4.4,8,71,54,2010,11
71,72,UCLA,-5.3,13,109,60,2010,11
72,73,E Carolina,-5.5,55,110,59,2010,11
73,74,Wash State,-6.2,48,120,82,2010,11
74,75,Troy,-6.8,52,108,77,2010,11
75,76,Rutgers,-6.9,59,108,80,2010,11
76,77,Fresno St,-7.3,13,93,91,2010,11
77,78,Northwestern,-7.6,42,86,78,2010,11
78,79,Toledo,-8.2,72,120,79,2010,11
79,80,Indiana,-8.3,51,120,93,2010,11
80,81,Army,-8.9,63,115,69,2010,11
81,82,Virginia,-8.9,47,98,84,2010,11
82,83,Iowa State,-9.4,5,96,81,2010,11
83,84,Colorado St,-9.4,83,118,89,2010,11
84,85,Washington,-9.8,6,86,74,2010,11
85,86,Kent State,-10.1,74,111,83,2010,11
86,87,S Methodist,-10.3,38,88,76,2010,11
87,88,UAB,-10.4,73,115,73,2010,11
88,89,Florida Intl,-10.6,59,96,90,2010,11
89,90,Colorado,-10.8,33,101,68,2010,11
90,91,TX El Paso,-12.4,86,117,96,2010,11
91,92,Vanderbilt,-13.5,48,110,92,2010,11
92,93,Purdue,-13.5,76,119,98,2010,11
93,94,LA Monroe,-13.9,9,116,104,2010,11
94,95,Utah State,-14.7,1,109,102,2010,11
95,96,Wyoming,-14.7,58,110,87,2010,11
