,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,VA Tech,22.9,0-1,0-0,0-0,1,57,1,2010,12
1,2,Arkansas,17.2,0-0,1-0,0-0,2,43,5,2010,12
2,3,Boise State,16.8,1-0,0-0,0-0,1,56,6,2010,12
3,4,Missouri,16.2,0-0,1-0,0-0,3,34,3,2010,12
4,5,TX Christian,16.1,1-0,0-0,0-0,1,15,2,2010,12
5,6,Florida,14.6,1-0,0-0,0-0,2,41,7,2010,12
6,7,Oregon St,14.3,0-1,0-0,0-0,3,27,4,2010,12
7,8,Navy,11.4,0-0,0-1,0-0,8,118,12,2010,12
8,9,LSU,11.0,0-0,1-0,0-0,2,30,9,2010,12
9,10,Georgia,10.6,0-1,0-0,0-0,8,63,8,2010,12
10,11,Oklahoma,10.0,0-0,1-0,0-0,3,68,10,2010,12
11,12,Texas Tech,8.4,0-0,0-0,0-0,9,65,11,2010,12
12,13,Texas A&M,7.8,0-1,0-0,0-0,11,59,13,2010,12
13,14,N Carolina,7.3,0-1,0-0,0-0,7,35,16,2010,12
14,15,Maryland,5.0,1-0,0-0,0-0,10,114,15,2010,12
15,16,Colorado,4.5,0-0,0-0,0-0,4,68,14,2010,12
16,17,Texas,3.3,0-0,0-1,0-0,3,34,18,2010,12
17,18,Illinois,2.5,0-1,0-0,0-0,11,118,17,2010,12
18,19,Kansas St,1.1,0-0,0-0,0-0,9,111,19,2010,12
19,20,Stanford,--,0-0,0-0,0-0,2,55,20,2010,12
20,21,Nebraska,--,0-0,0-0,0-0,7,44,21,2010,12
21,22,Oregon,--,0-0,0-0,0-0,7,47,22,2010,12
22,23,Alabama,--,0-0,0-0,0-0,1,41,24,2010,12
23,24,Ohio State,--,0-0,0-0,0-0,4,56,25,2010,12
24,25,Oklahoma St,--,0-0,0-0,0-0,2,60,26,2010,12
25,26,USC,--,0-0,0-0,0-0,1,48,27,2010,12
26,27,Miami (FL),--,0-0,0-0,0-0,6,106,31,2010,12
27,28,S Carolina,--,0-0,0-0,0-0,5,119,38,2010,12
28,29,Auburn,--,0-0,0-0,0-0,1,35,30,2010,12
29,30,Florida St,--,0-0,0-0,0-0,19,96,33,2010,12
30,31,Nevada,--,0-0,0-0,0-0,21,111,29,2010,12
31,32,Utah,--,0-0,0-0,0-0,9,49,23,2010,12
32,33,Arizona,--,0-0,0-0,0-0,1,108,34,2010,12
33,34,Pittsburgh,--,0-0,0-0,0-0,3,45,28,2010,12
34,35,Miss State,--,0-0,0-0,0-0,3,78,32,2010,12
35,36,NC State,--,0-0,0-0,0-0,3,80,35,2010,12
36,37,Wisconsin,--,0-0,0-0,0-0,9,46,36,2010,12
37,38,Clemson,--,0-0,0-0,0-0,19,98,45,2010,12
38,39,Syracuse,--,0-0,0-0,0-0,10,78,39,2010,12
39,40,Central FL,--,0-0,0-0,0-0,13,71,40,2010,12
40,41,Hawaii,--,0-0,0-0,0-0,36,112,44,2010,12
41,42,Temple,--,0-0,0-0,0-0,41,114,41,2010,12
42,43,Arizona St,--,0-0,0-0,0-0,30,66,43,2010,12
43,44,Air Force,--,0-0,0-0,0-0,19,51,42,2010,12
44,45,Tennessee,--,0-0,0-0,0-0,22,60,48,2010,12
45,46,Iowa,--,0-0,0-0,0-0,8,70,37,2010,12
46,47,Louisville,--,0-0,0-0,0-0,26,75,47,2010,12
47,48,San Diego St,--,0-0,0-0,0-0,30,100,58,2010,12
48,49,Michigan,--,0-0,0-0,0-0,21,119,49,2010,12
49,50,S Florida,--,0-0,0-0,0-0,21,80,52,2010,12
50,51,W Virginia,--,0-0,0-0,0-0,13,108,53,2010,12
