,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Oregon,33.0,1,21,1,2010,6
1,2,Alabama,28.5,2,27,3,2010,6
2,3,Boise State,25.9,1,57,5,2010,6
3,4,Stanford,24.0,1,54,2,2010,6
4,5,TX Christian,21.3,1,96,6,2010,6
5,6,Ohio State,21.3,1,46,4,2010,6
6,7,Miami (FL),18.1,3,52,8,2010,6
7,8,Arizona,17.6,2,80,10,2010,6
8,9,Florida,17.2,7,34,7,2010,6
9,10,Iowa,16.9,10,71,16,2010,6
10,11,California,16.5,3,99,14,2010,6
11,12,Nebraska,15.4,4,36,15,2010,6
12,13,Nevada,15.3,11,112,11,2010,6
13,14,Utah,15.3,1,70,12,2010,6
14,15,Oklahoma St,14.0,4,62,13,2010,6
15,16,LSU,13.8,8,41,9,2010,6
16,17,Auburn,13.5,3,35,19,2010,6
17,18,Florida St,13.0,6,47,21,2010,6
18,19,Oklahoma,12.5,4,68,22,2010,6
19,20,Arkansas,12.3,7,31,18,2010,6
20,21,Missouri,11.5,7,43,20,2010,6
21,22,NC State,9.4,16,50,17,2010,6
22,23,VA Tech,9.2,8,76,31,2010,6
23,24,Michigan,9.2,10,90,24,2010,6
24,25,San Diego St,8.9,8,71,26,2010,6
25,26,S Carolina,8.8,2,31,28,2010,6
26,27,Baylor,8.3,27,93,51,2010,6
27,28,Air Force,7.8,3,54,25,2010,6
28,29,Oregon St,6.9,20,58,30,2010,6
29,30,Miss State,6.6,8,59,23,2010,6
30,31,USC,6.2,4,89,27,2010,6
31,32,Arizona St,5.9,15,59,37,2010,6
32,33,Wisconsin,5.8,2,55,29,2010,6
33,34,Texas A&M,5.7,11,46,35,2010,6
34,35,Michigan St,5.3,17,68,43,2010,6
35,36,N Carolina,5.1,19,70,44,2010,6
36,37,Clemson,5.1,28,48,34,2010,6
37,38,Georgia,5.0,2,40,33,2010,6
38,39,Connecticut,3.6,24,94,52,2010,6
39,40,UCLA,3.3,13,109,32,2010,6
40,41,W Virginia,2.9,15,62,38,2010,6
41,42,Texas,2.8,18,79,45,2010,6
42,43,Idaho ,2.8,6,111,54,2010,6
43,44,Penn State,2.5,15,70,41,2010,6
44,45,Kentucky,2.2,22,62,36,2010,6
45,46,S Florida,2.1,4,70,56,2010,6
46,47,Notre Dame,2.0,16,63,63,2010,6
47,48,Houston,2.0,22,80,49,2010,6
48,49,Kansas St,1.7,18,86,50,2010,6
49,50,Central FL,1.1,22,105,53,2010,6
50,51,Tennessee,1.0,14,77,62,2010,6
51,52,Northwestern,0.6,42,86,42,2010,6
52,53,Illinois,0.6,22,74,65,2010,6
53,54,Fresno St,0.3,13,93,48,2010,6
54,55,Iowa State,0.2,5,96,74,2010,6
55,56,S Methodist,-0.5,38,88,55,2010,6
56,57,Pittsburgh,-0.6,9,75,70,2010,6
57,58,Washington,-0.8,6,86,72,2010,6
58,59,Maryland,-0.9,20,82,40,2010,6
59,60,GA Tech,-1.1,24,65,60,2010,6
60,61,Temple,-1.1,50,118,58,2010,6
61,62,Cincinnati,-1.1,27,90,57,2010,6
62,63,Hawaii,-1.2,10,113,64,2010,6
63,64,Texas Tech,-1.6,25,73,46,2010,6
64,65,Colorado,-2.2,33,101,76,2010,6
65,66,Tulsa,-2.3,27,88,83,2010,6
66,67,Virginia,-2.5,47,98,47,2010,6
67,68,Central Mich,-3.1,30,112,39,2010,6
68,69,Syracuse,-3.7,17,85,71,2010,6
69,70,S Mississippi,-3.9,34,116,77,2010,6
70,71,Indiana,-4.0,51,120,66,2010,6
71,72,Vanderbilt,-4.1,48,110,59,2010,6
72,73,Troy,-4.4,52,108,67,2010,6
73,74,N Illinois,-4.6,7,118,88,2010,6
74,75,Louisville,-4.9,25,95,79,2010,6
75,76,Navy,-4.9,29,89,78,2010,6
76,77,Mississippi,-4.9,44,113,81,2010,6
77,78,Army,-5.9,63,115,68,2010,6
78,79,E Carolina,-7.3,55,110,69,2010,6
79,80,Rutgers,-7.6,59,108,61,2010,6
80,81,Toledo,-8.2,72,120,73,2010,6
81,82,Utah State,-8.4,1,109,98,2010,6
82,83,BYU,-8.9,16,89,80,2010,6
83,84,UAB,-10.0,73,115,84,2010,6
84,85,Wake Forest,-10.2,10,110,92,2010,6
85,86,Miami (OH),-10.7,57,106,87,2010,6
86,87,Florida Intl,-11.0,59,96,75,2010,6
87,88,Boston Col,-11.2,42,91,82,2010,6
88,89,Minnesota,-11.6,8,99,99,2010,6
89,90,UNLV,-11.9,57,117,94,2010,6
90,91,Ohio,-12.2,61,116,90,2010,6
91,92,Kent State,-12.2,74,111,85,2010,6
92,93,Tulane,-12.5,91,120,108,2010,6
93,94,TX El Paso,-12.7,86,117,91,2010,6
94,95,Wyoming,-13.1,58,110,104,2010,6
95,96,Arkansas St,-13.1,5,101,89,2010,6
96,97,Buffalo,-13.2,74,120,106,2010,6
97,98,Bowling Grn,-13.2,68,114,97,2010,6
98,99,Purdue,-13.2,76,119,100,2010,6
99,100,Middle Tenn,-13.5,85,114,96,2010,6
100,101,Fla Atlantic,-14.9,33,116,95,2010,6
101,102,Ball State,-14.9,100,117,115,2010,6
102,103,Rice,-15.0,68,111,101,2010,6
103,104,Marshall,-15.3,81,119,93,2010,6
104,105,Duke,-16.9,62,110,110,2010,6
105,106,LA Tech,-17.0,45,108,105,2010,6
106,107,Kansas,-17.4,75,117,86,2010,6
