,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,VA Tech,22.3,0-1,0-0,0-0,1,57,1,2010,8
1,2,TX Christian,18.3,1-0,0-0,0-0,1,15,2,2010,8
2,3,Oklahoma,18.3,0-0,1-0,0-0,3,68,3,2010,8
3,4,Boise State,16.2,1-0,0-0,0-0,1,56,4,2010,8
4,5,LSU,16.0,0-0,1-0,0-0,2,30,6,2010,8
5,6,Missouri,15.3,0-0,1-0,0-0,3,34,5,2010,8
6,7,Oregon St,12.7,0-1,0-0,0-0,3,27,8,2010,8
7,8,Arkansas,11.2,0-0,1-0,0-0,2,43,7,2010,8
8,9,Texas Tech,9.8,0-0,0-0,0-0,9,65,9,2010,8
9,10,Colorado,7.8,0-0,0-0,0-0,4,68,12,2010,8
10,11,N Carolina,5.9,0-1,0-0,0-0,7,35,10,2010,8
11,12,Texas,5.4,0-1,0-0,0-0,3,34,13,2010,8
12,13,Illinois,4.4,0-1,0-0,0-0,11,118,15,2010,8
13,14,Texas A&M,3.7,0-1,0-0,0-0,11,59,11,2010,8
14,15,Maryland,1.7,0-0,0-0,0-0,10,114,16,2010,8
15,16,Nebraska,--,0-0,0-0,0-0,7,44,17,2010,8
16,17,Stanford,--,0-0,0-0,0-0,2,55,20,2010,8
17,18,Utah,--,0-0,0-0,0-0,9,49,19,2010,8
18,19,Oregon,--,0-0,0-0,0-0,7,47,21,2010,8
19,20,Alabama,--,0-0,0-0,0-0,1,41,23,2010,8
20,21,Arizona,--,0-0,0-0,0-0,1,108,18,2010,8
21,22,Oklahoma St,--,0-0,0-0,0-0,2,60,32,2010,8
22,23,Miami (FL),--,0-0,0-0,0-0,6,106,22,2010,8
23,24,Florida St,--,0-0,0-0,0-0,19,96,26,2010,8
24,25,USC,--,0-0,0-0,0-0,1,48,27,2010,8
25,26,Pittsburgh,--,0-0,0-0,0-0,3,45,38,2010,8
26,27,Auburn,--,0-0,0-0,0-0,1,35,28,2010,8
27,28,Notre Dame,--,0-0,0-0,0-0,21,119,30,2010,8
28,29,Miss State,--,0-0,0-0,0-0,3,78,33,2010,8
29,30,Clemson,--,0-0,0-0,0-0,19,98,34,2010,8
30,31,Arizona St,--,0-0,0-0,0-0,30,66,31,2010,8
31,32,Iowa,--,0-0,0-0,0-0,8,70,37,2010,8
32,33,NC State,--,0-0,0-0,0-0,3,80,24,2010,8
33,34,Troy,--,0-0,0-0,0-0,5,79,40,2010,8
34,35,Michigan,--,0-0,0-0,0-0,21,119,39,2010,8
35,36,Ohio State,--,0-0,0-0,0-0,4,56,25,2010,8
36,37,S Carolina,--,0-0,0-0,0-0,5,119,36,2010,8
37,38,Florida,--,0-0,0-0,0-0,2,41,35,2010,8
38,39,Nevada,--,0-0,0-0,0-0,21,111,29,2010,8
39,40,Air Force,--,0-0,0-0,0-0,19,51,42,2010,8
40,41,Washington,--,0-0,0-0,0-0,5,71,44,2010,8
41,42,Central FL,--,0-0,0-0,0-0,13,71,54,2010,8
42,43,UCLA,--,0-0,0-0,0-0,22,101,45,2010,8
43,44,Wisconsin,--,0-0,0-0,0-0,9,46,41,2010,8
44,45,Louisville,--,0-0,0-0,0-0,26,75,43,2010,8
45,46,Virginia,--,0-0,0-0,0-0,22,81,49,2010,8
46,47,Mississippi,--,0-0,0-0,0-0,40,93,63,2010,8
47,48,San Diego St,--,0-0,0-0,0-0,30,100,51,2010,8
48,49,GA Tech,--,0-0,0-0,0-0,14,102,48,2010,8
49,50,Hawaii,--,0-0,0-0,0-0,36,112,50,2010,8
50,51,Georgia,--,0-0,0-0,0-0,8,63,56,2010,8
51,52,W Virginia,--,0-0,0-0,0-0,13,108,47,2010,8
52,53,Tennessee,--,0-0,0-0,0-0,22,60,58,2010,8
53,54,Toledo,--,0-0,0-0,0-0,47,116,59,2010,8
54,55,Northwestern,--,0-0,0-0,0-0,17,119,55,2010,8
55,56,Purdue,--,0-0,0-0,0-0,55,98,62,2010,8
56,57,Central Mich,--,0-0,0-0,0-0,31,106,60,2010,8
57,58,N Illinois,--,0-0,0-0,0-0,27,119,57,2010,8
58,59,Cincinnati,--,0-0,0-0,0-0,16,102,79,2010,8
59,60,Tulsa,--,0-0,0-0,0-0,33,96,68,2010,8
60,61,Syracuse,--,0-0,0-0,0-0,10,78,64,2010,8
61,62,Fresno St,--,0-0,0-0,0-0,22,116,70,2010,8
62,63,S Methodist,--,0-0,0-0,0-0,17,87,66,2010,8
63,64,Penn State,--,0-0,0-0,0-0,15,68,67,2010,8
64,65,Indiana,--,0-0,0-0,0-0,47,118,65,2010,8
65,66,Boston Col,--,0-0,0-0,0-0,33,94,94,2010,8
66,67,Kentucky,--,0-0,0-0,0-0,12,103,69,2010,8
67,68,W Michigan,--,0-0,0-0,0-0,50,109,52,2010,8
68,69,Temple,--,0-0,0-0,0-0,41,114,73,2010,8
69,70,Idaho ,--,0-0,0-0,0-0,8,105,61,2010,8
70,71,S Florida,--,0-0,0-0,0-0,21,80,75,2010,8
71,72,California,--,0-0,0-0,0-0,30,87,46,2010,8
72,73,E Carolina,--,0-0,0-0,0-0,56,119,78,2010,8
73,74,S Mississippi,--,0-0,0-0,0-0,56,118,80,2010,8
74,75,Florida Intl,--,0-0,0-0,0-0,52,114,83,2010,8
75,76,Duke,--,0-0,0-0,0-0,61,88,76,2010,8
76,77,Minnesota,--,0-0,0-0,0-0,2,83,74,2010,8
77,78,Vanderbilt,--,0-0,0-0,0-0,24,89,53,2010,8
78,79,Arkansas St,--,0-0,0-0,0-0,70,106,86,2010,8
79,80,Connecticut,--,0-0,0-0,0-0,32,104,81,2010,8
80,81,BYU,--,0-0,0-0,0-0,8,93,88,2010,8
81,82,Ball State,--,0-0,0-0,0-0,67,115,82,2010,8
82,83,Wyoming,--,0-0,0-0,0-0,78,100,87,2010,8
83,84,Ohio,--,0-0,0-0,0-0,66,120,84,2010,8
84,85,Utah State,--,0-0,0-0,0-0,13,97,90,2010,8
85,86,Miami (OH),--,0-0,0-0,0-0,10,108,102,2010,8
86,87,Tulane,--,0-0,0-0,0-0,63,120,77,2010,8
87,88,Middle Tenn,--,0-0,0-0,0-0,64,115,85,2010,8
88,89,Houston,--,0-0,0-0,0-0,31,95,89,2010,8
89,90,North Texas,--,0-0,0-0,0-0,73,111,93,2010,8
90,91,UAB,--,0-0,0-0,0-0,67,114,92,2010,8
91,92,Bowling Grn,--,0-0,0-0,0-0,77,103,103,2010,8
92,93,Kent State,--,0-0,0-0,0-0,70,110,98,2010,8
93,94,San Jose St,--,0-0,0-0,0-0,80,115,95,2010,8
94,95,W Kentucky,--,0-0,0-0,0-0,71,117,97,2010,8
95,96,LA Lafayette,--,0-0,0-0,0-0,79,113,106,2010,8
96,97,Wake Forest,--,0-0,0-0,0-0,10,107,100,2010,8
97,98,Wash State,--,0-0,0-0,0-0,66,115,101,2010,8
98,99,Buffalo,--,0-0,0-0,0-0,69,109,91,2010,8
99,100,TX El Paso,--,0-0,0-0,0-0,82,119,96,2010,8
100,101,LA Monroe,--,0-0,0-0,0-0,58,111,107,2010,8
101,102,Marshall,--,0-0,0-0,0-0,82,120,104,2010,8
102,103,Akron,--,0-0,0-0,0-0,70,108,105,2010,8
103,104,UNLV,--,0-0,0-0,0-0,82,109,99,2010,8
104,105,E Michigan,--,0-0,0-0,0-0,85,119,110,2010,8
105,106,Kansas,--,0-0,0-0,0-0,41,117,108,2010,8
106,107,Memphis,--,0-0,0-0,0-0,87,114,109,2010,8
107,108,N Mex State,--,0-0,0-0,0-0,60,118,111,2010,8
108,109,New Mexico,--,0-0,0-0,0-0,90,116,112,2010,8
109,110,Michigan St,-0.4,0-0,0-0,0-0,8,113,113,2010,8
110,111,Kansas St,-0.7,0-0,0-0,0-0,9,111,14,2010,8
111,112,Rutgers,-3.7,0-0,0-0,0-0,47,114,72,2010,8
112,113,Fla Atlantic,-4.3,0-0,0-0,0-0,96,118,116,2010,8
113,114,Baylor,-4.4,0-1,0-0,0-0,49,116,114,2010,8
114,115,Iowa State,-5.0,0-0,0-0,0-0,7,118,118,2010,8
115,116,Army,-5.3,0-0,0-0,0-0,71,117,71,2010,8
116,117,Navy,-5.9,0-0,0-1,0-0,8,118,115,2010,8
117,118,Rice,-6.7,0-0,0-1,0-0,100,118,117,2010,8
118,119,LA Tech,-14.0,0-0,0-0,0-0,78,119,119,2010,8
119,120,Colorado St,-23.0,0-1,0-0,0-0,90,120,120,2010,8
