,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Miami (FL),9.2,1,110,2,2010,6
1,2,Oregon St,9.1,1,18,1,2010,6
2,3,Stanford,8.6,1,99,27,2010,6
3,4,Florida,7.8,2,73,30,2010,6
4,5,Alabama,7.8,1,78,9,2010,6
5,6,Oregon,6.4,2,60,21,2010,6
6,7,California,5.9,7,98,7,2010,6
7,8,Arkansas,5.2,1,96,8,2010,6
8,9,Tennessee,4.3,4,87,23,2010,6
9,10,Georgia,4.3,5,82,6,2010,6
10,11,Oklahoma,4.1,5,61,18,2010,6
11,12,VA Tech,4.1,2,35,14,2010,6
12,13,BYU,3.7,5,64,5,2010,6
13,14,Washington,3.6,2,50,22,2010,6
14,15,Boise State,3.5,1,30,11,2010,6
15,16,Vanderbilt,3.1,16,76,17,2010,6
16,17,UCLA,2.9,3,56,3,2010,6
17,18,Arizona St,2.6,9,119,31,2010,6
18,19,Notre Dame,2.5,16,56,16,2010,6
19,20,Cincinnati,2.2,14,50,15,2010,6
20,21,Arizona,2.1,14,102,25,2010,6
21,22,LSU,2.0,5,30,12,2010,6
22,23,Penn State,1.6,20,95,40,2010,6
23,24,Clemson,1.6,19,114,43,2010,6
24,25,N Carolina,1.4,1,37,4,2010,6
25,26,S Carolina,1.3,3,81,26,2010,6
26,27,Texas,1.0,3,97,37,2010,6
27,28,NC State,0.9,23,113,33,2010,6
28,29,Florida Intl,0.9,15,114,19,2010,6
29,30,Miss State,0.8,6,83,10,2010,6
30,31,Iowa,0.8,28,101,41,2010,6
31,32,Auburn,0.6,1,70,13,2010,6
32,33,W Kentucky,0.6,3,117,28,2010,6
33,34,Ohio State,0.4,5,98,29,2010,6
34,35,Florida St,0.4,10,90,34,2010,6
35,36,TX Christian,0.3,4,46,24,2010,6
36,37,Pittsburgh,-0.4,19,42,20,2010,6
37,38,Illinois,-0.8,21,97,84,2010,6
38,39,Colorado St,-1.2,36,104,54,2010,6
39,40,Kentucky,-1.4,19,92,36,2010,6
40,41,Colorado,-1.5,20,77,57,2010,6
41,42,W Virginia,-2.0,13,88,32,2010,6
42,43,E Carolina,-2.1,36,86,69,2010,6
43,44,Air Force,-2.1,14,96,39,2010,6
44,45,GA Tech,-2.3,14,91,35,2010,6
45,46,Iowa State,-2.3,32,84,72,2010,6
46,47,Nevada,-2.8,42,117,42,2010,6
47,48,Texas Tech,-2.9,12,75,50,2010,6
48,49,UNLV,-3.0,10,94,68,2010,6
49,50,Marshall,-3.2,1,97,47,2010,6
50,51,Michigan,-3.3,15,68,67,2010,6
51,52,Temple,-3.8,45,111,46,2010,6
52,53,Connecticut,-3.8,20,69,51,2010,6
53,54,Wake Forest,-3.9,53,111,70,2010,6
54,55,Wyoming,-4.0,45,105,55,2010,6
55,56,Wisconsin,-4.3,22,102,99,2010,6
56,57,S Methodist,-4.3,12,87,44,2010,6
57,58,Rice,-4.4,5,116,53,2010,6
58,59,N Mex State,-4.5,54,119,56,2010,6
59,60,Nebraska,-4.6,9,91,76,2010,6
60,61,Central FL,-4.7,61,115,61,2010,6
61,62,Utah State,-4.7,9,97,71,2010,6
62,63,USC,-4.7,6,66,65,2010,6
63,64,Louisville,-4.8,33,77,48,2010,6
64,65,UAB,-4.9,51,99,60,2010,6
65,66,Fresno St,-4.9,28,96,45,2010,6
66,67,Baylor,-5.0,46,114,77,2010,6
67,68,Virginia,-5.1,43,109,78,2010,6
68,69,Navy,-5.2,34,97,95,2010,6
69,70,Texas A&M,-5.6,16,118,118,2010,6
70,71,Oklahoma St,-5.7,28,107,107,2010,6
71,72,Fla Atlantic,-5.7,37,108,87,2010,6
72,73,Kansas St,-5.7,42,105,75,2010,6
73,74,Bowling Grn,-5.8,24,101,49,2010,6
74,75,Memphis,-5.9,13,113,59,2010,6
75,76,S Florida,-5.9,16,97,58,2010,6
76,77,Troy,-6.3,34,109,73,2010,6
77,78,Toledo,-6.6,28,109,52,2010,6
78,79,Missouri,-6.6,12,88,85,2010,6
79,80,Buffalo,-6.6,73,120,90,2010,6
80,81,Hawaii,-6.6,29,86,62,2010,6
81,82,New Mexico,-6.8,6,115,38,2010,6
82,83,Michigan St,-7.0,41,109,108,2010,6
83,84,Boston Col,-7.3,32,117,92,2010,6
84,85,Minnesota,-7.3,40,101,98,2010,6
85,86,San Diego St,-7.4,61,119,88,2010,6
86,87,LA Tech,-7.5,70,102,100,2010,6
87,88,N Illinois,-7.6,34,102,89,2010,6
88,89,Tulsa,-7.6,33,91,79,2010,6
89,90,Duke,-7.7,63,108,103,2010,6
90,91,Northwestern,-7.8,41,104,74,2010,6
91,92,Wash State,-7.9,15,110,105,2010,6
92,93,Mississippi,-7.9,38,115,104,2010,6
93,94,E Michigan,-8.1,64,119,64,2010,6
94,95,Maryland,-8.3,39,98,63,2010,6
95,96,Arkansas St,-8.3,10,108,91,2010,6
96,97,Idaho ,-8.4,56,120,101,2010,6
97,98,Kent State,-8.4,68,119,82,2010,6
98,99,Central Mich,-8.6,55,114,66,2010,6
99,100,Houston,-8.7,30,112,93,2010,6
100,101,Tulane,-8.8,93,120,112,2010,6
101,102,Kansas,-9.1,39,110,102,2010,6
102,103,S Mississippi,-9.3,6,112,80,2010,6
103,104,Miami (OH),-9.8,1,111,94,2010,6
104,105,Utah,-9.9,28,108,106,2010,6
105,106,LA Monroe,-10.2,5,114,109,2010,6
106,107,Ball State,-10.3,84,120,116,2010,6
107,108,LA Lafayette,-10.5,4,110,97,2010,6
108,109,Rutgers,-10.8,47,112,81,2010,6
109,110,North Texas,-11.1,13,115,83,2010,6
110,111,Army,-11.7,76,115,114,2010,6
111,112,Ohio,-12.0,76,118,96,2010,6
112,113,Purdue,-12.1,26,114,113,2010,6
113,114,W Michigan,-12.2,21,114,111,2010,6
114,115,Akron,-12.7,44,117,110,2010,6
115,116,San Jose St,-13.8,2,118,86,2010,6
116,117,Indiana,-13.9,81,120,120,2010,6
117,118,Syracuse,-14.0,48,118,115,2010,6
118,119,Middle Tenn,-17.6,49,120,117,2010,6
119,120,TX El Paso,-19.8,70,120,119,2010,6
