,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,VA Tech,22.5,0-1,0-0,0-0,1,57,1,2010,9
1,2,TX Christian,18.5,1-0,0-0,0-0,1,15,2,2010,9
2,3,Boise State,16.8,1-0,0-0,0-0,1,56,4,2010,9
3,4,Missouri,16.6,0-0,1-0,0-0,3,34,6,2010,9
4,5,Oklahoma,15.3,0-0,1-0,0-0,3,68,3,2010,9
5,6,LSU,14.1,0-0,1-0,0-0,2,30,5,2010,9
6,7,Oregon St,13.2,0-1,0-0,0-0,3,27,7,2010,9
7,8,Arkansas,13.1,0-0,1-0,0-0,2,43,8,2010,9
8,9,Texas Tech,9.2,0-0,0-0,0-0,9,65,9,2010,9
9,10,Navy,7.3,0-0,0-1,0-0,8,118,117,2010,9
10,11,Colorado,5.8,0-0,0-0,0-0,4,68,10,2010,9
11,12,Illinois,5.1,0-1,0-0,0-0,11,118,13,2010,9
12,13,N Carolina,5.1,0-1,0-0,0-0,7,35,11,2010,9
13,14,Texas,4.2,0-1,0-0,0-0,3,34,12,2010,9
14,15,Texas A&M,3.8,0-1,0-0,0-0,11,59,14,2010,9
15,16,Maryland,3.7,1-0,0-0,0-0,10,114,15,2010,9
16,17,Kansas St,2.0,0-0,0-0,0-0,9,111,111,2010,9
17,18,Nebraska,--,0-0,0-0,0-0,7,44,16,2010,9
18,19,Stanford,--,0-0,0-0,0-0,2,55,17,2010,9
19,20,Utah,--,0-0,0-0,0-0,9,49,18,2010,9
20,21,Alabama,--,0-0,0-0,0-0,1,41,20,2010,9
21,22,Oregon,--,0-0,0-0,0-0,7,47,19,2010,9
22,23,Arizona,--,0-0,0-0,0-0,1,108,21,2010,9
23,24,Miami (FL),--,0-0,0-0,0-0,6,106,23,2010,9
24,25,Florida St,--,0-0,0-0,0-0,19,96,24,2010,9
25,26,USC,--,0-0,0-0,0-0,1,48,25,2010,9
26,27,Oklahoma St,--,0-0,0-0,0-0,2,60,22,2010,9
27,28,Pittsburgh,--,0-0,0-0,0-0,3,45,26,2010,9
28,29,Miss State,--,0-0,0-0,0-0,3,78,29,2010,9
29,30,Auburn,--,0-0,0-0,0-0,1,35,27,2010,9
30,31,Iowa,--,0-0,0-0,0-0,8,70,32,2010,9
31,32,NC State,--,0-0,0-0,0-0,3,80,33,2010,9
32,33,Clemson,--,0-0,0-0,0-0,19,98,30,2010,9
