,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,VA Tech,17.7,0-1,0-0,0-0,1,57,1,2010,5
1,2,TX Christian,17.4,1-0,0-0,0-0,1,15,2,2010,5
2,3,Boise State,12.9,1-0,0-0,0-0,1,56,5,2010,5
3,4,Oregon St,11.4,0-1,0-0,0-0,3,27,3,2010,5
4,5,LSU,11.3,1-0,0-0,0-0,2,30,4,2010,5
5,6,Missouri,9.9,0-0,0-0,0-0,3,34,6,2010,5
6,7,N Carolina,8.3,0-1,0-0,0-0,7,35,7,2010,5
7,8,Colorado,3.0,0-0,0-0,0-0,4,68,11,2010,5
8,9,Texas,2.2,0-0,0-0,0-0,3,34,9,2010,5
9,10,Michigan St,2.2,0-0,0-0,0-0,8,113,8,2010,5
10,11,Kansas St,1.7,0-0,0-0,0-0,9,111,10,2010,5
11,12,Maryland,0.8,0-0,0-0,0-0,10,114,12,2010,5
12,13,Nebraska,--,0-0,0-0,0-0,7,44,15,2010,5
13,14,Stanford,--,0-0,0-0,0-0,2,55,16,2010,5
14,15,Arizona,--,0-0,0-0,0-0,1,108,17,2010,5
15,16,Alabama,--,0-0,0-0,0-0,1,41,14,2010,5
16,17,Oregon,--,0-0,0-0,0-0,7,47,13,2010,5
17,18,Miami (FL),--,0-0,0-0,0-0,6,106,26,2010,5
18,19,Florida,--,0-0,0-0,0-0,2,41,18,2010,5
19,20,Utah,--,0-0,0-0,0-0,9,49,19,2010,5
20,21,Nevada,--,0-0,0-0,0-0,21,111,56,2010,5
21,22,NC State,--,0-0,0-0,0-0,3,80,29,2010,5
22,23,UCLA,--,0-0,0-0,0-0,22,101,74,2010,5
23,24,Arkansas,--,0-0,0-0,0-0,2,43,20,2010,5
24,25,Vanderbilt,--,0-0,0-0,0-0,24,89,27,2010,5
25,26,Auburn,--,0-0,0-0,0-0,1,35,24,2010,5
26,27,Wisconsin,--,0-0,0-0,0-0,9,46,30,2010,5
27,28,Pittsburgh,--,0-0,0-0,0-0,3,45,33,2010,5
28,29,USC,--,0-0,0-0,0-0,1,48,36,2010,5
29,30,Arizona St,--,0-0,0-0,0-0,30,66,38,2010,5
30,31,Clemson,--,0-0,0-0,0-0,19,98,28,2010,5
31,32,Texas Tech,--,0-0,0-0,0-0,9,65,23,2010,5
32,33,Virginia,--,0-0,0-0,0-0,22,81,35,2010,5
33,34,Oklahoma,--,0-0,0-0,0-0,3,68,57,2010,5
34,35,Iowa,--,0-0,0-0,0-0,8,70,34,2010,5
35,36,Michigan,--,0-0,0-0,0-0,21,119,32,2010,5
36,37,Central Mich,--,0-0,0-0,0-0,31,106,31,2010,5
37,38,S Carolina,--,0-0,0-0,0-0,5,119,58,2010,5
38,39,GA Tech,--,0-0,0-0,0-0,14,102,39,2010,5
39,40,Air Force,--,0-0,0-0,0-0,19,51,21,2010,5
40,41,Louisville,--,0-0,0-0,0-0,26,75,43,2010,5
41,42,San Diego St,--,0-0,0-0,0-0,30,100,46,2010,5
42,43,Northwestern,--,0-0,0-0,0-0,17,119,41,2010,5
