,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Oregon St,12.0,1,18,2,2010,7
1,2,Miami (FL),8.0,1,110,1,2010,7
2,3,Alabama,7.9,1,78,5,2010,7
3,4,Stanford,6.7,1,99,3,2010,7
4,5,Florida,6.5,2,73,4,2010,7
5,6,LSU,6.4,5,30,22,2010,7
6,7,S Carolina,6.3,3,81,26,2010,7
7,8,Oklahoma,5.4,5,61,11,2010,7
8,9,Arkansas,5.3,1,96,8,2010,7
9,10,Georgia,4.7,5,82,10,2010,7
10,11,Florida St,4.3,10,90,35,2010,7
11,12,California,4.3,7,98,7,2010,7
12,13,Washington,4.0,2,50,14,2010,7
13,14,Oregon,3.8,2,60,6,2010,7
14,15,Tennessee,3.6,4,87,9,2010,7
15,16,VA Tech,3.5,2,35,12,2010,7
16,17,Arizona St,3.5,9,119,18,2010,7
17,18,Boise State,3.5,1,30,15,2010,7
18,19,Auburn,3.3,1,70,32,2010,7
19,20,Miss State,3.0,6,83,30,2010,7
20,21,Arizona,2.9,14,102,21,2010,7
21,22,UCLA,2.7,3,56,17,2010,7
22,23,N Carolina,2.4,1,37,25,2010,7
23,24,Colorado,2.4,20,77,41,2010,7
24,25,Clemson,2.3,19,114,24,2010,7
25,26,BYU,2.2,5,64,13,2010,7
26,27,Illinois,2.0,21,97,38,2010,7
27,28,Notre Dame,1.4,16,56,19,2010,7
28,29,Kentucky,1.3,19,92,40,2010,7
29,30,NC State,1.2,23,113,28,2010,7
30,31,USC,1.2,6,66,63,2010,7
31,32,Texas,0.4,3,97,27,2010,7
32,33,TX Christian,0.3,4,46,36,2010,7
33,34,Pittsburgh,0.2,19,42,37,2010,7
34,35,Cincinnati,0.2,14,50,20,2010,7
35,36,Texas A&M,-0.8,16,118,70,2010,7
36,37,Colorado St,-0.8,36,104,39,2010,7
37,38,Ohio State,-1.2,5,98,34,2010,7
38,39,Vanderbilt,-1.2,16,76,16,2010,7
39,40,E Carolina,-1.4,36,86,43,2010,7
40,41,Penn State,-1.5,20,95,23,2010,7
41,42,Iowa,-1.5,28,101,31,2010,7
42,43,Virginia,-1.7,43,109,68,2010,7
43,44,GA Tech,-2.0,14,91,45,2010,7
44,45,UNLV,-2.1,10,94,49,2010,7
45,46,Iowa State,-2.1,32,84,46,2010,7
46,47,W Virginia,-2.1,13,88,42,2010,7
47,48,W Kentucky,-2.2,3,117,33,2010,7
48,49,Texas Tech,-2.6,12,75,48,2010,7
49,50,Wyoming,-2.7,45,105,55,2010,7
50,51,Nebraska,-2.8,9,91,60,2010,7
51,52,Marshall,-2.8,1,97,50,2010,7
52,53,Michigan,-2.8,15,68,51,2010,7
53,54,Toledo,-3.2,28,109,78,2010,7
54,55,Michigan St,-3.2,41,109,83,2010,7
