,Rank,Team,Rating,Hi,Low,Last,Season,Week
0,1,Boise State,27.1,1,57,3,2010,7
1,2,Oregon,25.7,1,21,1,2010,7
2,3,TX Christian,23.7,1,96,5,2010,7
3,4,Stanford,23.4,1,54,4,2010,7
4,5,Alabama,23.1,2,27,2,2010,7
5,6,Ohio State,20.4,1,46,6,2010,7
6,7,Utah,20.0,1,70,14,2010,7
7,8,Nebraska,19.8,4,36,12,2010,7
8,9,Florida St,18.1,6,47,18,2010,7
9,10,California,17.7,3,99,11,2010,7
10,11,LSU,17.0,8,41,16,2010,7
11,12,Nevada,16.0,11,112,13,2010,7
12,13,Florida,15.7,7,34,9,2010,7
13,14,Arizona,14.9,2,80,8,2010,7
14,15,Auburn,14.7,3,35,17,2010,7
15,16,Oklahoma St,14.5,4,62,15,2010,7
16,17,Iowa,14.2,10,71,10,2010,7
17,18,S Carolina,14.0,2,31,26,2010,7
18,19,Missouri,13.3,7,43,21,2010,7
19,20,Oklahoma,13.1,4,68,19,2010,7
20,21,NC State,13.0,16,50,22,2010,7
21,22,Arkansas,12.5,7,31,20,2010,7
22,23,Oregon St,10.6,20,58,29,2010,7
23,24,Miami (FL),10.5,3,52,7,2010,7
24,25,Miss State,9.5,8,59,30,2010,7
25,26,Michigan St,8.8,17,68,35,2010,7
26,27,VA Tech,8.8,8,76,23,2010,7
27,28,Baylor,7.7,27,93,27,2010,7
28,29,W Virginia,7.7,15,62,41,2010,7
29,30,USC,7.4,4,89,31,2010,7
30,31,Arizona St,7.1,15,59,32,2010,7
31,32,San Diego St,6.7,8,71,25,2010,7
32,33,Texas A&M,6.4,11,46,34,2010,7
33,34,Air Force,6.4,3,54,28,2010,7
34,35,N Carolina,6.4,19,70,36,2010,7
35,36,Hawaii,6.0,10,113,63,2010,7
36,37,Illinois,6.0,22,74,53,2010,7
37,38,Georgia,5.7,2,40,38,2010,7
38,39,Wisconsin,5.3,2,55,33,2010,7
39,40,Connecticut,5.2,24,94,39,2010,7
40,41,Central FL,4.6,22,105,50,2010,7
41,42,Clemson,4.2,28,48,37,2010,7
42,43,Idaho ,4.1,6,111,43,2010,7
43,44,Cincinnati,4.0,27,90,62,2010,7
44,45,Louisville,2.9,25,95,75,2010,7
45,46,Notre Dame,2.5,16,63,47,2010,7
46,47,Texas,1.9,18,79,42,2010,7
47,48,Michigan,1.8,10,90,24,2010,7
48,49,Kentucky,1.8,22,62,45,2010,7
49,50,UCLA,1.3,13,109,40,2010,7
50,51,N Illinois,0.7,7,118,74,2010,7
51,52,GA Tech,0.5,24,65,60,2010,7
52,53,Troy,-0.1,52,108,73,2010,7
53,54,Texas Tech,-0.1,25,73,64,2010,7
54,55,Maryland,-0.3,20,82,59,2010,7
55,56,Vanderbilt,-0.3,48,110,72,2010,7
56,57,Pittsburgh,-0.7,9,75,57,2010,7
57,58,Temple,-0.9,50,118,61,2010,7
58,59,S Florida,-0.9,4,70,46,2010,7
59,60,Washington,-1.1,6,86,58,2010,7
60,61,Syracuse,-1.1,17,85,69,2010,7
61,62,S Methodist,-1.2,38,88,56,2010,7
62,63,Army,-1.8,63,115,78,2010,7
63,64,Virginia,-1.8,47,98,67,2010,7
64,65,S Mississippi,-1.9,34,116,70,2010,7
65,66,Colorado,-2.4,33,101,65,2010,7
66,67,Tulsa,-3.0,27,88,66,2010,7
67,68,Houston,-3.1,22,80,48,2010,7
68,69,Penn State,-3.2,15,70,44,2010,7
69,70,Northwestern,-3.4,42,86,52,2010,7
70,71,Navy,-3.6,29,89,76,2010,7
71,72,Kansas St,-3.7,18,86,49,2010,7
72,73,Toledo,-4.0,72,120,81,2010,7
73,74,Indiana,-4.6,51,120,71,2010,7
74,75,Fresno St,-4.8,13,93,54,2010,7
75,76,Mississippi,-5.4,44,113,77,2010,7
76,77,Tennessee,-5.6,14,77,51,2010,7
77,78,Rutgers,-5.8,59,108,80,2010,7
78,79,E Carolina,-5.9,55,110,79,2010,7
79,80,Central Mich,-6.8,30,112,68,2010,7
80,81,Iowa State,-8.9,5,96,55,2010,7
81,82,Ohio,-9.3,61,116,91,2010,7
82,83,BYU,-9.5,16,89,83,2010,7
83,84,W Michigan,-10.2,49,113,109,2010,7
84,85,Purdue,-10.5,76,119,99,2010,7
85,86,Arkansas St,-11.1,5,101,96,2010,7
86,87,Florida Intl,-11.5,59,96,87,2010,7
87,88,Wake Forest,-11.7,10,110,85,2010,7
88,89,TX El Paso,-11.7,86,117,94,2010,7
89,90,LA Tech,-12.3,45,108,106,2010,7
90,91,Boston Col,-12.6,42,91,88,2010,7
91,92,Wyoming,-13.0,58,110,95,2010,7
92,93,Minnesota,-13.1,8,99,89,2010,7
93,94,UNLV,-13.2,57,117,90,2010,7
94,95,Buffalo,-13.5,74,120,97,2010,7
95,96,UAB,-14.2,73,115,84,2010,7
96,97,Marshall,-14.9,81,119,104,2010,7
97,98,Kent State,-14.9,74,111,92,2010,7
98,99,Wash State,-15.9,48,120,114,2010,7
99,100,Fla Atlantic,-16.0,33,116,101,2010,7
100,101,Utah State,-16.3,1,109,82,2010,7
101,102,Tulane,-16.4,91,120,93,2010,7
102,103,Duke,-17.2,62,110,105,2010,7
103,104,Kansas,-17.4,75,117,107,2010,7
104,105,Colorado St,-17.5,83,118,110,2010,7
105,106,Miami (OH),-17.6,57,106,86,2010,7
