,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,VA Tech,25.0,0-1,0-0,0-0,1,57,1,2010,13
1,2,TX Christian,18.4,1-0,0-0,0-0,1,15,5,2010,13
2,3,Boise State,17.7,1-0,0-0,0-0,1,56,3,2010,13
3,4,Arkansas,17.6,0-0,1-0,0-0,2,43,2,2010,13
4,5,Missouri,16.7,0-0,1-0,0-0,3,34,4,2010,13
5,6,Florida,14.7,0-0,1-0,0-0,2,41,6,2010,13
6,7,Oregon St,14.5,0-1,0-0,0-0,3,27,7,2010,13
7,8,Navy,11.6,0-0,1-1,0-0,8,118,8,2010,13
8,9,Oklahoma,11.4,0-0,1-0,0-0,3,68,11,2010,13
9,10,LSU,10.2,0-0,1-0,0-0,2,30,9,2010,13
10,11,Georgia,10.1,0-1,0-0,0-0,8,63,10,2010,13
11,12,Illinois,9.9,0-1,0-0,0-0,11,118,18,2010,13
12,13,Texas A&M,8.3,0-1,0-0,0-0,11,59,13,2010,13
13,14,Texas Tech,7.6,0-0,0-0,0-0,9,65,12,2010,13
14,15,N Carolina,6.3,0-1,0-0,0-0,7,35,14,2010,13
15,16,Penn State,6.1,0-0,0-0,0-0,15,68,55,2010,13
16,17,Texas,5.2,0-1,0-0,0-0,3,34,17,2010,13
17,18,Maryland,4.9,1-0,0-0,0-0,10,114,15,2010,13
18,19,Colorado,2.3,0-0,0-0,0-0,4,68,16,2010,13
19,20,Kansas St,1.5,0-0,0-0,0-0,9,111,19,2010,13
20,21,Notre Dame,0.2,0-1,0-0,0-0,21,119,119,2010,13
21,22,Stanford,--,0-0,0-0,0-0,2,55,20,2010,13
22,23,Oregon,--,0-0,0-0,0-0,7,47,22,2010,13
23,24,Alabama,--,0-0,0-0,0-0,1,41,23,2010,13
24,25,Nebraska,--,0-0,0-0,0-0,7,44,21,2010,13
25,26,Ohio State,--,0-0,0-0,0-0,4,56,24,2010,13
26,27,Oklahoma St,--,0-0,0-0,0-0,2,60,25,2010,13
27,28,Miami (FL),--,0-0,0-0,0-0,6,106,27,2010,13
28,29,Florida St,--,0-0,0-0,0-0,19,96,30,2010,13
29,30,S Carolina,--,0-0,0-0,0-0,5,119,28,2010,13
30,31,Auburn,--,0-0,0-0,0-0,1,35,29,2010,13
31,32,Nevada,--,0-0,0-0,0-0,21,111,31,2010,13
32,33,Utah,--,0-0,0-0,0-0,9,49,32,2010,13
33,34,Arizona,--,0-0,0-0,0-0,1,108,33,2010,13
34,35,USC,--,0-0,0-0,0-0,1,48,26,2010,13
35,36,Wisconsin,--,0-0,0-0,0-0,9,46,37,2010,13
36,37,Pittsburgh,--,0-0,0-0,0-0,3,45,34,2010,13
37,38,Miss State,--,0-0,0-0,0-0,3,78,35,2010,13
38,39,Central FL,--,0-0,0-0,0-0,13,71,40,2010,13
39,40,NC State,--,0-0,0-0,0-0,3,80,36,2010,13
40,41,Clemson,--,0-0,0-0,0-0,19,98,38,2010,13
41,42,Syracuse,--,0-0,0-0,0-0,10,78,39,2010,13
42,43,Arizona St,--,0-0,0-0,0-0,30,66,43,2010,13
43,44,Hawaii,--,0-0,0-0,0-0,36,112,41,2010,13
44,45,Air Force,--,0-0,0-0,0-0,19,51,44,2010,13
45,46,Tennessee,--,0-0,0-0,0-0,22,60,45,2010,13
46,47,Temple,--,0-0,0-0,0-0,41,114,42,2010,13
47,48,N Illinois,--,0-0,0-0,0-0,27,119,57,2010,13
48,49,W Virginia,--,0-0,0-0,0-0,13,108,51,2010,13
49,50,San Diego St,--,0-0,0-0,0-0,30,100,48,2010,13
50,51,Iowa,--,0-0,0-0,0-0,8,70,46,2010,13
51,52,Louisville,--,0-0,0-0,0-0,26,75,47,2010,13
52,53,Michigan,--,0-0,0-0,0-0,21,119,49,2010,13
53,54,S Florida,--,0-0,0-0,0-0,21,80,50,2010,13
54,55,GA Tech,--,0-0,0-0,0-0,14,102,53,2010,13
55,56,Tulsa,--,0-0,0-0,0-0,33,96,54,2010,13
56,57,S Mississippi,--,0-0,0-0,0-0,56,118,56,2010,13
57,58,W Michigan,--,0-0,0-0,0-0,50,109,58,2010,13
58,59,Toledo,--,0-0,0-0,0-0,47,116,67,2010,13
59,60,Boston Col,--,0-0,0-0,0-0,33,94,60,2010,13
60,61,Houston,--,0-0,0-0,0-0,31,95,52,2010,13
61,62,Mississippi,--,0-0,0-0,0-0,40,93,71,2010,13
62,63,Florida Intl,--,0-0,0-0,0-0,52,114,63,2010,13
63,64,Central Mich,--,0-0,0-0,0-0,31,106,66,2010,13
64,65,Kentucky,--,0-0,0-0,0-0,12,103,62,2010,13
65,66,Washington,--,0-0,0-0,0-0,5,71,61,2010,13
66,67,Ohio,--,0-0,0-0,0-0,66,120,75,2010,13
67,68,Virginia,--,0-0,0-0,0-0,22,81,68,2010,13
68,69,Cincinnati,--,0-0,0-0,0-0,16,102,70,2010,13
69,70,UCLA,--,0-0,0-0,0-0,22,101,59,2010,13
70,71,Minnesota,--,0-0,0-0,0-0,2,83,74,2010,13
71,72,BYU,--,0-0,0-0,0-0,8,93,73,2010,13
72,73,Duke,--,0-0,0-0,0-0,61,88,76,2010,13
73,74,Idaho ,--,0-0,0-0,0-0,8,105,83,2010,13
74,75,Fresno St,--,0-0,0-0,0-0,22,116,64,2010,13
75,76,S Methodist,--,0-0,0-0,0-0,17,87,78,2010,13
76,77,California,--,0-0,0-0,0-0,30,87,77,2010,13
77,78,Troy,--,0-0,0-0,0-0,5,79,65,2010,13
78,79,UAB,--,0-0,0-0,0-0,67,114,80,2010,13
79,80,Connecticut,--,0-0,0-0,0-0,32,104,90,2010,13
80,81,Wash State,--,0-0,0-0,0-0,66,115,81,2010,13
81,82,Purdue,--,0-0,0-0,0-0,55,98,91,2010,13
82,83,E Carolina,--,0-0,0-0,0-0,56,119,72,2010,13
83,84,Tulane,--,0-0,0-0,0-0,63,120,82,2010,13
84,85,W Kentucky,--,0-0,0-0,0-0,71,117,84,2010,13
85,86,Utah State,--,0-0,0-0,0-0,13,97,86,2010,13
86,87,Vanderbilt,--,0-0,0-0,0-0,24,89,88,2010,13
87,88,North Texas,--,0-0,0-0,0-0,73,111,79,2010,13
88,89,Arkansas St,--,0-0,0-0,0-0,70,106,87,2010,13
89,90,Ball State,--,0-0,0-0,0-0,67,115,92,2010,13
90,91,Miami (OH),--,0-0,0-0,0-0,10,108,89,2010,13
91,92,TX El Paso,--,0-0,0-0,0-0,82,119,95,2010,13
92,93,Kent State,--,0-0,0-0,0-0,70,110,85,2010,13
93,94,Bowling Grn,--,0-0,0-0,0-0,77,103,93,2010,13
94,95,LA Lafayette,--,0-0,0-0,0-0,79,113,94,2010,13
95,96,Wyoming,--,0-0,0-0,0-0,78,100,100,2010,13
96,97,Marshall,--,0-0,0-0,0-0,82,120,96,2010,13
97,98,Kansas,--,0-0,0-0,0-0,41,117,98,2010,13
98,99,San Jose St,--,0-0,0-0,0-0,80,115,99,2010,13
99,100,Buffalo,--,0-0,0-0,0-0,69,109,101,2010,13
100,101,Middle Tenn,--,0-0,0-0,0-0,64,115,102,2010,13
101,102,Wake Forest,--,0-0,0-0,0-0,10,107,103,2010,13
102,103,LA Monroe,--,0-0,0-0,0-0,58,111,104,2010,13
103,104,E Michigan,--,0-0,0-0,0-0,85,119,106,2010,13
104,105,Akron,--,0-0,0-0,0-0,70,108,105,2010,13
105,106,Memphis,--,0-0,0-0,0-0,87,114,107,2010,13
106,107,N Mex State,--,0-0,0-0,0-0,60,118,108,2010,13
107,108,UNLV,--,0-0,0-0,0-0,82,109,109,2010,13
108,109,New Mexico,--,0-0,0-0,0-0,90,116,110,2010,13
109,110,Michigan St,-2.2,0-0,0-0,0-0,8,113,111,2010,13
110,111,Iowa State,-4.0,0-0,0-1,0-0,7,118,113,2010,13
111,112,Rutgers,-4.5,0-0,0-0,0-0,47,114,112,2010,13
112,113,Baylor,-5.0,0-0,0-1,0-0,49,116,116,2010,13
113,114,Fla Atlantic,-6.8,0-0,0-0,0-0,96,118,114,2010,13
114,115,Army,-13.5,0-0,0-1,0-0,71,117,115,2010,13
115,116,LA Tech,-13.6,0-0,0-0,0-0,78,119,117,2010,13
116,117,Rice,-13.6,0-0,0-1,0-0,100,118,118,2010,13
117,118,Indiana,-14.6,0-0,0-1,0-0,47,118,97,2010,13
118,119,Northwestern,-16.5,0-0,0-1,0-0,17,119,69,2010,13
119,120,Colorado St,-24.0,0-0,0-1,0-0,90,120,120,2010,13
