,Rank,Team,Rating,v 1-10,v 11-25,v 26-40,Hi,Low,Last,Season,Week
0,1,VA Tech,20.1,0-1,0-0,0-0,1,57,1,2010,6
1,2,TX Christian,16.9,1-0,0-0,0-0,1,15,2,2010,6
2,3,Oklahoma,16.3,0-0,1-0,0-0,3,68,34,2010,6
3,4,Boise State,13.9,1-0,0-0,0-0,1,56,3,2010,6
4,5,LSU,12.0,1-0,0-0,0-0,2,30,5,2010,6
5,6,Oregon St,11.2,0-1,0-0,0-0,3,27,4,2010,6
6,7,Missouri,10.9,0-0,0-0,0-0,3,34,6,2010,6
7,8,N Carolina,6.1,0-1,0-0,0-0,7,35,7,2010,6
8,9,Kansas St,5.4,0-0,0-0,0-0,9,111,11,2010,6
9,10,Colorado,4.6,0-0,0-0,0-0,4,68,8,2010,6
10,11,Texas,3.7,0-1,0-0,0-0,3,34,9,2010,6
11,12,Maryland,0.9,0-0,0-0,0-0,10,114,12,2010,6
12,13,Michigan St,0.4,0-0,0-0,0-0,8,113,10,2010,6
13,14,Nebraska,--,0-0,0-0,0-0,7,44,13,2010,6
14,15,Arizona,--,0-0,0-0,0-0,1,108,15,2010,6
15,16,Alabama,--,0-0,0-0,0-0,1,41,16,2010,6
16,17,Oregon,--,0-0,0-0,0-0,7,47,17,2010,6
17,18,Stanford,--,0-0,0-0,0-0,2,55,14,2010,6
18,19,Miami (FL),--,0-0,0-0,0-0,6,106,18,2010,6
19,20,NC State,--,0-0,0-0,0-0,3,80,22,2010,6
20,21,Utah,--,0-0,0-0,0-0,9,49,20,2010,6
21,22,UCLA,--,0-0,0-0,0-0,22,101,23,2010,6
22,23,Tennessee,--,0-0,0-0,0-0,22,60,58,2010,6
23,24,Ohio State,--,0-0,0-0,0-0,4,56,55,2010,6
24,25,Nevada,--,0-0,0-0,0-0,21,111,21,2010,6
25,26,Arkansas,--,0-0,0-0,0-0,2,43,24,2010,6
26,27,USC,--,0-0,0-0,0-0,1,48,29,2010,6
27,28,Clemson,--,0-0,0-0,0-0,19,98,31,2010,6
28,29,Pittsburgh,--,0-0,0-0,0-0,3,45,28,2010,6
29,30,Auburn,--,0-0,0-0,0-0,1,35,26,2010,6
30,31,Florida,--,0-0,0-0,0-0,2,41,19,2010,6
31,32,Notre Dame,--,0-0,0-0,0-0,21,119,46,2010,6
32,33,Texas A&M,--,0-0,0-0,0-0,11,59,57,2010,6
33,34,Iowa,--,0-0,0-0,0-0,8,70,35,2010,6
34,35,Arizona St,--,0-0,0-0,0-0,30,66,30,2010,6
35,36,Virginia,--,0-0,0-0,0-0,22,81,33,2010,6
36,37,Michigan,--,0-0,0-0,0-0,21,119,36,2010,6
37,38,S Carolina,--,0-0,0-0,0-0,5,119,38,2010,6
38,39,Air Force,--,0-0,0-0,0-0,19,51,40,2010,6
39,40,Wisconsin,--,0-0,0-0,0-0,9,46,27,2010,6
40,41,Central Mich,--,0-0,0-0,0-0,31,106,37,2010,6
41,42,California,--,0-0,0-0,0-0,30,87,44,2010,6
42,43,Florida St,--,0-0,0-0,0-0,19,96,92,2010,6
43,44,Washington,--,0-0,0-0,0-0,5,71,66,2010,6
44,45,Central FL,--,0-0,0-0,0-0,13,71,52,2010,6
45,46,San Diego St,--,0-0,0-0,0-0,30,100,42,2010,6
46,47,Louisville,--,0-0,0-0,0-0,26,75,41,2010,6
47,48,Toledo,--,0-0,0-0,0-0,47,116,48,2010,6
48,49,GA Tech,--,0-0,0-0,0-0,14,102,39,2010,6
49,50,Vanderbilt,--,0-0,0-0,0-0,24,89,25,2010,6
50,51,Indiana,--,0-0,0-0,0-0,47,118,50,2010,6
51,52,W Virginia,--,0-0,0-0,0-0,13,108,45,2010,6
52,53,Mississippi,--,0-0,0-0,0-0,40,93,63,2010,6
53,54,Minnesota,--,0-0,0-0,0-0,2,83,51,2010,6
54,55,Troy,--,0-0,0-0,0-0,5,79,53,2010,6
55,56,Northwestern,--,0-0,0-0,0-0,17,119,43,2010,6
56,57,Temple,--,0-0,0-0,0-0,41,114,54,2010,6
57,58,Penn State,--,0-0,0-0,0-0,15,68,47,2010,6
58,59,N Illinois,--,0-0,0-0,0-0,27,119,73,2010,6
59,60,Oklahoma St,--,0-0,0-0,0-0,2,60,56,2010,6
60,61,Boston Col,--,0-0,0-0,0-0,33,94,59,2010,6
61,62,S Methodist,--,0-0,0-0,0-0,17,87,49,2010,6
62,63,Georgia,--,0-0,0-0,0-0,8,63,61,2010,6
63,64,Tulsa,--,0-0,0-0,0-0,33,96,89,2010,6
64,65,Texas Tech,--,0-0,0-0,0-0,9,65,32,2010,6
65,66,Fresno St,--,0-0,0-0,0-0,22,116,67,2010,6
66,67,S Florida,--,0-0,0-0,0-0,21,80,60,2010,6
67,68,Idaho ,--,0-0,0-0,0-0,8,105,81,2010,6
68,69,Baylor,--,0-0,0-0,0-0,49,116,65,2010,6
69,70,Kentucky,--,0-0,0-0,0-0,12,103,64,2010,6
70,71,Rutgers,--,0-0,0-0,0-0,47,114,62,2010,6
71,72,Tulane,--,0-0,0-0,0-0,63,120,87,2010,6
72,73,Purdue,--,0-0,0-0,0-0,55,98,75,2010,6
73,74,Army,--,0-0,0-0,0-0,71,117,72,2010,6
74,75,Syracuse,--,0-0,0-0,0-0,10,78,70,2010,6
75,76,Duke,--,0-0,0-0,0-0,61,88,77,2010,6
76,77,Miss State,--,0-0,0-0,0-0,3,78,68,2010,6
77,78,Cincinnati,--,0-0,0-0,0-0,16,102,71,2010,6
78,79,UAB,--,0-0,0-0,0-0,67,114,78,2010,6
79,80,Wyoming,--,0-0,0-0,0-0,78,100,93,2010,6
80,81,Hawaii,--,0-0,0-0,0-0,36,112,79,2010,6
81,82,Middle Tenn,--,0-0,0-0,0-0,64,115,74,2010,6
82,83,Ball State,--,0-0,0-0,0-0,67,115,110,2010,6
83,84,Utah State,--,0-0,0-0,0-0,13,97,83,2010,6
84,85,Ohio,--,0-0,0-0,0-0,66,120,80,2010,6
85,86,Florida Intl,--,0-0,0-0,0-0,52,114,69,2010,6
86,87,Connecticut,--,0-0,0-0,0-0,32,104,85,2010,6
87,88,E Carolina,--,0-0,0-0,0-0,56,119,76,2010,6
88,89,Houston,--,0-0,0-0,0-0,31,95,82,2010,6
89,90,S Mississippi,--,0-0,0-0,0-0,56,118,88,2010,6
90,91,Miami (OH),--,0-0,0-0,0-0,10,108,86,2010,6
91,92,Arkansas St,--,0-0,0-0,0-0,70,106,91,2010,6
92,93,BYU,--,0-0,0-0,0-0,8,93,84,2010,6
93,94,Buffalo,--,0-0,0-0,0-0,69,109,104,2010,6
94,95,Kent State,--,0-0,0-0,0-0,70,110,90,2010,6
95,96,TX El Paso,--,0-0,0-0,0-0,82,119,108,2010,6
96,97,W Michigan,--,0-0,0-0,0-0,50,109,96,2010,6
97,98,North Texas,--,0-0,0-0,0-0,73,111,94,2010,6
98,99,Bowling Grn,--,0-0,0-0,0-0,77,103,97,2010,6
99,100,UNLV,--,0-0,0-0,0-0,82,109,99,2010,6
100,101,W Kentucky,--,0-0,0-0,0-0,71,117,98,2010,6
101,102,Wash State,--,0-0,0-0,0-0,66,115,109,2010,6
102,103,San Jose St,--,0-0,0-0,0-0,80,115,101,2010,6
103,104,Wake Forest,--,0-0,0-0,0-0,10,107,102,2010,6
104,105,Marshall,--,0-0,0-0,0-0,82,120,100,2010,6
105,106,E Michigan,--,0-0,0-0,0-0,85,119,105,2010,6
106,107,Memphis,--,0-0,0-0,0-0,87,114,103,2010,6
107,108,Akron,--,0-0,0-0,0-0,70,108,107,2010,6
108,109,LA Lafayette,--,0-0,0-0,0-0,79,113,112,2010,6
109,110,Kansas,--,0-0,0-0,0-0,41,117,95,2010,6
110,111,LA Monroe,--,0-0,0-0,0-0,58,111,106,2010,6
111,112,N Mex State,--,0-0,0-0,0-0,60,118,111,2010,6
112,113,New Mexico,--,0-0,0-0,0-0,90,116,113,2010,6
113,114,Illinois,-0.1,0-1,0-0,0-0,11,118,114,2010,6
114,115,Navy,-5.3,0-0,0-1,0-0,8,118,115,2010,6
115,116,Iowa State,-6.5,0-1,0-0,0-0,7,118,116,2010,6
116,117,Fla Atlantic,-8.5,0-0,0-1,0-0,96,118,118,2010,6
117,118,Rice,-8.7,0-0,0-1,0-0,100,118,117,2010,6
118,119,LA Tech,-15.2,0-0,0-0,0-0,78,119,119,2010,6
119,120,Colorado St,-23.1,0-1,0-0,0-0,90,120,120,2010,6
